BB3_name,Threshold
U4-GBS,95
U5-GBS,90
U6-GBS,85
U7-GBS,75
U6-GBM,80
U7-GBM,65
U8-GBM,55
U9-GBM,50
U10-GBM,45
U11-GBM,40
U12-GBM,40
U8-GBL,50
U9-GBL,45
U10-GBL,40
U11-GBL,35
U12-GBL,35
U13-GBL,30
U14-GBL,30
U15-GBL,30
U16-GBL,30
L8-R,45
L9-R,40
L10-R,40
L11-R,40
L12-R,40
U_WHITE-GBS,70
U_RED-GBS,70
U_GREEN-GBM,60
U_GREEN-GBL,55
U_BLUE-GBL,60
U_BLUE-GBX,60
L_GREEN-R,40
L_BLUE-R,40

