,PA
2018-07-16 11:57:00,8200.9142076
2018-07-16 11:58:00,8214.2842076
2018-07-16 11:59:00,8243.8892076
2018-07-16 12:00:00,8242.9342076
2018-07-16 12:01:00,8240.0692076
2018-07-16 12:02:00,8241.0242076
2018-07-16 12:03:00,8243.8892076
2018-07-16 12:04:00,8243.8892076
2018-07-16 12:05:00,8244.8442076
2018-07-16 12:06:00,8244.8442076
2018-07-16 12:07:00,8230.5192076
2018-07-16 12:08:00,8230.5192076
2018-07-16 12:09:00,8222.8792076
2018-07-16 12:10:00,8222.8792076
2018-07-16 12:11:00,8219.0592076
2018-07-16 12:12:00,8220.9692076
2018-07-16 12:13:00,8220.9692076
2018-07-16 12:14:00,8216.1942076
2018-07-16 12:15:00,8216.1942076
2018-07-16 12:16:00,8216.1942076
2018-07-16 12:17:00,8214.2842076
2018-07-16 12:18:00,8215.2392076
2018-07-16 12:19:00,8220.0142076
2018-07-16 12:20:00,8220.9692076
2018-07-16 12:21:00,8220.9692076
2018-07-16 12:22:00,8221.9242076
2018-07-16 12:23:00,8221.9242076
2018-07-16 12:24:00,8221.9242076
2018-07-16 12:25:00,8220.0142076
2018-07-16 12:26:00,8220.0142076
2018-07-16 12:27:00,8221.9242076
2018-07-16 12:28:00,8220.0142076
2018-07-16 12:29:00,8220.0142076
2018-07-16 12:30:00,8219.0592076
2018-07-16 12:31:00,8208.5542076
2018-07-16 12:32:00,8207.5992076
2018-07-16 12:33:00,8210.4642076
2018-07-16 12:34:00,8211.4192076
2018-07-16 12:35:00,8212.3742076
2018-07-16 12:36:00,8215.2392076
2018-07-16 12:37:00,8220.0142076
2018-07-16 12:38:00,8211.4192076
2018-07-16 12:39:00,8217.1492076
2018-07-16 12:40:00,8214.2842076
2018-07-16 12:41:00,8218.1042076
2018-07-16 12:42:00,8216.1942076
2018-07-16 12:43:00,8234.3392076
2018-07-16 12:44:00,8232.4292076
2018-07-16 12:45:00,8232.4292076
2018-07-16 12:46:00,8229.5642076
2018-07-16 12:47:00,8230.5192076
2018-07-16 12:48:00,8231.4742076
2018-07-16 12:49:00,8230.5192076
2018-07-16 12:50:00,8230.5192076
2018-07-16 12:51:00,8231.4742076
2018-07-16 12:52:00,8233.3842076
2018-07-16 12:53:00,8232.4292076
2018-07-16 12:54:00,8234.3392076
2018-07-16 12:55:00,8234.3392076
2018-07-16 12:56:00,8230.5192076
2018-07-16 12:57:00,8228.6092076
2018-07-16 12:58:00,8228.6092076
2018-07-16 12:59:00,8231.4742076
2018-07-16 13:00:00,8231.4742076
2018-07-16 13:01:00,8231.4742076
2018-07-16 13:02:00,8230.5192076
2018-07-16 13:03:00,8230.5192076
2018-07-16 13:04:00,8245.7992076
2018-07-16 13:05:00,8245.7992076
2018-07-16 13:06:00,8236.2492076
2018-07-16 13:07:00,8231.4742076
2018-07-16 13:08:00,8230.5192076
2018-07-16 13:09:00,8229.5642076
2018-07-16 13:10:00,8232.4292076
2018-07-16 13:11:00,8224.7892076
2018-07-16 13:12:00,8221.9242076
2018-07-16 13:13:00,8220.9692076
2018-07-16 13:14:00,8225.7442076
2018-07-16 13:15:00,8229.5642076
2018-07-16 13:16:00,8222.8792076
2018-07-16 13:17:00,8221.9242076
2018-07-16 13:18:00,8222.8792076
2018-07-16 13:19:00,8221.9242076
2018-07-16 13:20:00,8224.7892076
2018-07-16 13:21:00,8220.9692076
2018-07-16 13:22:00,8220.9692076
2018-07-16 13:23:00,8220.0142076
2018-07-16 13:24:00,8215.2392076
2018-07-16 13:25:00,8217.1492076
2018-07-16 13:26:00,8216.1942076
2018-07-16 13:27:00,8217.1492076
2018-07-16 13:28:00,8220.9692076
2018-07-16 13:29:00,8216.1942076
2018-07-16 13:30:00,8218.1042076
2018-07-16 13:31:00,8219.0592076
2018-07-16 13:32:00,8219.0592076
2018-07-16 13:33:00,8220.0142076
2018-07-16 13:34:00,8220.0142076
2018-07-16 13:35:00,8219.0592076
2018-07-16 13:36:00,8219.0592076
2018-07-16 13:37:00,8220.0142076
2018-07-16 13:38:00,8219.0592076
2018-07-16 13:39:00,8219.0592076
2018-07-16 13:40:00,8219.0592076
2018-07-16 13:41:00,8218.1042076
2018-07-16 13:42:00,8219.0592076
2018-07-16 13:43:00,8219.0592076
2018-07-16 13:44:00,8217.1492076
2018-07-16 13:45:00,8223.8342076
2018-07-16 13:46:00,8219.0592076
2018-07-16 13:47:00,8219.0592076
2018-07-16 13:48:00,8226.6992076
2018-07-16 13:49:00,8220.9692076
2018-07-16 13:50:00,8222.8792076
2018-07-16 13:51:00,8220.9692076
2018-07-16 13:52:00,8220.0142076
2018-07-16 13:53:00,8214.2842076
2018-07-16 13:54:00,8213.3292076
2018-07-16 13:55:00,8212.3742076
2018-07-16 13:56:00,8213.3292076
2018-07-16 13:57:00,8213.3292076
2018-07-16 13:58:00,8210.4642076
2018-07-16 13:59:00,8212.3742076
2018-07-16 14:00:00,8215.2392076
2018-07-16 14:01:00,8220.0142076
2018-07-16 14:02:00,8220.0142076
2018-07-16 14:03:00,8219.0592076
2018-07-16 14:04:00,8217.1492076
2018-07-16 14:05:00,8223.8342076
2018-07-16 14:06:00,8221.9242076
2018-07-16 14:07:00,8222.8792076
2018-07-16 14:08:00,8224.7892076
2018-07-16 14:09:00,8225.7442076
2018-07-16 14:10:00,8225.7442076
2018-07-16 14:11:00,8225.7442076
2018-07-16 14:12:00,8223.8342076
2018-07-16 14:13:00,8226.6992076
2018-07-16 14:14:00,8221.9242076
2018-07-16 14:15:00,8221.9242076
2018-07-16 14:16:00,8221.9242076
2018-07-16 14:17:00,8221.9242076
2018-07-16 14:18:00,8232.4292076
2018-07-16 14:19:00,8230.5192076
2018-07-16 14:20:00,8227.6542076
2018-07-16 14:21:00,8230.5192076
2018-07-16 14:22:00,8235.2942076
2018-07-16 14:23:00,8235.2942076
2018-07-16 14:24:00,8235.2942076
2018-07-16 14:25:00,8232.4292076
2018-07-16 14:26:00,8233.3842076
2018-07-16 14:27:00,8234.3392076
2018-07-16 14:28:00,8234.3392076
2018-07-16 14:29:00,8234.3392076
2018-07-16 14:30:00,8234.3392076
2018-07-16 14:31:00,8234.3392076
2018-07-16 14:32:00,8232.4292076
2018-07-16 14:33:00,8233.3842076
2018-07-16 14:34:00,8237.2042076
2018-07-16 14:35:00,8232.4292076
2018-07-16 14:36:00,8234.3392076
2018-07-16 14:37:00,8229.5642076
2018-07-16 14:38:00,8229.5642076
2018-07-16 14:39:00,8228.6092076
2018-07-16 14:40:00,8225.7442076
2018-07-16 14:41:00,8225.7442076
2018-07-16 14:42:00,8229.5642076
2018-07-16 14:43:00,8228.6092076
2018-07-16 14:44:00,8229.5642076
2018-07-16 14:45:00,8229.5642076
2018-07-16 14:46:00,8227.6542076
2018-07-16 14:47:00,8227.6542076
2018-07-16 14:48:00,8227.6542076
2018-07-16 14:49:00,8226.6992076
2018-07-16 14:50:00,8225.7442076
2018-07-16 14:51:00,8224.7892076
2018-07-16 14:52:00,8224.7892076
2018-07-16 14:53:00,8224.7892076
2018-07-16 14:54:00,8221.9242076
2018-07-16 14:55:00,8223.8342076
2018-07-16 14:56:00,8223.8342076
2018-07-16 14:57:00,8222.8792076
2018-07-16 14:58:00,8222.8792076
2018-07-16 14:59:00,8223.8342076
2018-07-16 15:00:00,8220.9692076
2018-07-16 15:01:00,8220.0142076
2018-07-16 15:02:00,8226.6992076
2018-07-16 15:03:00,8223.8342076
2018-07-16 15:04:00,8223.8342076
2018-07-16 15:05:00,8220.9692076
2018-07-16 15:06:00,8223.8342076
2018-07-16 15:07:00,8218.1042076
2018-07-16 15:08:00,8225.7442076
2018-07-16 15:09:00,8221.9242076
2018-07-16 15:10:00,8221.9242076
2018-07-16 15:11:00,8221.9242076
2018-07-16 15:12:00,8221.9242076
2018-07-16 15:13:00,8216.1942076
2018-07-16 15:14:00,8216.1942076
2018-07-16 15:15:00,8216.1942076
2018-07-16 15:16:00,8217.1492076
2018-07-16 15:17:00,8212.3742076
2018-07-16 15:18:00,8218.1042076
2018-07-16 15:19:00,8218.1042076
2018-07-16 15:20:00,8218.1042076
2018-07-16 15:21:00,8228.6092076
2018-07-16 15:22:00,8228.6092076
