,TT
2018-07-20 00:45:00,11182.3968761
2018-07-20 00:46:00,11189.1239261
2018-07-20 00:47:00,11175.6698261
2018-07-20 00:48:00,11182.3968761
2018-07-20 00:49:00,11189.1239261
2018-07-20 00:50:00,11195.8509761
2018-07-20 00:51:00,11182.3968761
2018-07-20 00:52:00,11168.9427761
2018-07-20 00:53:00,11182.3968761
2018-07-20 00:54:00,11182.3968761
2018-07-20 00:55:00,11182.3968761
2018-07-20 00:56:00,11189.1239261
2018-07-20 00:57:00,11182.3968761
2018-07-20 00:58:00,11182.3968761
2018-07-20 00:59:00,11195.8509761
2018-07-20 01:00:00,11175.6698261
2018-07-20 01:01:00,11189.1239261
2018-07-20 01:02:00,11209.3050761
2018-07-20 01:03:00,11209.3050761
2018-07-20 01:04:00,11209.3050761
2018-07-20 01:05:00,11209.3050761
2018-07-20 01:06:00,11209.3050761
2018-07-20 01:07:00,11222.7591761
2018-07-20 01:08:00,11216.0321261
2018-07-20 01:09:00,11209.3050761
2018-07-20 02:29:00,11258.0108395
2018-07-20 02:30:00,11230.8332395
2018-07-20 02:31:00,11230.8332395
2018-07-20 02:32:00,11224.0388395
2018-07-20 02:33:00,11224.0388395
2018-07-20 02:34:00,11217.2444395
2018-07-20 02:35:00,11210.4500395
2018-07-20 02:36:00,11213.8472395
2018-07-20 02:37:00,11224.0388395
2018-07-20 02:38:00,11234.2304395
2018-07-20 02:39:00,11230.8332395
2018-07-20 02:40:00,11237.6276395
2018-07-20 02:41:00,11230.8332395
2018-07-20 02:42:00,11230.8332395
2018-07-20 02:43:00,11230.8332395
2018-07-20 02:44:00,11230.8332395
2018-07-20 02:45:00,11230.8332395
2018-07-20 02:46:00,11224.0388395
2018-07-20 02:47:00,11217.2444395
2018-07-20 02:48:00,11224.0388395
2018-07-20 02:49:00,11217.2444395
2018-07-20 02:50:00,11217.2444395
2018-07-20 02:51:00,11217.2444395
2018-07-20 02:52:00,11217.2444395
2018-07-20 02:53:00,11217.2444395
2018-07-20 02:54:00,11224.0388395
2018-07-20 02:55:00,11224.0388395
2018-07-20 02:56:00,11224.0388395
2018-07-20 02:57:00,11217.2444395
2018-07-20 02:58:00,11224.0388395
2018-07-20 02:59:00,11224.0388395
2018-07-20 03:00:00,11224.0388395
2018-07-20 03:01:00,11224.0388395
2018-07-20 03:02:00,11220.6416395
2018-07-20 03:03:00,11224.0388395
2018-07-20 03:04:00,11224.0388395
2018-07-20 03:05:00,11224.0388395
2018-07-20 03:06:00,11224.0388395
2018-07-20 03:07:00,11224.0388395
2018-07-20 03:08:00,11224.0388395
2018-07-20 03:09:00,11224.0388395
2018-07-20 03:10:00,11224.0388395
2018-07-20 03:11:00,11224.0388395
2018-07-20 03:12:00,11224.0388395
2018-07-20 03:13:00,11224.0388395
2018-07-20 03:14:00,11230.8332395
2018-07-20 03:15:00,11230.8332395
2018-07-20 03:16:00,11237.6276395
2018-07-20 03:17:00,11230.8332395
2018-07-20 03:18:00,11230.8332395
2018-07-20 03:19:00,11230.8332395
2018-07-20 03:20:00,11230.8332395
2018-07-20 03:21:00,11230.8332395
2018-07-20 03:22:00,11237.6276395
2018-07-20 03:23:00,11237.6276395
2018-07-20 03:24:00,11237.6276395
2018-07-20 03:25:00,11237.6276395
2018-07-20 03:26:00,11244.4220395
2018-07-20 03:27:00,11244.4220395
2018-07-20 03:28:00,11244.4220395
2018-07-20 03:29:00,11244.4220395
2018-07-20 03:30:00,11251.2164395
2018-07-20 03:31:00,11251.2164395
2018-07-20 03:32:00,11244.4220395
2018-07-20 03:33:00,11244.4220395
2018-07-20 03:34:00,11247.8192395
2018-07-20 03:35:00,11251.2164395
2018-07-20 03:36:00,11251.2164395
2018-07-20 03:37:00,11251.2164395
2018-07-20 03:38:00,11251.2164395
2018-07-20 03:39:00,11251.2164395
2018-07-20 03:40:00,11251.2164395
2018-07-20 03:41:00,11251.2164395
2018-07-20 03:42:00,11244.4220395
2018-07-20 03:43:00,11244.4220395
2018-07-20 03:44:00,11244.4220395
2018-07-20 03:45:00,11244.4220395
2018-07-20 03:46:00,11244.4220395
2018-07-20 03:47:00,11244.4220395
2018-07-20 03:48:00,11244.4220395
2018-07-20 03:49:00,11244.4220395
2018-07-20 03:50:00,11244.4220395
2018-07-20 03:51:00,11244.4220395
2018-07-20 03:52:00,11244.4220395
