,HO8
2018-06-03 17:00:00,-68363.56296
2018-06-03 17:01:00,-68353.51446
2018-06-03 17:02:00,-68350.83486
2018-06-03 17:03:00,-68362.89306
2018-06-03 17:04:00,-68348.15526
2018-06-03 17:05:00,-68346.81546
2018-06-03 17:06:00,-68338.77666
2018-06-03 17:07:00,-68346.81546
2018-06-03 17:08:00,-68340.11646
2018-06-03 17:09:00,-68340.11646
2018-06-03 17:10:00,-68340.11646
2018-06-03 17:11:00,-68340.11646
2018-06-03 17:12:00,-68352.84456
2018-06-03 17:13:00,-68346.14556
2018-06-03 17:14:00,-68346.14556
2018-06-03 17:15:00,-68345.47566
2018-06-03 17:16:00,-68344.80576
2018-06-03 17:17:00,-68340.78636
2018-06-03 17:18:00,-68338.77666
2018-06-03 17:19:00,-68332.07766
2018-06-03 17:20:00,-68332.74756
2018-06-03 17:21:00,-68332.74756
2018-06-03 17:22:00,-68332.74756
2018-06-03 17:23:00,-68346.81546
2018-06-03 17:24:00,-68347.48536
2018-06-03 17:25:00,-68347.48536
2018-06-03 17:26:00,-68347.48536
2018-06-03 17:27:00,-68347.48536
2018-06-03 17:28:00,-68352.84456
2018-06-03 17:29:00,-68357.53386
2018-06-03 17:30:00,-68358.20376
2018-06-03 17:31:00,-68358.87366
2018-06-03 17:32:00,-68364.90276
2018-06-03 17:33:00,-68364.90276
2018-06-03 17:34:00,-68362.22316
2018-06-03 17:35:00,-68355.52416
2018-06-03 17:36:00,-68358.87366
2018-06-03 17:37:00,-68366.91246
2018-06-03 17:38:00,-68370.93186
2018-06-03 17:39:00,-68368.25226
2018-06-03 17:40:00,-68370.93186
2018-06-03 17:41:00,-68372.27166
2018-06-03 17:42:00,-68370.93186
2018-06-03 17:43:00,-68368.25226
2018-06-03 17:44:00,-68368.25226
2018-06-03 17:45:00,-68368.25226
2018-06-03 17:46:00,-68367.58236
2018-06-03 17:47:00,-68367.58236
2018-06-03 17:48:00,-68374.95126
2018-06-03 17:49:00,-68375.62116
2018-06-03 17:50:00,-68375.62116
2018-06-03 17:51:00,-68367.58236
2018-06-03 17:52:00,-68370.26196
2018-06-03 17:53:00,-68367.58236
2018-06-03 17:54:00,-68366.91246
2018-06-03 17:55:00,-68368.25226
2018-06-03 17:56:00,-68368.25226
2018-06-03 17:57:00,-68368.25226
2018-06-03 17:58:00,-68372.27166
2018-06-03 17:59:00,-68372.27166
2018-06-03 18:00:00,-68378.30076
2018-06-03 18:01:00,-68374.95126
2018-06-03 18:02:00,-68373.61146
2018-06-03 18:03:00,-68368.92216
2018-06-03 18:04:00,-68367.58236
2018-06-03 18:05:00,-68371.60176
2018-06-03 18:06:00,-68371.60176
2018-06-03 18:07:00,-68371.60176
2018-06-03 18:08:00,-68367.58236
2018-06-03 18:09:00,-68367.58236
2018-06-03 18:10:00,-68367.58236
2018-06-03 18:11:00,-68372.94156
2018-06-03 18:12:00,-68378.30076
2018-06-03 18:13:00,-68378.30076
2018-06-03 18:14:00,-68378.30076
2018-06-03 18:15:00,-68378.30076
2018-06-03 18:16:00,-68378.30076
2018-06-03 18:17:00,-68378.30076
2018-06-03 18:18:00,-68376.96096
2018-06-03 18:19:00,-68376.96096
2018-06-03 18:20:00,-68376.96096
2018-06-03 18:21:00,-68376.96096
2018-06-03 18:22:00,-68376.96096
2018-06-03 18:23:00,-68376.96096
2018-06-03 18:24:00,-68376.96096
2018-06-03 18:25:00,-68376.96096
2018-06-03 18:26:00,-68376.96096
2018-06-03 18:27:00,-68380.31046
2018-06-03 18:28:00,-68380.31046
2018-06-03 18:29:00,-68377.63086
2018-06-03 18:30:00,-68377.63086
2018-06-03 18:31:00,-68377.63086
2018-06-03 18:32:00,-68377.63086
2018-06-03 18:33:00,-68377.63086
2018-06-03 18:34:00,-68377.63086
2018-06-03 18:35:00,-68377.63086
2018-06-03 18:36:00,-68377.63086
2018-06-03 18:37:00,-68377.63086
2018-06-03 18:38:00,-68377.63086
2018-06-03 18:39:00,-68377.63086
2018-06-03 18:40:00,-68379.64056
2018-06-03 18:41:00,-68376.29106
2018-06-03 18:42:00,-68374.95126
2018-06-03 18:43:00,-68374.95126
2018-06-03 18:44:00,-68377.63086
2018-06-03 18:45:00,-68377.63086
2018-06-03 18:46:00,-68378.30076
2018-06-03 18:47:00,-68378.30076
2018-06-03 18:48:00,-68376.96096
2018-06-03 18:49:00,-68373.61146
2018-06-03 18:50:00,-68377.63086
2018-06-03 18:51:00,-68374.95126
2018-06-03 18:52:00,-68374.95126
2018-06-03 18:53:00,-68374.95126
2018-06-03 18:54:00,-68368.25226
2018-06-03 18:55:00,-68358.87366
2018-06-03 18:56:00,-68357.53386
2018-06-03 18:57:00,-68358.87366
2018-06-03 18:58:00,-68354.85426
2018-06-03 18:59:00,-68348.82516
2018-06-03 19:00:00,-68351.50476
2018-06-03 19:01:00,-68342.12616
