,CL6
2018-07-18 00:00:00,51105.08715
2018-07-18 00:01:00,51108.98715
2018-07-18 00:02:00,51110.93715
2018-07-18 00:03:00,51110.93715
2018-07-18 00:04:00,51110.93715
2018-07-18 00:05:00,51110.93715
2018-07-18 00:06:00,51114.83715
2018-07-18 00:07:00,51117.76215
2018-07-18 00:08:00,51117.76215
2018-07-18 00:09:00,51118.73715
2018-07-18 00:10:00,51116.78715
2018-07-18 00:11:00,51120.68715
2018-07-18 00:12:00,51120.68715
2018-07-18 00:13:00,51119.71215
2018-07-18 00:14:00,51119.71215
2018-07-18 00:15:00,51119.71215
2018-07-18 00:16:00,51118.73715
2018-07-18 00:17:00,51118.73715
2018-07-18 00:18:00,51116.78715
2018-07-18 00:19:00,51116.78715
2018-07-18 00:20:00,51116.78715
2018-07-18 00:21:00,51110.93715
2018-07-18 00:22:00,51108.01215
2018-07-18 00:23:00,51109.96215
2018-07-18 00:24:00,51109.96215
2018-07-18 00:25:00,51110.93715
2018-07-18 00:26:00,51110.93715
2018-07-18 00:27:00,51112.88715
2018-07-18 00:28:00,51114.83715
2018-07-18 00:29:00,51112.88715
2018-07-18 00:30:00,51112.88715
2018-07-18 00:31:00,51112.88715
2018-07-18 00:32:00,51110.93715
2018-07-18 00:33:00,51108.98715
2018-07-18 00:34:00,51107.03715
2018-07-18 00:35:00,51108.98715
2018-07-18 00:36:00,51108.98715
2018-07-18 00:37:00,51105.08715
2018-07-18 00:38:00,51101.18715
2018-07-18 00:39:00,51093.38715
2018-07-18 00:40:00,51097.28715
2018-07-18 00:41:00,51096.31215
2018-07-18 00:42:00,51094.36215
2018-07-18 00:43:00,51096.31215
2018-07-18 00:44:00,51095.33715
2018-07-18 00:45:00,51094.36215
2018-07-18 00:46:00,51093.38715
2018-07-18 00:47:00,51092.41215
2018-07-18 00:48:00,51088.51215
2018-07-18 00:49:00,51084.61215
2018-07-18 00:50:00,51087.53715
2018-07-18 00:51:00,51088.51215
2018-07-18 00:52:00,51089.48715
2018-07-18 00:53:00,51088.51215
2018-07-18 00:54:00,51087.53715
2018-07-18 00:55:00,51089.48715
2018-07-18 00:56:00,51088.51215
2018-07-18 00:57:00,51090.46215
2018-07-18 00:58:00,51089.48715
2018-07-18 00:59:00,51084.61215
2018-07-18 01:00:00,51078.76215
2018-07-18 01:01:00,51079.73715
2018-07-18 01:02:00,51080.71215
2018-07-18 01:03:00,51082.66215
2018-07-18 01:04:00,51083.63715
2018-07-18 01:05:00,51086.56215
2018-07-18 01:06:00,51088.51215
2018-07-18 01:07:00,51090.46215
2018-07-18 01:08:00,51090.46215
2018-07-18 01:09:00,51088.51215
2018-07-18 01:10:00,51089.48715
2018-07-18 01:11:00,51090.46215
2018-07-18 01:12:00,51089.48715
2018-07-18 01:13:00,51090.46215
2018-07-18 01:14:00,51088.51215
2018-07-18 01:15:00,51086.56215
2018-07-18 01:16:00,51087.53715
2018-07-18 01:17:00,51092.41215
2018-07-18 01:18:00,51091.43715
2018-07-18 01:19:00,51092.41215
2018-07-18 01:20:00,51094.36215
2018-07-18 01:21:00,51094.36215
2018-07-18 01:22:00,51094.36215
2018-07-18 01:23:00,51087.53715
2018-07-18 01:24:00,51090.46215
2018-07-18 01:25:00,51090.46215
2018-07-18 01:26:00,51087.53715
2018-07-18 01:27:00,51087.53715
2018-07-18 01:28:00,51092.41215
2018-07-18 01:29:00,51091.43715
2018-07-18 01:30:00,51094.36215
2018-07-18 01:31:00,51094.36215
2018-07-18 01:32:00,51095.33715
2018-07-18 01:33:00,51094.36215
2018-07-18 01:34:00,51091.43715
2018-07-18 01:35:00,51090.46215
2018-07-18 01:36:00,51089.48715
2018-07-18 01:37:00,51086.56215
2018-07-18 01:38:00,51086.56215
2018-07-18 01:39:00,51081.68715
2018-07-18 01:40:00,51085.58715
2018-07-18 01:41:00,51080.71215
2018-07-18 01:42:00,51081.68715
2018-07-18 01:43:00,51082.66215
2018-07-18 01:44:00,51088.51215
2018-07-18 01:45:00,51088.51215
2018-07-18 01:46:00,51096.31215
2018-07-18 01:47:00,51099.23715
2018-07-18 01:48:00,51100.21215
2018-07-18 01:49:00,51100.21215
2018-07-18 01:50:00,51097.28715
2018-07-18 01:51:00,51096.31215
2018-07-18 01:52:00,51091.43715
2018-07-18 01:53:00,51086.56215
2018-07-18 01:54:00,51086.56215
2018-07-18 01:55:00,51086.56215
2018-07-18 01:56:00,51084.61215
2018-07-18 01:57:00,51084.61215
2018-07-18 01:58:00,51082.66215
2018-07-18 01:59:00,51078.76215
2018-07-18 02:00:00,51077.78715
2018-07-18 02:01:00,51078.76215
2018-07-18 02:02:00,51095.33715
2018-07-18 02:03:00,51090.46215
2018-07-18 02:04:00,51097.28715
2018-07-18 02:05:00,51107.03715
2018-07-18 02:06:00,51103.13715
2018-07-18 02:07:00,51098.26215
2018-07-18 02:08:00,51101.18715
2018-07-18 02:09:00,51104.11215
2018-07-18 02:10:00,51101.18715
2018-07-18 02:11:00,51097.28715
2018-07-18 02:12:00,51096.31215
2018-07-18 02:13:00,51095.33715
2018-07-18 02:14:00,51095.33715
2018-07-18 02:15:00,51090.46215
2018-07-18 02:16:00,51098.26215
2018-07-18 02:17:00,51095.33715
2018-07-18 02:18:00,51100.21215
2018-07-18 02:19:00,51100.21215
2018-07-18 02:20:00,51105.08715
2018-07-18 02:21:00,51102.16215
2018-07-18 02:22:00,51104.11215
2018-07-18 02:23:00,51103.13715
2018-07-18 02:24:00,51099.23715
2018-07-18 02:25:00,51095.33715
2018-07-18 02:26:00,51085.58715
2018-07-18 02:27:00,51089.48715
2018-07-18 02:28:00,51090.46215
2018-07-18 02:29:00,51084.61215
2018-07-18 02:30:00,51088.51215
2018-07-18 02:31:00,51085.58715
2018-07-18 02:32:00,51073.88715
2018-07-18 02:33:00,51072.91215
2018-07-18 02:34:00,51076.81215
