,L_GREEN
2018-08-08 10:00:00,257.142043523
2018-08-08 10:01:00,257.142043523
2018-08-08 10:02:00,257.142043523
2018-08-08 10:03:00,257.142043523
2018-08-08 10:04:00,248.813653392
2018-08-08 10:05:00,257.142043523
2018-08-08 10:06:00,257.142043523
2018-08-08 10:07:00,257.142043523
2018-08-08 10:08:00,248.813653392
2018-08-08 10:09:00,248.813653392
2018-08-08 10:10:00,248.813653392
2018-08-08 10:11:00,240.48526326
2018-08-08 10:12:00,240.48526326
2018-08-08 10:13:00,240.48526326
2018-08-08 10:14:00,240.48526326
2018-08-08 10:15:00,240.48526326
2018-08-08 10:16:00,240.48526326
2018-08-08 10:17:00,240.48526326
2018-08-08 10:18:00,240.48526326
2018-08-08 10:19:00,240.48526326
2018-08-08 10:20:00,240.48526326
2018-08-08 10:21:00,240.48526326
2018-08-08 10:22:00,240.48526326
2018-08-08 10:23:00,240.48526326
2018-08-08 10:24:00,248.813653392
2018-08-08 10:25:00,257.142043523
2018-08-08 10:26:00,257.142043523
2018-08-08 10:27:00,257.142043523
2018-08-08 10:28:00,257.142043523
2018-08-08 10:29:00,257.142043523
2018-08-08 10:30:00,257.142043523
2018-08-08 10:31:00,257.142043523
2018-08-08 10:32:00,257.142043523
2018-08-08 10:33:00,257.142043523
2018-08-08 10:34:00,257.142043523
2018-08-08 10:35:00,257.142043523
2018-08-08 10:36:00,248.813653392
2018-08-08 10:37:00,257.142043523
2018-08-08 10:38:00,257.142043523
2018-08-08 10:39:00,257.142043523
2018-08-08 10:40:00,257.142043523
2018-08-08 10:41:00,257.142043523
2018-08-08 10:42:00,273.798823785
2018-08-08 10:43:00,282.127213917
2018-08-08 10:44:00,282.127213917
2018-08-08 10:45:00,282.127213917
2018-08-08 10:46:00,282.127213917
2018-08-08 10:47:00,282.127213917
2018-08-08 10:48:00,273.798823785
2018-08-08 10:49:00,273.798823785
2018-08-08 10:50:00,282.127213917
2018-08-08 10:51:00,282.127213917
2018-08-08 10:52:00,282.127213917
2018-08-08 10:53:00,282.127213917
2018-08-08 10:54:00,282.127213917
2018-08-08 10:55:00,282.127213917
2018-08-08 10:56:00,282.127213917
2018-08-08 10:57:00,282.127213917
2018-08-08 10:58:00,282.127213917
2018-08-08 10:59:00,282.127213917
2018-08-08 11:00:00,298.783994179
2018-08-08 11:01:00,298.783994179
2018-08-08 11:02:00,298.783994179
2018-08-08 11:03:00,298.783994179
2018-08-08 11:04:00,298.783994179
2018-08-08 11:05:00,290.455604048
2018-08-08 11:06:00,273.798823785
2018-08-08 11:07:00,273.798823785
2018-08-08 11:08:00,273.798823785
2018-08-08 11:09:00,273.798823785
2018-08-08 11:10:00,273.798823785
2018-08-08 11:11:00,273.798823785
2018-08-08 11:12:00,273.798823785
2018-08-08 11:13:00,273.798823785
2018-08-08 11:14:00,273.798823785
2018-08-08 11:15:00,290.455604048
2018-08-08 11:16:00,290.455604048
2018-08-08 11:17:00,290.455604048
2018-08-08 11:18:00,290.455604048
2018-08-08 11:19:00,290.455604048
2018-08-08 11:20:00,290.455604048
2018-08-08 11:21:00,290.455604048
2018-08-08 11:22:00,273.798823785
2018-08-08 11:23:00,273.798823785
2018-08-08 11:24:00,282.127213917
2018-08-08 11:25:00,282.127213917
2018-08-08 11:26:00,282.127213917
2018-08-08 11:27:00,282.127213917
2018-08-08 11:28:00,282.127213917
2018-08-08 11:29:00,282.127213917
2018-08-08 11:30:00,290.455604048
2018-08-08 11:31:00,298.783994179
2018-08-08 11:32:00,298.783994179
2018-08-08 11:33:00,298.783994179
2018-08-08 11:34:00,298.783994179
2018-08-08 11:35:00,298.783994179
2018-08-08 11:36:00,298.783994179
2018-08-08 11:37:00,298.783994179
2018-08-08 11:38:00,298.783994179
2018-08-08 11:39:00,298.783994179
2018-08-08 11:40:00,298.783994179
2018-08-08 11:41:00,298.783994179
2018-08-08 11:42:00,298.783994179
2018-08-08 11:43:00,298.783994179
2018-08-08 11:44:00,298.783994179
2018-08-08 11:45:00,298.783994179
2018-08-08 11:46:00,257.142043523
2018-08-08 11:47:00,290.455604048
2018-08-08 11:48:00,273.798823785
2018-08-08 11:49:00,273.798823785
2018-08-08 11:50:00,273.798823785
2018-08-08 11:51:00,273.798823785
2018-08-08 11:52:00,273.798823785
2018-08-08 11:53:00,273.798823785
2018-08-08 11:54:00,273.798823785
2018-08-08 11:55:00,273.798823785
2018-08-08 11:56:00,273.798823785
2018-08-08 11:57:00,273.798823785
2018-08-08 11:58:00,273.798823785
2018-08-08 11:59:00,273.798823785
2018-08-09 01:29:00,307.111718039
2018-08-09 01:30:00,307.111718039
2018-08-09 01:31:00,307.111718039
2018-08-09 01:32:00,307.111718039
2018-08-09 01:33:00,307.111718039
2018-08-09 01:34:00,307.111718039
2018-08-09 01:35:00,315.44010817
2018-08-09 01:36:00,307.111718039
2018-08-09 01:37:00,307.111718039
2018-08-09 01:38:00,323.768498302
2018-08-09 01:39:00,323.768498302
2018-08-09 01:40:00,332.096888433
2018-08-09 01:41:00,332.096888433
2018-08-09 01:42:00,332.096888433
2018-08-09 01:43:00,332.096888433
2018-08-09 01:44:00,340.425278564
2018-08-09 01:45:00,323.768498302
2018-08-09 01:46:00,323.768498302
2018-08-09 01:47:00,332.096888433
2018-08-09 01:48:00,332.096888433
2018-08-09 01:49:00,323.768498302
2018-08-09 01:50:00,323.768498302
2018-08-09 01:51:00,323.768498302
2018-08-09 01:52:00,315.44010817
2018-08-09 01:53:00,315.44010817
2018-08-09 01:54:00,323.768498302
2018-08-09 01:55:00,323.768498302
2018-08-09 01:56:00,323.768498302
2018-08-09 01:57:00,323.768498302
2018-08-09 01:58:00,332.096888433
2018-08-09 01:59:00,340.425278564
2018-08-09 02:00:00,348.753668695
2018-08-09 02:01:00,348.753668695
2018-08-09 02:02:00,357.082058827
2018-08-09 02:03:00,357.082058827
2018-08-09 02:04:00,348.753668695
2018-08-09 02:05:00,373.738839089
2018-08-09 02:06:00,373.738839089
2018-08-09 02:07:00,382.06722922
2018-08-09 02:08:00,382.06722922
2018-08-09 02:09:00,382.06722922
2018-08-09 02:10:00,382.06722922
2018-08-09 02:11:00,365.410448958
2018-08-09 02:12:00,373.738839089
2018-08-09 02:13:00,382.06722922
2018-08-09 02:14:00,390.395619352
2018-08-09 02:15:00,382.06722922
2018-08-09 02:16:00,382.06722922
2018-08-09 02:17:00,390.395619352
2018-08-09 02:18:00,382.06722922
2018-08-09 02:19:00,390.395619352
2018-08-09 02:20:00,390.395619352
2018-08-09 02:21:00,373.738839089
2018-08-09 02:22:00,390.395619352
2018-08-09 02:23:00,390.395619352
2018-08-09 02:24:00,390.395619352
2018-08-09 02:25:00,390.395619352
2018-08-09 02:26:00,382.06722922
2018-08-09 02:27:00,382.06722922
2018-08-09 02:28:00,373.738839089
2018-08-09 02:29:00,373.738839089
2018-08-09 02:30:00,390.395619352
2018-08-09 02:31:00,382.06722922
2018-08-09 02:32:00,382.06722922
2018-08-09 02:33:00,382.06722922
2018-08-09 02:34:00,365.410448958
2018-08-09 02:35:00,373.738839089
2018-08-09 02:36:00,373.738839089
2018-08-09 02:37:00,373.738839089
2018-08-09 02:38:00,365.410448958
2018-08-09 02:39:00,365.410448958
2018-08-09 02:40:00,365.410448958
2018-08-09 02:41:00,365.410448958
2018-08-09 02:42:00,365.410448958
2018-08-09 02:43:00,365.410448958
2018-08-09 02:44:00,365.410448958
2018-08-09 02:45:00,365.410448958
2018-08-09 02:46:00,365.410448958
2018-08-09 02:47:00,365.410448958
2018-08-09 02:48:00,365.410448958
2018-08-09 02:49:00,365.410448958
2018-08-09 02:50:00,365.410448958
2018-08-09 02:51:00,365.410448958
2018-08-09 02:52:00,365.410448958
2018-08-09 02:53:00,365.410448958
2018-08-09 02:54:00,365.410448958
2018-08-09 02:55:00,365.410448958
2018-08-09 02:56:00,365.410448958
2018-08-09 02:57:00,365.410448958
2018-08-09 02:58:00,365.410448958
2018-08-09 02:59:00,365.410448958
2018-08-09 03:00:00,365.410448958
2018-08-09 03:01:00,365.410448958
2018-08-09 03:02:00,365.410448958
2018-08-09 03:03:00,365.410448958
2018-08-09 03:04:00,365.410448958
2018-08-09 03:05:00,365.410448958
2018-08-09 03:06:00,357.082058827
2018-08-09 03:07:00,357.082058827
2018-08-09 03:08:00,357.082058827
2018-08-09 03:09:00,357.082058827
2018-08-09 03:10:00,357.082058827
2018-08-09 03:11:00,357.082058827
2018-08-09 03:12:00,357.082058827
2018-08-09 03:13:00,357.082058827
2018-08-09 03:14:00,357.082058827
2018-08-09 03:15:00,357.082058827
2018-08-09 03:16:00,357.082058827
2018-08-09 03:17:00,357.082058827
2018-08-09 03:18:00,357.082058827
2018-08-09 03:19:00,357.082058827
2018-08-09 03:20:00,357.082058827
2018-08-09 03:21:00,357.082058827
2018-08-09 03:22:00,357.082058827
2018-08-09 03:23:00,357.082058827
2018-08-09 03:24:00,357.082058827
2018-08-09 03:25:00,348.753668695
2018-08-09 03:26:00,348.753668695
2018-08-09 03:27:00,348.753668695
2018-08-09 03:28:00,340.425278564
2018-08-09 03:29:00,340.425278564
2018-08-09 03:30:00,340.425278564
2018-08-09 03:31:00,340.425278564
2018-08-09 03:32:00,340.425278564
2018-08-09 03:33:00,340.425278564
2018-08-09 03:34:00,340.425278564
2018-08-09 03:35:00,340.425278564
2018-08-09 03:36:00,348.753668695
2018-08-09 03:37:00,348.753668695
2018-08-09 03:38:00,348.753668695
2018-08-09 03:39:00,340.425278564
2018-08-09 03:40:00,340.425278564
2018-08-09 03:41:00,340.425278564
2018-08-09 03:42:00,340.425278564
2018-08-09 03:43:00,340.425278564
2018-08-09 03:44:00,340.425278564
2018-08-09 03:45:00,340.425278564
2018-08-09 03:46:00,340.425278564
2018-08-09 03:47:00,340.425278564
2018-08-09 03:48:00,340.425278564
2018-08-09 03:49:00,340.425278564
2018-08-09 03:50:00,340.425278564
2018-08-09 03:51:00,332.096888433
2018-08-09 03:52:00,332.096888433
2018-08-09 03:53:00,332.096888433
2018-08-09 03:54:00,332.096888433
2018-08-09 03:55:00,332.096888433
2018-08-09 03:56:00,323.768498302
2018-08-09 03:57:00,323.768498302
2018-08-09 03:58:00,323.768498302
2018-08-09 03:59:00,332.096888433
2018-08-09 04:00:00,340.425278564
2018-08-09 04:01:00,340.425278564
2018-08-09 04:02:00,340.425278564
2018-08-09 04:03:00,332.096888433
2018-08-09 04:04:00,332.096888433
2018-08-09 04:05:00,340.425278564
2018-08-09 04:06:00,357.082058827
2018-08-09 04:07:00,357.082058827
2018-08-09 04:08:00,357.082058827
2018-08-09 04:09:00,357.082058827
2018-08-09 04:10:00,357.082058827
2018-08-09 04:11:00,357.082058827
2018-08-09 04:12:00,357.082058827
2018-08-09 04:13:00,348.753668695
2018-08-09 04:14:00,332.096888433
2018-08-09 04:15:00,332.096888433
2018-08-09 04:16:00,323.768498302
2018-08-09 04:17:00,323.768498302
2018-08-09 04:18:00,323.768498302
2018-08-09 04:19:00,332.096888433
2018-08-09 04:20:00,340.425278564
2018-08-09 04:21:00,340.425278564
2018-08-09 04:22:00,332.096888433
2018-08-09 04:23:00,340.425278564
2018-08-09 04:24:00,340.425278564
2018-08-09 04:25:00,323.768498302
2018-08-09 04:26:00,323.768498302
2018-08-09 04:27:00,323.768498302
2018-08-09 04:28:00,323.768498302
2018-08-09 04:29:00,323.768498302
2018-08-09 04:30:00,332.096888433
2018-08-09 04:31:00,332.096888433
2018-08-09 04:32:00,340.425278564
2018-08-09 04:33:00,340.425278564
2018-08-09 04:34:00,340.425278564
2018-08-09 04:35:00,340.425278564
2018-08-09 04:36:00,340.425278564
2018-08-09 04:37:00,340.425278564
2018-08-09 04:38:00,340.425278564
2018-08-09 04:39:00,340.425278564
2018-08-09 04:40:00,332.096888433
2018-08-09 04:41:00,332.096888433
2018-08-09 04:42:00,323.768498302
2018-08-09 04:43:00,323.768498302
2018-08-09 04:44:00,323.768498302
2018-08-09 04:45:00,323.768498302
2018-08-09 04:46:00,323.768498302
2018-08-09 04:47:00,323.768498302
2018-08-09 04:48:00,323.768498302
2018-08-09 04:49:00,323.768498302
2018-08-09 04:50:00,323.768498302
2018-08-09 04:51:00,323.768498302
2018-08-09 04:52:00,323.768498302
2018-08-09 04:53:00,323.768498302
2018-08-09 04:54:00,323.768498302
2018-08-09 04:55:00,332.096888433
2018-08-09 04:56:00,332.096888433
2018-08-09 04:57:00,315.44010817
2018-08-09 04:58:00,323.768498302
2018-08-09 04:59:00,323.768498302
2018-08-09 05:00:00,323.768498302
2018-08-09 05:01:00,323.768498302
2018-08-09 05:02:00,323.768498302
2018-08-09 05:03:00,323.768498302
2018-08-09 05:04:00,323.768498302
2018-08-09 05:05:00,323.768498302
2018-08-09 05:06:00,323.768498302
2018-08-09 05:07:00,323.768498302
2018-08-09 05:08:00,323.768498302
2018-08-09 05:09:00,323.768498302
2018-08-09 05:10:00,315.44010817
2018-08-09 05:11:00,315.44010817
2018-08-09 05:12:00,315.44010817
2018-08-09 05:13:00,315.44010817
2018-08-09 05:14:00,315.44010817
2018-08-09 05:15:00,315.44010817
2018-08-09 05:16:00,307.111718039
2018-08-09 05:17:00,315.44010817
2018-08-09 05:18:00,315.44010817
2018-08-09 05:19:00,315.44010817
2018-08-09 05:20:00,307.111718039
2018-08-09 05:21:00,307.111718039
2018-08-09 05:22:00,307.111718039
2018-08-09 05:23:00,298.783327908
2018-08-09 05:24:00,298.783327908
2018-08-09 05:25:00,298.783327908
2018-08-09 05:26:00,298.783327908
2018-08-09 05:27:00,282.126547645
2018-08-09 05:28:00,282.126547645
2018-08-09 05:29:00,298.783327908
2018-08-09 05:30:00,298.783327908
2018-08-09 05:31:00,298.783327908
2018-08-09 05:32:00,298.783327908
2018-08-09 05:33:00,298.783327908
2018-08-09 05:34:00,298.783327908
2018-08-09 05:35:00,298.783327908
2018-08-09 05:36:00,298.783327908
2018-08-09 05:37:00,307.111718039
2018-08-09 05:38:00,307.111718039
2018-08-09 05:39:00,307.111718039
2018-08-09 05:40:00,307.111718039
2018-08-09 05:41:00,307.111718039
2018-08-09 05:42:00,307.111718039
2018-08-09 05:43:00,315.44010817
2018-08-09 05:44:00,315.44010817
2018-08-09 05:45:00,315.44010817
2018-08-09 05:46:00,315.44010817
2018-08-09 05:47:00,315.44010817
2018-08-09 05:48:00,315.44010817
2018-08-09 05:49:00,315.44010817
2018-08-09 05:50:00,307.111718039
2018-08-09 05:51:00,307.111718039
2018-08-09 05:52:00,315.44010817
2018-08-09 05:53:00,307.111718039
2018-08-09 05:54:00,307.111718039
2018-08-09 05:55:00,307.111718039
2018-08-09 05:56:00,307.111718039
2018-08-09 05:57:00,307.111718039
2018-08-09 05:58:00,307.111718039
2018-08-09 05:59:00,307.111718039
2018-08-09 06:00:00,315.44010817
2018-08-09 06:01:00,323.768498302
2018-08-09 06:02:00,315.44010817
2018-08-09 06:03:00,323.768498302
2018-08-09 06:04:00,315.44010817
2018-08-09 06:05:00,307.111718039
2018-08-09 06:06:00,307.111718039
2018-08-09 06:07:00,307.111718039
2018-08-09 06:08:00,307.111718039
2018-08-09 06:09:00,307.111718039
2018-08-09 06:10:00,307.111718039
2018-08-09 06:11:00,307.111718039
2018-08-09 06:12:00,307.111718039
2018-08-09 06:13:00,307.111718039
2018-08-09 06:14:00,307.111718039
2018-08-09 06:15:00,307.111718039
2018-08-09 06:16:00,307.111718039
2018-08-09 06:17:00,307.111718039
2018-08-09 06:18:00,307.111718039
2018-08-09 06:19:00,307.111718039
2018-08-09 06:20:00,307.111718039
2018-08-09 06:21:00,307.111718039
2018-08-09 06:22:00,307.111718039
2018-08-09 06:23:00,307.111718039
2018-08-09 06:24:00,307.111718039
2018-08-09 06:25:00,315.44010817
2018-08-09 06:26:00,307.111718039
2018-08-09 06:27:00,307.111718039
2018-08-09 06:28:00,307.111718039
2018-08-09 06:29:00,307.111718039
2018-08-09 06:30:00,307.111718039
2018-08-09 06:31:00,298.783327908
2018-08-09 06:32:00,298.783327908
2018-08-09 06:33:00,307.111718039
2018-08-09 06:34:00,307.111718039
2018-08-09 06:35:00,307.111718039
2018-08-09 06:36:00,307.111718039
2018-08-09 06:37:00,307.111718039
2018-08-09 06:38:00,273.798157514
2018-08-09 06:39:00,273.798157514
2018-08-09 06:40:00,273.798157514
2018-08-09 06:41:00,273.798157514
2018-08-09 06:42:00,257.141377252
2018-08-09 06:43:00,257.141377252
2018-08-09 06:44:00,248.81298712
2018-08-09 06:45:00,257.141377252
2018-08-09 06:46:00,257.141377252
2018-08-09 06:47:00,265.469767383
2018-08-09 06:48:00,265.469767383
2018-08-09 06:49:00,265.469767383
2018-08-09 06:50:00,248.81298712
2018-08-09 06:51:00,248.81298712
2018-08-09 06:52:00,248.81298712
2018-08-09 06:53:00,248.81298712
2018-08-09 06:54:00,265.469767383
2018-08-09 06:55:00,273.798157514
2018-08-09 06:56:00,273.798157514
2018-08-09 06:57:00,273.798157514
2018-08-09 06:58:00,273.798157514
2018-08-09 06:59:00,273.798157514
2018-08-09 07:00:00,273.798157514
2018-08-09 07:01:00,273.798157514
2018-08-09 07:02:00,257.141377252
2018-08-09 07:03:00,257.141377252
2018-08-09 07:04:00,265.469767383
2018-08-09 07:05:00,265.469767383
2018-08-09 07:06:00,265.469767383
2018-08-09 07:07:00,265.469767383
2018-08-09 07:08:00,265.469767383
2018-08-09 07:09:00,265.469767383
2018-08-09 07:10:00,265.469767383
2018-08-09 07:11:00,265.469767383
2018-08-09 07:12:00,265.469767383
2018-08-09 07:13:00,265.469767383
2018-08-09 07:14:00,273.798157514
2018-08-09 07:15:00,273.798157514
2018-08-09 07:16:00,282.126547645
2018-08-09 07:17:00,282.126547645
2018-08-09 07:18:00,282.126547645
2018-08-09 07:19:00,290.454937777
2018-08-09 07:20:00,290.454937777
2018-08-09 07:21:00,290.454937777
2018-08-09 07:22:00,290.454937777
2018-08-09 07:23:00,290.454937777
2018-08-09 07:24:00,290.454937777
2018-08-09 07:25:00,290.454937777
2018-08-09 07:26:00,290.454937777
2018-08-09 07:27:00,298.783327908
2018-08-09 07:28:00,298.783327908
2018-08-09 07:29:00,298.783327908
2018-08-09 07:30:00,290.454937777
2018-08-09 07:31:00,290.454937777
2018-08-09 07:32:00,290.454937777
2018-08-09 07:33:00,290.454937777
2018-08-09 07:34:00,298.783327908
2018-08-09 07:35:00,298.783327908
2018-08-09 07:36:00,290.454937777
2018-08-09 07:37:00,298.783327908
2018-08-09 07:38:00,298.783327908
2018-08-09 07:39:00,298.783327908
2018-08-09 07:40:00,298.783327908
2018-08-09 07:41:00,298.783327908
2018-08-09 07:42:00,298.783327908
2018-08-09 07:43:00,298.783327908
2018-08-09 07:44:00,298.783327908
2018-08-09 07:45:00,298.783327908
2018-08-09 07:46:00,298.783327908
2018-08-09 07:47:00,307.111718039
2018-08-09 07:48:00,307.111718039
2018-08-09 07:49:00,307.111718039
2018-08-09 07:50:00,307.111718039
2018-08-09 07:51:00,307.111718039
2018-08-09 07:52:00,315.44010817
2018-08-09 07:53:00,307.111718039
2018-08-09 07:54:00,315.44010817
2018-08-09 07:55:00,315.44010817
2018-08-09 07:56:00,307.111718039
2018-08-09 07:57:00,323.768498302
2018-08-09 07:58:00,323.768498302
2018-08-09 07:59:00,323.768498302
2018-08-09 08:00:00,332.096888433
2018-08-09 08:01:00,323.768498302
2018-08-09 08:02:00,323.768498302
2018-08-09 08:03:00,332.096888433
2018-08-09 08:04:00,340.425278564
2018-08-09 08:05:00,340.425278564
2018-08-09 08:06:00,340.425278564
2018-08-09 08:07:00,357.082058827
2018-08-09 08:08:00,357.082058827
2018-08-09 08:09:00,357.082058827
2018-08-09 08:10:00,357.082058827
2018-08-09 08:11:00,357.082058827
2018-08-09 08:12:00,340.425278564
2018-08-09 08:13:00,348.753668695
2018-08-09 08:14:00,357.082058827
2018-08-09 08:15:00,373.738839089
2018-08-09 08:16:00,373.738839089
2018-08-09 08:17:00,357.082058827
2018-08-09 08:18:00,357.082058827
2018-08-09 08:19:00,357.082058827
2018-08-09 08:20:00,357.082058827
2018-08-09 08:21:00,373.738839089
2018-08-09 08:22:00,373.738839089
2018-08-09 08:23:00,373.738839089
2018-08-09 08:24:00,357.082058827
2018-08-09 08:25:00,348.753668695
2018-08-09 08:26:00,357.082058827
2018-08-09 08:27:00,357.082058827
2018-08-09 08:28:00,340.425278564
2018-08-09 08:29:00,340.425278564
2018-08-09 08:30:00,348.753668695
2018-08-09 08:31:00,340.425278564
2018-08-09 08:32:00,340.425278564
2018-08-09 08:33:00,340.425278564
2018-08-09 08:34:00,340.425278564
2018-08-09 08:35:00,357.082058827
2018-08-09 08:36:00,357.082058827
2018-08-09 08:37:00,357.082058827
2018-08-09 08:38:00,357.082058827
2018-08-09 08:39:00,373.738839089
2018-08-09 08:40:00,365.410448958
2018-08-09 08:41:00,365.410448958
2018-08-09 08:42:00,357.082058827
2018-08-09 08:43:00,365.410448958
2018-08-09 08:44:00,373.738839089
2018-08-09 08:45:00,373.738839089
2018-08-09 08:46:00,373.738839089
2018-08-09 08:47:00,373.738839089
2018-08-09 08:48:00,373.738839089
2018-08-09 08:49:00,373.738839089
2018-08-09 08:50:00,373.738839089
2018-08-09 08:51:00,373.738839089
2018-08-09 08:52:00,373.738839089
2018-08-09 08:53:00,373.738839089
2018-08-09 08:54:00,373.738839089
2018-08-09 08:55:00,373.738839089
2018-08-09 08:56:00,373.738839089
2018-08-09 08:57:00,373.738839089
2018-08-09 08:58:00,373.738839089
2018-08-09 08:59:00,373.738839089
2018-08-09 09:00:00,373.738839089
2018-08-09 09:01:00,373.738839089
2018-08-09 09:02:00,382.06722922
2018-08-09 09:03:00,373.738839089
2018-08-09 09:04:00,365.410448958
2018-08-09 09:05:00,373.738839089
2018-08-09 09:06:00,373.738839089
2018-08-09 09:07:00,357.082058827
2018-08-09 09:08:00,365.410448958
2018-08-09 09:09:00,365.410448958
2018-08-09 09:10:00,365.410448958
2018-08-09 09:11:00,357.082058827
2018-08-09 09:12:00,357.082058827
2018-08-09 09:13:00,357.082058827
2018-08-09 09:14:00,357.082058827
2018-08-09 09:15:00,357.082058827
2018-08-09 09:16:00,357.082058827
2018-08-09 09:17:00,348.753668695
2018-08-09 09:18:00,348.753668695
2018-08-09 09:19:00,348.753668695
2018-08-09 09:20:00,348.753668695
2018-08-09 09:21:00,348.753668695
2018-08-09 09:22:00,340.425278564
2018-08-09 09:23:00,357.082058827
2018-08-09 09:24:00,357.082058827
2018-08-09 09:25:00,357.082058827
2018-08-09 09:26:00,357.082058827
2018-08-09 09:27:00,357.082058827
2018-08-09 09:28:00,357.082058827
2018-08-09 09:29:00,357.082058827
2018-08-09 09:30:00,357.082058827
2018-08-09 09:31:00,357.082058827
2018-08-09 09:32:00,348.753668695
2018-08-09 09:33:00,340.425278564
2018-08-09 09:34:00,348.753668695
2018-08-09 09:35:00,348.753668695
2018-08-09 09:36:00,348.753668695
2018-08-09 09:37:00,348.753668695
2018-08-09 09:38:00,348.753668695
2018-08-09 09:39:00,348.753668695
2018-08-09 09:40:00,348.753668695
2018-08-09 09:41:00,348.753668695
2018-08-09 09:42:00,365.410448958
2018-08-09 09:43:00,365.410448958
2018-08-09 09:44:00,365.410448958
2018-08-09 09:45:00,365.410448958
2018-08-09 09:46:00,365.410448958
2018-08-09 09:47:00,365.410448958
2018-08-09 09:48:00,373.738839089
2018-08-09 09:49:00,373.738839089
2018-08-09 09:50:00,373.738839089
2018-08-09 09:51:00,373.738839089
2018-08-09 09:52:00,373.738839089
2018-08-09 09:53:00,373.738839089
2018-08-09 09:54:00,373.738839089
2018-08-09 09:55:00,373.738839089
2018-08-09 09:56:00,373.738839089
2018-08-09 09:57:00,373.738839089
2018-08-09 09:58:00,373.738839089
2018-08-09 09:59:00,373.738839089
2018-08-09 10:00:00,373.738839089
2018-08-09 10:01:00,365.410448958
2018-08-09 10:02:00,365.410448958
2018-08-09 10:03:00,357.082058827
2018-08-09 10:04:00,357.082058827
2018-08-09 10:05:00,357.082058827
2018-08-09 10:06:00,357.082058827
2018-08-09 10:07:00,357.082058827
2018-08-09 10:08:00,357.082058827
2018-08-09 10:09:00,357.082058827
2018-08-09 10:10:00,357.082058827
2018-08-09 10:11:00,357.082058827
2018-08-09 10:12:00,357.082058827
2018-08-09 10:13:00,357.082058827
2018-08-09 10:14:00,357.082058827
2018-08-09 10:15:00,357.082058827
2018-08-09 10:16:00,357.082058827
2018-08-09 10:17:00,357.082058827
2018-08-09 10:18:00,357.082058827
2018-08-09 10:19:00,357.082058827
2018-08-09 10:20:00,357.082058827
2018-08-09 10:21:00,357.082058827
2018-08-09 10:22:00,357.082058827
2018-08-09 10:23:00,357.082058827
2018-08-09 10:24:00,357.082058827
2018-08-09 10:25:00,357.082058827
2018-08-09 10:26:00,357.082058827
2018-08-09 10:27:00,357.082058827
2018-08-09 10:28:00,357.082058827
2018-08-09 10:29:00,357.082058827
2018-08-09 10:30:00,373.738839089
2018-08-09 10:31:00,357.082058827
2018-08-09 10:32:00,365.410448958
2018-08-09 10:33:00,365.410448958
2018-08-09 10:34:00,357.082058827
2018-08-09 10:35:00,373.738839089
2018-08-09 10:36:00,373.738839089
2018-08-09 10:37:00,365.410448958
2018-08-09 10:38:00,365.410448958
2018-08-09 10:39:00,365.410448958
2018-08-09 10:40:00,365.410448958
2018-08-09 10:41:00,365.410448958
2018-08-09 10:42:00,365.410448958
2018-08-09 10:43:00,373.738839089
2018-08-09 10:44:00,373.738839089
2018-08-09 10:45:00,373.738839089
2018-08-09 10:46:00,373.738839089
2018-08-09 10:47:00,373.738839089
2018-08-09 10:48:00,382.06722922
2018-08-09 10:49:00,373.738839089
2018-08-09 10:50:00,373.738839089
2018-08-09 10:51:00,390.395619352
2018-08-09 10:52:00,390.395619352
2018-08-09 10:53:00,373.738839089
2018-08-09 10:54:00,373.738839089
2018-08-09 10:55:00,373.738839089
2018-08-09 10:56:00,373.738839089
2018-08-09 10:57:00,373.738839089
2018-08-09 10:58:00,373.738839089
2018-08-09 10:59:00,365.410448958
2018-08-09 11:00:00,357.082058827
2018-08-09 11:01:00,357.082058827
2018-08-09 11:02:00,357.082058827
2018-08-09 11:03:00,357.082058827
2018-08-09 11:04:00,357.082058827
2018-08-09 11:05:00,357.082058827
2018-08-09 11:06:00,373.738839089
2018-08-09 11:07:00,373.738839089
2018-08-09 11:08:00,373.738839089
2018-08-09 11:09:00,373.738839089
2018-08-09 11:10:00,373.738839089
2018-08-09 11:11:00,373.738839089
2018-08-09 11:12:00,373.738839089
2018-08-09 11:13:00,373.738839089
2018-08-09 11:14:00,373.738839089
2018-08-09 11:15:00,373.738839089
2018-08-09 11:16:00,373.738839089
2018-08-09 11:17:00,373.738839089
2018-08-09 11:18:00,373.738839089
2018-08-09 11:19:00,373.738839089
2018-08-09 11:20:00,373.738839089
2018-08-09 11:21:00,373.738839089
2018-08-09 11:22:00,373.738839089
2018-08-09 11:23:00,373.738839089
2018-08-09 11:24:00,373.738839089
2018-08-09 11:25:00,373.738839089
2018-08-09 11:26:00,373.738839089
2018-08-09 11:27:00,373.738839089
2018-08-09 11:28:00,373.738839089
2018-08-09 11:29:00,373.738839089
2018-08-09 11:30:00,373.738839089
2018-08-09 11:31:00,373.738839089
2018-08-09 11:32:00,373.738839089
2018-08-09 11:33:00,373.738839089
2018-08-09 11:34:00,373.738839089
2018-08-09 11:35:00,373.738839089
2018-08-09 11:36:00,373.738839089
2018-08-09 11:37:00,373.738839089
2018-08-09 11:38:00,373.738839089
2018-08-09 11:39:00,373.738839089
2018-08-09 11:40:00,373.738839089
2018-08-09 11:41:00,373.738839089
2018-08-09 11:42:00,373.738839089
2018-08-09 11:43:00,373.738839089
2018-08-09 11:44:00,373.738839089
