,TENS_C6
2018-08-01 01:34:00,5195.228965
2018-08-01 01:35:00,5191.737665
2018-08-01 01:36:00,5191.737665
2018-08-01 01:37:00,5191.737665
2018-08-01 01:38:00,5191.737665
2018-08-01 01:39:00,5191.737665
2018-08-01 01:40:00,5193.483315
2018-08-01 01:41:00,5193.483315
2018-08-01 01:42:00,5193.483315
2018-08-01 01:43:00,5196.10179
2018-08-01 01:44:00,5198.720265
2018-08-01 01:45:00,5196.974615
2018-08-01 01:46:00,5202.211565
2018-08-01 01:47:00,5205.702865
2018-08-01 01:48:00,5206.57569
2018-08-01 01:49:00,5203.957215
2018-08-01 01:50:00,5203.957215
2018-08-01 01:51:00,5205.702865
2018-08-01 01:52:00,5209.194165
2018-08-01 01:53:00,5205.702865
2018-08-01 01:54:00,5203.957215
2018-08-01 01:55:00,5201.33874
2018-08-01 01:56:00,5202.211565
2018-08-01 01:57:00,5203.08439
2018-08-01 01:58:00,5203.957215
2018-08-01 01:59:00,5200.465915
2018-08-01 02:00:00,5202.211565
2018-08-01 02:01:00,5198.720265
2018-08-01 02:02:00,5198.720265
2018-08-01 02:03:00,5196.974615
2018-08-01 02:04:00,5191.737665
2018-08-01 02:05:00,5192.61049
2018-08-01 02:06:00,5198.720265
2018-08-01 02:07:00,5196.974615
2018-08-01 02:08:00,5200.465915
2018-08-01 02:09:00,5197.84744
2018-08-01 02:10:00,5202.211565
2018-08-01 02:11:00,5198.720265
2018-08-01 02:12:00,5200.465915
2018-08-01 02:13:00,5200.465915
2018-08-01 02:14:00,5202.211565
2018-08-01 02:15:00,5198.720265
2018-08-01 02:16:00,5202.211565
2018-08-01 02:17:00,5202.211565
2018-08-01 02:18:00,5203.957215
2018-08-01 02:19:00,5203.957215
2018-08-01 02:20:00,5205.702865
2018-08-01 02:21:00,5207.448515
2018-08-01 02:22:00,5209.194165
2018-08-01 02:23:00,5209.194165
2018-08-01 02:24:00,5207.448515
2018-08-01 02:25:00,5203.957215
2018-08-01 02:26:00,5207.448515
2018-08-01 02:27:00,5207.448515
2018-08-01 02:28:00,5207.448515
2018-08-01 02:29:00,5203.957215
2018-08-01 02:30:00,5203.957215
2018-08-01 02:31:00,5202.211565
2018-08-01 02:32:00,5201.33874
2018-08-01 02:33:00,5201.33874
2018-08-01 02:34:00,5200.465915
2018-08-01 02:35:00,5202.211565
2018-08-01 02:36:00,5200.465915
2018-08-01 02:37:00,5198.720265
2018-08-01 02:38:00,5200.465915
2018-08-01 02:39:00,5198.720265
2018-08-01 02:40:00,5196.974615
2018-08-01 02:41:00,5198.720265
2018-08-01 02:42:00,5198.720265
2018-08-01 02:43:00,5198.720265
2018-08-01 02:44:00,5198.720265
2018-08-01 02:45:00,5196.974615
2018-08-01 02:46:00,5193.483315
2018-08-01 02:47:00,5191.737665
2018-08-01 02:48:00,5195.228965
2018-08-01 02:49:00,5193.483315
2018-08-01 02:50:00,5195.228965
2018-08-01 02:51:00,5193.483315
2018-08-01 02:52:00,5193.483315
2018-08-01 02:53:00,5195.228965
2018-08-01 02:54:00,5196.974615
2018-08-01 02:55:00,5193.483315
2018-08-01 02:56:00,5196.10179
2018-08-01 02:57:00,5196.10179
2018-08-01 02:58:00,5198.720265
2018-08-01 02:59:00,5198.720265
2018-08-01 03:00:00,5202.211565
2018-08-01 03:01:00,5200.465915
2018-08-01 03:02:00,5200.465915
2018-08-01 03:03:00,5198.720265
2018-08-01 03:04:00,5196.974615
2018-08-01 03:05:00,5197.84744
2018-08-01 03:06:00,5198.720265
2018-08-01 03:07:00,5198.720265
2018-08-01 03:08:00,5201.33874
2018-08-01 03:09:00,5202.211565
2018-08-01 03:10:00,5203.08439
2018-08-01 03:11:00,5200.465915
2018-08-01 03:12:00,5202.211565
2018-08-01 03:13:00,5200.465915
2018-08-01 03:14:00,5200.465915
2018-08-01 03:15:00,5198.720265
2018-08-01 03:16:00,5200.465915
2018-08-01 03:17:00,5196.974615
2018-08-01 03:18:00,5195.228965
2018-08-01 03:19:00,5196.974615
2018-08-01 03:20:00,5195.228965
2018-08-01 03:21:00,5196.974615
2018-08-01 03:22:00,5196.974615
2018-08-01 03:23:00,5195.228965
2018-08-01 03:24:00,5196.974615
2018-08-01 03:25:00,5196.974615
2018-08-01 03:26:00,5195.228965
2018-08-01 03:27:00,5195.228965
2018-08-01 03:28:00,5191.737665
2018-08-01 03:29:00,5196.974615
2018-08-01 03:30:00,5201.33874
2018-08-01 03:31:00,5199.59309
2018-08-01 03:32:00,5200.465915
2018-08-01 03:33:00,5203.957215
2018-08-01 03:34:00,5205.702865
2018-08-01 03:35:00,5202.211565
2018-08-01 03:36:00,5203.957215
2018-08-01 03:37:00,5203.957215
2018-08-01 03:38:00,5203.957215
2018-08-01 03:39:00,5205.702865
2018-08-01 03:40:00,5203.957215
2018-08-01 03:41:00,5202.211565
2018-08-01 03:42:00,5203.957215
2018-08-01 03:43:00,5202.211565
2018-08-01 03:44:00,5205.702865
2018-08-01 03:45:00,5203.957215
2018-08-01 03:46:00,5200.465915
2018-08-01 03:47:00,5198.720265
2018-08-01 03:48:00,5196.974615
2018-08-01 03:49:00,5196.10179
2018-08-01 03:50:00,5196.974615
2018-08-01 03:51:00,5198.720265
2018-08-01 03:52:00,5198.720265
2018-08-01 03:53:00,5200.465915
2018-08-01 03:54:00,5198.720265
2018-08-01 03:55:00,5196.974615
2018-08-01 03:56:00,5198.720265
2018-08-01 03:57:00,5196.974615
2018-08-01 03:58:00,5195.228965
2018-08-01 03:59:00,5196.974615
2018-08-01 04:00:00,5198.720265
2018-08-01 04:01:00,5198.720265
2018-08-01 04:02:00,5198.720265
2018-08-01 04:03:00,5196.974615
2018-08-01 04:04:00,5196.974615
2018-08-01 04:05:00,5196.974615
2018-08-01 04:06:00,5193.483315
2018-08-01 04:07:00,5191.737665
2018-08-01 04:08:00,5191.737665
2018-08-01 04:09:00,5193.483315
2018-08-01 04:10:00,5191.737665
2018-08-01 04:11:00,5193.483315
2018-08-01 04:12:00,5191.737665
2018-08-01 04:13:00,5189.992015
2018-08-01 04:14:00,5191.737665
2018-08-01 04:15:00,5189.992015
2018-08-01 04:16:00,5190.86484
2018-08-01 04:17:00,5189.992015
2018-08-01 04:18:00,5189.992015
2018-08-01 04:19:00,5189.992015
2018-08-01 04:20:00,5188.246365
2018-08-01 04:21:00,5186.500715
2018-08-01 04:22:00,5188.246365
2018-08-01 04:23:00,5188.246365
2018-08-01 04:24:00,5188.246365
2018-08-01 04:25:00,5188.246365
2018-08-01 04:26:00,5188.246365
2018-08-01 04:27:00,5186.500715
2018-08-01 04:28:00,5186.500715
2018-08-01 04:29:00,5186.500715
2018-08-01 04:30:00,5184.755065
2018-08-01 04:31:00,5183.009415
2018-08-01 04:32:00,5181.263765
2018-08-01 04:33:00,5181.263765
2018-08-01 04:34:00,5181.263765
2018-08-01 04:35:00,5181.263765
2018-08-01 04:36:00,5181.263765
2018-08-01 04:37:00,5181.263765
2018-08-01 04:38:00,5176.026815
2018-08-01 04:39:00,5174.281165
2018-08-01 04:40:00,5177.772465
2018-08-01 04:41:00,5176.026815
2018-08-01 04:42:00,5176.026815
2018-08-01 04:43:00,5176.026815
2018-08-01 04:44:00,5177.772465
2018-08-01 04:45:00,5176.026815
2018-08-01 04:46:00,5177.772465
2018-08-01 04:47:00,5179.518115
2018-08-01 04:48:00,5179.518115
2018-08-01 04:49:00,5181.263765
2018-08-01 04:50:00,5183.009415
2018-08-01 04:51:00,5184.755065
2018-08-01 04:52:00,5184.755065
2018-08-01 04:53:00,5183.009415
2018-08-01 04:54:00,5181.263765
2018-08-01 04:55:00,5181.263765
2018-08-01 04:56:00,5183.009415
2018-08-01 04:57:00,5183.009415
2018-08-01 04:58:00,5183.009415
2018-08-01 04:59:00,5183.009415
2018-08-01 05:00:00,5189.992015
2018-08-01 05:01:00,5191.737665
2018-08-01 05:02:00,5186.500715
2018-08-01 05:03:00,5188.246365
2018-08-01 05:04:00,5184.755065
2018-08-01 05:05:00,5184.755065
2018-08-01 05:06:00,5184.755065
2018-08-01 05:07:00,5186.500715
2018-08-01 05:08:00,5186.500715
2018-08-01 05:09:00,5188.246365
2018-08-01 05:10:00,5186.500715
2018-08-01 05:11:00,5186.500715
2018-08-01 05:12:00,5184.755065
2018-08-01 05:13:00,5186.500715
2018-08-01 05:14:00,5186.500715
2018-08-01 05:15:00,5186.500715
2018-08-01 05:16:00,5189.11919
2018-08-01 05:17:00,5189.992015
2018-08-01 05:18:00,5191.737665
2018-08-01 05:19:00,5191.737665
2018-08-01 05:20:00,5191.737665
2018-08-01 05:21:00,5191.737665
2018-08-01 05:22:00,5191.737665
2018-08-01 05:23:00,5193.483315
2018-08-01 05:24:00,5193.483315
2018-08-01 05:25:00,5193.483315
2018-08-01 05:26:00,5196.974615
2018-08-01 05:27:00,5197.84744
2018-08-01 05:28:00,5200.465915
2018-08-01 05:29:00,5200.465915
2018-08-01 05:30:00,5200.465915
2018-08-01 05:31:00,5200.465915
2018-08-01 05:32:00,5202.211565
2018-08-01 05:33:00,5200.465915
2018-08-01 05:34:00,5199.59309
2018-08-01 05:35:00,5198.720265
2018-08-01 05:36:00,5200.465915
2018-08-01 05:37:00,5200.465915
2018-08-01 05:38:00,5199.59309
2018-08-01 05:39:00,5198.720265
2018-08-01 05:40:00,5198.720265
2018-08-01 05:41:00,5193.483315
2018-08-01 05:42:00,5196.974615
2018-08-01 05:43:00,5198.720265
2018-08-01 05:44:00,5199.59309
2018-08-01 05:45:00,5198.720265
2018-08-01 05:46:00,5200.465915
2018-08-01 05:47:00,5202.211565
2018-08-01 05:48:00,5202.211565
2018-08-01 05:49:00,5202.211565
2018-08-01 05:50:00,5200.465915
2018-08-01 05:51:00,5199.59309
2018-08-01 05:52:00,5200.465915
2018-08-01 05:53:00,5202.211565
2018-08-01 05:54:00,5200.465915
2018-08-01 05:55:00,5200.465915
2018-08-01 05:56:00,5202.211565
2018-08-01 05:57:00,5202.211565
2018-08-01 05:58:00,5200.465915
2018-08-01 05:59:00,5202.211565
2018-08-01 06:00:00,5202.211565
2018-08-01 06:01:00,5207.448515
2018-08-01 06:02:00,5207.448515
2018-08-01 06:03:00,5207.448515
2018-08-01 06:04:00,5203.957215
2018-08-01 06:05:00,5209.194165
2018-08-01 06:06:00,5209.194165
2018-08-01 06:07:00,5209.194165
2018-08-01 06:08:00,5207.448515
2018-08-01 06:09:00,5208.32134
2018-08-01 06:10:00,5205.702865
2018-08-01 06:11:00,5207.448515
2018-08-01 06:12:00,5203.957215
2018-08-01 06:13:00,5205.702865
2018-08-01 06:14:00,5203.957215
2018-08-01 06:15:00,5203.957215
2018-08-01 06:16:00,5209.194165
2018-08-01 06:17:00,5205.702865
2018-08-01 06:18:00,5209.194165
2018-08-01 06:19:00,5207.448515
2018-08-01 06:20:00,5207.448515
2018-08-01 06:21:00,5203.957215
2018-08-01 06:22:00,5203.957215
2018-08-01 06:23:00,5198.720265
2018-08-01 06:24:00,5198.720265
2018-08-01 06:25:00,5198.720265
2018-08-01 06:26:00,5198.720265
2018-08-01 06:27:00,5200.465915
2018-08-01 06:28:00,5202.211565
2018-08-01 06:29:00,5202.211565
2018-08-01 06:30:00,5202.211565
2018-08-01 06:31:00,5202.211565
2018-08-01 06:32:00,5201.33874
2018-08-01 06:33:00,5202.211565
2018-08-01 06:34:00,5202.211565
2018-08-01 06:35:00,5207.448515
2018-08-01 06:36:00,5209.194165
2018-08-01 06:37:00,5207.448515
2018-08-01 06:38:00,5207.448515
2018-08-01 06:39:00,5205.702865
2018-08-01 06:40:00,5203.957215
2018-08-01 06:41:00,5198.720265
2018-08-01 06:42:00,5200.465915
2018-08-01 06:43:00,5196.974615
2018-08-01 06:44:00,5198.720265
2018-08-01 06:45:00,5196.974615
2018-08-01 06:46:00,5199.59309
2018-08-01 06:47:00,5198.720265
2018-08-01 06:48:00,5198.720265
2018-08-01 06:49:00,5198.720265
2018-08-01 06:50:00,5198.720265
2018-08-01 06:51:00,5196.974615
2018-08-01 06:52:00,5193.483315
2018-08-01 06:53:00,5191.737665
2018-08-01 06:54:00,5191.737665
2018-08-01 06:55:00,5188.246365
2018-08-01 06:56:00,5186.500715
2018-08-01 06:57:00,5184.755065
2018-08-01 06:58:00,5184.755065
2018-08-01 06:59:00,5184.755065
2018-08-01 07:00:00,5193.483315
2018-08-01 07:01:00,5187.37354
2018-08-01 07:02:00,5183.88224
2018-08-01 07:03:00,5185.62789
2018-08-01 07:04:00,5189.992015
2018-08-01 07:05:00,5188.246365
2018-08-01 07:06:00,5193.483315
2018-08-01 07:07:00,5195.228965
2018-08-01 07:08:00,5190.86484
2018-08-01 07:09:00,5191.737665
2018-08-01 07:10:00,5191.737665
2018-08-01 07:11:00,5193.483315
2018-08-01 07:12:00,5191.737665
2018-08-01 07:13:00,5189.992015
2018-08-01 07:14:00,5198.720265
2018-08-01 07:15:00,5190.86484
2018-08-01 07:16:00,5186.500715
2018-08-01 07:17:00,5193.483315
2018-08-01 07:18:00,5188.246365
2018-08-01 07:19:00,5183.88224
2018-08-01 07:20:00,5183.009415
2018-08-01 07:21:00,5183.009415
2018-08-01 07:22:00,5183.009415
2018-08-01 07:23:00,5189.992015
2018-08-01 07:24:00,5193.483315
2018-08-01 07:25:00,5196.974615
2018-08-01 07:26:00,5195.228965
2018-08-01 07:27:00,5196.974615
2018-08-01 07:28:00,5198.720265
2018-08-01 07:29:00,5198.720265
2018-08-01 07:30:00,5200.465915
2018-08-01 07:31:00,5198.720265
2018-08-01 07:32:00,5198.720265
2018-08-01 07:33:00,5200.465915
2018-08-01 07:34:00,5200.465915
2018-08-01 07:35:00,5200.465915
2018-08-01 07:36:00,5196.974615
2018-08-01 07:37:00,5193.483315
2018-08-01 07:38:00,5193.483315
2018-08-01 07:39:00,5191.737665
2018-08-01 07:40:00,5191.737665
2018-08-01 07:41:00,5196.974615
2018-08-01 07:42:00,5198.720265
2018-08-01 07:43:00,5201.33874
2018-08-01 07:44:00,5207.448515
2018-08-01 07:45:00,5210.939815
2018-08-01 07:46:00,5219.668065
2018-08-01 07:47:00,5219.668065
2018-08-01 07:48:00,5214.431115
2018-08-01 07:49:00,5212.685465
2018-08-01 07:50:00,5221.413715
2018-08-01 07:51:00,5223.159365
2018-08-01 07:52:00,5217.922415
2018-08-01 07:53:00,5217.922415
2018-08-01 07:54:00,5212.685465
2018-08-01 07:55:00,5210.939815
2018-08-01 07:56:00,5210.939815
2018-08-01 07:57:00,5205.702865
2018-08-01 07:58:00,5207.448515
2018-08-01 07:59:00,5212.685465
2018-08-01 08:00:00,5217.922415
2018-08-01 08:01:00,5221.413715
2018-08-01 08:02:00,5219.668065
2018-08-01 08:03:00,5217.922415
2018-08-01 08:04:00,5226.650665
2018-08-01 08:05:00,5228.396315
2018-08-01 08:06:00,5228.396315
2018-08-01 08:07:00,5233.633265
2018-08-01 08:08:00,5237.124565
2018-08-01 08:09:00,5238.870215
2018-08-01 08:10:00,5233.633265
2018-08-01 08:11:00,5231.887615
2018-08-01 08:12:00,5230.141965
2018-08-01 08:13:00,5226.650665
2018-08-01 08:14:00,5230.141965
2018-08-01 08:15:00,5237.124565
2018-08-01 08:16:00,5244.107165
2018-08-01 08:17:00,5236.25174
2018-08-01 08:18:00,5225.77784
2018-08-01 08:19:00,5226.650665
2018-08-01 08:20:00,5226.650665
2018-08-01 08:21:00,5223.159365
2018-08-01 08:22:00,5223.159365
2018-08-01 08:23:00,5216.176765
2018-08-01 08:24:00,5216.176765
2018-08-01 08:25:00,5219.668065
2018-08-01 08:26:00,5222.28654
2018-08-01 08:27:00,5226.650665
2018-08-01 08:28:00,5226.650665
2018-08-01 08:29:00,5222.28654
2018-08-01 08:30:00,5228.396315
2018-08-01 08:31:00,5232.76044
2018-08-01 08:32:00,5221.413715
2018-08-01 08:33:00,5221.413715
2018-08-01 08:34:00,5221.413715
2018-08-01 08:35:00,5226.650665
2018-08-01 08:36:00,5231.887615
2018-08-01 08:37:00,5230.141965
2018-08-01 08:38:00,5228.396315
2018-08-01 08:39:00,5226.650665
2018-08-01 08:40:00,5230.141965
2018-08-01 08:41:00,5228.396315
2018-08-01 08:42:00,5230.141965
2018-08-01 08:43:00,5235.378915
2018-08-01 08:44:00,5231.887615
2018-08-01 08:45:00,5230.141965
2018-08-01 08:46:00,5226.650665
2018-08-01 08:47:00,5230.141965
2018-08-01 08:48:00,5235.378915
2018-08-01 08:49:00,5224.905015
2018-08-01 08:50:00,5226.650665
2018-08-01 08:51:00,5224.905015
2018-08-01 08:52:00,5226.650665
2018-08-01 08:53:00,5224.905015
2018-08-01 08:54:00,5221.413715
2018-08-01 08:55:00,5223.159365
2018-08-01 08:56:00,5221.413715
2018-08-01 08:57:00,5224.905015
2018-08-01 08:58:00,5230.141965
2018-08-01 08:59:00,5237.99739
2018-08-01 09:00:00,5240.615865
2018-08-01 09:01:00,5239.74304
2018-08-01 09:02:00,5239.74304
2018-08-01 09:03:00,5237.124565
2018-08-01 09:04:00,5242.361515
2018-08-01 09:05:00,5247.598465
2018-08-01 09:06:00,5244.107165
2018-08-01 09:07:00,5242.361515
2018-08-01 09:08:00,5240.615865
2018-08-01 09:09:00,5242.361515
2018-08-01 09:10:00,5242.361515
2018-08-01 09:11:00,5233.633265
2018-08-01 09:12:00,5240.615865
2018-08-01 09:13:00,5233.633265
2018-08-01 09:14:00,5240.615865
2018-08-01 09:15:00,5237.124565
2018-08-01 09:16:00,5235.378915
2018-08-01 09:17:00,5241.48869
2018-08-01 09:18:00,5252.835415
2018-08-01 09:19:00,5254.581065
2018-08-01 09:20:00,5270.291915
2018-08-01 09:21:00,5265.054965
2018-08-01 09:22:00,5268.546265
2018-08-01 09:23:00,5268.546265
2018-08-01 09:24:00,5270.291915
2018-08-01 09:25:00,5266.800615
2018-08-01 09:26:00,5263.309315
2018-08-01 09:27:00,5256.326715
2018-08-01 09:28:00,5252.835415
2018-08-01 09:29:00,5251.089765
2018-08-01 09:30:00,5258.94519
2018-08-01 09:31:00,5256.326715
2018-08-01 09:32:00,5252.835415
2018-08-01 09:33:00,5252.835415
2018-08-01 09:34:00,5258.072365
2018-08-01 09:35:00,5256.326715
2018-08-01 09:36:00,5251.089765
2018-08-01 09:37:00,5247.598465
2018-08-01 09:38:00,5254.581065
2018-08-01 09:39:00,5259.818015
2018-08-01 09:40:00,5263.309315
2018-08-01 09:41:00,5268.546265
2018-08-01 09:42:00,5268.546265
2018-08-01 09:43:00,5280.765815
2018-08-01 09:44:00,5279.020165
2018-08-01 09:45:00,5289.494065
2018-08-01 09:46:00,5277.274515
2018-08-01 09:47:00,5273.783215
2018-08-01 09:48:00,5280.765815
2018-08-01 09:49:00,5284.257115
2018-08-01 09:50:00,5280.765815
2018-08-01 09:51:00,5280.765815
2018-08-01 09:52:00,5272.037565
2018-08-01 09:53:00,5279.020165
2018-08-01 09:54:00,5275.528865
2018-08-01 09:55:00,5272.037565
2018-08-01 09:56:00,5289.494065
2018-08-01 09:57:00,5289.494065
2018-08-01 09:58:00,5280.765815
2018-08-01 09:59:00,5278.14734
2018-08-01 10:00:00,5263.309315
2018-08-01 10:01:00,5265.92779
2018-08-01 10:02:00,5261.563665
2018-08-01 10:03:00,5259.818015
2018-08-01 10:04:00,5261.563665
2018-08-01 10:05:00,5256.326715
2018-08-01 10:06:00,5252.835415
2018-08-01 10:07:00,5252.835415
2018-08-01 10:08:00,5254.581065
2018-08-01 10:09:00,5252.835415
2018-08-01 10:10:00,5254.581065
2018-08-01 10:11:00,5252.835415
2018-08-01 10:12:00,5245.852815
2018-08-01 10:13:00,5240.615865
2018-08-01 10:14:00,5244.107165
2018-08-01 10:15:00,5247.598465
2018-08-01 10:16:00,5244.107165
2018-08-01 10:17:00,5230.141965
2018-08-01 10:18:00,5228.396315
2018-08-01 10:19:00,5228.396315
2018-08-01 10:20:00,5228.396315
2018-08-01 10:21:00,5233.633265
2018-08-01 10:22:00,5228.396315
2018-08-01 10:23:00,5226.650665
2018-08-01 10:24:00,5223.159365
2018-08-01 10:25:00,5228.396315
2018-08-01 10:26:00,5233.633265
2018-08-01 10:27:00,5235.378915
2018-08-01 10:28:00,5231.887615
2018-08-01 10:29:00,5231.887615
2018-08-01 10:30:00,5231.887615
2018-08-01 10:31:00,5235.378915
2018-08-01 10:32:00,5237.124565
2018-08-01 10:33:00,5237.124565
2018-08-01 10:34:00,5237.124565
2018-08-01 10:35:00,5235.378915
2018-08-01 10:36:00,5244.107165
2018-08-01 10:37:00,5242.361515
2018-08-01 10:38:00,5242.361515
2018-08-01 10:39:00,5244.107165
2018-08-01 10:40:00,5245.852815
2018-08-01 10:41:00,5247.598465
2018-08-01 10:42:00,5251.089765
2018-08-01 10:43:00,5252.835415
2018-08-01 10:44:00,5251.089765
2018-08-01 10:45:00,5245.852815
2018-08-01 10:46:00,5247.598465
2018-08-01 10:47:00,5251.089765
2018-08-01 10:48:00,5251.089765
2018-08-01 10:49:00,5254.581065
2018-08-01 10:50:00,5258.072365
2018-08-01 10:51:00,5251.089765
2018-08-01 10:52:00,5244.107165
2018-08-01 10:53:00,5238.870215
2018-08-01 10:54:00,5228.396315
2018-08-01 10:55:00,5223.159365
2018-08-01 10:56:00,5230.141965
2018-08-01 10:57:00,5233.633265
2018-08-01 10:58:00,5235.378915
2018-08-01 10:59:00,5226.650665
2018-08-01 11:00:00,5228.396315
2018-08-01 11:01:00,5223.159365
2018-08-01 11:02:00,5221.413715
2018-08-01 11:03:00,5212.685465
2018-08-01 11:04:00,5214.431115
2018-08-01 11:05:00,5214.431115
2018-08-01 11:06:00,5210.939815
2018-08-01 11:07:00,5216.176765
2018-08-01 11:08:00,5216.176765
2018-08-01 11:09:00,5214.431115
2018-08-01 11:10:00,5216.176765
2018-08-01 11:11:00,5216.176765
2018-08-01 11:12:00,5217.922415
2018-08-01 11:13:00,5216.176765
2018-08-01 11:14:00,5217.922415
2018-08-01 11:15:00,5216.176765
2018-08-01 11:16:00,5217.922415
2018-08-01 11:17:00,5219.668065
2018-08-01 11:18:00,5219.668065
2018-08-01 11:19:00,5219.668065
2018-08-01 11:20:00,5217.04959
2018-08-01 11:21:00,5212.685465
2018-08-01 11:22:00,5217.922415
2018-08-01 11:23:00,5216.176765
2018-08-01 11:24:00,5217.922415
2018-08-01 11:25:00,5216.176765
2018-08-01 11:26:00,5217.922415
2018-08-01 11:27:00,5218.79524
2018-08-01 11:28:00,5217.922415
2018-08-01 11:29:00,5219.668065
2018-08-01 11:30:00,5218.79524
2018-08-01 11:31:00,5219.668065
2018-08-01 11:32:00,5219.668065
2018-08-01 11:33:00,5223.159365
2018-08-01 11:34:00,5219.668065
2018-08-01 11:35:00,5224.905015
2018-08-01 11:36:00,5221.413715
2018-08-01 11:37:00,5224.905015
2018-08-01 11:38:00,5226.650665
2018-08-01 11:39:00,5224.905015
2018-08-01 11:40:00,5224.905015
2018-08-01 11:41:00,5224.905015
2018-08-01 11:42:00,5226.650665
2018-08-01 11:43:00,5224.905015
2018-08-01 11:44:00,5226.650665
2018-08-01 11:45:00,5224.905015
2018-08-01 11:46:00,5221.413715
2018-08-01 11:47:00,5224.905015
2018-08-01 11:48:00,5226.650665
2018-08-01 11:49:00,5224.905015
2018-08-01 11:50:00,5223.159365
2018-08-01 11:51:00,5221.413715
2018-08-01 11:52:00,5224.905015
2018-08-01 11:53:00,5224.905015
2018-08-01 11:54:00,5226.650665
2018-08-01 11:55:00,5226.650665
2018-08-01 11:56:00,5228.396315
2018-08-01 11:57:00,5231.887615
2018-08-01 11:58:00,5233.633265
2018-08-01 11:59:00,5224.905015
2018-08-01 12:00:00,5219.668065
2018-08-01 12:01:00,5221.413715
2018-08-01 12:02:00,5219.668065
2018-08-01 12:03:00,5219.668065
2018-08-01 12:04:00,5219.668065
2018-08-01 12:05:00,5219.668065
2018-08-01 12:06:00,5217.922415
2018-08-01 12:07:00,5219.668065
2018-08-01 12:08:00,5217.922415
2018-08-01 12:09:00,5217.922415
2018-08-01 12:10:00,5219.668065
2018-08-01 12:11:00,5219.668065
2018-08-01 12:12:00,5219.668065
2018-08-01 12:13:00,5221.413715
2018-08-01 12:14:00,5221.413715
2018-08-01 12:15:00,5221.413715
2018-08-01 12:16:00,5223.159365
2018-08-01 12:17:00,5221.413715
2018-08-01 12:18:00,5219.668065
2018-08-01 12:19:00,5217.922415
2018-08-01 12:20:00,5217.922415
2018-08-01 12:21:00,5217.922415
2018-08-01 12:22:00,5217.922415
2018-08-01 12:23:00,5217.922415
2018-08-01 12:24:00,5216.176765
2018-08-01 12:25:00,5217.922415
2018-08-01 12:26:00,5214.431115
2018-08-01 12:27:00,5216.176765
2018-08-01 12:28:00,5216.176765
2018-08-01 12:29:00,5214.431115
2018-08-01 12:30:00,5217.922415
2018-08-01 12:31:00,5221.413715
2018-08-01 12:32:00,5230.141965
2018-08-01 12:33:00,5234.50609
2018-08-01 12:34:00,5241.48869
2018-08-01 12:35:00,5238.870215
2018-08-01 12:36:00,5242.361515
2018-08-01 12:37:00,5239.74304
2018-08-01 12:38:00,5237.124565
2018-08-01 12:39:00,5235.378915
2018-08-01 12:40:00,5233.633265
2018-08-01 12:41:00,5231.887615
2018-08-01 12:42:00,5231.887615
2018-08-01 12:43:00,5235.378915
2018-08-01 12:44:00,5235.378915
2018-08-01 12:45:00,5235.378915
2018-08-01 12:46:00,5235.378915
2018-08-01 12:47:00,5235.378915
2018-08-01 12:48:00,5235.378915
2018-08-01 12:49:00,5240.615865
2018-08-01 12:50:00,5238.870215
2018-08-01 12:51:00,5240.615865
2018-08-01 12:52:00,5245.852815
2018-08-01 12:53:00,5244.107165
2018-08-01 12:54:00,5247.598465
2018-08-01 12:55:00,5254.581065
2018-08-01 12:56:00,5258.072365
2018-08-01 12:57:00,5254.581065
2018-08-01 12:58:00,5255.45389
2018-08-01 12:59:00,5248.47129
2018-08-01 13:00:00,5246.72564
2018-08-01 13:01:00,5249.344115
2018-08-01 13:02:00,5264.18214
2018-08-01 13:03:00,5255.45389
2018-08-01 13:04:00,5245.852815
2018-08-01 13:05:00,5250.21694
2018-08-01 13:06:00,5258.072365
2018-08-01 13:07:00,5249.344115
2018-08-01 13:08:00,5246.72564
2018-08-01 13:09:00,5251.089765
2018-08-01 13:10:00,5256.326715
2018-08-01 13:11:00,5251.089765
2018-08-01 13:12:00,5249.344115
2018-08-01 13:13:00,5254.581065
2018-08-01 13:14:00,5254.581065
2018-08-01 13:15:00,5258.072365
2018-08-01 13:16:00,5259.818015
2018-08-01 13:17:00,5260.69084
2018-08-01 13:18:00,5261.563665
2018-08-01 13:19:00,5258.072365
2018-08-01 13:20:00,5258.072365
2018-08-01 13:21:00,5254.581065
2018-08-01 13:22:00,5256.326715
2018-08-01 13:23:00,5249.344115
2018-08-01 13:24:00,5252.835415
2018-08-01 13:25:00,5251.96259
2018-08-01 13:26:00,5256.326715
2018-08-01 13:27:00,5258.072365
2018-08-01 13:28:00,5252.835415
2018-08-01 13:29:00,5252.835415
2018-08-01 13:30:00,5249.344115
2018-08-01 13:31:00,5251.089765
2018-08-01 13:32:00,5258.072365
2018-08-01 13:33:00,5258.072365
2018-08-01 13:34:00,5258.072365
2018-08-01 13:35:00,5259.818015
2018-08-01 13:36:00,5258.072365
2018-08-01 13:37:00,5254.581065
2018-08-01 13:38:00,5259.818015
2018-08-01 13:39:00,5259.818015
2018-08-01 13:40:00,5259.818015
2018-08-01 13:41:00,5265.054965
2018-08-01 13:42:00,5265.054965
2018-08-01 13:43:00,5261.563665
2018-08-01 13:44:00,5265.054965
2018-08-01 13:45:00,5273.783215
2018-08-01 13:46:00,5273.783215
2018-08-01 13:47:00,5273.783215
2018-08-01 13:48:00,5272.037565
2018-08-01 13:49:00,5270.291915
