,ICECC2
2018-08-06 10:28:00,233984.595372
2018-08-06 10:29:00,233974.220372
2018-08-06 10:30:00,233970.070371
2018-08-06 10:31:00,233963.845372
2018-08-06 10:32:00,233976.295371
2018-08-06 10:33:00,233976.295371
2018-08-06 10:34:00,233980.445371
2018-08-06 10:35:00,233997.045371
2018-08-06 10:36:00,233986.670371
2018-08-06 10:37:00,233990.820371
2018-08-06 10:38:00,233986.670371
2018-08-06 10:39:00,233982.520371
2018-08-06 10:40:00,233978.370371
2018-08-06 10:41:00,233992.895371
2018-08-06 10:42:00,234009.495371
2018-08-06 10:43:00,234007.420371
2018-08-06 10:44:00,233990.820371
2018-08-06 10:45:00,234009.495371
2018-08-06 10:46:00,234013.645371
2018-08-06 10:47:00,234015.720372
2018-08-06 10:48:00,234001.195371
2018-08-06 10:49:00,234005.345371
2018-08-06 10:50:00,234003.270371
2018-08-06 10:51:00,234005.345371
2018-08-06 10:52:00,234007.420371
2018-08-06 10:53:00,234003.270371
2018-08-06 10:54:00,233997.045371
2018-08-06 10:55:00,233997.045371
2018-08-06 10:56:00,233997.045371
2018-08-06 10:57:00,233999.120371
2018-08-06 10:58:00,234001.195371
2018-08-06 10:59:00,234005.345371
2018-08-06 11:00:00,234005.345371
2018-08-06 11:01:00,234011.570371
2018-08-06 11:02:00,234011.570371
2018-08-06 11:03:00,234007.420371
2018-08-06 11:04:00,234005.345371
2018-08-06 11:05:00,233999.120371
2018-08-06 11:06:00,234001.195371
2018-08-06 11:07:00,233999.120371
2018-08-06 11:08:00,233999.120371
2018-08-06 11:09:00,234005.345371
2018-08-06 11:10:00,233999.120371
2018-08-06 11:11:00,234005.345371
2018-08-06 11:12:00,234005.345371
2018-08-06 11:13:00,234005.345371
2018-08-06 11:14:00,234013.645371
2018-08-06 11:15:00,234007.420371
2018-08-06 11:16:00,234005.345371
2018-08-06 11:17:00,234009.495371
2018-08-06 11:18:00,234009.495371
2018-08-06 11:19:00,234013.645371
2018-08-06 11:20:00,234009.495371
2018-08-06 11:21:00,234009.495371
2018-08-06 11:22:00,234011.570371
2018-08-06 11:23:00,234011.570371
2018-08-06 11:24:00,234003.270371
2018-08-06 11:25:00,234005.345371
2018-08-06 11:26:00,234001.195371
2018-08-06 11:27:00,234001.195371
2018-08-06 11:28:00,234003.270371
2018-08-06 11:29:00,234009.495371
2018-08-06 11:30:00,234009.495371
2018-08-06 11:31:00,234009.495371
2018-08-06 11:32:00,234005.345371
2018-08-06 11:33:00,234009.495371
2018-08-06 11:34:00,234009.495371
2018-08-06 11:35:00,234011.570371
2018-08-06 11:36:00,234013.645371
2018-08-06 11:37:00,234013.645371
2018-08-06 11:38:00,234013.645371
2018-08-06 11:39:00,234017.795372
2018-08-06 11:40:00,234013.645371
2018-08-06 11:41:00,234011.570371
2018-08-06 11:42:00,234013.645371
2018-08-06 11:43:00,234017.795372
2018-08-06 11:44:00,234017.795372
2018-08-06 11:45:00,234017.795372
2018-08-06 11:46:00,234017.795372
2018-08-06 11:47:00,234013.645371
2018-08-06 11:48:00,234013.645371
2018-08-06 11:49:00,234009.495371
2018-08-06 11:50:00,234011.570371
2018-08-06 11:51:00,234013.645371
2018-08-06 11:52:00,234013.645371
2018-08-06 11:53:00,234013.645371
2018-08-06 11:54:00,234017.795372
2018-08-06 11:55:00,234011.570371
2018-08-06 11:56:00,234011.570371
2018-08-06 11:57:00,234005.345371
2018-08-06 11:58:00,234005.345371
2018-08-06 11:59:00,234009.495371
2018-08-06 12:00:00,234009.495371
2018-08-06 12:01:00,234013.645371
2018-08-06 12:02:00,234013.645371
2018-08-06 12:03:00,234017.795372
2018-08-06 12:04:00,234013.645371
2018-08-06 12:05:00,234013.645371
2018-08-06 12:06:00,234013.645371
2018-08-06 12:07:00,234015.720372
2018-08-06 12:08:00,234017.795372
2018-08-06 12:09:00,234013.645371
2018-08-06 12:10:00,234011.570371
2018-08-06 12:11:00,234013.645371
2018-08-06 12:12:00,234015.720372
2018-08-06 12:13:00,234015.720372
2018-08-06 12:14:00,234011.570371
2018-08-06 12:15:00,234003.270371
2018-08-06 12:16:00,234013.645371
2018-08-06 12:17:00,234015.720372
2018-08-06 12:18:00,234009.495371
2018-08-06 12:19:00,234009.495371
2018-08-06 12:20:00,234009.495371
2018-08-06 12:21:00,234009.495371
2018-08-06 12:22:00,234024.020371
2018-08-06 12:23:00,234017.795372
2018-08-06 12:24:00,234011.570371
2018-08-06 12:25:00,234011.570371
2018-08-06 12:26:00,234011.570371
2018-08-06 12:27:00,234011.570371
2018-08-06 12:28:00,234011.570371
2018-08-06 12:29:00,234021.945371
2018-08-07 03:44:00,234021.945371
2018-08-07 03:45:00,233959.695371
2018-08-07 03:46:00,233997.045371
2018-08-07 03:47:00,233994.970372
2018-08-07 03:48:00,233978.370371
2018-08-07 03:49:00,233970.070371
2018-08-07 03:50:00,233976.295371
2018-08-07 03:51:00,233965.920372
2018-08-07 03:52:00,233965.920372
2018-08-07 03:53:00,233941.020371
2018-08-07 03:54:00,233936.870372
2018-08-07 03:55:00,233934.795371
2018-08-07 03:56:00,233922.345371
2018-08-07 03:57:00,233924.420371
2018-08-07 03:58:00,233916.120371
2018-08-07 03:59:00,233914.045372
2018-08-07 04:00:00,233901.595371
2018-08-07 04:01:00,233914.045372
2018-08-07 04:02:00,233920.270371
2018-08-07 04:03:00,233924.420371
2018-08-07 04:04:00,233924.420371
2018-08-07 04:05:00,233914.045371
2018-08-07 04:06:00,233924.420371
2018-08-07 04:07:00,233928.570371
2018-08-07 04:08:00,233930.645371
2018-08-07 04:09:00,233932.720371
2018-08-07 04:10:00,233941.020371
2018-08-07 04:11:00,233945.170371
2018-08-07 04:12:00,233947.245371
2018-08-07 04:13:00,233938.945371
2018-08-07 04:14:00,233947.245371
2018-08-07 04:15:00,233953.470371
2018-08-07 04:16:00,233951.395371
2018-08-07 04:17:00,233943.095372
2018-08-07 04:18:00,233926.495371
2018-08-07 04:19:00,233932.720371
2018-08-07 04:20:00,233934.795371
2018-08-07 04:21:00,233924.420371
2018-08-07 04:22:00,233920.270371
2018-08-07 04:23:00,233928.570371
2018-08-07 04:24:00,233924.420371
2018-08-07 04:25:00,233920.270371
2018-08-07 04:26:00,233924.420371
2018-08-07 04:27:00,233932.720371
2018-08-07 04:28:00,233928.570371
2018-08-07 04:29:00,233924.420371
2018-08-07 04:30:00,233920.270371
2018-08-07 04:31:00,233924.420371
2018-08-07 04:32:00,233932.720371
2018-08-07 04:33:00,233928.570371
2018-08-07 04:34:00,233928.570371
2018-08-07 04:35:00,233928.570371
2018-08-07 04:36:00,233928.570371
2018-08-07 04:37:00,233928.570371
2018-08-07 04:38:00,233928.570371
2018-08-07 04:39:00,233928.570371
2018-08-07 04:40:00,233928.570371
2018-08-07 04:41:00,233928.570371
2018-08-07 04:42:00,233928.570371
2018-08-07 04:43:00,233922.345371
2018-08-07 04:44:00,233920.270371
2018-08-07 04:45:00,233920.270371
2018-08-07 04:46:00,233920.270371
2018-08-07 04:47:00,233920.270371
2018-08-07 04:48:00,233920.270371
2018-08-07 04:49:00,233907.820371
2018-08-07 04:50:00,233907.820371
2018-08-07 04:51:00,233907.820371
2018-08-07 04:52:00,233909.895371
2018-08-07 04:53:00,233907.820371
2018-08-07 04:54:00,233907.820371
2018-08-07 04:55:00,233899.520371
2018-08-07 04:56:00,233903.670371
2018-08-07 04:57:00,233916.120371
2018-08-07 04:58:00,233911.970372
2018-08-07 04:59:00,233909.895371
2018-08-07 05:00:00,233909.895371
2018-08-07 05:01:00,233909.895371
2018-08-07 05:02:00,233909.895371
2018-08-07 05:03:00,233911.970372
2018-08-07 05:04:00,233911.970372
2018-08-07 05:05:00,233909.895371
2018-08-07 05:06:00,233914.045372
2018-08-07 05:07:00,233903.670371
2018-08-07 05:08:00,233901.595371
2018-08-07 05:09:00,233899.520371
2018-08-07 05:10:00,233901.595371
2018-08-07 05:11:00,233899.520371
2018-08-07 05:12:00,233899.520371
2018-08-07 05:13:00,233903.670371
2018-08-07 05:14:00,233907.820371
2018-08-07 05:15:00,233903.670371
2018-08-07 05:16:00,233899.520371
2018-08-07 05:17:00,233899.520371
2018-08-07 05:18:00,233907.820371
2018-08-07 05:19:00,233907.820371
2018-08-07 05:20:00,233907.820371
2018-08-07 05:21:00,233903.670371
2018-08-07 05:22:00,233903.670371
2018-08-07 05:23:00,233899.520371
2018-08-07 05:24:00,233899.520371
2018-08-07 05:25:00,233897.445371
2018-08-07 05:26:00,233899.520371
2018-08-07 05:27:00,233899.520371
2018-08-07 05:28:00,233899.520371
2018-08-07 05:29:00,233899.520371
2018-08-07 05:30:00,233901.595371
2018-08-07 05:31:00,233901.595371
2018-08-07 05:32:00,233905.745371
2018-08-07 05:33:00,233907.820371
2018-08-07 05:34:00,233905.745371
2018-08-07 05:35:00,233907.820371
2018-08-07 05:36:00,233899.520371
2018-08-07 05:37:00,233899.520371
2018-08-07 05:38:00,233895.370371
2018-08-07 05:39:00,233895.370371
2018-08-07 05:40:00,233899.520371
2018-08-07 05:41:00,233899.520371
2018-08-07 05:42:00,233899.520371
2018-08-07 05:43:00,233895.370371
2018-08-07 05:44:00,233901.595371
2018-08-07 05:45:00,233901.595371
2018-08-07 05:46:00,233897.445371
2018-08-07 05:47:00,233895.370371
2018-08-07 05:48:00,233895.370371
2018-08-07 05:49:00,233895.370371
2018-08-07 05:50:00,233905.745371
2018-08-07 05:51:00,233909.895371
2018-08-07 05:52:00,233903.670371
2018-08-07 05:53:00,233903.670371
2018-08-07 05:54:00,233899.520371
2018-08-07 05:55:00,233899.520371
2018-08-07 05:56:00,233899.520371
2018-08-07 05:57:00,233901.595371
2018-08-07 05:58:00,233905.745371
2018-08-07 05:59:00,233903.670371
2018-08-07 06:00:00,233905.745371
2018-08-07 06:01:00,233907.820371
2018-08-07 06:02:00,233903.670371
2018-08-07 06:03:00,233899.520371
2018-08-07 06:04:00,233899.520371
2018-08-07 06:05:00,233899.520371
2018-08-07 06:06:00,233897.445371
2018-08-07 06:07:00,233893.295371
2018-08-07 06:08:00,233891.220372
2018-08-07 06:09:00,233895.370371
2018-08-07 06:10:00,233895.370371
2018-08-07 06:11:00,233897.445371
2018-08-07 06:12:00,233901.595371
2018-08-07 06:13:00,233907.820371
2018-08-07 06:14:00,233903.670371
2018-08-07 06:15:00,233903.670371
2018-08-07 06:16:00,233903.670371
2018-08-07 06:17:00,233903.670371
2018-08-07 06:18:00,233903.670371
2018-08-07 06:19:00,233903.670371
2018-08-07 06:20:00,233916.120371
2018-08-07 06:21:00,233922.345371
2018-08-07 06:22:00,233907.820371
2018-08-07 06:23:00,233907.820371
2018-08-07 06:24:00,233903.670371
2018-08-07 06:25:00,233899.520371
2018-08-07 06:26:00,233907.820371
2018-08-07 06:27:00,233905.745372
2018-08-07 06:28:00,233899.520371
2018-08-07 06:29:00,233899.520371
2018-08-07 06:30:00,233903.670371
2018-08-07 06:31:00,233903.670371
2018-08-07 06:32:00,233911.970372
2018-08-07 06:33:00,233909.895371
2018-08-07 06:34:00,233911.970372
2018-08-07 06:35:00,233901.595371
2018-08-07 06:36:00,233899.520371
2018-08-07 06:37:00,233895.370371
2018-08-07 06:38:00,233907.820371
2018-08-07 06:39:00,233901.595372
2018-08-07 06:40:00,233897.445371
2018-08-07 06:41:00,233897.445371
2018-08-07 06:42:00,233891.220372
2018-08-07 06:43:00,233884.995372
2018-08-07 06:44:00,233889.145371
2018-08-07 06:45:00,233889.145371
2018-08-07 06:46:00,233882.920371
2018-08-07 06:47:00,233880.845372
2018-08-07 06:48:00,233887.070371
2018-08-07 06:49:00,233882.920371
2018-08-07 06:50:00,233882.920371
2018-08-07 06:51:00,233880.845372
2018-08-07 06:52:00,233899.520371
2018-08-07 06:53:00,233905.745371
2018-08-07 06:54:00,233909.895371
2018-08-07 06:55:00,233903.670371
2018-08-07 06:56:00,233911.970372
2018-08-07 06:57:00,233901.595371
2018-08-07 06:58:00,233897.445371
2018-08-07 06:59:00,233880.845372
2018-08-07 07:00:00,233907.820371
2018-08-07 07:01:00,233887.070371
2018-08-07 07:02:00,233895.370371
2018-08-07 07:03:00,233880.845372
2018-08-07 07:04:00,233882.920371
2018-08-07 07:05:00,233889.145371
2018-08-07 07:06:00,233880.845372
2018-08-07 07:07:00,233884.995372
2018-08-07 07:08:00,233887.070371
2018-08-07 07:09:00,233918.195371
2018-08-07 07:10:00,233920.270371
2018-08-07 07:11:00,233909.895371
2018-08-07 07:12:00,233920.270371
2018-08-07 07:13:00,233920.270371
2018-08-07 07:14:00,233920.270371
2018-08-07 07:15:00,233918.195371
2018-08-07 07:16:00,233909.895371
2018-08-07 07:17:00,233887.070371
2018-08-07 07:18:00,233887.070371
2018-08-07 07:19:00,233878.770371
2018-08-07 07:20:00,233876.695371
2018-08-07 07:21:00,233876.695371
2018-08-07 07:22:00,233878.770371
2018-08-07 07:23:00,233876.695371
2018-08-07 07:24:00,233882.920371
2018-08-07 07:25:00,233887.070371
2018-08-07 07:26:00,233878.770371
2018-08-07 07:27:00,233860.095372
2018-08-07 07:28:00,233866.320371
2018-08-07 07:29:00,233860.095372
2018-08-07 07:30:00,233876.695371
2018-08-07 07:31:00,233876.695371
2018-08-07 07:32:00,233878.770371
2018-08-07 07:33:00,233872.545371
2018-08-07 07:34:00,233866.320371
2018-08-07 07:35:00,233866.320371
2018-08-07 07:36:00,233868.395371
2018-08-07 07:37:00,233868.395371
2018-08-07 07:38:00,233868.395371
2018-08-07 07:39:00,233870.470372
2018-08-07 07:40:00,233870.470372
2018-08-07 07:41:00,233870.470372
2018-08-07 07:42:00,233872.545371
2018-08-07 07:43:00,233872.545371
2018-08-07 07:44:00,233866.320371
2018-08-07 07:45:00,233872.545371
2018-08-07 07:46:00,233880.845372
2018-08-07 07:47:00,233876.695371
2018-08-07 07:48:00,233874.620371
2018-08-07 07:49:00,233872.545371
2018-08-07 07:50:00,233872.545371
2018-08-07 07:51:00,233868.395371
