,OMX
2018-03-16 10:59:00,11959.0648063
2018-03-16 11:00:00,11970.6626563
2018-03-16 11:01:00,11976.4615813
2018-03-16 11:02:00,11982.2605063
2018-03-16 11:03:00,11999.6572813
2018-03-16 11:04:00,11999.6572813
2018-03-16 11:05:00,11988.0594313
2018-03-16 11:06:00,11964.8637313
2018-03-16 11:07:00,11964.8637313
2018-03-16 11:08:00,11953.2658813
2018-03-16 11:09:00,11964.8637313
2018-03-16 11:10:00,11959.0648063
2018-03-16 11:11:00,11964.8637313
2018-03-16 11:12:00,11959.0648063
2018-03-16 11:13:00,11953.2658813
2018-03-16 11:14:00,11964.8637313
2018-03-16 11:15:00,11970.6626563
2018-03-16 11:16:00,11970.6626563
2018-03-16 11:17:00,11982.2605063
2018-03-16 11:18:00,11999.6572813
2018-03-16 11:19:00,11999.6572813
2018-03-16 11:20:00,11999.6572813
2018-03-16 11:21:00,11999.6572813
2018-03-16 11:22:00,11976.4615813
2018-03-16 11:23:00,11970.6626563
2018-03-16 11:24:00,11990.9588938
2018-03-19 02:59:00,11918.7969406
2018-03-19 03:00:00,11910.4567906
2018-03-19 03:01:00,11865.9759906
2018-03-19 03:02:00,11843.7355906
2018-03-19 03:03:00,11854.8557906
2018-03-19 03:04:00,11854.8557906
2018-03-19 03:05:00,11854.8557906
2018-03-19 03:06:00,11832.6153906
2018-03-19 03:07:00,11832.6153906
2018-03-19 03:08:00,11863.1959406
2018-03-19 03:09:00,11865.9759906
2018-03-19 03:10:00,11838.1754906
2018-03-19 03:11:00,11815.9350906
2018-03-19 03:12:00,11793.6946906
2018-03-19 03:13:00,11785.3545406
2018-03-19 03:14:00,11782.5744906
2018-03-19 03:15:00,11777.0143906
2018-03-19 03:16:00,11782.5744906
2018-03-19 03:17:00,11726.9734906
2018-03-19 03:18:00,11671.3724906
2018-03-19 03:19:00,11654.6921906
2018-03-19 03:20:00,11643.5719906
2018-03-19 03:21:00,11682.4926906
2018-03-19 03:22:00,11665.8123906
2018-03-19 03:23:00,11665.8123906
2018-03-19 03:24:00,11682.4926906
2018-03-19 03:25:00,11665.8123906
2018-03-19 03:26:00,11649.1320906
2018-03-19 03:27:00,11632.4517906
2018-03-19 03:28:00,11632.4517906
2018-03-19 03:29:00,11626.8916906
2018-03-19 03:30:00,11632.4517906
2018-03-19 03:31:00,11643.5719906
2018-03-19 03:32:00,11632.4517906
2018-03-19 03:33:00,11621.3315906
2018-03-19 03:34:00,11615.7714906
2018-03-19 03:35:00,11599.0911906
2018-03-19 03:36:00,11582.4108906
2018-03-19 03:37:00,11543.4901906
2018-03-19 03:38:00,11549.0502906
2018-03-19 03:39:00,11526.8098906
2018-03-19 03:40:00,11526.8098906
2018-03-19 03:41:00,11526.8098906
2018-03-19 03:42:00,11537.9300906
2018-03-19 03:43:00,11521.2497906
2018-03-19 03:44:00,11532.3699906
2018-03-19 03:45:00,11543.4901906
2018-03-19 03:46:00,11562.9505406
2018-03-19 03:47:00,11560.1704906
2018-03-19 03:48:00,11565.7305906
2018-03-19 03:49:00,11582.4108906
2018-03-19 03:50:00,11587.9709906
2018-03-19 03:51:00,11610.2113906
2018-03-19 03:52:00,11599.0911906
2018-03-19 03:53:00,11587.9709906
2018-03-19 03:54:00,11576.8507906
2018-03-19 03:55:00,11560.1704906
2018-03-19 03:56:00,11554.6103906
2018-03-19 03:57:00,11554.6103906
2018-03-19 03:58:00,11587.9709906
2018-03-19 03:59:00,11582.4108906
2018-03-19 04:00:00,11576.8507906
2018-03-19 04:01:00,11596.3111406
2018-03-19 04:02:00,11604.6512906
2018-03-19 04:03:00,11599.0911906
2018-03-19 04:04:00,11610.2113906
2018-03-19 04:05:00,11587.9709906
2018-03-19 04:06:00,11571.2906906
2018-03-19 04:07:00,11582.4108906
2018-03-19 04:08:00,11582.4108906
2018-03-19 04:09:00,11582.4108906
2018-03-19 04:10:00,11571.2906906
2018-03-19 04:11:00,11560.1704906
2018-03-19 04:12:00,11565.7305906
2018-03-19 04:13:00,11582.4108906
2018-03-19 04:14:00,11587.9709906
2018-03-19 04:15:00,11593.5310906
2018-03-19 04:16:00,11610.2113906
2018-03-19 04:17:00,11610.2113906
2018-03-19 04:18:00,11610.2113906
2018-03-19 04:19:00,11621.3315906
2018-03-19 04:20:00,11615.7714906
2018-03-19 04:21:00,11604.6512906
2018-03-19 04:22:00,11604.6512906
2018-03-19 04:23:00,11593.5310906
2018-03-19 04:24:00,11599.0911906
2018-03-19 04:25:00,11615.7714906
2018-03-19 04:26:00,11615.7714906
2018-03-19 04:27:00,11615.7714906
2018-03-19 04:28:00,11632.4517906
2018-03-19 04:29:00,11632.4517906
2018-03-19 04:30:00,11626.8916906
2018-03-19 04:31:00,11638.0118906
2018-03-19 04:32:00,11646.3520406
2018-03-19 04:33:00,11643.5719906
2018-03-19 04:34:00,11649.1320906
2018-03-19 04:35:00,11638.0118906
2018-03-19 04:36:00,11654.6921906
2018-03-19 04:37:00,11643.5719906
2018-03-19 04:38:00,11638.0118906
2018-03-19 04:39:00,11626.8916906
2018-03-19 04:40:00,11626.8916906
2018-03-19 04:41:00,11621.3315906
2018-03-19 04:42:00,11629.6717406
2018-03-19 04:43:00,11632.4517906
2018-03-19 04:44:00,11621.3315906
2018-03-19 04:45:00,11615.7714906
2018-03-19 04:46:00,11615.7714906
2018-03-19 04:47:00,11621.3315906
2018-03-19 04:48:00,11626.8916906
2018-03-19 04:49:00,11632.4517906
2018-03-19 04:50:00,11654.6921906
2018-03-19 04:51:00,11660.2522906
2018-03-19 04:52:00,11682.4926906
2018-03-19 04:53:00,11671.3724906
2018-03-19 04:54:00,11665.8123906
2018-03-19 04:55:00,11671.3724906
2018-03-19 04:56:00,11676.9325906
2018-03-19 04:57:00,11676.9325906
2018-03-19 04:58:00,11665.8123906
2018-03-19 04:59:00,11671.3724906
2018-03-19 05:00:00,11665.8123906
2018-03-19 05:01:00,11660.2522906
2018-03-19 05:02:00,11665.8123906
2018-03-19 05:03:00,11643.5719906
2018-03-19 05:04:00,11632.4517906
2018-03-19 05:05:00,11626.8916906
2018-03-19 05:06:00,11632.4517906
2018-03-19 05:07:00,11626.8916906
2018-03-19 05:08:00,11643.5719906
2018-03-19 05:09:00,11643.5719906
2018-03-19 05:10:00,11632.4517906
2018-03-19 05:11:00,11626.8916906
2018-03-19 05:12:00,11638.0118906
2018-03-19 05:13:00,11626.8916906
2018-03-19 05:14:00,11632.4517906
2018-03-19 05:15:00,11621.3315906
2018-03-19 05:16:00,11610.2113906
2018-03-19 05:17:00,11604.6512906
2018-03-19 05:18:00,11615.7714906
2018-03-19 05:19:00,11599.0911906
2018-03-19 05:20:00,11599.0911906
2018-03-19 05:21:00,11604.6512906
2018-03-19 05:22:00,11604.6512906
2018-03-19 05:23:00,11615.7714906
2018-03-19 05:24:00,11615.7714906
2018-03-19 05:25:00,11621.3315906
2018-03-19 05:26:00,11643.5719906
2018-03-19 05:27:00,11632.4517906
2018-03-19 05:28:00,11621.3315906
2018-03-19 05:29:00,11626.8916906
2018-03-19 05:30:00,11626.8916906
2018-03-19 05:31:00,11626.8916906
2018-03-19 05:32:00,11626.8916906
2018-03-19 05:33:00,11615.7714906
2018-03-19 05:34:00,11604.6512906
2018-03-19 05:35:00,11610.2113906
2018-03-19 05:36:00,11621.3315906
2018-03-19 05:37:00,11621.3315906
2018-03-19 05:38:00,11621.3315906
2018-03-19 05:39:00,11621.3315906
2018-03-19 05:40:00,11615.7714906
2018-03-19 05:41:00,11610.2113906
2018-03-19 05:42:00,11615.7714906
2018-03-19 05:43:00,11604.6512906
2018-03-19 05:44:00,11593.5310906
2018-03-19 05:45:00,11587.9709906
2018-03-19 05:46:00,11587.9709906
2018-03-19 05:47:00,11587.9709906
2018-03-19 05:48:00,11599.0911906
2018-03-19 05:49:00,11599.0911906
2018-03-19 05:50:00,11599.0911906
2018-03-19 05:51:00,11610.2113906
2018-03-19 05:52:00,11610.2113906
2018-03-19 05:53:00,11604.6512906
2018-03-19 05:54:00,11604.6512906
2018-03-19 05:55:00,11593.5310906
2018-03-19 05:56:00,11599.0911906
2018-03-19 05:57:00,11599.0911906
2018-03-19 05:58:00,11593.5310906
2018-03-19 05:59:00,11599.0911906
2018-03-19 06:00:00,11604.6512906
2018-03-19 06:01:00,11615.7714906
2018-03-19 06:02:00,11626.8916906
2018-03-19 06:03:00,11621.3315906
2018-03-19 06:04:00,11632.4517906
2018-03-19 06:05:00,11643.5719906
2018-03-19 06:06:00,11649.1320906
2018-03-19 06:07:00,11654.6921906
2018-03-19 06:08:00,11649.1320906
2018-03-19 06:09:00,11660.2522906
2018-03-19 06:10:00,11643.5719906
2018-03-19 06:11:00,11638.0118906
2018-03-19 06:12:00,11654.6921906
2018-03-19 06:13:00,11649.1320906
2018-03-19 06:14:00,11649.1320906
2018-03-19 06:15:00,11649.1320906
2018-03-19 06:16:00,11638.0118906
2018-03-19 06:17:00,11632.4517906
2018-03-19 06:18:00,11643.5719906
2018-03-19 06:19:00,11649.1320906
2018-03-19 06:20:00,11649.1320906
2018-03-19 06:21:00,11649.1320906
2018-03-19 06:22:00,11660.2522906
2018-03-19 06:23:00,11643.5719906
2018-03-19 06:24:00,11654.6921906
2018-03-19 06:25:00,11654.6921906
2018-03-19 06:26:00,11654.6921906
2018-03-19 06:27:00,11649.1320906
2018-03-19 06:28:00,11643.5719906
2018-03-19 06:29:00,11649.1320906
2018-03-19 06:30:00,11638.0118906
2018-03-19 06:31:00,11643.5719906
2018-03-19 06:32:00,11649.1320906
2018-03-19 06:33:00,11638.0118906
2018-03-19 06:34:00,11643.5719906
2018-03-19 06:35:00,11638.0118906
2018-03-19 06:36:00,11649.1320906
2018-03-19 06:37:00,11649.1320906
2018-03-19 06:38:00,11643.5719906
2018-03-19 06:39:00,11649.1320906
2018-03-19 06:40:00,11649.1320906
2018-03-19 06:41:00,11660.2522906
2018-03-19 06:42:00,11660.2522906
2018-03-19 06:43:00,11660.2522906
2018-03-19 06:44:00,11660.2522906
2018-03-19 06:45:00,11660.2522906
2018-03-19 06:46:00,11660.2522906
2018-03-19 06:47:00,11654.6921906
2018-03-19 06:48:00,11663.0323406
2018-03-19 06:49:00,11665.8123906
2018-03-19 06:50:00,11665.8123906
2018-03-19 06:51:00,11660.2522906
2018-03-19 06:52:00,11660.2522906
2018-03-19 06:53:00,11665.8123906
2018-03-19 06:54:00,11665.8123906
2018-03-19 06:55:00,11665.8123906
2018-03-19 06:56:00,11682.4926906
2018-03-19 06:57:00,11676.9325906
2018-03-19 06:58:00,11688.0527906
2018-03-19 06:59:00,11688.0527906
2018-03-19 07:00:00,11649.1320906
2018-03-19 07:01:00,11660.2522906
2018-03-19 07:02:00,11671.3724906
2018-03-19 07:03:00,11682.4926906
2018-03-19 07:04:00,11660.2522906
2018-03-19 07:05:00,11654.6921906
2018-03-19 07:06:00,11665.8123906
2018-03-19 07:07:00,11665.8123906
2018-03-19 07:08:00,11654.6921906
2018-03-19 07:09:00,11665.8123906
2018-03-19 07:10:00,11676.9325906
2018-03-19 07:11:00,11682.4926906
2018-03-19 07:12:00,11688.0527906
2018-03-19 07:13:00,11693.6128906
2018-03-19 07:14:00,11715.8532906
2018-03-19 07:15:00,11715.8532906
2018-03-19 07:16:00,11710.2931906
2018-03-19 07:17:00,11710.2931906
2018-03-19 07:18:00,11699.1729906
2018-03-19 07:19:00,11699.1729906
2018-03-19 07:20:00,11693.6128906
2018-03-19 07:21:00,11682.4926906
2018-03-19 07:22:00,11682.4926906
2018-03-19 07:23:00,11682.4926906
2018-03-19 07:24:00,11690.8328406
2018-03-19 07:25:00,11693.6128906
2018-03-19 07:26:00,11693.6128906
2018-03-19 07:27:00,11693.6128906
2018-03-19 07:28:00,11699.1729906
2018-03-19 07:29:00,11704.7330906
2018-03-19 07:30:00,11699.1729906
2018-03-19 07:31:00,11688.0527906
2018-03-19 07:32:00,11676.9325906
2018-03-19 07:33:00,11682.4926906
2018-03-19 07:34:00,11693.6128906
2018-03-19 07:35:00,11682.4926906
2018-03-19 07:36:00,11682.4926906
2018-03-19 07:37:00,11682.4926906
2018-03-19 07:38:00,11682.4926906
2018-03-19 07:39:00,11688.0527906
2018-03-19 07:40:00,11676.9325906
2018-03-19 07:41:00,11676.9325906
2018-03-19 07:42:00,11676.9325906
2018-03-19 07:43:00,11688.0527906
2018-03-19 07:44:00,11676.9325906
2018-03-19 07:45:00,11676.9325906
2018-03-19 07:46:00,11682.4926906
2018-03-19 07:47:00,11676.9325906
2018-03-19 07:48:00,11682.4926906
2018-03-19 07:49:00,11688.0527906
2018-03-19 07:50:00,11671.3724906
2018-03-19 07:51:00,11676.9325906
2018-03-19 07:52:00,11671.3724906
2018-03-19 07:53:00,11676.9325906
2018-03-19 07:54:00,11674.1525406
2018-03-19 07:55:00,11660.2522906
2018-03-19 07:56:00,11665.8123906
2018-03-19 07:57:00,11665.8123906
2018-03-19 07:58:00,11671.3724906
2018-03-19 07:59:00,11665.8123906
2018-03-19 08:00:00,11665.8123906
2018-03-19 08:01:00,11654.6921906
2018-03-19 08:02:00,11660.2522906
2018-03-19 08:03:00,11654.6921906
2018-03-19 08:04:00,11660.2522906
2018-03-19 08:05:00,11665.8123906
2018-03-19 08:06:00,11665.8123906
2018-03-19 08:07:00,11654.6921906
2018-03-19 08:08:00,11643.5719906
2018-03-19 08:09:00,11638.0118906
2018-03-19 08:10:00,11626.8916906
2018-03-19 08:11:00,11632.4517906
2018-03-19 08:12:00,11632.4517906
2018-03-19 08:13:00,11626.8916906
2018-03-19 08:14:00,11632.4517906
2018-03-19 08:15:00,11626.8916906
2018-03-19 08:16:00,11621.3315906
2018-03-19 08:17:00,11621.3315906
2018-03-19 08:18:00,11621.3315906
2018-03-19 08:19:00,11626.8916906
2018-03-19 08:20:00,11629.6717406
2018-03-19 08:21:00,11626.8916906
2018-03-19 08:22:00,11626.8916906
2018-03-19 08:23:00,11626.8916906
2018-03-19 08:24:00,11626.8916906
2018-03-19 08:25:00,11632.4517906
2018-03-19 08:26:00,11632.4517906
2018-03-19 08:27:00,11643.5719906
2018-03-19 08:28:00,11660.2522906
2018-03-19 08:29:00,11671.3724906
2018-03-19 08:30:00,11660.2522906
2018-03-19 08:31:00,11676.9325906
2018-03-19 08:32:00,11671.3724906
2018-03-19 08:33:00,11660.2522906
2018-03-19 08:34:00,11654.6921906
2018-03-19 08:35:00,11660.2522906
2018-03-19 08:36:00,11682.4926906
2018-03-19 08:37:00,11682.4926906
2018-03-19 08:38:00,11676.9325906
2018-03-19 08:39:00,11688.0527906
2018-03-19 08:40:00,11682.4926906
2018-03-19 08:41:00,11665.8123906
2018-03-19 08:42:00,11654.6921906
2018-03-19 08:43:00,11643.5719906
2018-03-19 08:44:00,11643.5719906
2018-03-19 08:45:00,11638.0118906
2018-03-19 08:46:00,11638.0118906
2018-03-19 08:47:00,11632.4517906
2018-03-19 08:48:00,11626.8916906
2018-03-19 08:49:00,11638.0118906
2018-03-19 08:50:00,11649.1320906
2018-03-19 08:51:00,11649.1320906
2018-03-19 08:52:00,11665.8123906
2018-03-19 08:53:00,11676.9325906
2018-03-19 08:54:00,11665.8123906
2018-03-19 08:55:00,11671.3724906
2018-03-19 08:56:00,11665.8123906
2018-03-19 08:57:00,11665.8123906
2018-03-19 08:58:00,11676.9325906
2018-03-19 08:59:00,11676.9325906
2018-03-19 09:00:00,11676.9325906
2018-03-19 09:01:00,11665.8123906
2018-03-19 09:02:00,11654.6921906
2018-03-19 09:03:00,11665.8123906
2018-03-19 09:04:00,11665.8123906
2018-03-19 09:05:00,11654.6921906
2018-03-19 09:06:00,11665.8123906
2018-03-19 09:07:00,11649.1320906
2018-03-19 09:08:00,11643.5719906
2018-03-19 09:09:00,11626.8916906
2018-03-19 09:10:00,11621.3315906
2018-03-19 09:11:00,11610.2113906
2018-03-19 09:12:00,11610.2113906
2018-03-19 09:13:00,11604.6512906
2018-03-19 09:14:00,11610.2113906
2018-03-19 09:15:00,11610.2113906
2018-03-19 09:16:00,11610.2113906
2018-03-19 09:17:00,11604.6512906
2018-03-19 09:18:00,11610.2113906
2018-03-19 09:19:00,11621.3315906
2018-03-19 09:20:00,11626.8916906
2018-03-19 09:21:00,11621.3315906
2018-03-19 09:22:00,11615.7714906
2018-03-19 09:23:00,11604.6512906
2018-03-19 09:24:00,11621.3315906
2018-03-19 09:25:00,11626.8916906
2018-03-19 09:26:00,11626.8916906
2018-03-19 09:27:00,11643.5719906
2018-03-19 09:28:00,11649.1320906
2018-03-19 09:29:00,11660.2522906
2018-03-19 09:30:00,11638.0118906
2018-03-19 09:31:00,11643.5719906
2018-03-19 09:32:00,11654.6921906
2018-03-19 09:33:00,11643.5719906
2018-03-19 09:34:00,11643.5719906
2018-03-19 09:35:00,11638.0118906
2018-03-19 09:36:00,11626.8916906
2018-03-19 09:37:00,11626.8916906
2018-03-19 09:38:00,11632.4517906
2018-03-19 09:39:00,11626.8916906
2018-03-19 09:40:00,11638.0118906
2018-03-19 09:41:00,11621.3315906
2018-03-19 09:42:00,11626.8916906
2018-03-19 09:43:00,11604.6512906
2018-03-19 09:44:00,11593.5310906
2018-03-19 09:45:00,11593.5310906
2018-03-19 09:46:00,11593.5310906
2018-03-19 09:47:00,11582.4108906
2018-03-19 09:48:00,11582.4108906
2018-03-19 09:49:00,11587.9709906
2018-03-19 09:50:00,11582.4108906
2018-03-19 09:51:00,11571.2906906
2018-03-19 09:52:00,11571.2906906
2018-03-19 09:53:00,11565.7305906
2018-03-19 09:54:00,11560.1704906
2018-03-19 09:55:00,11565.7305906
2018-03-19 09:56:00,11554.6103906
2018-03-19 09:57:00,11565.7305906
2018-03-19 09:58:00,11582.4108906
2018-03-19 09:59:00,11576.8507906
2018-03-19 10:00:00,11582.4108906
2018-03-19 10:01:00,11565.7305906
2018-03-19 10:02:00,11560.1704906
2018-03-19 10:03:00,11554.6103906
2018-03-19 10:04:00,11549.0502906
2018-03-19 10:05:00,11560.1704906
2018-03-19 10:06:00,11571.2906906
2018-03-19 10:07:00,11576.8507906
2018-03-19 10:08:00,11582.4108906
2018-03-19 10:09:00,11571.2906906
2018-03-19 10:10:00,11565.7305906
2018-03-19 10:11:00,11565.7305906
2018-03-19 10:12:00,11549.0502906
2018-03-19 10:13:00,11537.9300906
2018-03-19 10:14:00,11526.8098906
2018-03-19 10:15:00,11510.1295906
2018-03-19 10:16:00,11510.1295906
2018-03-19 10:17:00,11515.6896906
2018-03-19 10:18:00,11510.1295906
2018-03-19 10:19:00,11510.1295906
2018-03-19 10:20:00,11507.3495406
2018-03-19 10:21:00,11510.1295906
2018-03-19 10:22:00,11526.8098906
2018-03-19 10:23:00,11535.1500406
2018-03-19 10:24:00,11535.1500406
2018-03-19 10:25:00,11543.4901906
2018-03-19 10:26:00,11537.9300906
2018-03-19 10:27:00,11549.0502906
2018-03-19 10:28:00,11554.6103906
2018-03-19 10:29:00,11571.2906906
2018-03-19 10:30:00,11549.0502906
2018-03-19 10:31:00,11549.0502906
2018-03-19 10:32:00,11526.8098906
2018-03-19 10:33:00,11526.8098906
2018-03-19 10:34:00,11526.8098906
2018-03-19 10:35:00,11515.6896906
2018-03-19 10:36:00,11510.1295906
2018-03-19 10:37:00,11510.1295906
2018-03-19 10:38:00,11510.1295906
2018-03-19 10:39:00,11487.8891906
2018-03-19 10:40:00,11465.6487906
2018-03-19 10:41:00,11454.5285906
2018-03-19 10:42:00,11471.2088906
2018-03-19 10:43:00,11471.2088906
2018-03-19 10:44:00,11454.5285906
2018-03-19 10:45:00,11443.4083906
2018-03-19 10:46:00,11421.1679906
2018-03-19 10:47:00,11437.8482906
2018-03-19 10:48:00,11437.8482906
2018-03-19 10:49:00,11421.1679906
2018-03-19 10:50:00,11423.9480406
2018-03-19 10:51:00,11421.1679906
2018-03-19 10:52:00,11421.1679906
2018-03-19 10:53:00,11437.8482906
2018-03-19 10:54:00,11426.7280906
2018-03-19 10:55:00,11412.8278406
2018-03-19 10:56:00,11415.6078906
2018-03-19 10:57:00,11421.1679906
2018-03-19 10:58:00,11410.0477906
2018-03-19 10:59:00,11421.1679906
2018-03-19 11:00:00,11415.6078906
2018-03-19 11:01:00,11415.6078906
2018-03-19 11:02:00,11398.9275906
2018-03-19 11:03:00,11426.7280906
2018-03-19 11:04:00,11415.6078906
2018-03-19 11:05:00,11426.7280906
2018-03-19 11:06:00,11446.1884406
2018-03-19 11:07:00,11432.2881906
2018-03-19 11:08:00,11426.7280906
2018-03-19 11:09:00,11421.1679906
2018-03-19 11:10:00,11421.1679906
2018-03-19 11:11:00,11415.6078906
2018-03-19 11:12:00,11404.4876906
2018-03-19 11:13:00,11410.0477906
2018-03-19 11:14:00,11398.9275906
2018-03-19 11:15:00,11387.8073906
2018-03-19 11:16:00,11365.5669906
2018-03-19 11:17:00,11371.1270906
2018-03-19 11:18:00,11354.4467906
2018-03-19 11:19:00,11360.0068906
2018-03-19 11:20:00,11360.0068906
2018-03-19 11:21:00,11371.1270906
2018-03-19 11:22:00,11360.0068906
2018-03-19 11:23:00,11371.1270906
2018-03-19 11:24:00,11385.0273406
2018-03-20 02:59:00,11612.9914406
2018-03-20 03:00:00,11565.7305906
2018-03-20 03:01:00,11549.0502906
2018-03-20 03:02:00,11515.6896906
2018-03-20 03:03:00,11482.3290906
2018-03-20 03:04:00,11432.2881906
2018-03-20 03:05:00,11487.8891906
2018-03-20 03:06:00,11510.1295906
2018-03-20 03:07:00,11510.1295906
2018-03-20 03:08:00,11504.5694906
2018-03-20 03:09:00,11526.8098906
2018-03-20 03:10:00,11504.5694906
2018-03-20 03:11:00,11499.0093906
2018-03-20 03:12:00,11504.5694906
2018-03-20 03:13:00,11499.0093906
2018-03-20 03:14:00,11487.8891906
2018-03-20 03:15:00,11493.4492906
2018-03-20 03:16:00,11454.5285906
2018-03-20 03:17:00,11482.3290906
2018-03-20 03:18:00,11476.7689906
2018-03-20 03:19:00,11471.2088906
2018-03-20 03:20:00,11476.7689906
2018-03-20 03:21:00,11487.8891906
2018-03-20 03:22:00,11476.7689906
2018-03-20 03:23:00,11457.3086406
2018-03-20 03:24:00,11468.4288406
2018-03-20 03:25:00,11471.2088906
2018-03-20 03:26:00,11448.9684906
2018-03-20 03:27:00,11437.8482906
2018-03-20 03:28:00,11448.9684906
2018-03-20 03:29:00,11443.4083906
2018-03-20 03:30:00,11426.7280906
2018-03-20 03:31:00,11415.6078906
2018-03-20 03:32:00,11404.4876906
2018-03-20 03:33:00,11376.6871906
2018-03-20 03:34:00,11376.6871906
2018-03-20 03:35:00,11360.0068906
2018-03-20 03:36:00,11354.4467906
2018-03-20 03:37:00,11354.4467906
2018-03-20 03:38:00,11371.1270906
2018-03-20 03:39:00,11387.8073906
2018-03-20 03:40:00,11382.2472906
2018-03-20 03:41:00,11393.3674906
2018-03-20 03:42:00,11379.4672406
2018-03-20 03:43:00,11365.5669906
2018-03-20 03:44:00,11371.1270906
2018-03-20 03:45:00,11371.1270906
2018-03-20 03:46:00,11348.8866906
2018-03-20 03:47:00,11354.4467906
2018-03-20 03:48:00,11343.3265906
2018-03-20 03:49:00,11337.7664906
2018-03-20 03:50:00,11371.1270906
2018-03-20 03:51:00,11393.3674906
2018-03-20 03:52:00,11387.8073906
2018-03-20 03:53:00,11393.3674906
2018-03-20 03:54:00,11404.4876906
2018-03-20 03:55:00,11393.3674906
2018-03-20 03:56:00,11376.6871906
2018-03-20 03:57:00,11376.6871906
2018-03-20 03:58:00,11371.1270906
2018-03-20 03:59:00,11365.5669906
2018-03-20 04:00:00,11371.1270906
2018-03-20 04:01:00,11354.4467906
2018-03-20 04:02:00,11371.1270906
2018-03-20 04:03:00,11373.9071406
2018-03-20 04:04:00,11376.6871906
2018-03-20 04:05:00,11376.6871906
2018-03-20 04:06:00,11360.0068906
2018-03-20 04:07:00,11337.7664906
2018-03-20 04:08:00,11334.9864406
2018-03-20 04:09:00,11309.9659906
2018-03-20 04:10:00,11298.8457906
2018-03-20 04:11:00,11304.4058906
2018-03-20 04:12:00,11315.5260906
2018-03-20 04:13:00,11304.4058906
2018-03-20 04:14:00,11293.2856906
2018-03-20 04:15:00,11290.5056406
2018-03-20 04:16:00,11307.1859406
2018-03-20 04:17:00,11304.4058906
2018-03-20 04:18:00,11315.5260906
2018-03-20 04:19:00,11287.7255906
2018-03-20 04:20:00,11293.2856906
2018-03-20 04:21:00,11287.7255906
2018-03-20 04:22:00,11282.1654906
2018-03-20 04:23:00,11282.1654906
2018-03-20 04:24:00,11304.4058906
2018-03-20 04:25:00,11304.4058906
2018-03-20 04:26:00,11290.5056406
2018-03-20 04:27:00,11298.8457906
2018-03-20 04:28:00,11298.8457906
2018-03-20 04:29:00,11304.4058906
2018-03-20 04:30:00,11293.2856906
2018-03-20 04:31:00,11298.8457906
2018-03-20 04:32:00,11304.4058906
2018-03-20 04:33:00,11304.4058906
2018-03-20 04:34:00,11321.0861906
2018-03-20 04:35:00,11304.4058906
2018-03-20 04:36:00,11293.2856906
2018-03-20 04:37:00,11318.3061406
2018-03-20 04:38:00,11326.6462906
2018-03-20 04:39:00,11326.6462906
2018-03-20 04:40:00,11315.5260906
2018-03-20 04:41:00,11309.9659906
2018-03-20 04:42:00,11309.9659906
2018-03-20 04:43:00,11304.4058906
2018-03-20 04:44:00,11298.8457906
2018-03-20 04:45:00,11315.5260906
2018-03-20 04:46:00,11321.0861906
2018-03-20 04:47:00,11318.3061406
2018-03-20 04:48:00,11323.8662406
2018-03-20 04:49:00,11326.6462906
2018-03-20 04:50:00,11315.5260906
2018-03-20 04:51:00,11315.5260906
2018-03-20 04:52:00,11315.5260906
2018-03-20 04:53:00,11337.7664906
2018-03-20 04:54:00,11337.7664906
2018-03-20 04:55:00,11326.6462906
2018-03-20 04:56:00,11332.2063906
2018-03-20 04:57:00,11323.8662406
2018-03-20 04:58:00,11315.5260906
2018-03-20 04:59:00,11315.5260906
2018-03-20 05:00:00,11318.3061406
2018-03-20 05:01:00,11321.0861906
2018-03-20 05:02:00,11337.7664906
2018-03-20 05:03:00,11321.0861906
2018-03-20 05:04:00,11326.6462906
2018-03-20 05:05:00,11315.5260906
2018-03-20 05:06:00,11315.5260906
2018-03-20 05:07:00,11309.9659906
2018-03-20 05:08:00,11315.5260906
2018-03-20 05:09:00,11321.0861906
2018-03-20 05:10:00,11321.0861906
2018-03-20 05:11:00,11326.6462906
2018-03-20 05:12:00,11337.7664906
2018-03-20 05:13:00,11332.2063906
2018-03-20 05:14:00,11343.3265906
2018-03-20 05:15:00,11343.3265906
2018-03-20 05:16:00,11354.4467906
2018-03-20 05:17:00,11365.5669906
2018-03-20 05:18:00,11354.4467906
2018-03-20 05:19:00,11354.4467906
2018-03-20 05:20:00,11360.0068906
2018-03-20 05:21:00,11354.4467906
2018-03-20 05:22:00,11354.4467906
2018-03-20 05:23:00,11348.8866906
2018-03-20 05:24:00,11354.4467906
2018-03-20 05:25:00,11343.3265906
2018-03-20 05:26:00,11332.2063906
2018-03-20 05:27:00,11332.2063906
2018-03-20 05:28:00,11337.7664906
2018-03-20 05:29:00,11337.7664906
2018-03-20 05:30:00,11332.2063906
2018-03-20 05:31:00,11332.2063906
2018-03-20 05:32:00,11340.5465406
2018-03-20 05:33:00,11360.0068906
2018-03-20 05:34:00,11354.4467906
2018-03-20 05:35:00,11354.4467906
2018-03-20 05:36:00,11360.0068906
2018-03-20 05:37:00,11365.5669906
2018-03-20 05:38:00,11365.5669906
2018-03-20 05:39:00,11371.1270906
2018-03-20 05:40:00,11365.5669906
2018-03-20 05:41:00,11360.0068906
2018-03-20 05:42:00,11365.5669906
2018-03-20 05:43:00,11354.4467906
2018-03-20 05:44:00,11348.8866906
2018-03-20 05:45:00,11360.0068906
