,CP3
2018-08-10 02:29:00,3182.08
2018-08-10 02:30:00,3001.28
2018-08-10 02:31:00,3109.76
2018-08-10 02:32:00,3399.04
2018-08-10 02:33:00,2965.12
2018-08-10 02:34:00,2784.32
2018-08-10 02:35:00,2856.64
2018-08-10 02:36:00,2928.96
2018-08-10 02:37:00,2675.84
2018-08-10 02:38:00,2675.84
2018-08-10 02:39:00,2784.32
2018-08-10 02:40:00,2639.68
2018-08-10 02:41:00,2639.68
2018-08-10 02:42:00,2241.92
2018-08-10 02:43:00,2495.04
2018-08-10 02:44:00,2567.36
2018-08-10 02:45:00,2422.72
2018-08-10 02:46:00,2241.92
2018-08-10 02:47:00,2314.24
2018-08-10 02:48:00,2061.12
2018-08-10 02:49:00,1699.52
2018-08-10 02:50:00,1410.24
2018-08-10 02:51:00,1301.76
2018-08-10 02:52:00,1482.56
2018-08-10 02:53:00,1771.84
2018-08-10 02:54:00,1844.16
2018-08-10 02:55:00,1844.16
2018-08-10 02:56:00,1771.84
2018-08-10 02:57:00,1808.0
2018-08-10 02:58:00,1952.64
2018-08-10 02:59:00,2097.28
2018-08-10 03:00:00,2241.92
2018-08-10 03:01:00,2314.24
2018-08-10 03:02:00,2458.88
2018-08-10 03:03:00,2567.36
2018-08-10 03:04:00,2675.84
2018-08-10 03:05:00,2712.0
2018-08-10 03:06:00,2675.84
2018-08-10 03:07:00,2784.32
2018-08-10 03:08:00,2784.32
2018-08-10 03:09:00,2712.0
2018-08-10 03:10:00,2892.8
2018-08-10 03:11:00,2784.32
2018-08-10 03:12:00,3037.44
2018-08-10 03:13:00,3254.4
2018-08-10 03:14:00,2965.12
2018-08-10 03:15:00,2748.16
2018-08-10 03:16:00,2928.96
2018-08-10 03:17:00,3037.44
2018-08-10 03:18:00,3182.08
2018-08-10 03:19:00,3073.6
2018-08-10 03:20:00,3218.24
2018-08-10 03:21:00,3254.4
2018-08-10 03:22:00,3471.36
2018-08-10 03:23:00,3362.88
2018-08-10 03:24:00,3652.16
2018-08-10 03:25:00,3326.72
2018-08-10 03:26:00,3290.56
2018-08-10 03:27:00,3326.72
2018-08-10 03:28:00,3218.24
2018-08-10 03:29:00,3326.72
2018-08-10 03:30:00,3616.0
2018-08-10 03:31:00,3652.16
2018-08-10 03:32:00,3507.52
2018-08-10 03:33:00,3905.28
2018-08-10 03:34:00,4411.52
2018-08-10 03:35:00,4266.88
2018-08-10 03:36:00,3941.44
2018-08-10 03:37:00,3760.64
2018-08-10 03:38:00,3688.32
2018-08-10 03:39:00,3435.2
2018-08-10 03:40:00,3326.72
2018-08-10 03:41:00,3326.72
2018-08-10 03:42:00,3326.72
2018-08-10 03:43:00,3471.36
2018-08-10 03:44:00,3471.36
2018-08-10 03:45:00,3218.24
2018-08-10 03:46:00,3145.92
2018-08-10 03:47:00,3290.56
2018-08-10 03:48:00,3145.92
2018-08-10 03:49:00,3399.04
2018-08-10 03:50:00,3326.72
2018-08-10 03:51:00,3362.88
2018-08-10 03:52:00,3435.2
2018-08-10 03:53:00,3326.72
2018-08-10 03:54:00,3435.2
2018-08-10 03:55:00,3254.4
2018-08-10 03:56:00,3688.32
2018-08-10 03:57:00,3616.0
2018-08-10 03:58:00,3543.68
2018-08-10 03:59:00,3616.0
2018-08-10 04:00:00,3579.84
2018-08-10 04:01:00,3724.48
2018-08-10 04:02:00,3724.48
2018-08-10 04:03:00,4013.76
2018-08-10 04:04:00,4158.4
2018-08-10 04:05:00,4303.04
2018-08-10 04:06:00,4447.68
