,MME
2018-06-14 09:06:00,11125.703589
2018-06-14 09:07:00,11113.743589
2018-06-14 09:08:00,11122.713589
2018-06-14 09:09:00,11119.723589
2018-06-14 09:10:00,11101.783589
2018-06-14 09:11:00,11086.833589
2018-06-14 09:12:00,11089.823589
2018-06-14 09:13:00,11085.338589
2018-06-14 09:14:00,11080.853589
2018-06-14 09:15:00,11089.823589
2018-06-14 09:16:00,11095.803589
2018-06-14 09:17:00,11104.773589
2018-06-14 09:18:00,11112.248589
2018-06-14 09:19:00,11116.733589
2018-06-14 09:20:00,11110.753589
2018-06-14 09:21:00,11100.288589
2018-06-14 09:22:00,11109.258589
2018-06-14 09:23:00,11104.773589
2018-06-14 09:24:00,11101.783589
2018-06-14 09:25:00,11106.268589
2018-06-14 09:26:00,11116.733589
2018-06-14 09:27:00,11104.773589
2018-06-14 09:28:00,11088.328589
2018-06-14 09:29:00,11094.308589
2018-06-14 09:30:00,11082.348589
2018-06-14 09:31:00,11083.843589
2018-06-14 09:32:00,11074.873589
2018-06-14 09:33:00,11065.903589
2018-06-14 09:34:00,11064.408589
2018-06-14 09:35:00,11062.913589
2018-06-14 09:36:00,11058.428589
2018-06-14 09:37:00,11074.873589
2018-06-14 09:38:00,11059.923589
2018-06-14 09:39:00,11062.913589
2018-06-14 09:40:00,11056.933589
2018-06-14 09:41:00,11043.478589
2018-06-14 09:42:00,11046.468589
2018-06-14 09:43:00,11059.923589
2018-06-14 09:44:00,11056.933589
2018-06-14 09:45:00,11061.418589
2018-06-14 09:46:00,11059.923589
2018-06-14 09:47:00,11053.943589
2018-06-14 09:48:00,11046.468589
2018-06-14 09:49:00,11055.438589
2018-06-14 09:50:00,11059.923589
2018-06-14 09:51:00,11071.883589
2018-06-14 09:52:00,11064.408589
2018-06-14 09:53:00,11049.458589
2018-06-14 09:54:00,11047.963589
2018-06-14 09:55:00,11040.488589
2018-06-14 09:56:00,11037.498589
2018-06-14 09:57:00,11025.538589
2018-06-14 09:58:00,11028.528589
2018-06-14 09:59:00,11018.063589
2018-06-14 10:00:00,11006.103589
2018-06-14 10:01:00,11006.103589
2018-06-14 10:02:00,11000.123589
2018-06-14 10:03:00,11003.113589
2018-06-14 10:04:00,11021.053589
2018-06-14 10:05:00,11019.558589
2018-06-14 10:06:00,11028.528589
2018-06-14 10:07:00,11025.538589
2018-06-14 10:08:00,11030.023589
2018-06-14 10:09:00,11027.033589
2018-06-14 10:10:00,11028.528589
2018-06-14 10:11:00,11030.023589
2018-06-14 10:12:00,11040.488589
2018-06-14 10:13:00,11049.458589
2018-06-14 10:14:00,11047.963589
2018-06-14 10:15:00,11038.993589
2018-06-14 10:16:00,11033.013589
2018-06-14 10:17:00,11024.043589
2018-06-14 10:18:00,11027.033589
2018-06-14 10:19:00,11036.003589
2018-06-14 10:20:00,11041.983589
2018-06-14 10:21:00,11028.528589
2018-06-14 10:22:00,11038.993589
2018-06-14 10:23:00,11046.468589
2018-06-14 10:24:00,11053.943589
2018-06-14 10:25:00,11058.428589
2018-06-14 10:26:00,11044.973589
2018-06-14 10:27:00,11061.418589
2018-06-14 10:28:00,11070.388589
2018-06-14 10:29:00,11056.933589
2018-06-14 10:30:00,11053.943589
2018-06-14 10:31:00,11058.428589
2018-06-14 10:32:00,11053.943589
2018-06-14 10:33:00,11044.973589
2018-06-14 10:34:00,11047.963589
2018-06-14 10:35:00,11037.498589
2018-06-14 10:36:00,11037.498589
2018-06-14 10:37:00,11038.993589
2018-06-14 10:38:00,11044.973589
2018-06-14 10:39:00,11041.983589
2018-06-14 10:40:00,11038.993589
2018-06-14 10:41:00,11030.023589
2018-06-14 10:42:00,11024.043589
2018-06-14 10:43:00,11025.538589
2018-06-14 10:44:00,11019.558589
2018-06-14 10:45:00,11012.083589
2018-06-14 10:46:00,11003.113589
2018-06-14 10:47:00,11012.083589
2018-06-14 10:48:00,11012.083589
2018-06-14 10:49:00,11003.113589
2018-06-14 10:50:00,11009.093589
2018-06-14 10:51:00,11012.083589
2018-06-14 10:52:00,11012.083589
2018-06-14 10:53:00,11003.113589
2018-06-14 10:54:00,11006.103589
2018-06-14 10:55:00,11010.588589
2018-06-14 10:56:00,11018.063589
2018-06-14 10:57:00,11018.063589
2018-06-14 10:58:00,11015.073589
2018-06-14 10:59:00,11024.043589
2018-06-14 11:00:00,11025.538589
2018-06-14 11:01:00,11034.508589
2018-06-14 11:02:00,11033.013589
2018-06-14 11:03:00,11022.548589
2018-06-14 11:04:00,11016.568589
2018-06-14 11:05:00,11006.103589
2018-06-14 11:06:00,11010.588589
2018-06-14 11:07:00,11006.103589
2018-06-14 11:08:00,10998.628589
2018-06-14 11:09:00,10997.133589
2018-06-14 11:10:00,10995.638589
2018-06-14 11:11:00,10991.153589
2018-06-14 11:12:00,10991.153589
2018-06-14 11:13:00,10995.638589
2018-06-14 11:14:00,10991.153589
2018-06-14 11:15:00,10979.193589
2018-06-14 11:16:00,10977.698589
2018-06-14 11:17:00,10977.698589
2018-06-14 11:18:00,10965.738589
2018-06-14 11:19:00,10958.263589
2018-06-14 11:20:00,10958.263589
2018-06-14 11:21:00,10967.233589
2018-06-14 11:22:00,10962.748589
2018-06-14 11:23:00,10953.778589
2018-06-14 11:24:00,10967.233589
2018-06-14 11:25:00,10968.728589
2018-06-14 11:26:00,10980.688589
2018-06-14 11:27:00,10983.678589
2018-06-14 11:28:00,10971.718589
2018-06-14 11:29:00,10955.273589
2018-06-14 11:30:00,10952.283589
2018-06-14 11:31:00,10958.263589
2018-06-14 11:32:00,10964.243589
2018-06-14 11:33:00,10961.253589
2018-06-14 11:34:00,10964.243589
2018-06-14 11:35:00,10977.698589
2018-06-14 11:36:00,10976.203589
2018-06-14 11:37:00,10970.223589
2018-06-14 11:38:00,10967.233589
2018-06-14 11:39:00,10961.253589
2018-06-14 11:40:00,10967.233589
2018-06-14 11:41:00,10962.748589
2018-06-14 11:42:00,10970.223589
2018-06-14 11:43:00,10965.738589
2018-06-14 11:44:00,10959.758589
2018-06-14 11:45:00,10971.718589
2018-06-14 11:46:00,10974.708589
2018-06-14 11:47:00,10971.718589
2018-06-14 11:48:00,10967.233589
2018-06-14 11:49:00,10971.718589
2018-06-14 11:50:00,10973.213589
2018-06-14 11:51:00,10980.688589
2018-06-14 11:52:00,10982.183589
2018-06-14 11:53:00,10982.183589
2018-06-14 11:54:00,10982.183589
2018-06-14 11:55:00,10986.668589
2018-06-14 11:56:00,10985.173589
2018-06-14 11:57:00,10977.698589
2018-06-14 11:58:00,10979.193589
2018-06-14 11:59:00,10976.203589
2018-06-14 12:00:00,10973.213589
2018-06-14 12:01:00,10973.213589
2018-06-14 12:02:00,10982.183589
2018-06-14 12:03:00,10982.183589
2018-06-14 12:04:00,10977.698589
2018-06-14 12:05:00,10977.698589
2018-06-14 12:06:00,10980.688589
2018-06-14 12:07:00,10997.133589
2018-06-14 12:08:00,10992.648589
2018-06-14 12:09:00,10985.173589
2018-06-14 12:10:00,10983.678589
2018-06-14 12:11:00,10977.698589
2018-06-14 12:12:00,10974.708589
2018-06-14 12:13:00,10977.698589
2018-06-14 12:14:00,10977.698589
2018-06-14 12:15:00,10979.193589
2018-06-14 12:16:00,10973.213589
2018-06-14 12:17:00,10976.203589
2018-06-14 12:18:00,10976.203589
2018-06-14 12:19:00,10979.193589
2018-06-14 12:20:00,10976.203589
2018-06-14 12:21:00,10982.183589
2018-06-14 12:22:00,10982.183589
2018-06-14 12:23:00,10976.203589
2018-06-14 12:24:00,10976.203589
2018-06-14 12:25:00,10973.213589
2018-06-14 12:26:00,10976.203589
2018-06-14 12:27:00,10983.678589
2018-06-14 12:28:00,10976.203589
2018-06-14 12:29:00,10976.203589
2018-06-14 12:30:00,10982.183589
2018-06-14 12:31:00,10983.678589
2018-06-14 12:32:00,10973.213589
2018-06-14 12:33:00,10983.678589
2018-06-14 12:34:00,10983.678589
2018-06-14 12:35:00,10997.133589
2018-06-14 12:36:00,10985.173589
2018-06-14 12:37:00,10982.183589
2018-06-14 12:38:00,10976.203589
2018-06-14 12:39:00,10967.233589
2018-06-14 12:40:00,10958.263589
2018-06-14 12:41:00,10961.253589
2018-06-14 12:42:00,10962.748589
2018-06-14 12:43:00,10958.263589
2018-06-14 12:44:00,10964.243589
2018-06-14 12:45:00,10982.183589
2018-06-14 12:46:00,10976.203589
2018-06-14 12:47:00,10967.233589
2018-06-14 12:48:00,10964.243589
2018-06-14 12:49:00,10952.283589
2018-06-14 12:50:00,10943.313589
2018-06-14 12:51:00,10946.303589
2018-06-14 12:52:00,10952.283589
2018-06-14 12:53:00,10949.293589
2018-06-14 12:54:00,10937.333589
2018-06-14 12:55:00,10928.363589
2018-06-14 12:56:00,10922.383589
2018-06-14 12:57:00,10913.413589
2018-06-14 12:58:00,10901.453589
2018-06-14 12:59:00,10892.483589
2018-06-14 13:00:00,10890.988589
2018-06-14 13:01:00,10876.038589
2018-06-14 13:02:00,10895.473589
2018-06-14 13:03:00,10882.018589
2018-06-14 13:04:00,10882.018589
2018-06-14 13:05:00,10882.018589
2018-06-14 13:06:00,10885.008589
2018-06-14 13:07:00,10889.493589
2018-06-14 13:08:00,10889.493589
2018-06-14 13:09:00,10880.523589
2018-06-14 13:10:00,10883.513589
2018-06-14 13:11:00,10896.968589
2018-06-14 13:12:00,10892.483589
2018-06-14 13:13:00,10907.433589
2018-06-14 13:14:00,10883.513589
2018-06-14 13:15:00,10871.553589
2018-06-14 13:16:00,10880.523589
2018-06-14 13:17:00,10859.593589
2018-06-14 13:18:00,10849.128589
2018-06-14 13:19:00,10853.613589
2018-06-14 13:20:00,10859.593589
2018-06-14 13:21:00,10847.633589
2018-06-14 13:22:00,10867.068589
2018-06-14 13:23:00,10870.058589
2018-06-14 13:24:00,10870.058589
2018-06-14 13:25:00,10862.583589
2018-06-14 13:26:00,10889.493589
2018-06-14 13:27:00,10873.048589
2018-06-14 13:28:00,10868.563589
2018-06-14 13:29:00,10868.563589
2018-06-14 13:30:00,10859.593589
2018-06-14 13:31:00,10853.613589
2018-06-14 13:32:00,10850.623589
2018-06-14 13:33:00,10835.673589
2018-06-14 13:34:00,10823.713589
2018-06-14 13:35:00,10835.673589
2018-06-14 13:36:00,10826.703589
2018-06-14 13:37:00,10826.703589
2018-06-14 13:38:00,10831.188589
2018-06-14 13:39:00,10832.683589
2018-06-14 13:40:00,10822.218589
2018-06-14 13:41:00,10831.188589
2018-06-14 13:42:00,10829.693589
2018-06-14 13:43:00,10823.713589
2018-06-14 13:44:00,10820.723589
2018-06-14 13:45:00,10820.723589
2018-06-14 13:46:00,10820.723589
2018-06-14 13:47:00,10825.208589
2018-06-14 13:48:00,10823.713589
2018-06-14 13:49:00,10834.178589
2018-06-14 13:50:00,10832.683589
2018-06-14 13:51:00,10832.683589
2018-06-14 13:52:00,10828.198589
2018-06-14 13:53:00,10829.693589
2018-06-14 13:54:00,10817.733589
2018-06-14 13:55:00,10820.723589
2018-06-14 13:56:00,10814.743589
2018-06-14 13:57:00,10798.298589
2018-06-14 13:58:00,10783.348589
2018-06-14 13:59:00,10772.883589
2018-06-14 14:00:00,10784.843589
2018-06-14 14:01:00,10786.338589
2018-06-14 14:02:00,10784.843589
2018-06-14 14:03:00,10772.883589
2018-06-14 14:04:00,10784.843589
2018-06-14 14:05:00,10787.833589
2018-06-14 14:06:00,10784.843589
2018-06-14 14:07:00,10796.803589
2018-06-14 14:08:00,10802.783589
2018-06-14 14:09:00,10799.793589
2018-06-14 14:10:00,10811.753589
2018-06-14 14:11:00,10805.773589
2018-06-14 14:12:00,10811.753589
2018-06-14 14:13:00,10823.713589
2018-06-14 14:14:00,10823.713589
2018-06-14 14:15:00,10816.238589
2018-06-14 14:16:00,10811.753589
2018-06-14 14:17:00,10808.763589
2018-06-14 14:18:00,10808.763589
2018-06-14 14:19:00,10817.733589
2018-06-14 14:20:00,10823.713589
2018-06-14 14:21:00,10823.713589
2018-06-14 14:22:00,10841.653589
2018-06-14 14:23:00,10831.188589
2018-06-14 14:24:00,10829.693589
2018-06-14 14:25:00,10837.168589
2018-06-14 14:26:00,10841.653589
2018-06-14 14:27:00,10838.663589
2018-06-14 14:28:00,10832.683589
2018-06-14 14:29:00,10835.673589
2018-06-14 14:30:00,10840.158589
2018-06-14 14:31:00,10831.188589
2018-06-14 14:32:00,10838.663589
2018-06-14 14:33:00,10841.653589
2018-06-14 14:34:00,10840.158589
2018-06-14 14:35:00,10829.693589
2018-06-14 14:36:00,10831.188589
2018-06-14 14:37:00,10825.208589
2018-06-14 14:38:00,10817.733589
2018-06-14 14:39:00,10829.693589
2018-06-14 14:40:00,10832.683589
2018-06-14 14:41:00,10843.148589
2018-06-14 14:42:00,10844.643589
2018-06-14 14:43:00,10841.653589
2018-06-14 14:44:00,10838.663589
2018-06-14 14:45:00,10831.188589
2018-06-14 14:46:00,10829.693589
2018-06-14 14:47:00,10829.693589
2018-06-14 14:48:00,10832.683589
2018-06-14 14:49:00,10826.703589
2018-06-14 14:50:00,10786.338589
2018-06-14 14:51:00,10793.813589
2018-06-14 14:52:00,10820.723589
2018-06-14 14:53:00,10813.248589
2018-06-14 14:54:00,10807.268589
2018-06-14 14:55:00,10826.703589
2018-06-14 14:56:00,10823.713589
2018-06-14 14:57:00,10834.178589
2018-06-14 14:58:00,10813.248589
2018-06-14 14:59:00,10837.168589
2018-06-14 15:00:00,10850.623589
2018-06-14 15:01:00,10855.108589
2018-06-14 15:02:00,10853.613589
2018-06-14 15:03:00,10846.138589
2018-06-14 15:04:00,10849.128589
2018-06-14 15:05:00,10849.128589
2018-06-14 15:06:00,10849.128589
2018-06-14 15:07:00,10847.633589
2018-06-14 15:08:00,10840.158589
2018-06-14 15:09:00,10834.178589
2018-06-14 15:10:00,10837.168589
2018-06-14 15:11:00,10832.683589
2018-06-14 15:12:00,10840.158589
2018-06-14 15:13:00,10840.158589
2018-06-14 15:14:00,10832.683589
2018-06-14 15:15:00,10835.673589
2018-06-14 15:16:00,10835.673589
2018-06-14 15:17:00,10835.673589
2018-06-14 15:18:00,10835.673589
2018-06-14 15:19:00,10837.168589
2018-06-14 15:20:00,10835.673589
2018-06-14 15:21:00,10835.673589
2018-06-14 15:22:00,10835.673589
2018-06-14 15:23:00,10835.673589
2018-06-14 15:24:00,10835.673589
2018-06-14 15:25:00,10835.673589
2018-06-14 15:26:00,10835.673589
2018-06-14 15:27:00,10835.673589
2018-06-14 15:28:00,10837.168589
2018-06-14 15:29:00,10825.208589
2018-06-14 15:30:00,10828.198589
2018-06-14 15:31:00,10829.693589
2018-06-14 15:32:00,10831.188589
2018-06-14 15:33:00,10832.683589
2018-06-14 15:34:00,10834.178589
2018-06-14 15:35:00,10835.673589
2018-06-14 15:36:00,10834.178589
2018-06-14 15:37:00,10838.663589
2018-06-14 15:38:00,10838.663589
2018-06-14 15:39:00,10837.168589
2018-06-14 15:40:00,10835.673589
2018-06-14 15:41:00,10840.158589
2018-06-14 15:42:00,10840.158589
2018-06-14 15:43:00,10841.653589
2018-06-14 15:44:00,10841.653589
2018-06-14 15:45:00,10840.158589
2018-06-14 15:46:00,10838.663589
2018-06-14 15:47:00,10838.663589
2018-06-14 15:48:00,10838.663589
2018-06-14 15:49:00,10840.158589
2018-06-14 15:50:00,10838.663589
2018-06-14 15:51:00,10835.673589
2018-06-14 15:52:00,10835.673589
2018-06-14 15:53:00,10835.673589
2018-06-14 15:54:00,10835.673589
2018-06-14 15:55:00,10837.168589
2018-06-14 15:56:00,10835.673589
2018-06-14 15:57:00,10835.673589
2018-06-14 15:58:00,10835.673589
2018-06-14 15:59:00,10838.663589
2018-06-14 16:00:00,10838.663589
2018-06-14 16:01:00,10837.168589
2018-06-14 16:02:00,10837.168589
2018-06-14 16:03:00,10837.168589
2018-06-14 16:04:00,10837.168589
2018-06-14 16:05:00,10837.168589
2018-06-14 16:06:00,10837.168589
2018-06-14 16:07:00,10837.168589
2018-06-14 16:08:00,10837.168589
2018-06-14 16:09:00,10837.168589
2018-06-14 16:10:00,10837.168589
2018-06-14 16:11:00,10837.168589
2018-06-14 16:12:00,10837.168589
2018-06-14 16:13:00,10837.168589
2018-06-14 16:14:00,10837.168589
2018-06-14 16:15:00,10837.168589
2018-06-14 16:16:00,10837.168589
2018-06-14 16:17:00,10837.168589
2018-06-14 16:18:00,10837.168589
2018-06-14 16:19:00,10837.168589
2018-06-14 16:20:00,10837.168589
2018-06-14 16:21:00,10837.168589
2018-06-14 16:22:00,10837.168589
2018-06-14 16:23:00,10837.168589
2018-06-14 16:24:00,10837.168589
2018-06-14 16:25:00,10837.168589
2018-06-14 16:26:00,10837.168589
2018-06-14 16:27:00,10837.168589
2018-06-14 16:28:00,10837.168589
2018-06-14 16:29:00,10837.168589
2018-06-14 16:30:00,10837.168589
2018-06-14 16:31:00,10837.168589
2018-06-14 16:32:00,10837.168589
2018-06-14 16:33:00,10837.168589
2018-06-14 16:34:00,10837.168589
2018-06-14 16:35:00,10837.168589
2018-06-14 16:36:00,10837.168589
2018-06-14 16:37:00,10837.168589
2018-06-14 16:38:00,10837.168589
2018-06-14 16:39:00,10837.168589
2018-06-14 16:40:00,10837.168589
2018-06-14 16:41:00,10837.168589
2018-06-14 16:42:00,10837.168589
2018-06-14 16:43:00,10837.168589
2018-06-14 16:44:00,10837.168589
2018-06-14 16:45:00,10837.168589
2018-06-14 16:46:00,10837.168589
2018-06-14 16:47:00,10837.168589
2018-06-14 16:48:00,10837.168589
2018-06-14 16:49:00,10837.168589
2018-06-14 16:50:00,10837.168589
2018-06-14 16:51:00,10837.168589
2018-06-14 16:52:00,10837.168589
2018-06-14 16:53:00,10837.168589
2018-06-14 16:54:00,10837.168589
2018-06-14 16:55:00,10837.168589
2018-06-14 16:56:00,10837.168589
2018-06-14 16:57:00,10837.168589
2018-06-14 16:58:00,10837.168589
2018-06-14 16:59:00,10837.168589
2018-06-14 18:59:00,10837.168589
2018-06-14 19:00:00,11181.018589
2018-06-14 19:01:00,10929.858589
2018-06-14 19:02:00,10925.373589
2018-06-14 19:03:00,10902.948589
2018-06-14 19:04:00,10901.453589
2018-06-14 19:05:00,10907.433589
2018-06-14 19:06:00,10907.433589
2018-06-14 19:07:00,10907.433589
2018-06-14 19:08:00,10907.433589
2018-06-14 19:09:00,10907.433589
2018-06-14 19:10:00,10907.433589
2018-06-14 19:11:00,10907.433589
2018-06-14 19:12:00,10901.453589
2018-06-14 19:13:00,10899.958589
2018-06-14 19:14:00,10899.958589
2018-06-14 19:15:00,10899.958589
2018-06-14 19:16:00,10899.958589
2018-06-14 19:17:00,10899.958589
2018-06-14 19:18:00,10899.958589
2018-06-14 19:19:00,10899.958589
2018-06-14 19:20:00,10899.958589
2018-06-14 19:21:00,10899.958589
2018-06-14 19:22:00,10899.958589
2018-06-14 19:23:00,10899.958589
2018-06-14 19:24:00,10899.958589
2018-06-14 19:25:00,10899.958589
2018-06-14 19:26:00,10899.958589
2018-06-14 19:27:00,10899.958589
2018-06-14 19:28:00,10899.958589
2018-06-14 19:29:00,10899.958589
2018-06-14 19:30:00,10899.958589
2018-06-14 19:31:00,10899.958589
2018-06-14 19:32:00,10899.958589
2018-06-14 19:33:00,10899.958589
2018-06-14 19:34:00,10899.958589
2018-06-14 19:35:00,10899.958589
2018-06-14 19:36:00,10899.958589
2018-06-14 19:37:00,10899.958589
2018-06-14 19:38:00,10899.958589
2018-06-14 19:39:00,10899.958589
2018-06-14 19:40:00,10885.008589
2018-06-14 19:41:00,10883.513589
2018-06-14 19:42:00,10880.523589
2018-06-14 19:43:00,10880.523589
2018-06-14 19:44:00,10880.523589
2018-06-14 19:45:00,10874.543589
2018-06-14 19:46:00,10873.048589
2018-06-14 19:47:00,10862.583589
2018-06-14 19:48:00,10853.613589
2018-06-14 19:49:00,10847.633589
2018-06-14 19:50:00,10844.643589
2018-06-14 19:51:00,10844.643589
2018-06-14 19:52:00,10844.643589
2018-06-14 19:53:00,10844.643589
2018-06-14 19:54:00,10844.643589
2018-06-14 19:55:00,10844.643589
2018-06-14 19:56:00,10828.198589
2018-06-14 19:57:00,10831.188589
2018-06-14 19:58:00,10831.188589
2018-06-14 19:59:00,10831.188589
2018-06-14 20:00:00,10831.188589
2018-06-14 20:01:00,10831.188589
2018-06-14 20:02:00,10831.188589
2018-06-14 20:03:00,10831.188589
2018-06-14 20:04:00,10831.188589
2018-06-14 20:05:00,10829.693589
2018-06-14 20:06:00,10829.693589
2018-06-14 20:07:00,10829.693589
2018-06-14 20:08:00,10829.693589
2018-06-14 20:09:00,10820.723589
2018-06-14 20:10:00,10820.723589
2018-06-14 20:11:00,10820.723589
2018-06-14 20:12:00,10820.723589
2018-06-14 20:13:00,10820.723589
2018-06-14 20:14:00,10820.723589
2018-06-14 20:15:00,10808.763589
2018-06-14 20:16:00,10808.763589
2018-06-14 20:17:00,10804.278589
2018-06-14 20:18:00,10804.278589
2018-06-14 20:19:00,10804.278589
2018-06-14 20:20:00,10811.753589
2018-06-14 20:21:00,10811.753589
2018-06-14 20:22:00,10805.773589
2018-06-14 20:23:00,10805.773589
2018-06-14 20:24:00,10807.268589
2018-06-14 20:25:00,10805.773589
2018-06-14 20:26:00,10805.773589
2018-06-14 20:27:00,10805.773589
2018-06-14 20:28:00,10805.773589
2018-06-14 20:29:00,10805.773589
2018-06-14 20:30:00,10819.228589
2018-06-14 20:31:00,10816.238589
2018-06-14 20:32:00,10810.258589
2018-06-14 20:33:00,10811.753589
2018-06-14 20:34:00,10813.248589
2018-06-14 20:35:00,10813.248589
2018-06-14 20:36:00,10817.733589
2018-06-14 20:37:00,10819.228589
2018-06-14 20:38:00,10819.228589
2018-06-14 20:39:00,10819.228589
2018-06-14 20:40:00,10819.228589
2018-06-14 20:41:00,10819.228589
2018-06-14 20:42:00,10819.228589
2018-06-14 20:43:00,10819.228589
2018-06-14 20:44:00,10817.733589
2018-06-14 20:45:00,10817.733589
2018-06-14 20:46:00,10817.733589
2018-06-14 20:47:00,10817.733589
2018-06-14 20:48:00,10825.208589
2018-06-14 20:49:00,10837.168589
2018-06-14 20:50:00,10865.573589
2018-06-14 20:51:00,10865.573589
2018-06-14 20:52:00,10865.573589
2018-06-14 20:53:00,10865.573589
2018-06-14 20:54:00,10865.573589
2018-06-14 20:55:00,10865.573589
2018-06-14 20:56:00,10865.573589
2018-06-14 20:57:00,10865.573589
2018-06-14 20:58:00,10865.573589
2018-06-14 20:59:00,10823.713589
2018-06-14 21:00:00,10808.763589
2018-06-14 21:01:00,10808.763589
2018-06-14 21:02:00,10813.248589
2018-06-14 21:03:00,10819.228589
2018-06-14 21:04:00,10825.208589
2018-06-14 21:05:00,10825.208589
2018-06-14 21:06:00,10825.208589
2018-06-14 21:07:00,10825.208589
2018-06-14 21:08:00,10831.188589
2018-06-14 21:09:00,10840.158589
2018-06-14 21:10:00,10843.148589
2018-06-14 21:11:00,10849.128589
2018-06-14 21:12:00,10849.128589
2018-06-14 21:13:00,10849.128589
2018-06-14 21:14:00,10849.128589
2018-06-14 21:15:00,10847.633589
2018-06-14 21:16:00,10847.633589
2018-06-14 21:17:00,10847.633589
2018-06-14 21:18:00,10847.633589
2018-06-14 21:19:00,10847.633589
2018-06-14 21:20:00,10847.633589
2018-06-14 21:21:00,10847.633589
2018-06-14 21:22:00,10847.633589
2018-06-14 21:23:00,10847.633589
2018-06-14 21:24:00,10847.633589
2018-06-14 21:25:00,10847.633589
2018-06-14 21:26:00,10847.633589
2018-06-14 21:27:00,10856.603589
2018-06-14 21:28:00,10856.603589
2018-06-14 21:29:00,10856.603589
2018-06-14 21:30:00,10852.118589
2018-06-14 21:31:00,10852.118589
2018-06-14 21:32:00,10852.118589
2018-06-14 21:33:00,10850.623589
2018-06-14 21:34:00,10850.623589
2018-06-14 21:35:00,10849.128589
2018-06-14 21:36:00,10849.128589
2018-06-14 21:37:00,10849.128589
2018-06-14 21:38:00,10849.128589
2018-06-14 21:39:00,10849.128589
2018-06-14 21:40:00,10844.643589
2018-06-14 21:41:00,10849.128589
2018-06-14 21:42:00,10868.563589
2018-06-14 21:43:00,10867.068589
2018-06-14 21:44:00,10865.573589
2018-06-14 21:45:00,10864.078589
2018-06-14 21:46:00,10855.108589
2018-06-14 21:47:00,10850.623589
2018-06-14 21:48:00,10841.653589
2018-06-14 21:49:00,10841.653589
2018-06-14 21:50:00,10841.653589
2018-06-14 21:51:00,10841.653589
2018-06-14 21:52:00,10841.653589
2018-06-14 21:53:00,10841.653589
2018-06-14 21:54:00,10841.653589
2018-06-14 21:55:00,10841.653589
2018-06-14 21:56:00,10841.653589
2018-06-14 21:57:00,10841.653589
2018-06-14 21:58:00,10841.653589
2018-06-14 21:59:00,10841.653589
2018-06-14 22:00:00,10840.158589
2018-06-14 22:01:00,10841.653589
2018-06-14 22:02:00,10840.158589
2018-06-14 22:03:00,10841.653589
2018-06-14 22:04:00,10841.653589
2018-06-14 22:05:00,10840.158589
2018-06-14 22:06:00,10835.673589
2018-06-14 22:07:00,10835.673589
2018-06-14 22:08:00,10832.683589
2018-06-14 22:09:00,10832.683589
2018-06-14 22:10:00,10832.683589
2018-06-14 22:11:00,10832.683589
2018-06-14 22:12:00,10834.178589
2018-06-14 22:13:00,10834.178589
2018-06-14 22:14:00,10832.683589
2018-06-14 22:15:00,10832.683589
2018-06-14 22:16:00,10832.683589
2018-06-14 22:17:00,10832.683589
2018-06-14 22:18:00,10831.188589
2018-06-14 22:19:00,10832.683589
2018-06-14 22:20:00,10831.188589
2018-06-14 22:21:00,10834.178589
2018-06-14 22:22:00,10822.218589
2018-06-14 22:23:00,10819.228589
2018-06-14 22:24:00,10819.228589
2018-06-14 22:25:00,10819.228589
2018-06-14 22:26:00,10819.228589
2018-06-14 22:27:00,10819.228589
2018-06-14 22:28:00,10819.228589
2018-06-14 22:29:00,10819.228589
2018-06-14 22:30:00,10814.743589
2018-06-14 22:31:00,10814.743589
2018-06-14 22:32:00,10814.743589
2018-06-14 22:33:00,10814.743589
2018-06-14 22:34:00,10814.743589
2018-06-14 22:35:00,10810.258589
2018-06-14 22:36:00,10808.763589
2018-06-14 22:37:00,10808.763589
2018-06-14 22:38:00,10777.368589
2018-06-14 22:39:00,10777.368589
2018-06-14 22:40:00,10777.368589
2018-06-14 22:41:00,10775.873589
2018-06-14 22:42:00,10756.438589
2018-06-14 22:43:00,10757.933589
2018-06-14 22:44:00,10760.923589
2018-06-14 22:45:00,10762.418589
2018-06-14 22:46:00,10762.418589
2018-06-14 22:47:00,10754.943589
2018-06-14 22:48:00,10769.893589
2018-06-14 22:49:00,10762.418589
2018-06-14 22:50:00,10774.378589
2018-06-14 22:51:00,10781.853589
2018-06-14 22:52:00,10781.853589
2018-06-14 22:53:00,10778.863589
2018-06-14 22:54:00,10784.843589
2018-06-14 22:55:00,10786.338589
2018-06-14 22:56:00,10786.338589
2018-06-14 22:57:00,10786.338589
2018-06-14 22:58:00,10786.338589
2018-06-14 22:59:00,10786.338589
2018-06-14 23:00:00,10786.338589
2018-06-14 23:01:00,10786.338589
2018-06-14 23:02:00,10786.338589
2018-06-14 23:03:00,10789.328589
2018-06-14 23:04:00,10793.813589
2018-06-14 23:05:00,10796.803589
2018-06-14 23:06:00,10796.803589
2018-06-14 23:07:00,10796.803589
2018-06-14 23:08:00,10798.298589
2018-06-14 23:09:00,10804.278589
2018-06-14 23:10:00,10795.308589
2018-06-14 23:11:00,10802.783589
2018-06-14 23:12:00,10802.783589
2018-06-14 23:13:00,10805.773589
2018-06-14 23:14:00,10804.278589
2018-06-14 23:15:00,10807.268589
2018-06-14 23:16:00,10807.268589
2018-06-14 23:17:00,10807.268589
2018-06-14 23:18:00,10807.268589
2018-06-14 23:19:00,10807.268589
2018-06-14 23:20:00,10807.268589
