,MX
2018-07-27 09:24:00,26069.6784648
2018-07-27 09:25:00,26062.0728198
2018-07-27 09:26:00,26059.5376048
2018-07-27 09:27:00,26055.7347823
2018-07-27 09:28:00,26051.9319598
2018-07-27 09:29:00,26049.3967448
2018-07-27 09:30:00,26054.4671748
2018-07-27 09:31:00,26051.9319598
2018-07-27 09:32:00,26064.6080348
2018-07-27 09:33:00,26059.5376048
2018-07-27 09:34:00,26064.6080348
2018-07-27 09:35:00,26058.2699973
2018-07-27 09:36:00,26060.8052123
2018-07-27 09:37:00,26059.5376048
2018-07-27 09:38:00,26062.0728198
2018-07-27 09:39:00,26059.5376048
2018-07-27 09:40:00,26057.0023898
2018-07-27 09:41:00,26039.2558848
2018-07-27 09:42:00,26041.7910998
2018-07-27 09:43:00,26049.3967448
2018-07-27 09:44:00,26049.3967448
2018-07-27 09:45:00,26049.3967448
2018-07-27 09:46:00,26049.3967448
2018-07-27 09:47:00,26057.0023898
2018-07-27 09:48:00,26051.9319598
2018-07-27 09:49:00,26049.3967448
2018-07-27 09:50:00,26053.1995673
2018-07-27 09:51:00,26053.1995673
2018-07-27 09:52:00,26044.3263148
2018-07-27 09:53:00,26046.8615298
2018-07-27 09:54:00,26048.1291373
2018-07-27 09:55:00,26046.8615298
2018-07-27 09:56:00,26046.8615298
2018-07-27 09:57:00,26046.8615298
2018-07-27 09:58:00,26059.5376048
2018-07-27 09:59:00,26073.4812873
2018-07-27 10:00:00,26076.0165023
2018-07-27 10:01:00,26072.2136798
2018-07-27 10:02:00,26074.7488948
2018-07-27 10:03:00,26073.4812873
2018-07-27 10:04:00,26076.0165023
2018-07-27 10:05:00,26077.2841098
2018-07-27 10:06:00,26074.7488948
2018-07-27 10:07:00,26077.2841098
2018-07-27 10:08:00,26081.0869323
2018-07-27 10:09:00,26084.8897548
2018-07-27 10:10:00,26097.5658298
2018-07-27 10:11:00,26107.7066898
2018-07-27 10:12:00,26102.6362598
2018-07-27 10:13:00,26098.8334373
2018-07-27 10:14:00,26093.7630073
2018-07-27 10:15:00,26100.1010448
2018-07-27 10:16:00,26084.8897548
2018-07-27 10:17:00,26095.0306148
2018-07-27 10:18:00,26096.2982223
2018-07-27 10:19:00,26095.0306148
2018-07-27 10:20:00,26095.0306148
2018-07-27 10:21:00,26096.2982223
2018-07-27 10:22:00,26101.3686523
2018-07-27 10:23:00,26107.7066898
2018-07-27 10:24:00,26102.6362598
2018-07-27 10:25:00,26107.7066898
2018-07-27 10:26:00,26108.9742973
2018-07-27 10:27:00,26112.7771198
2018-07-27 10:28:00,26115.3123348
2018-07-27 10:29:00,26110.2419048
2018-07-27 10:30:00,26092.4953998
2018-07-27 10:31:00,26087.4249698
2018-07-27 10:32:00,26082.3545398
2018-07-27 10:33:00,26084.8897548
2018-07-27 10:34:00,26089.9601848
2018-07-27 10:35:00,26082.3545398
2018-07-27 10:36:00,26084.8897548
2018-07-27 10:37:00,26077.2841098
2018-07-27 10:38:00,26082.3545398
2018-07-27 10:39:00,26074.7488948
2018-07-27 10:40:00,26069.6784648
2018-07-27 10:41:00,26068.4108573
2018-07-27 10:42:00,26069.6784648
2018-07-27 10:43:00,26070.9460723
2018-07-27 10:44:00,26069.6784648
2018-07-27 10:45:00,26067.1432498
2018-07-27 10:46:00,26067.1432498
2018-07-27 10:47:00,26070.9460723
2018-07-27 10:48:00,26069.6784648
2018-07-27 10:49:00,26069.6784648
2018-07-27 10:50:00,26072.2136798
2018-07-27 10:51:00,26062.0728198
2018-07-27 10:52:00,26064.6080348
2018-07-27 10:53:00,26069.6784648
2018-07-27 10:54:00,26065.8756423
2018-07-27 10:55:00,26067.1432498
2018-07-27 10:56:00,26067.1432498
2018-07-27 10:57:00,26069.6784648
2018-07-27 10:58:00,26068.4108573
2018-07-27 10:59:00,26067.1432498
2018-07-27 11:00:00,26054.4671748
2018-07-27 11:01:00,26048.1291373
2018-07-27 11:02:00,26029.1150248
2018-07-27 11:03:00,26029.1150248
2018-07-27 11:04:00,26032.9178473
2018-07-27 11:05:00,26036.7206698
2018-07-27 11:06:00,26037.9882773
2018-07-27 11:07:00,26039.2558848
2018-07-27 11:08:00,26037.9882773
2018-07-27 11:09:00,26040.5234923
2018-07-27 11:10:00,26044.3263148
2018-07-27 11:11:00,26046.8615298
2018-07-27 11:12:00,26049.3967448
2018-07-27 11:13:00,26044.3263148
2018-07-27 11:14:00,26041.7910998
2018-07-27 11:15:00,26039.2558848
2018-07-27 11:16:00,26044.3263148
2018-07-27 11:17:00,26041.7910998
2018-07-27 11:18:00,26039.2558848
2018-07-27 11:19:00,26039.2558848
2018-07-27 11:20:00,26036.7206698
2018-07-27 11:21:00,26039.2558848
2018-07-27 11:22:00,26034.1854548
2018-07-27 11:23:00,26041.7910998
2018-07-27 11:24:00,26037.9882773
2018-07-27 11:25:00,26043.0587073
2018-07-27 11:26:00,26029.1150248
2018-07-27 11:27:00,26029.1150248
2018-07-27 11:28:00,26025.3122023
2018-07-27 11:29:00,26029.1150248
2018-07-27 11:30:00,26026.8284631
2018-07-27 11:31:00,26026.8284631
2018-07-27 11:32:00,26025.4143361
2018-07-27 11:33:00,26024.0002091
2018-07-27 11:34:00,26021.1719551
2018-07-27 11:35:00,26018.3437011
2018-07-27 11:36:00,26009.8589391
2018-07-27 11:37:00,25998.5459231
2018-07-27 11:38:00,26004.2024311
2018-07-27 11:39:00,25991.4752881
2018-07-27 11:40:00,25990.0611611
2018-07-27 11:41:00,25992.8894151
2018-07-27 11:42:00,25988.6470341
2018-07-27 11:43:00,25994.3035421
2018-07-27 11:44:00,25998.5459231
2018-07-27 11:45:00,25998.5459231
2018-07-27 11:46:00,25997.1317961
2018-07-27 11:47:00,25995.7176691
2018-07-27 11:48:00,25992.8894151
2018-07-27 11:49:00,25987.2329071
2018-07-27 11:50:00,25978.7481451
2018-07-27 11:51:00,25991.4752881
2018-07-27 11:52:00,25980.1622721
2018-07-27 11:53:00,25980.1622721
2018-07-27 11:54:00,25974.5057641
2018-07-27 11:55:00,25971.6775101
2018-07-27 11:56:00,25971.6775101
2018-07-27 11:57:00,25966.0210021
2018-07-27 11:58:00,25964.6068751
2018-07-27 11:59:00,25954.7079861
2018-07-27 12:00:00,25934.9102081
2018-07-27 12:01:00,25936.3243351
2018-07-27 12:02:00,25937.7384621
2018-07-27 12:03:00,25951.8797321
2018-07-27 12:04:00,25964.6068751
2018-07-27 12:05:00,25973.0916371
2018-07-27 12:06:00,25971.6775101
2018-07-27 12:07:00,25963.1927481
2018-07-27 12:08:00,25960.3644941
2018-07-27 12:09:00,25961.7786211
2018-07-27 12:10:00,25961.7786211
2018-07-27 12:11:00,25958.9503671
2018-07-27 12:12:00,25950.4656051
2018-07-27 12:13:00,25956.1221131
2018-07-27 12:14:00,25961.7786211
2018-07-27 12:15:00,25944.8090971
2018-07-27 12:16:00,25951.8797321
2018-07-27 12:17:00,25944.8090971
2018-07-27 12:18:00,25946.2232241
2018-07-27 12:19:00,25964.6068751
2018-07-27 12:20:00,25957.5362401
2018-07-27 12:21:00,25958.9503671
2018-07-27 12:22:00,25957.5362401
2018-07-27 12:23:00,25951.8797321
2018-07-27 12:24:00,25957.5362401
2018-07-27 12:25:00,25960.3644941
2018-07-27 12:26:00,25970.2633831
2018-07-27 12:27:00,25973.0916371
2018-07-27 12:28:00,25968.8492561
2018-07-27 12:29:00,25974.5057641
2018-07-27 12:30:00,25963.1927481
2018-07-27 12:31:00,25958.9503671
2018-07-27 12:32:00,25964.6068751
2018-07-27 12:33:00,25967.4351291
2018-07-27 12:34:00,25967.4351291
2018-07-27 12:35:00,25974.5057641
2018-07-27 12:36:00,25968.8492561
2018-07-27 12:37:00,25963.1927481
2018-07-27 12:38:00,25963.1927481
2018-07-27 12:39:00,25980.1622721
2018-07-27 12:40:00,25978.7481451
2018-07-27 12:41:00,25980.1622721
2018-07-27 12:42:00,25981.5763991
2018-07-27 12:43:00,25991.4752881
2018-07-27 12:44:00,25995.7176691
2018-07-27 12:45:00,25992.8894151
2018-07-27 12:46:00,25988.6470341
2018-07-27 12:47:00,25988.6470341
2018-07-27 12:48:00,25992.8894151
2018-07-27 12:49:00,25995.7176691
2018-07-27 12:50:00,25992.8894151
2018-07-27 12:51:00,26001.3741771
2018-07-27 12:52:00,25998.5459231
2018-07-27 12:53:00,25999.9600501
2018-07-27 12:54:00,25997.1317961
2018-07-27 12:55:00,25998.5459231
2018-07-27 12:56:00,25991.4752881
2018-07-27 12:57:00,25995.7176691
2018-07-27 12:58:00,25997.1317961
2018-07-27 12:59:00,25994.3035421
2018-07-27 13:00:00,25991.4752881
2018-07-27 13:01:00,25998.5459231
2018-07-27 13:02:00,25992.8894151
2018-07-27 13:03:00,25992.8894151
2018-07-27 13:04:00,25990.0611611
2018-07-27 13:05:00,25988.6470341
2018-07-27 13:06:00,25984.4046531
2018-07-27 13:07:00,25988.6470341
2018-07-27 13:08:00,25991.4752881
2018-07-27 13:09:00,25984.4046531
2018-07-27 13:10:00,25987.2329071
2018-07-27 13:11:00,25984.4046531
2018-07-27 13:12:00,25978.7481451
2018-07-27 13:13:00,25981.5763991
2018-07-27 13:14:00,25978.7481451
2018-07-27 13:15:00,25970.2633831
2018-07-27 13:16:00,25967.4351291
2018-07-27 13:17:00,25958.9503671
2018-07-27 13:18:00,25960.3644941
2018-07-27 13:19:00,25958.9503671
2018-07-27 13:20:00,25958.9503671
2018-07-27 13:21:00,25958.9503671
2018-07-27 13:22:00,25961.7786211
2018-07-27 13:23:00,25966.0210021
2018-07-27 13:24:00,25967.4351291
2018-07-27 13:25:00,25966.0210021
2018-07-27 13:26:00,25964.6068751
2018-07-27 13:27:00,25966.0210021
2018-07-27 13:28:00,25966.0210021
2018-07-27 13:29:00,25966.0210021
2018-07-27 13:30:00,25960.3644941
2018-07-27 13:31:00,25961.7786211
2018-07-27 13:32:00,25964.6068751
2018-07-27 13:33:00,25981.5763991
2018-07-27 13:34:00,25977.3340181
2018-07-27 13:35:00,25973.0916371
2018-07-27 13:36:00,25967.4351291
2018-07-27 13:37:00,25968.8492561
2018-07-27 13:38:00,25963.1927481
2018-07-27 13:39:00,25957.5362401
2018-07-27 13:40:00,25957.5362401
2018-07-27 13:41:00,25961.7786211
2018-07-27 13:42:00,25967.4351291
2018-07-27 13:43:00,25964.6068751
2018-07-27 13:44:00,25957.5362401
2018-07-27 13:45:00,25961.7786211
2018-07-27 13:46:00,25968.8492561
2018-07-27 13:47:00,25968.8492561
2018-07-27 13:48:00,25968.8492561
2018-07-27 13:49:00,25961.7786211
2018-07-27 13:50:00,25963.1927481
2018-07-27 13:51:00,25966.0210021
2018-07-27 13:52:00,25975.9198911
2018-07-27 13:53:00,25977.3340181
2018-07-27 13:54:00,25980.1622721
2018-07-27 13:55:00,25980.1622721
2018-07-27 13:56:00,25973.0916371
