,MX
2018-08-23 10:16:00,25587.2722013
2018-08-23 10:17:00,25588.6631233
2018-08-23 10:18:00,25585.8812793
2018-08-23 10:19:00,25569.1902153
2018-08-23 10:20:00,25563.6265273
2018-08-23 10:21:00,25566.4083713
2018-08-23 10:22:00,25569.1902153
2018-08-23 10:23:00,25574.7539033
2018-08-23 10:24:00,25577.5357473
2018-08-23 10:25:00,25570.5811373
2018-08-23 10:26:00,25577.5357473
2018-08-23 10:27:00,25574.7539033
2018-08-23 10:28:00,25578.9266693
2018-08-23 10:29:00,25577.5357473
2018-08-23 10:30:00,25580.3175913
2018-08-23 10:31:00,25581.7085133
2018-08-23 10:32:00,25577.5357473
2018-08-23 10:33:00,25571.9720593
2018-08-23 10:34:00,25569.1902153
2018-08-23 10:35:00,25560.8446833
2018-08-23 10:36:00,25546.9354633
2018-08-23 10:37:00,25544.1536193
2018-08-23 10:38:00,25544.1536193
2018-08-23 10:39:00,25533.0262433
2018-08-23 10:40:00,25535.8080873
2018-08-23 10:41:00,25546.9354633
2018-08-23 10:42:00,25544.1536193
2018-08-23 10:43:00,25542.7626973
2018-08-23 10:44:00,25542.7626973
2018-08-23 10:45:00,25542.7626973
2018-08-23 10:46:00,25542.7626973
2018-08-23 10:47:00,25538.5899313
2018-08-23 10:48:00,25538.5899313
2018-08-23 10:49:00,25538.5899313
2018-08-23 10:50:00,25542.7626973
2018-08-23 10:51:00,25545.5445413
2018-08-23 10:52:00,25542.7626973
2018-08-23 10:53:00,25545.5445413
2018-08-23 10:54:00,25544.1536193
2018-08-23 10:55:00,25549.7173073
2018-08-23 10:56:00,25549.7173073
2018-08-23 10:57:00,25551.1082293
2018-08-23 10:58:00,25549.7173073
2018-08-23 10:59:00,25544.1536193
2018-08-23 11:00:00,25549.7173073
2018-08-23 11:01:00,25549.7173073
2018-08-23 11:02:00,25548.3263853
2018-08-23 11:03:00,25552.4991513
2018-08-23 11:04:00,25551.1082293
2018-08-23 11:05:00,25551.1082293
2018-08-23 11:06:00,25552.4991513
2018-08-23 11:07:00,25553.8900733
2018-08-23 11:08:00,25551.1082293
2018-08-23 11:09:00,25546.9354633
2018-08-23 11:10:00,25548.3263853
2018-08-23 11:11:00,25551.1082293
2018-08-23 11:12:00,25551.1082293
2018-08-23 11:13:00,25549.7173073
2018-08-23 11:14:00,25541.3717753
2018-08-23 11:15:00,25546.9354633
2018-08-23 11:16:00,25541.3717753
2018-08-23 11:17:00,25544.1536193
2018-08-23 11:18:00,25549.7173073
2018-08-23 11:19:00,25553.8900733
2018-08-23 11:20:00,25559.4537613
2018-08-23 11:21:00,25566.4083713
2018-08-23 11:22:00,25566.4083713
2018-08-23 11:23:00,25567.7992933
2018-08-23 11:24:00,25569.1902153
2018-08-23 11:25:00,25569.1902153
2018-08-23 11:26:00,25566.4083713
2018-08-23 11:27:00,25566.4083713
2018-08-23 11:28:00,25569.1902153
2018-08-23 11:29:00,25576.1448253
2018-08-23 11:30:00,25573.3629813
2018-08-23 11:31:00,25566.4083713
2018-08-23 11:32:00,25569.1902153
2018-08-23 11:33:00,25570.5811373
2018-08-23 11:34:00,25569.1902153
2018-08-23 11:35:00,25569.1902153
2018-08-23 11:36:00,25567.7992933
2018-08-23 11:37:00,25567.7992933
2018-08-23 11:38:00,25566.4083713
2018-08-23 11:39:00,25567.7992933
2018-08-23 11:40:00,25576.1448253
2018-08-23 11:41:00,25577.5357473
2018-08-23 11:42:00,25577.5357473
2018-08-23 11:43:00,25569.1902153
2018-08-23 11:44:00,25571.9720593
2018-08-23 11:45:00,25571.9720593
2018-08-23 11:46:00,25571.9720593
2018-08-23 11:47:00,25571.9720593
2018-08-23 11:48:00,25571.9720593
2018-08-23 11:49:00,25571.9720593
2018-08-23 11:50:00,25569.1902153
2018-08-23 11:51:00,25570.5811373
2018-08-23 11:52:00,25566.4083713
2018-08-23 11:53:00,25565.0174493
2018-08-23 11:54:00,25562.2356053
2018-08-23 11:55:00,25569.1902153
2018-08-23 11:56:00,25570.5811373
2018-08-23 11:57:00,25566.4083713
2018-08-23 11:58:00,25565.0174493
2018-08-23 11:59:00,25556.6719173
2018-08-23 12:00:00,25556.6719173
2018-08-23 12:01:00,25560.8446833
2018-08-23 12:02:00,25560.8446833
2018-08-23 12:03:00,25560.8446833
2018-08-23 12:04:00,25553.8900733
2018-08-23 12:05:00,25559.4537613
2018-08-23 12:06:00,25552.4991513
2018-08-23 12:07:00,25555.2809953
2018-08-23 12:08:00,25555.2809953
2018-08-23 12:09:00,25551.1082293
2018-08-23 12:10:00,25545.5445413
2018-08-23 12:11:00,25544.1536193
2018-08-23 12:12:00,25542.7626973
2018-08-23 12:13:00,25542.7626973
2018-08-23 12:14:00,25539.9808533
2018-08-23 12:15:00,25541.3717753
2018-08-23 12:16:00,25535.8080873
2018-08-23 12:17:00,25542.7626973
2018-08-23 12:18:00,25551.1082293
2018-08-23 12:19:00,25551.1082293
2018-08-23 12:20:00,25549.7173073
2018-08-23 12:21:00,25558.0628393
2018-08-23 12:22:00,25555.2809953
2018-08-23 12:23:00,25553.8900733
2018-08-23 12:24:00,25552.4991513
2018-08-23 12:25:00,25552.4991513
2018-08-23 12:26:00,25551.1082293
2018-08-23 12:27:00,25559.4537613
2018-08-23 12:28:00,25559.4537613
2018-08-23 12:29:00,25559.4537613
2018-08-23 12:30:00,25559.4537613
2018-08-23 12:31:00,25559.4537613
2018-08-23 12:32:00,25551.1082293
2018-08-23 12:33:00,25552.4991513
2018-08-23 12:34:00,25553.8900733
2018-08-23 12:35:00,25551.1082293
2018-08-23 12:36:00,25549.7173073
2018-08-23 12:37:00,25551.1082293
2018-08-23 12:38:00,25551.1082293
2018-08-23 12:39:00,25555.2809953
2018-08-23 12:40:00,25558.0628393
2018-08-23 12:41:00,25556.6719173
2018-08-23 12:42:00,25553.8900733
2018-08-23 12:43:00,25555.2809953
2018-08-23 12:44:00,25552.4991513
2018-08-23 12:45:00,25545.5445413
2018-08-23 12:46:00,25545.5445413
2018-08-23 12:47:00,25546.9354633
2018-08-23 12:48:00,25548.3263853
2018-08-23 12:49:00,25548.3263853
2018-08-23 12:50:00,25548.3263853
2018-08-23 12:51:00,25549.7173073
2018-08-23 12:52:00,25542.7626973
2018-08-23 12:53:00,25545.5445413
2018-08-23 12:54:00,25548.3263853
2018-08-23 12:55:00,25548.3263853
2018-08-23 12:56:00,25545.5445413
2018-08-23 12:57:00,25546.9354633
2018-08-23 12:58:00,25544.1536193
2018-08-23 12:59:00,25546.9354633
2018-08-23 13:00:00,25552.4991513
2018-08-23 13:01:00,25555.2809953
2018-08-23 13:02:00,25553.8900733
2018-08-23 13:03:00,25553.8900733
2018-08-23 13:04:00,25555.2809953
2018-08-23 13:05:00,25559.4537613
2018-08-23 13:06:00,25559.4537613
2018-08-23 13:07:00,25559.4537613
2018-08-23 13:08:00,25556.6719173
2018-08-23 13:09:00,25556.6719173
2018-08-23 13:10:00,25556.6719173
2018-08-23 13:11:00,25556.6719173
2018-08-23 13:12:00,25556.6719173
2018-08-23 13:13:00,25556.6719173
2018-08-23 13:14:00,25558.0628393
2018-08-23 13:15:00,25556.6719173
2018-08-23 13:16:00,25560.8446833
2018-08-23 13:17:00,25559.4537613
2018-08-23 13:18:00,25556.6719173
2018-08-23 13:19:00,25556.6719173
2018-08-23 13:20:00,25559.4537613
2018-08-23 13:21:00,25558.0628393
2018-08-23 13:22:00,25563.6265273
2018-08-23 13:23:00,25562.2356053
2018-08-23 13:24:00,25559.4537613
2018-08-23 13:25:00,25562.2356053
2018-08-23 13:26:00,25562.2356053
2018-08-23 13:27:00,25562.2356053
2018-08-23 13:28:00,25562.2356053
2018-08-23 13:29:00,25562.2356053
2018-08-23 13:30:00,25560.8446833
2018-08-23 13:31:00,25562.2356053
2018-08-23 13:32:00,25560.8446833
2018-08-23 13:33:00,25559.4537613
2018-08-23 13:34:00,25560.8446833
2018-08-23 13:35:00,25553.8900733
2018-08-23 13:36:00,25553.8900733
2018-08-23 13:37:00,25556.6719173
2018-08-23 13:38:00,25556.6719173
2018-08-23 13:39:00,25556.6719173
2018-08-23 13:40:00,25555.2809953
2018-08-23 13:41:00,25555.2809953
2018-08-23 13:42:00,25558.0628393
2018-08-23 13:43:00,25560.8446833
2018-08-23 13:44:00,25567.7992933
2018-08-23 13:45:00,25563.6265273
2018-08-23 13:46:00,25562.2356053
2018-08-23 13:47:00,25562.2356053
2018-08-23 13:48:00,25558.0628393
2018-08-23 13:49:00,25558.0628393
2018-08-23 13:50:00,25552.4991513
2018-08-23 13:51:00,25556.6719173
2018-08-23 13:52:00,25553.8900733
2018-08-23 13:53:00,25556.6719173
2018-08-23 13:54:00,25553.8900733
2018-08-23 13:55:00,25558.0628393
2018-08-23 13:56:00,25556.6719173
2018-08-23 13:57:00,25559.4537613
2018-08-23 13:58:00,25559.4537613
2018-08-23 13:59:00,25560.8446833
2018-08-23 14:00:00,25562.2356053
2018-08-23 14:01:00,25560.8446833
2018-08-23 14:02:00,25556.6719173
2018-08-23 14:03:00,25560.8446833
2018-08-23 14:04:00,25560.8446833
2018-08-23 14:05:00,25563.6265273
2018-08-23 14:06:00,25559.4537613
2018-08-23 14:07:00,25560.8446833
2018-08-23 14:08:00,25560.8446833
2018-08-23 14:09:00,25562.2356053
2018-08-23 14:10:00,25562.2356053
2018-08-23 14:11:00,25563.6265273
2018-08-23 14:12:00,25571.9720593
2018-08-23 14:13:00,25571.9720593
2018-08-23 14:14:00,25566.4083713
2018-08-23 14:15:00,25566.4083713
2018-08-23 14:16:00,25566.4083713
2018-08-23 14:17:00,25566.4083713
2018-08-23 14:18:00,25565.0174493
2018-08-23 14:19:00,25565.0174493
2018-08-23 14:20:00,25566.4083713
2018-08-23 14:21:00,25565.0174493
2018-08-23 14:22:00,25563.6265273
2018-08-23 14:23:00,25563.6265273
2018-08-23 14:24:00,25559.4537613
2018-08-23 14:25:00,25567.7992933
2018-08-23 14:26:00,25566.4083713
2018-08-23 14:27:00,25567.7992933
2018-08-23 14:28:00,25567.7992933
2018-08-23 14:29:00,25569.1902153
2018-08-23 14:30:00,25567.7992933
2018-08-23 14:31:00,25567.7992933
2018-08-23 14:32:00,25567.7992933
2018-08-23 14:33:00,25567.7992933
2018-08-23 14:34:00,25565.0174493
2018-08-23 14:35:00,25565.0174493
2018-08-23 14:36:00,25565.0174493
2018-08-23 14:37:00,25562.2356053
2018-08-23 14:38:00,25562.2356053
2018-08-23 14:39:00,25560.8446833
2018-08-23 14:40:00,25560.8446833
2018-08-23 14:41:00,25556.6719173
2018-08-23 14:42:00,25556.6719173
2018-08-23 14:43:00,25556.6719173
2018-08-23 14:44:00,25553.8900733
2018-08-23 14:45:00,25551.1082293
2018-08-23 14:46:00,25553.8900733
2018-08-23 14:47:00,25556.6719173
2018-08-23 14:48:00,25555.2809953
2018-08-23 14:49:00,25553.8900733
2018-08-23 14:50:00,25548.3263853
2018-08-23 14:51:00,25546.9354633
2018-08-23 14:52:00,25544.1536193
2018-08-23 14:53:00,25551.1082293
2018-08-23 14:54:00,25552.4991513
2018-08-23 14:55:00,25559.4537613
2018-08-23 14:56:00,25559.4537613
2018-08-23 14:57:00,25558.0628393
2018-08-23 14:58:00,25560.8446833
2018-08-23 14:59:00,25553.8900733
2018-08-24 00:59:00,25610.9178753
2018-08-24 01:00:00,25620.6543293
2018-08-24 01:01:00,25619.2634073
2018-08-24 01:02:00,25619.2634073
2018-08-24 01:03:00,25624.8270953
2018-08-24 01:04:00,25627.6089393
2018-08-24 01:05:00,25622.0452513
2018-08-24 01:06:00,25613.6997193
2018-08-24 01:07:00,25617.8724853
2018-08-24 01:08:00,25619.2634073
2018-08-24 01:09:00,25624.8270953
2018-08-24 01:10:00,25622.0452513
2018-08-24 01:11:00,25622.0452513
2018-08-24 01:12:00,25627.6089393
2018-08-24 01:13:00,25631.7817053
2018-08-24 01:14:00,25631.7817053
2018-08-24 01:15:00,25628.9998613
2018-08-24 01:16:00,25630.3907833
2018-08-24 01:17:00,25633.1726273
2018-08-24 01:18:00,25616.4815633
2018-08-24 01:19:00,25626.2180173
2018-08-24 01:20:00,25630.3907833
2018-08-24 01:21:00,25624.8270953
2018-08-24 01:22:00,25616.4815633
2018-08-24 01:23:00,25616.4815633
2018-08-24 01:24:00,25616.4815633
2018-08-24 01:25:00,25613.6997193
2018-08-24 01:26:00,25613.6997193
2018-08-24 01:27:00,25615.0906413
2018-08-24 01:28:00,25616.4815633
2018-08-24 01:29:00,25617.8724853
2018-08-24 01:30:00,25619.2634073
2018-08-24 01:31:00,25619.2634073
2018-08-24 01:32:00,25613.6997193
2018-08-24 01:33:00,25613.6997193
2018-08-24 01:34:00,25613.6997193
2018-08-24 01:35:00,25605.3541873
2018-08-24 01:36:00,25605.3541873
2018-08-24 01:37:00,25602.5723433
2018-08-24 01:38:00,25602.5723433
2018-08-24 01:39:00,25602.5723433
2018-08-24 01:40:00,25599.7904993
2018-08-24 01:41:00,25585.8812793
2018-08-24 01:42:00,25591.4449673
2018-08-24 01:43:00,25591.4449673
2018-08-24 01:44:00,25585.8812793
2018-08-24 01:45:00,25588.6631233
2018-08-24 01:46:00,25588.6631233
2018-08-24 01:47:00,25584.4903573
2018-08-24 01:48:00,25587.2722013
2018-08-24 01:49:00,25585.8812793
2018-08-24 01:50:00,25588.6631233
2018-08-24 01:51:00,25592.8358893
2018-08-24 01:52:00,25595.6177333
2018-08-24 01:53:00,25599.7904993
2018-08-24 01:54:00,25595.6177333
2018-08-24 01:55:00,25594.2268113
2018-08-24 01:56:00,25599.7904993
2018-08-24 01:57:00,25597.0086553
2018-08-24 01:58:00,25592.8358893
2018-08-24 01:59:00,25587.2722013
2018-08-24 02:00:00,25595.6177333
2018-08-24 02:01:00,25599.7904993
2018-08-24 02:02:00,25609.5269533
2018-08-24 02:03:00,25597.0086553
2018-08-24 02:04:00,25588.6631233
2018-08-24 02:05:00,25580.3175913
2018-08-24 02:06:00,25591.4449673
2018-08-24 02:07:00,25594.2268113
2018-08-24 02:08:00,25610.9178753
2018-08-24 02:09:00,25612.3087973
2018-08-24 02:10:00,25608.1360313
2018-08-24 02:11:00,25605.3541873
2018-08-24 02:12:00,25605.3541873
2018-08-24 02:13:00,25599.7904993
2018-08-24 02:14:00,25603.9632653
2018-08-24 02:15:00,25622.0452513
2018-08-24 02:16:00,25608.1360313
2018-08-24 02:17:00,25616.4815633
2018-08-24 02:18:00,25626.2180173
2018-08-24 02:19:00,25624.8270953
2018-08-24 02:20:00,25630.3907833
2018-08-24 02:21:00,25624.8270953
2018-08-24 02:22:00,25622.0452513
2018-08-24 02:23:00,25616.4815633
2018-08-24 02:24:00,25616.4815633
2018-08-24 02:25:00,25623.4361733
2018-08-24 02:26:00,25624.8270953
2018-08-24 02:27:00,25622.0452513
2018-08-24 02:28:00,25627.6089393
2018-08-24 02:29:00,25622.0452513
2018-08-24 02:30:00,25623.4361733
2018-08-24 02:31:00,25624.8270953
2018-08-24 02:32:00,25626.2180173
2018-08-24 02:33:00,25622.0452513
2018-08-24 02:34:00,25609.5269533
2018-08-24 02:35:00,25615.0906413
2018-08-24 02:36:00,25622.0452513
2018-08-24 02:37:00,25619.2634073
2018-08-24 02:38:00,25622.0452513
2018-08-24 02:39:00,25616.4815633
2018-08-24 02:40:00,25605.3541873
2018-08-24 02:41:00,25599.7904993
2018-08-24 02:42:00,25599.7904993
2018-08-24 02:43:00,25603.9632653
2018-08-24 02:44:00,25610.9178753
2018-08-24 02:45:00,25619.2634073
2018-08-24 02:46:00,25623.4361733
2018-08-24 02:47:00,25622.0452513
2018-08-24 02:48:00,25619.2634073
2018-08-24 02:49:00,25616.4815633
2018-08-24 02:50:00,25616.4815633
2018-08-24 02:51:00,25622.0452513
2018-08-24 02:52:00,25622.0452513
2018-08-24 02:53:00,25648.4727693
2018-08-24 02:54:00,25645.6909253
2018-08-24 02:55:00,25645.6909253
2018-08-24 02:56:00,25648.4727693
2018-08-24 02:57:00,25644.3000033
2018-08-24 02:58:00,25654.0364573
2018-08-24 02:59:00,25649.8636913
2018-08-24 03:00:00,25652.6455353
2018-08-24 03:01:00,25660.9910673
2018-08-24 03:02:00,25667.9456773
2018-08-24 03:03:00,25676.2912093
2018-08-24 03:04:00,25673.5093653
2018-08-24 03:05:00,25669.3365993
2018-08-24 03:06:00,25665.1638333
2018-08-24 03:07:00,25660.9910673
2018-08-24 03:08:00,25655.4273793
2018-08-24 03:09:00,25658.2092233
2018-08-24 03:10:00,25658.2092233
2018-08-24 03:11:00,25662.3819893
2018-08-24 03:12:00,25658.2092233
2018-08-24 03:13:00,25660.9910673
2018-08-24 03:14:00,25666.5547553
2018-08-24 03:15:00,25677.6821313
2018-08-24 03:16:00,25673.5093653
2018-08-24 03:17:00,25660.9910673
2018-08-24 03:18:00,25659.6001453
2018-08-24 03:19:00,25660.9910673
2018-08-24 03:20:00,25665.1638333
2018-08-24 03:21:00,25665.1638333
2018-08-24 03:22:00,25669.3365993
2018-08-24 03:23:00,25662.3819893
2018-08-24 03:24:00,25647.0818473
2018-08-24 03:25:00,25637.3453933
2018-08-24 03:26:00,25633.1726273
2018-08-24 03:27:00,25634.5635493
2018-08-24 03:28:00,25641.5181593
2018-08-24 03:29:00,25630.3907833
2018-08-24 03:30:00,25617.8724853
2018-08-24 03:31:00,25624.8270953
2018-08-24 03:32:00,25624.8270953
2018-08-24 03:33:00,25630.3907833
2018-08-24 03:34:00,25630.3907833
2018-08-24 03:35:00,25627.6089393
2018-08-24 03:36:00,25619.2634073
2018-08-24 03:37:00,25622.0452513
2018-08-24 03:38:00,25620.6543293
2018-08-24 03:39:00,25630.3907833
2018-08-24 03:40:00,25617.8724853
2018-08-24 03:41:00,25608.1360313
2018-08-24 03:42:00,25610.9178753
2018-08-24 03:43:00,25610.9178753
2018-08-24 03:44:00,25612.3087973
2018-08-24 03:45:00,25615.0906413
2018-08-24 03:46:00,25608.1360313
2018-08-24 03:47:00,25599.7904993
2018-08-24 03:48:00,25598.3995773
2018-08-24 03:49:00,25608.1360313
2018-08-24 03:50:00,25610.9178753
2018-08-24 03:51:00,25605.3541873
2018-08-24 03:52:00,25610.9178753
2018-08-24 03:53:00,25605.3541873
2018-08-24 03:54:00,25609.5269533
2018-08-24 03:55:00,25619.2634073
2018-08-24 03:56:00,25622.0452513
2018-08-24 03:57:00,25624.8270953
2018-08-24 03:58:00,25631.7817053
2018-08-24 03:59:00,25613.6997193
2018-08-24 04:00:00,25605.3541873
2018-08-24 04:01:00,25601.1814213
2018-08-24 04:02:00,25599.7904993
2018-08-24 04:03:00,25599.7904993
2018-08-24 04:04:00,25599.7904993
2018-08-24 04:05:00,25590.0540453
2018-08-24 04:06:00,25591.4449673
2018-08-24 04:07:00,25597.0086553
2018-08-24 04:08:00,25597.0086553
2018-08-24 04:09:00,25594.2268113
2018-08-24 04:10:00,25594.2268113
2018-08-24 04:11:00,25599.7904993
2018-08-24 04:12:00,25608.1360313
2018-08-24 04:13:00,25616.4815633
2018-08-24 04:14:00,25616.4815633
2018-08-24 04:15:00,25628.9998613
2018-08-24 04:16:00,25624.8270953
2018-08-24 04:17:00,25623.4361733
2018-08-24 04:18:00,25623.4361733
2018-08-24 04:19:00,25631.7817053
2018-08-24 04:20:00,25630.3907833
2018-08-24 04:21:00,25631.7817053
2018-08-24 04:22:00,25627.6089393
2018-08-24 04:23:00,25627.6089393
2018-08-24 04:24:00,25628.9998613
2018-08-24 04:25:00,25620.6543293
2018-08-24 04:26:00,25620.6543293
2018-08-24 04:27:00,25620.6543293
2018-08-24 04:28:00,25619.2634073
2018-08-24 04:29:00,25619.2634073
2018-08-24 04:30:00,25619.2634073
2018-08-24 04:31:00,25613.6997193
2018-08-24 04:32:00,25616.4815633
2018-08-24 04:33:00,25624.8270953
2018-08-24 04:34:00,25627.6089393
2018-08-24 04:35:00,25631.7817053
2018-08-24 04:36:00,25630.3907833
2018-08-24 04:37:00,25633.1726273
2018-08-24 04:38:00,25630.3907833
2018-08-24 04:39:00,25622.0452513
2018-08-24 04:40:00,25623.4361733
2018-08-24 04:41:00,25623.4361733
2018-08-24 04:42:00,25620.6543293
2018-08-24 04:43:00,25622.0452513
2018-08-24 04:44:00,25624.8270953
2018-08-24 04:45:00,25633.1726273
2018-08-24 04:46:00,25642.9090813
2018-08-24 04:47:00,25647.0818473
2018-08-24 04:48:00,25641.5181593
2018-08-24 04:49:00,25647.0818473
2018-08-24 04:50:00,25663.7729113
2018-08-24 04:51:00,25677.6821313
2018-08-24 04:52:00,25686.0276633
2018-08-24 04:53:00,25695.7641173
2018-08-24 04:54:00,25690.2004293
2018-08-24 04:55:00,25697.1550393
2018-08-24 04:56:00,25708.2824153
2018-08-24 04:57:00,25711.0642593
2018-08-24 04:58:00,25715.2370253
2018-08-24 04:59:00,25733.3190113
2018-08-24 05:00:00,25711.0642593
2018-08-24 05:01:00,25706.8914933
2018-08-24 05:02:00,25688.8095073
2018-08-24 05:03:00,25691.5913513
2018-08-24 05:04:00,25699.9368833
2018-08-24 05:05:00,25698.5459613
2018-08-24 05:06:00,25702.7187273
2018-08-24 05:07:00,25695.7641173
2018-08-24 05:08:00,25697.1550393
2018-08-24 05:09:00,25694.3731953
2018-08-24 05:10:00,25702.7187273
2018-08-24 05:11:00,25702.7187273
2018-08-24 05:12:00,25695.7641173
2018-08-24 05:13:00,25702.7187273
2018-08-24 05:14:00,25695.7641173
2018-08-24 05:15:00,25697.1550393
2018-08-24 05:16:00,25695.7641173
2018-08-24 05:17:00,25692.9822733
2018-08-24 05:18:00,25690.2004293
2018-08-24 05:19:00,25691.5913513
2018-08-24 05:20:00,25692.9822733
2018-08-24 05:21:00,25694.3731953
2018-08-24 05:22:00,25692.9822733
2018-08-24 05:23:00,25699.9368833
2018-08-24 05:24:00,25701.3278053
2018-08-24 05:25:00,25701.3278053
2018-08-24 05:26:00,25706.8914933
2018-08-24 05:27:00,25718.0188693
2018-08-24 05:28:00,25716.6279473
2018-08-24 05:29:00,25715.2370253
2018-08-24 05:30:00,25718.0188693
2018-08-24 05:31:00,25716.6279473
2018-08-24 05:32:00,25706.8914933
2018-08-24 05:33:00,25705.5005713
2018-08-24 05:34:00,25708.2824153
2018-08-24 05:35:00,25705.5005713
2018-08-24 05:36:00,25711.0642593
2018-08-24 05:37:00,25708.2824153
2018-08-24 05:38:00,25713.8461033
2018-08-24 05:39:00,25715.2370253
2018-08-24 05:40:00,25708.2824153
2018-08-24 05:41:00,25708.2824153
2018-08-24 05:42:00,25713.8461033
2018-08-24 05:43:00,25716.6279473
2018-08-24 05:44:00,25729.1462453
2018-08-24 05:45:00,25737.4917773
2018-08-24 05:46:00,25730.5371673
2018-08-24 05:47:00,25724.9734793
2018-08-24 05:48:00,25716.6279473
2018-08-24 05:49:00,25718.0188693
2018-08-24 05:50:00,25716.6279473
2018-08-24 05:51:00,25712.4551813
2018-08-24 05:52:00,25708.2824153
2018-08-24 05:53:00,25691.5913513
2018-08-24 05:54:00,25697.1550393
2018-08-24 05:55:00,25699.9368833
2018-08-24 05:56:00,25702.7187273
2018-08-24 05:57:00,25702.7187273
2018-08-24 05:58:00,25702.7187273
2018-08-24 05:59:00,25711.0642593
2018-08-24 06:00:00,25713.8461033
2018-08-24 06:01:00,25715.2370253
2018-08-24 06:02:00,25713.8461033
2018-08-24 06:03:00,25711.0642593
2018-08-24 06:04:00,25705.5005713
2018-08-24 06:05:00,25712.4551813
2018-08-24 06:06:00,25713.8461033
2018-08-24 06:07:00,25718.0188693
2018-08-24 06:08:00,25713.8461033
2018-08-24 06:09:00,25716.6279473
2018-08-24 06:10:00,25708.2824153
2018-08-24 06:11:00,25711.0642593
2018-08-24 06:12:00,25715.2370253
2018-08-24 06:13:00,25713.8461033
2018-08-24 06:14:00,25716.6279473
2018-08-24 06:15:00,25705.5005713
2018-08-24 06:16:00,25711.0642593
2018-08-24 06:17:00,25699.9368833
2018-08-24 06:18:00,25699.9368833
2018-08-24 06:19:00,25699.9368833
2018-08-24 06:20:00,25695.7641173
2018-08-24 06:21:00,25697.1550393
2018-08-24 06:22:00,25699.9368833
2018-08-24 06:23:00,25702.7187273
2018-08-24 06:24:00,25702.7187273
2018-08-24 06:25:00,25704.1096493
2018-08-24 06:26:00,25702.7187273
2018-08-24 06:27:00,25701.3278053
2018-08-24 06:28:00,25704.1096493
2018-08-24 06:29:00,25697.1550393
2018-08-24 06:30:00,25699.9368833
2018-08-24 06:31:00,25705.5005713
2018-08-24 06:32:00,25701.3278053
2018-08-24 06:33:00,25704.1096493
2018-08-24 06:34:00,25701.3278053
2018-08-24 06:35:00,25701.3278053
2018-08-24 06:36:00,25702.7187273
2018-08-24 06:37:00,25697.1550393
2018-08-24 06:38:00,25699.9368833
2018-08-24 06:39:00,25697.1550393
2018-08-24 06:40:00,25699.9368833
2018-08-24 06:41:00,25697.1550393
2018-08-24 06:42:00,25697.1550393
2018-08-24 06:43:00,25699.9368833
2018-08-24 06:44:00,25688.8095073
2018-08-24 06:45:00,25694.3731953
2018-08-24 06:46:00,25697.1550393
2018-08-24 06:47:00,25694.3731953
2018-08-24 06:48:00,25694.3731953
2018-08-24 06:49:00,25695.7641173
2018-08-24 06:50:00,25695.7641173
2018-08-24 06:51:00,25695.7641173
2018-08-24 06:52:00,25697.1550393
2018-08-24 06:53:00,25697.1550393
2018-08-24 06:54:00,25697.1550393
2018-08-24 06:55:00,25697.1550393
2018-08-24 06:56:00,25691.5913513
2018-08-24 06:57:00,25690.2004293
2018-08-24 06:58:00,25691.5913513
2018-08-24 06:59:00,25692.9822733
2018-08-24 07:00:00,25680.4639753
2018-08-24 07:01:00,25680.4639753
2018-08-24 07:02:00,25677.6821313
2018-08-24 07:03:00,25674.9002873
2018-08-24 07:04:00,25683.2458193
2018-08-24 07:05:00,25686.0276633
2018-08-24 07:06:00,25686.0276633
2018-08-24 07:07:00,25683.2458193
2018-08-24 07:08:00,25683.2458193
2018-08-24 07:09:00,25686.0276633
2018-08-24 07:10:00,25683.2458193
2018-08-24 07:11:00,25686.0276633
2018-08-24 07:12:00,25683.2458193
2018-08-24 07:13:00,25686.0276633
2018-08-24 07:14:00,25694.3731953
2018-08-24 07:15:00,25688.8095073
2018-08-24 07:16:00,25691.5913513
2018-08-24 07:17:00,25690.2004293
2018-08-24 07:18:00,25681.8548973
2018-08-24 07:19:00,25676.2912093
2018-08-24 07:20:00,25679.0730533
2018-08-24 07:21:00,25681.8548973
2018-08-24 07:22:00,25677.6821313
2018-08-24 07:23:00,25674.9002873
2018-08-24 07:24:00,25658.2092233
2018-08-24 07:25:00,25644.3000033
2018-08-24 07:26:00,25647.0818473
2018-08-24 07:27:00,25645.6909253
2018-08-24 07:28:00,25647.0818473
2018-08-24 07:29:00,25652.6455353
2018-08-24 07:30:00,25652.6455353
2018-08-24 07:31:00,25652.6455353
2018-08-24 07:32:00,25660.9910673
2018-08-24 07:33:00,25663.7729113
2018-08-24 07:34:00,25666.5547553
2018-08-24 07:35:00,25666.5547553
2018-08-24 07:36:00,25667.9456773
2018-08-24 07:37:00,25672.1184433
2018-08-24 07:38:00,25669.3365993
2018-08-24 07:39:00,25672.1184433
2018-08-24 07:40:00,25674.9002873
2018-08-24 07:41:00,25680.4639753
2018-08-24 07:42:00,25677.6821313
2018-08-24 07:43:00,25680.4639753
2018-08-24 07:44:00,25683.2458193
2018-08-24 07:45:00,25680.4639753
2018-08-24 07:46:00,25676.2912093
2018-08-24 07:47:00,25669.3365993
2018-08-24 07:48:00,25669.3365993
2018-08-24 07:49:00,25665.1638333
2018-08-24 07:50:00,25663.7729113
2018-08-24 07:51:00,25660.9910673
2018-08-24 07:52:00,25662.3819893
2018-08-24 07:53:00,25656.8183013
