,ICECT2
2018-07-19 08:35:00,-7365.956415
2018-07-19 08:36:00,-7361.718915
2018-07-19 08:37:00,-7376.973915
2018-07-19 08:38:00,-7376.973915
2018-07-19 08:39:00,-7366.803915
2018-07-19 08:40:00,-7379.516415
2018-07-19 08:41:00,-7374.431415
2018-07-19 08:42:00,-7374.431415
2018-07-19 08:43:00,-7374.431415
2018-07-19 08:44:00,-7376.126415
2018-07-19 08:45:00,-7372.736415
2018-07-19 08:46:00,-7376.973915
2018-07-19 08:47:00,-7372.736415
2018-07-19 08:48:00,-7366.803915
2018-07-19 08:49:00,-7363.413915
2018-07-19 08:50:00,-7367.651415
2018-07-19 08:51:00,-7366.803915
2018-07-19 08:52:00,-7365.956415
2018-07-19 08:53:00,-7368.498915
2018-07-19 08:54:00,-7365.956415
2018-07-19 08:55:00,-7365.956415
2018-07-19 08:56:00,-7376.126415
2018-07-19 08:57:00,-7372.736415
2018-07-19 08:58:00,-7375.278915
2018-07-19 08:59:00,-7369.346415
2018-07-19 09:00:00,-7365.108915
2018-07-19 09:01:00,-7374.431415
2018-07-19 09:02:00,-7358.328915
2018-07-19 09:03:00,-7353.243915
2018-07-19 09:04:00,-7351.548915
2018-07-19 09:05:00,-7352.396415
2018-07-19 09:06:00,-7349.006415
2018-07-19 09:07:00,-7349.006415
2018-07-19 09:08:00,-7353.243915
2018-07-19 09:09:00,-7349.006415
2018-07-19 09:10:00,-7349.006415
2018-07-19 09:11:00,-7356.633915
2018-07-19 09:12:00,-7352.396415
2018-07-19 09:13:00,-7352.396415
2018-07-19 09:14:00,-7349.006415
2018-07-19 09:15:00,-7349.006415
2018-07-19 09:16:00,-7354.938915
2018-07-19 09:17:00,-7344.768915
2018-07-19 09:18:00,-7334.598915
2018-07-19 09:19:00,-7325.276415
2018-07-19 09:20:00,-7327.818915
2018-07-19 09:21:00,-7325.276415
2018-07-19 09:22:00,-7300.698915
2018-07-19 09:23:00,-7319.343915
2018-07-19 09:24:00,-7331.208915
2018-07-19 09:25:00,-7330.361415
2018-07-19 09:26:00,-7324.428915
2018-07-19 09:27:00,-7321.038915
2018-07-19 09:28:00,-7319.343915
2018-07-19 09:29:00,-7318.496415
2018-07-19 09:30:00,-7343.073915
2018-07-19 09:31:00,-7325.276415
2018-07-19 09:32:00,-7320.191415
2018-07-19 09:33:00,-7320.191415
2018-07-19 09:34:00,-7319.343915
2018-07-19 09:35:00,-7331.208915
2018-07-19 09:36:00,-7347.311415
2018-07-19 09:37:00,-7338.836415
2018-07-19 09:38:00,-7329.513915
2018-07-19 09:39:00,-7314.258915
2018-07-19 09:40:00,-7339.683915
2018-07-19 09:41:00,-7344.768915
2018-07-19 09:42:00,-7343.073915
2018-07-19 09:43:00,-7351.548915
2018-07-19 09:44:00,-7353.243915
2018-07-19 09:45:00,-7363.413915
2018-07-19 09:46:00,-7364.261415
2018-07-19 09:47:00,-7370.193915
2018-07-19 09:48:00,-7373.583915
2018-07-19 09:49:00,-7387.143915
2018-07-19 09:50:00,-7388.838915
2018-07-19 09:51:00,-7389.686415
2018-07-19 09:52:00,-7399.008915
2018-07-19 09:53:00,-7398.161415
2018-07-19 09:54:00,-7387.143915
2018-07-19 09:55:00,-7379.516415
2018-07-19 09:56:00,-7377.821415
2018-07-19 09:57:00,-7374.431415
2018-07-19 09:58:00,-7371.888915
2018-07-19 09:59:00,-7385.448915
2018-07-19 10:00:00,-7389.686415
2018-07-19 10:01:00,-7395.618915
2018-07-19 10:02:00,-7410.026415
2018-07-19 10:03:00,-7406.636415
2018-07-19 10:04:00,-7399.008915
2018-07-19 10:05:00,-7391.381415
2018-07-19 10:06:00,-7391.381415
2018-07-19 10:07:00,-7385.448915
2018-07-19 10:08:00,-7399.008915
2018-07-19 10:09:00,-7404.093915
2018-07-19 10:10:00,-7410.026415
2018-07-19 10:11:00,-7402.398915
2018-07-19 10:12:00,-7414.263915
2018-07-19 10:13:00,-7406.636415
2018-07-19 10:14:00,-7403.246415
2018-07-19 10:15:00,-7401.551415
2018-07-19 10:16:00,-7400.703915
2018-07-19 10:17:00,-7402.398915
2018-07-19 10:18:00,-7400.703915
2018-07-19 10:19:00,-7401.551415
2018-07-19 10:20:00,-7395.618915
2018-07-19 10:21:00,-7387.991415
2018-07-19 10:22:00,-7378.668915
2018-07-19 10:23:00,-7382.058915
2018-07-19 10:24:00,-7384.601415
2018-07-19 10:25:00,-7390.533915
2018-07-19 10:26:00,-7387.991415
2018-07-19 10:27:00,-7389.686415
2018-07-19 10:28:00,-7389.686415
2018-07-19 10:29:00,-7380.363915
2018-07-19 10:30:00,-7401.551415
2018-07-19 10:31:00,-7399.008915
2018-07-19 10:32:00,-7394.771415
2018-07-19 10:33:00,-7394.771415
2018-07-19 10:34:00,-7391.381415
2018-07-19 10:35:00,-7380.363915
2018-07-19 10:36:00,-7371.041415
2018-07-19 10:37:00,-7374.431415
2018-07-19 10:38:00,-7371.041415
2018-07-19 10:39:00,-7370.193915
2018-07-19 10:40:00,-7363.413915
2018-07-19 10:41:00,-7360.871415
2018-07-19 10:42:00,-7351.548915
2018-07-19 10:43:00,-7350.701415
2018-07-19 10:44:00,-7352.396415
2018-07-19 10:45:00,-7347.311415
2018-07-19 10:46:00,-7338.836415
2018-07-19 10:47:00,-7321.886415
2018-07-19 10:48:00,-7330.361415
2018-07-19 10:49:00,-7325.276415
2018-07-19 10:50:00,-7318.496415
2018-07-19 10:51:00,-7334.598915
2018-07-19 10:52:00,-7321.886415
2018-07-19 10:53:00,-7319.343915
2018-07-19 10:54:00,-7304.088915
2018-07-19 10:55:00,-7299.851415
2018-07-19 10:56:00,-7299.851415
2018-07-19 10:57:00,-7289.681415
2018-07-19 10:58:00,-7291.376415
2018-07-19 10:59:00,-7294.766415
2018-07-19 11:00:00,-7294.766415
2018-07-19 11:01:00,-7297.308915
2018-07-19 11:02:00,-7310.021415
2018-07-19 11:03:00,-7306.631415
2018-07-19 11:04:00,-7308.326415
2018-07-19 11:05:00,-7310.868915
2018-07-19 11:06:00,-7310.021415
2018-07-19 11:07:00,-7310.021415
2018-07-19 11:08:00,-7306.631415
2018-07-19 11:09:00,-7306.631415
2018-07-19 11:10:00,-7305.783915
2018-07-19 11:11:00,-7306.631415
2018-07-19 11:12:00,-7306.631415
2018-07-19 11:13:00,-7308.326415
2018-07-19 11:14:00,-7308.326415
2018-07-19 11:15:00,-7320.191415
2018-07-19 11:16:00,-7318.496415
2018-07-19 11:17:00,-7317.648915
2018-07-19 11:18:00,-7323.581415
2018-07-19 11:19:00,-7326.971415
2018-07-19 11:20:00,-7326.971415
2018-07-19 11:21:00,-7326.123915
2018-07-19 11:22:00,-7328.666415
2018-07-19 11:23:00,-7331.208915
2018-07-19 11:24:00,-7331.208915
2018-07-19 11:25:00,-7339.683915
2018-07-19 11:26:00,-7328.666415
2018-07-19 11:27:00,-7316.801415
2018-07-19 11:28:00,-7316.801415
2018-07-19 11:29:00,-7317.648915
2018-07-19 11:30:00,-7323.581415
2018-07-19 11:31:00,-7337.988915
2018-07-19 11:32:00,-7336.293915
2018-07-19 11:33:00,-7329.513915
2018-07-19 11:34:00,-7331.208915
2018-07-19 11:35:00,-7337.141415
2018-07-19 11:36:00,-7337.141415
2018-07-19 11:37:00,-7349.853915
2018-07-19 11:38:00,-7344.768915
