,RB3
2018-07-22 18:44:00,87445.1529
2018-07-22 18:45:00,87447.5889
2018-07-22 18:46:00,87447.2844
2018-07-22 18:47:00,87447.5889
2018-07-22 18:48:00,87447.2844
2018-07-22 18:49:00,87447.2844
2018-07-22 18:50:00,87444.2394
2018-07-22 18:51:00,87444.2394
2018-07-22 18:52:00,87444.2394
2018-07-22 18:53:00,87444.2394
2018-07-22 18:54:00,87447.5889
2018-07-22 18:55:00,87449.1114
2018-07-22 18:56:00,87452.7654
2018-07-22 18:57:00,87452.7654
2018-07-22 18:58:00,87452.4609
2018-07-22 18:59:00,87452.4609
2018-07-22 19:00:00,87453.6789
2018-07-22 19:01:00,87452.7654
2018-07-22 19:02:00,87452.7654
2018-07-22 19:03:00,87450.0249
2018-07-22 19:04:00,87449.7204
2018-07-22 19:05:00,87448.5024
2018-07-22 19:06:00,87439.3674
2018-07-22 19:07:00,87438.7584
2018-07-22 19:08:00,87435.1044
2018-07-22 19:09:00,87435.4089
2018-07-22 19:10:00,87438.4539
2018-07-22 19:11:00,87438.1494
2018-07-22 19:12:00,87434.1909
2018-07-22 19:13:00,87437.5404
2018-07-22 19:14:00,87439.0629
2018-07-22 19:15:00,87443.0214
2018-07-22 19:16:00,87443.3259
2018-07-22 19:17:00,87443.3259
2018-07-22 19:18:00,87439.9764
2018-07-22 19:19:00,87439.9764
2018-07-22 19:20:00,87443.6304
2018-07-22 19:21:00,87443.6304
2018-07-22 19:22:00,87443.3259
2018-07-22 19:23:00,87443.6304
2018-07-22 19:24:00,87443.6304
2018-07-22 19:25:00,87443.6304
2018-07-22 19:26:00,87443.6304
2018-07-22 19:27:00,87443.6304
2018-07-22 19:28:00,87443.6304
2018-07-22 19:29:00,87441.1944
2018-07-22 19:30:00,87439.0629
2018-07-22 19:31:00,87438.1494
2018-07-22 19:32:00,87438.1494
2018-07-22 19:33:00,87438.1494
2018-07-22 19:34:00,87436.3224
2018-07-22 19:35:00,87436.3224
2018-07-22 19:36:00,87434.7999
2018-07-22 19:37:00,87441.8034
2018-07-22 19:38:00,87439.9764
2018-07-22 19:39:00,87439.9764
2018-07-22 19:40:00,87442.7169
2018-07-22 19:41:00,87443.0214
2018-07-22 19:42:00,87444.2394
2018-07-22 19:43:00,87444.5439
2018-07-22 19:44:00,87444.5439
2018-07-22 19:45:00,87445.4574
2018-07-22 19:46:00,87444.8484
2018-07-22 19:47:00,87444.2394
2018-07-22 19:48:00,87438.7584
2018-07-22 19:49:00,87433.8864
2018-07-22 19:50:00,87435.7134
2018-07-22 19:51:00,87434.7999
2018-07-22 19:52:00,87433.5819
2018-07-22 19:53:00,87433.5819
2018-07-22 19:54:00,87432.0594
2018-07-22 19:55:00,87435.1044
2018-07-22 19:56:00,87431.7549
2018-07-22 19:57:00,87432.3639
2018-07-22 19:58:00,87435.1044
2018-07-22 19:59:00,87429.9279
2018-07-22 20:00:00,87426.2739
2018-07-22 20:01:00,87427.1874
2018-07-22 20:02:00,87433.5819
2018-07-22 20:03:00,87434.7999
2018-07-22 20:04:00,87433.2774
2018-07-22 20:05:00,87429.9279
2018-07-22 20:06:00,87429.6234
2018-07-22 20:07:00,87429.9279
2018-07-22 20:08:00,87429.9279
2018-07-22 20:09:00,87429.3189
2018-07-22 20:10:00,87427.7964
2018-07-22 20:11:00,87425.3604
2018-07-22 20:12:00,87421.4019
2018-07-22 20:13:00,87422.3154
2018-07-22 20:14:00,87422.3154
2018-07-22 20:15:00,87418.0524
2018-07-22 20:16:00,87418.9659
2018-07-22 20:17:00,87417.7479
2018-07-22 20:18:00,87418.3569
2018-07-22 20:19:00,87414.3984
2018-07-22 20:20:00,87416.5299
2018-07-22 20:21:00,87414.7029
2018-07-22 20:22:00,87414.7029
2018-07-22 20:23:00,87415.3119
2018-07-22 20:24:00,87415.9209
2018-07-22 20:25:00,87415.3119
2018-07-22 20:26:00,87415.3119
2018-07-22 20:27:00,87415.6164
2018-07-22 20:28:00,87416.5299
2018-07-22 20:29:00,87417.1389
2018-07-22 20:30:00,87411.0489
2018-07-22 20:31:00,87406.4814
2018-07-22 20:32:00,87407.3949
2018-07-22 20:33:00,87405.2634
2018-07-22 20:34:00,87404.9589
2018-07-22 20:35:00,87405.5679
2018-07-22 20:36:00,87408.3084
2018-07-22 20:37:00,87410.4399
2018-07-22 20:38:00,87410.4399
2018-07-22 20:39:00,87412.2669
2018-07-22 20:40:00,87415.9209
2018-07-22 20:41:00,87416.8344
2018-07-22 20:42:00,87415.9209
2018-07-22 20:43:00,87415.9209
2018-07-22 20:44:00,87414.7029
2018-07-22 20:45:00,87411.9624
2018-07-22 20:46:00,87409.5264
2018-07-22 20:47:00,87405.8724
2018-07-22 20:48:00,87406.1769
2018-07-22 20:49:00,87405.2634
2018-07-22 20:50:00,87403.4364
2018-07-22 20:51:00,87399.4779
2018-07-22 20:52:00,87396.7374
2018-07-22 20:53:00,87388.8204
2018-07-22 20:54:00,87388.8204
2018-07-22 20:55:00,87388.8204
2018-07-22 20:56:00,87391.8654
2018-07-22 20:57:00,87396.1284
2018-07-22 20:58:00,87391.8654
2018-07-22 20:59:00,87389.7339
2018-07-22 21:00:00,87394.9104
2018-07-22 21:01:00,87396.7374
2018-07-22 21:02:00,87396.7374
2018-07-22 21:03:00,87393.3879
2018-07-22 21:04:00,87393.3879
2018-07-22 21:05:00,87393.0834
2018-07-22 21:06:00,87393.0834
2018-07-22 21:07:00,87397.0419
2018-07-22 21:08:00,87392.7789
2018-07-22 21:09:00,87392.1699
2018-07-22 21:10:00,87393.0834
2018-07-22 21:11:00,87392.4744
2018-07-22 21:12:00,87393.3879
2018-07-22 21:13:00,87393.3879
2018-07-22 21:14:00,87393.3879
2018-07-22 21:15:00,87393.3879
2018-07-22 21:16:00,87393.0834
2018-07-22 21:17:00,87390.6474
2018-07-22 21:18:00,87390.0384
2018-07-22 21:19:00,87389.4294
2018-07-22 21:20:00,87389.4294
2018-07-22 21:21:00,87389.4294
2018-07-22 21:22:00,87390.3429
2018-07-22 21:23:00,87390.3429
2018-07-22 21:24:00,87388.5159
2018-07-22 21:25:00,87386.3844
2018-07-22 21:26:00,87382.7304
2018-07-22 21:27:00,87382.7304
2018-07-22 21:28:00,87379.9899
2018-07-22 21:29:00,87383.9484
2018-07-22 21:30:00,87384.8619
2018-07-22 21:31:00,87383.9484
2018-07-22 21:32:00,87384.5574
2018-07-22 21:33:00,87385.4709
2018-07-22 21:34:00,87387.2979
2018-07-22 21:35:00,87386.9934
2018-07-22 21:36:00,87387.2979
2018-07-22 21:37:00,87392.7789
2018-07-22 21:38:00,87393.3879
2018-07-22 21:39:00,87393.9969
2018-07-22 21:40:00,87391.5609
2018-07-22 21:41:00,87392.4744
2018-07-22 21:42:00,87391.8654
2018-07-22 21:43:00,87391.8654
2018-07-22 21:44:00,87391.8654
2018-07-22 21:45:00,87392.1699
2018-07-22 21:46:00,87388.8204
2018-07-22 21:47:00,87388.8204
2018-07-22 21:48:00,87389.1249
2018-07-22 21:49:00,87387.6024
2018-07-22 21:50:00,87396.7374
2018-07-22 21:51:00,87397.3464
2018-07-22 21:52:00,87398.2599
2018-07-22 21:53:00,87398.8689
2018-07-22 21:54:00,87398.8689
2018-07-22 21:55:00,87398.8689
2018-07-22 21:56:00,87398.8689
2018-07-22 21:57:00,87401.0004
2018-07-22 21:58:00,87400.6959
2018-07-22 21:59:00,87397.0419
2018-07-22 22:00:00,87397.0419
2018-07-22 22:01:00,87398.5644
2018-07-22 22:02:00,87398.5644
2018-07-22 22:03:00,87399.4779
2018-07-22 22:04:00,87399.4779
2018-07-22 22:05:00,87397.3464
2018-07-22 22:06:00,87397.3464
2018-07-22 22:07:00,87397.3464
2018-07-22 22:08:00,87398.5644
2018-07-22 22:09:00,87398.5644
2018-07-22 22:10:00,87399.4779
2018-07-22 22:11:00,87398.5644
2018-07-22 22:12:00,87398.5644
2018-07-22 22:13:00,87400.0869
2018-07-22 22:14:00,87400.3914
2018-07-22 22:15:00,87400.3914
2018-07-22 22:16:00,87402.2184
2018-07-22 22:17:00,87402.5229
2018-07-22 22:18:00,87401.9139
2018-07-22 22:19:00,87401.9139
2018-07-22 22:20:00,87400.3914
2018-07-22 22:21:00,87400.3914
2018-07-22 22:22:00,87400.3914
2018-07-22 22:23:00,87400.3914
2018-07-22 22:24:00,87400.3914
2018-07-22 22:25:00,87401.9139
2018-07-22 22:26:00,87401.9139
2018-07-22 22:27:00,87401.9139
2018-07-22 22:28:00,87401.9139
2018-07-22 22:29:00,87401.9139
2018-07-22 22:30:00,87401.3049
2018-07-22 22:31:00,87403.7409
2018-07-22 22:32:00,87403.7409
2018-07-22 22:33:00,87403.4364
2018-07-22 22:34:00,87403.4364
2018-07-22 22:35:00,87403.7409
2018-07-22 22:36:00,87403.7409
2018-07-22 22:37:00,87403.7409
2018-07-22 22:38:00,87403.7409
2018-07-22 22:39:00,87404.3499
2018-07-22 22:40:00,87411.9624
2018-07-22 22:41:00,87412.5714
2018-07-22 22:42:00,87417.1389
2018-07-22 22:43:00,87416.8344
2018-07-22 22:44:00,87417.1389
2018-07-22 22:45:00,87417.1389
2018-07-22 22:46:00,87414.7029
2018-07-22 22:47:00,87415.3119
2018-07-22 22:48:00,87415.3119
2018-07-22 22:49:00,87415.3119
2018-07-22 22:50:00,87415.3119
2018-07-22 22:51:00,87415.3119
2018-07-22 22:52:00,87414.0939
2018-07-22 22:53:00,87414.0939
2018-07-22 22:54:00,87415.3119
2018-07-22 22:55:00,87415.6164
2018-07-22 22:56:00,87415.6164
2018-07-22 22:57:00,87415.6164
2018-07-22 22:58:00,87415.3119
2018-07-22 22:59:00,87415.3119
2018-07-22 23:00:00,87409.5264
2018-07-22 23:01:00,87409.5264
2018-07-22 23:02:00,87409.5264
2018-07-22 23:03:00,87409.5264
2018-07-22 23:04:00,87409.5264
2018-07-22 23:05:00,87415.3119
2018-07-22 23:06:00,87415.9209
2018-07-22 23:07:00,87416.2254
2018-07-22 23:08:00,87416.2254
2018-07-22 23:09:00,87416.2254
2018-07-22 23:10:00,87417.4434
2018-07-22 23:11:00,87417.1389
2018-07-22 23:12:00,87417.1389
2018-07-22 23:13:00,87417.1389
2018-07-22 23:14:00,87417.1389
2018-07-22 23:15:00,87417.1389
2018-07-22 23:16:00,87417.1389
2018-07-22 23:17:00,87417.1389
2018-07-22 23:18:00,87413.7894
2018-07-22 23:19:00,87413.1804
2018-07-22 23:20:00,87412.8759
2018-07-22 23:21:00,87413.1804
2018-07-22 23:22:00,87412.8759
2018-07-22 23:23:00,87412.8759
2018-07-22 23:24:00,87412.8759
2018-07-22 23:25:00,87412.8759
2018-07-22 23:26:00,87412.8759
2018-07-22 23:27:00,87412.8759
2018-07-22 23:28:00,87412.8759
2018-07-22 23:29:00,87412.8759
2018-07-22 23:30:00,87413.7894
2018-07-22 23:31:00,87413.4849
2018-07-22 23:32:00,87413.4849
2018-07-22 23:33:00,87409.5264
2018-07-22 23:34:00,87409.5264
2018-07-22 23:35:00,87408.0039
2018-07-22 23:36:00,87408.6129
2018-07-22 23:37:00,87408.9174
2018-07-22 23:38:00,87408.9174
2018-07-22 23:39:00,87408.9174
2018-07-22 23:40:00,87408.9174
2018-07-22 23:41:00,87408.9174
2018-07-22 23:42:00,87408.9174
2018-07-22 23:43:00,87410.1354
2018-07-22 23:44:00,87410.1354
2018-07-22 23:45:00,87410.1354
2018-07-22 23:46:00,87410.1354
2018-07-22 23:47:00,87410.1354
2018-07-22 23:48:00,87410.1354
2018-07-22 23:49:00,87410.1354
2018-07-22 23:50:00,87411.3534
2018-07-22 23:51:00,87411.3534
2018-07-22 23:52:00,87413.7894
2018-07-22 23:53:00,87413.7894
2018-07-22 23:54:00,87413.7894
2018-07-22 23:55:00,87414.3984
2018-07-22 23:56:00,87416.5299
2018-07-22 23:57:00,87416.5299
2018-07-22 23:58:00,87416.5299
2018-07-22 23:59:00,87416.2254
2018-07-23 00:00:00,87414.7029
2018-07-23 00:01:00,87413.1804
2018-07-23 00:02:00,87413.1804
2018-07-23 00:03:00,87413.1804
2018-07-23 00:04:00,87414.3984
2018-07-23 00:05:00,87414.0939
2018-07-23 00:06:00,87414.0939
2018-07-23 00:07:00,87414.0939
2018-07-23 00:08:00,87413.4849
2018-07-23 00:09:00,87414.7029
2018-07-23 00:10:00,87418.0524
2018-07-23 00:11:00,87418.9659
2018-07-23 00:12:00,87418.9659
2018-07-23 00:13:00,87416.5299
2018-07-23 00:14:00,87415.6164
2018-07-23 00:15:00,87416.2254
2018-07-23 00:16:00,87416.8344
2018-07-23 00:17:00,87417.1389
2018-07-23 00:18:00,87416.5299
2018-07-23 00:19:00,87417.1389
2018-07-23 00:20:00,87416.5299
2018-07-23 00:21:00,87416.5299
2018-07-23 00:22:00,87416.5299
2018-07-23 00:23:00,87416.5299
2018-07-23 00:24:00,87416.5299
2018-07-23 00:25:00,87416.5299
2018-07-23 00:26:00,87417.1389
2018-07-23 00:27:00,87417.1389
2018-07-23 00:28:00,87417.1389
2018-07-23 00:29:00,87416.5299
2018-07-23 00:30:00,87417.1389
2018-07-23 00:31:00,87417.1389
2018-07-23 00:32:00,87417.7479
2018-07-23 00:33:00,87417.7479
2018-07-23 00:34:00,87417.7479
2018-07-23 00:35:00,87417.4434
2018-07-23 00:36:00,87417.4434
2018-07-23 00:37:00,87413.7894
2018-07-23 00:38:00,87413.7894
2018-07-23 00:39:00,87413.7894
2018-07-23 00:40:00,87413.7894
2018-07-23 00:41:00,87413.7894
2018-07-23 00:42:00,87413.7894
2018-07-23 00:43:00,87409.5264
2018-07-23 00:44:00,87409.2219
2018-07-23 00:45:00,87410.7444
2018-07-23 00:46:00,87409.5264
2018-07-23 00:47:00,87409.5264
2018-07-23 00:48:00,87409.5264
2018-07-23 00:49:00,87410.4399
2018-07-23 00:50:00,87411.3534
2018-07-23 00:51:00,87411.6579
2018-07-23 00:52:00,87411.6579
2018-07-23 00:53:00,87413.7894
2018-07-23 00:54:00,87412.8759
2018-07-23 00:55:00,87409.5264
2018-07-23 00:56:00,87409.5264
2018-07-23 00:57:00,87409.5264
2018-07-23 00:58:00,87407.6994
2018-07-23 00:59:00,87404.0454
2018-07-23 01:00:00,87408.9174
2018-07-23 01:01:00,87408.9174
2018-07-23 01:02:00,87404.6544
2018-07-23 01:03:00,87404.0454
2018-07-23 01:04:00,87403.1319
2018-07-23 01:05:00,87410.1354
2018-07-23 01:06:00,87409.5264
2018-07-23 01:07:00,87406.4814
2018-07-23 01:08:00,87406.1769
2018-07-23 01:09:00,87405.2634
2018-07-23 01:10:00,87404.3499
2018-07-23 01:11:00,87404.6544
2018-07-23 01:12:00,87407.6994
2018-07-23 01:13:00,87405.2634
2018-07-23 01:14:00,87404.3499
2018-07-23 01:15:00,87402.8274
2018-07-23 01:16:00,87402.5229
2018-07-23 01:17:00,87402.5229
2018-07-23 01:18:00,87402.8274
2018-07-23 01:19:00,87403.4364
2018-07-23 01:20:00,87406.7859
2018-07-23 01:21:00,87410.4399
2018-07-23 01:22:00,87410.4399
2018-07-23 01:23:00,87409.5264
2018-07-23 01:24:00,87406.4814
2018-07-23 01:25:00,87406.4814
2018-07-23 01:26:00,87409.2219
2018-07-23 01:27:00,87408.6129
2018-07-23 01:28:00,87406.1769
2018-07-23 01:29:00,87406.1769
2018-07-23 01:30:00,87403.7409
2018-07-23 01:31:00,87403.7409
2018-07-23 01:32:00,87401.9139
2018-07-23 01:33:00,87401.0004
2018-07-23 01:34:00,87401.3049
2018-07-23 01:35:00,87404.6544
2018-07-23 01:36:00,87405.8724
2018-07-23 01:37:00,87406.1769
2018-07-23 01:38:00,87406.1769
2018-07-23 01:39:00,87408.6129
2018-07-23 01:40:00,87410.1354
2018-07-23 01:41:00,87412.5714
2018-07-23 01:42:00,87412.5714
2018-07-23 01:43:00,87411.9624
2018-07-23 01:44:00,87410.1354
2018-07-23 01:45:00,87410.4399
2018-07-23 01:46:00,87410.4399
2018-07-23 01:47:00,87410.4399
2018-07-23 01:48:00,87406.1769
2018-07-23 01:49:00,87405.5679
2018-07-23 01:50:00,87409.2219
2018-07-23 01:51:00,87410.4399
2018-07-23 01:52:00,87408.3084
2018-07-23 01:53:00,87409.5264
2018-07-23 01:54:00,87408.9174
2018-07-23 01:55:00,87409.2219
2018-07-23 01:56:00,87406.4814
2018-07-23 01:57:00,87405.8724
2018-07-23 01:58:00,87408.0039
2018-07-23 01:59:00,87412.2669
2018-07-23 02:00:00,87407.0904
2018-07-23 02:01:00,87411.6579
2018-07-23 02:02:00,87403.4364
2018-07-23 02:03:00,87413.7894
2018-07-23 02:04:00,87423.2289
2018-07-23 02:05:00,87415.0074
2018-07-23 02:06:00,87418.9659
2018-07-23 02:07:00,87418.0524
2018-07-23 02:08:00,87411.3534
2018-07-23 02:09:00,87413.7894
2018-07-23 02:10:00,87411.9624
2018-07-23 02:11:00,87415.9209
2018-07-23 02:12:00,87422.0109
2018-07-23 02:13:00,87422.0109
2018-07-23 02:14:00,87425.0559
2018-07-23 02:15:00,87421.0974
2018-07-23 02:16:00,87424.7514
2018-07-23 02:17:00,87422.3154
2018-07-23 02:18:00,87419.5749
2018-07-23 02:19:00,87422.0109
2018-07-23 02:20:00,87419.2704
2018-07-23 02:21:00,87416.8344
2018-07-23 02:22:00,87418.6614
2018-07-23 02:23:00,87422.9244
2018-07-23 02:24:00,87422.0109
2018-07-23 02:25:00,87420.1839
2018-07-23 02:26:00,87420.7929
2018-07-23 02:27:00,87418.6614
2018-07-23 02:28:00,87420.4884
2018-07-23 02:29:00,87421.7064
2018-07-23 02:30:00,87420.7929
2018-07-23 02:31:00,87421.4019
2018-07-23 02:32:00,87419.5749
2018-07-23 02:33:00,87418.9659
2018-07-23 02:34:00,87420.7929
2018-07-23 02:35:00,87422.9244
2018-07-23 02:36:00,87423.5334
2018-07-23 02:37:00,87428.1009
2018-07-23 02:38:00,87436.3224
2018-07-23 02:39:00,87435.4089
2018-07-23 02:40:00,87432.9729
2018-07-23 02:41:00,87436.9314
2018-07-23 02:42:00,87436.0179
2018-07-23 02:43:00,87433.5819
2018-07-23 02:44:00,87436.0179
2018-07-23 02:45:00,87438.4539
2018-07-23 02:46:00,87438.7584
2018-07-23 02:47:00,87446.3709
2018-07-23 02:48:00,87447.5889
2018-07-23 02:49:00,87444.2394
2018-07-23 02:50:00,87443.9349
2018-07-23 02:51:00,87446.0664
2018-07-23 02:52:00,87446.3709
2018-07-23 02:53:00,87446.9799
2018-07-23 02:54:00,87449.1114
2018-07-23 02:55:00,87453.9834
2018-07-23 02:56:00,87448.5024
2018-07-23 02:57:00,87449.1114
2018-07-23 02:58:00,87450.0249
2018-07-23 02:59:00,87447.5889
2018-07-23 03:00:00,87443.0214
2018-07-23 03:01:00,87440.5854
2018-07-23 03:02:00,87449.7204
2018-07-23 03:03:00,87445.1529
2018-07-23 03:04:00,87437.8449
2018-07-23 03:05:00,87442.4124
2018-07-23 03:06:00,87444.8484
2018-07-23 03:07:00,87447.2844
2018-07-23 03:08:00,87447.8934
2018-07-23 03:09:00,87449.4159
2018-07-23 03:10:00,87455.5059
2018-07-23 03:11:00,87453.6789
2018-07-23 03:12:00,87452.1564
2018-07-23 03:13:00,87456.1149
2018-07-23 03:14:00,87460.0734
2018-07-23 03:15:00,87464.9454
2018-07-23 03:16:00,87463.1184
2018-07-23 03:17:00,87463.1184
2018-07-23 03:18:00,87471.6444
2018-07-23 03:19:00,87471.0354
2018-07-23 03:20:00,87469.2084
2018-07-23 03:21:00,87477.7344
2018-07-23 03:22:00,87473.7759
2018-07-23 03:23:00,87469.5129
2018-07-23 03:24:00,87465.8589
2018-07-23 03:25:00,87473.1669
2018-07-23 03:26:00,87469.2084
2018-07-23 03:27:00,87464.9454
2018-07-23 03:28:00,87467.6859
2018-07-23 03:29:00,87478.9524
2018-07-23 03:30:00,87483.5199
2018-07-23 03:31:00,87482.6064
2018-07-23 03:32:00,87475.2984
2018-07-23 03:33:00,87471.9489
2018-07-23 03:34:00,87477.7344
2018-07-23 03:35:00,87479.8659
2018-07-23 03:36:00,87481.6929
2018-07-23 03:37:00,87482.3019
2018-07-23 03:38:00,87491.1324
2018-07-23 03:39:00,87490.5234
2018-07-23 03:40:00,87495.3954
2018-07-23 03:41:00,87489.9144
2018-07-23 03:42:00,87482.6064
2018-07-23 03:43:00,87486.8694
2018-07-23 03:44:00,87486.5649
2018-07-23 03:45:00,87482.3019
2018-07-23 03:46:00,87482.9109
2018-07-23 03:47:00,87489.9144
2018-07-23 03:48:00,87486.8694
2018-07-23 03:49:00,87481.3884
2018-07-23 03:50:00,87484.1289
2018-07-23 03:51:00,87485.6514
2018-07-23 03:52:00,87491.4369
2018-07-23 03:53:00,87486.5649
2018-07-23 03:54:00,87491.7414
2018-07-23 03:55:00,87495.0909
2018-07-23 03:56:00,87503.0079
2018-07-23 03:57:00,87506.3574
2018-07-23 03:58:00,87504.8349
2018-07-23 03:59:00,87504.2259
2018-07-23 04:00:00,87499.0494
2018-07-23 04:01:00,87499.0494
2018-07-23 04:02:00,87509.7069
2018-07-23 04:03:00,87511.8384
2018-07-23 04:04:00,87513.0564
2018-07-23 04:05:00,87522.8004
2018-07-23 04:06:00,87521.5824
2018-07-23 04:07:00,87525.2364
2018-07-23 04:08:00,87523.7139
2018-07-23 04:09:00,87527.0634
2018-07-23 04:10:00,87521.2779
2018-07-23 04:11:00,87510.0114
2018-07-23 04:12:00,87515.7969
2018-07-23 04:13:00,87508.7934
2018-07-23 04:14:00,87508.7934
2018-07-23 04:15:00,87498.7449
2018-07-23 04:16:00,87497.5269
2018-07-23 04:17:00,87505.7484
2018-07-23 04:18:00,87509.7069
2018-07-23 04:19:00,87510.6204
2018-07-23 04:20:00,87512.1429
2018-07-23 04:21:00,87526.4544
2018-07-23 04:22:00,87531.3264
2018-07-23 04:23:00,87532.2399
2018-07-23 04:24:00,87522.8004
2018-07-23 04:25:00,87531.6309
2018-07-23 04:26:00,87535.8939
2018-07-23 04:27:00,87532.8489
2018-07-23 04:28:00,87536.5029
2018-07-23 04:29:00,87534.3714
2018-07-23 04:30:00,87540.7659
2018-07-23 04:31:00,87547.4649
2018-07-23 04:32:00,87549.5964
2018-07-23 04:33:00,87543.5064
2018-07-23 04:34:00,87555.3819
2018-07-23 04:35:00,87567.5619
2018-07-23 04:36:00,87557.2089
2018-07-23 04:37:00,87555.6864
2018-07-23 04:38:00,87553.5549
2018-07-23 04:39:00,87562.3854
2018-07-23 04:40:00,87559.9494
2018-07-23 04:41:00,87556.9044
2018-07-23 04:42:00,87556.5999
2018-07-23 04:43:00,87552.6414
2018-07-23 04:44:00,87552.6414
2018-07-23 04:45:00,87545.9424
2018-07-23 04:46:00,87547.1604
2018-07-23 04:47:00,87547.1604
2018-07-23 04:48:00,87548.9874
2018-07-23 04:49:00,87546.8559
2018-07-23 04:50:00,87546.5514
2018-07-23 04:51:00,87543.8109
2018-07-23 04:52:00,87544.1154
2018-07-23 04:53:00,87552.3369
2018-07-23 04:54:00,87552.9459
2018-07-23 04:55:00,87552.0324
2018-07-23 04:56:00,87550.2054
2018-07-23 04:57:00,87551.7279
2018-07-23 04:58:00,87557.2089
2018-07-23 04:59:00,87540.7659
2018-07-23 05:00:00,87543.8109
2018-07-23 05:01:00,87556.5999
2018-07-23 05:02:00,87552.9459
2018-07-23 05:03:00,87556.5999
2018-07-23 05:04:00,87550.5099
2018-07-23 05:05:00,87554.4684
2018-07-23 05:06:00,87557.5134
2018-07-23 05:07:00,87564.8214
2018-07-23 05:08:00,87604.1019
2018-07-23 05:09:00,87599.8389
2018-07-23 05:10:00,87604.1019
2018-07-23 05:11:00,87596.1849
2018-07-23 05:12:00,87590.7039
2018-07-23 05:13:00,87594.6624
2018-07-23 05:14:00,87585.8319
