,OAT
2018-02-27 02:32:00,33748.9180478
2018-02-27 02:33:00,33740.6130198
2018-02-27 02:34:00,33728.1554778
2018-02-27 02:35:00,33736.4605058
2018-02-27 02:36:00,33728.1554778
2018-02-27 02:37:00,33703.2403938
2018-02-27 02:38:00,33694.9353658
2018-02-27 02:39:00,33678.3253098
2018-02-27 02:40:00,33678.3253098
2018-02-27 02:41:00,33678.3253098
2018-02-27 02:42:00,33670.0202818
2018-02-27 02:43:00,33678.3253098
2018-02-27 02:44:00,33645.1051978
2018-02-27 02:45:00,33661.7152538
2018-02-27 02:46:00,33661.7152538
2018-02-27 02:47:00,33640.9526838
2018-02-27 02:48:00,33603.5800578
2018-02-27 02:49:00,33611.8850858
2018-02-27 02:50:00,33620.1901138
2018-02-27 02:51:00,33611.8850858
2018-02-27 02:52:00,33603.5800578
2018-02-27 02:53:00,33595.2750298
2018-02-27 02:54:00,33603.5800578
2018-02-27 02:55:00,33586.9700018
2018-02-27 02:56:00,33595.2750298
2018-02-27 02:57:00,33603.5800578
2018-02-27 02:58:00,33578.6649738
2018-02-27 02:59:00,33595.2750298
2018-02-27 03:00:00,33611.8850858
2018-02-27 03:01:00,33611.8850858
2018-02-27 03:02:00,33586.9700018
2018-02-27 03:03:00,33591.1225158
2018-02-27 03:04:00,33578.6649738
2018-02-27 03:05:00,33562.0549178
2018-02-27 03:06:00,33562.0549178
2018-02-27 03:07:00,33545.4448618
2018-02-27 03:08:00,33553.7498898
2018-02-27 03:09:00,33553.7498898
2018-02-27 03:10:00,33528.8348058
2018-02-27 03:11:00,33537.1398338
2018-02-27 03:12:00,33549.5973758
2018-02-27 03:13:00,33557.9024038
2018-02-27 03:14:00,33545.4448618
2018-02-27 03:15:00,33553.7498898
2018-02-27 03:16:00,33537.1398338
2018-02-27 03:17:00,33528.8348058
2018-02-27 03:18:00,33528.8348058
2018-02-27 03:19:00,33537.1398338
2018-02-27 03:20:00,33562.0549178
2018-02-27 03:21:00,33562.0549178
2018-02-27 03:22:00,33562.0549178
2018-02-27 03:23:00,33557.9024038
2018-02-27 03:24:00,33562.0549178
2018-02-27 03:25:00,33578.6649738
2018-02-27 03:26:00,33578.6649738
2018-02-27 03:27:00,33586.9700018
2018-02-27 03:28:00,33578.6649738
2018-02-27 03:29:00,33570.3599458
2018-02-27 03:30:00,33578.6649738
2018-02-27 03:31:00,33595.2750298
2018-02-27 03:32:00,33620.1901138
2018-02-27 03:33:00,33611.8850858
2018-02-27 03:34:00,33603.5800578
2018-02-27 03:35:00,33603.5800578
2018-02-27 03:36:00,33595.2750298
2018-02-27 03:37:00,33611.8850858
2018-02-27 03:38:00,33611.8850858
2018-02-27 03:39:00,33611.8850858
2018-02-27 03:40:00,33620.1901138
2018-02-27 03:41:00,33620.1901138
2018-02-27 03:42:00,33620.1901138
2018-02-27 03:43:00,33603.5800578
2018-02-27 03:44:00,33599.4275438
2018-02-27 03:45:00,33611.8850858
2018-02-27 03:46:00,33611.8850858
2018-02-27 03:47:00,33611.8850858
2018-02-27 03:48:00,33595.2750298
2018-02-27 03:49:00,33611.8850858
2018-02-27 03:50:00,33628.4951418
2018-02-27 03:51:00,33645.1051978
2018-02-27 03:52:00,33653.4102258
2018-02-27 03:53:00,33653.4102258
2018-02-27 03:54:00,33645.1051978
2018-02-27 03:55:00,33628.4951418
2018-02-27 03:56:00,33636.8001698
2018-02-27 03:57:00,33620.1901138
2018-02-27 03:58:00,33603.5800578
2018-02-27 03:59:00,33595.2750298
2018-02-27 04:00:00,33595.2750298
2018-02-27 04:01:00,33578.6649738
2018-02-27 04:02:00,33553.7498898
2018-02-27 04:03:00,33574.5124598
2018-02-27 04:04:00,33578.6649738
2018-02-27 04:05:00,33574.5124598
2018-02-27 04:06:00,33578.6649738
2018-02-27 04:07:00,33578.6649738
2018-02-27 04:08:00,33578.6649738
2018-02-27 04:09:00,33574.5124598
2018-02-27 04:10:00,33574.5124598
2018-02-27 04:11:00,33599.4275438
2018-02-27 04:12:00,33603.5800578
2018-02-27 04:13:00,33595.2750298
2018-02-27 04:14:00,33595.2750298
2018-02-27 04:15:00,33603.5800578
2018-02-27 04:16:00,33603.5800578
2018-02-27 04:17:00,33611.8850858
2018-02-27 04:18:00,33620.1901138
2018-02-27 04:19:00,33616.0375998
2018-02-27 04:20:00,33620.1901138
2018-02-27 04:21:00,33611.8850858
2018-02-27 04:22:00,33611.8850858
2018-02-27 04:23:00,33603.5800578
2018-02-27 04:24:00,33611.8850858
2018-02-27 04:25:00,33603.5800578
2018-02-27 04:26:00,33611.8850858
2018-02-27 04:27:00,33603.5800578
2018-02-27 04:28:00,33595.2750298
2018-02-27 04:29:00,33570.3599458
2018-02-27 04:30:00,33586.9700018
2018-02-27 04:31:00,33586.9700018
2018-02-27 04:32:00,33570.3599458
2018-02-27 04:33:00,33574.5124598
2018-02-27 04:34:00,33582.8174878
2018-02-27 04:35:00,33578.6649738
2018-02-27 04:36:00,33562.0549178
2018-02-27 04:37:00,33570.3599458
2018-02-27 04:38:00,33562.0549178
2018-02-27 04:39:00,33553.7498898
2018-02-27 04:40:00,33557.9024038
2018-02-27 04:41:00,33562.0549178
2018-02-27 04:42:00,33586.9700018
2018-02-27 04:43:00,33603.5800578
2018-02-27 04:44:00,33595.2750298
2018-02-27 04:45:00,33595.2750298
2018-02-27 04:46:00,33591.1225158
2018-02-27 04:47:00,33586.9700018
2018-02-27 04:48:00,33603.5800578
2018-02-27 04:49:00,33570.3599458
2018-02-27 04:50:00,33574.5124598
2018-02-27 04:51:00,33570.3599458
2018-02-27 04:52:00,33570.3599458
2018-02-27 04:53:00,33566.2074318
2018-02-27 04:54:00,33566.2074318
2018-02-27 04:55:00,33570.3599458
2018-02-27 04:56:00,33570.3599458
2018-02-27 04:57:00,33562.0549178
2018-02-27 04:58:00,33562.0549178
2018-02-27 04:59:00,33570.3599458
2018-02-27 05:00:00,33553.7498898
2018-02-27 05:01:00,33562.0549178
2018-02-27 05:02:00,33545.4448618
2018-02-27 05:03:00,33545.4448618
2018-02-27 05:04:00,33574.5124598
2018-02-27 05:05:00,33578.6649738
2018-02-27 05:06:00,33595.2750298
2018-02-27 05:07:00,33578.6649738
2018-02-27 05:08:00,33586.9700018
2018-02-27 05:09:00,33582.8174878
2018-02-27 05:10:00,33586.9700018
2018-02-27 05:11:00,33595.2750298
2018-02-27 05:12:00,33603.5800578
2018-02-27 05:13:00,33603.5800578
2018-02-27 05:14:00,33595.2750298
2018-02-27 05:15:00,33595.2750298
2018-02-27 05:16:00,33595.2750298
2018-02-27 05:17:00,33586.9700018
2018-02-27 05:18:00,33574.5124598
2018-02-27 05:19:00,33570.3599458
2018-02-27 05:20:00,33562.0549178
2018-02-27 05:21:00,33553.7498898
2018-02-27 05:22:00,33557.9024038
2018-02-27 05:23:00,33562.0549178
2018-02-27 05:24:00,33562.0549178
2018-02-27 05:25:00,33566.2074318
2018-02-27 05:26:00,33553.7498898
2018-02-27 05:27:00,33553.7498898
2018-02-27 05:28:00,33553.7498898
2018-02-27 05:29:00,33570.3599458
2018-02-27 05:30:00,33578.6649738
2018-02-27 05:31:00,33574.5124598
2018-02-27 05:32:00,33578.6649738
2018-02-27 05:33:00,33578.6649738
2018-02-27 05:34:00,33578.6649738
2018-02-27 05:35:00,33570.3599458
2018-02-27 05:36:00,33570.3599458
2018-02-27 05:37:00,33578.6649738
2018-02-27 05:38:00,33578.6649738
2018-02-27 05:39:00,33595.2750298
2018-02-27 05:40:00,33586.9700018
