,HO5
2018-07-22 18:55:00,-40270.41774
2018-07-22 18:56:00,-40269.16614
2018-07-22 18:57:00,-40269.16614
2018-07-22 18:58:00,-40269.79194
2018-07-22 18:59:00,-40270.10484
2018-07-22 19:00:00,-40267.60164
2018-07-22 19:01:00,-40269.47904
2018-07-22 19:02:00,-40275.11124
2018-07-22 19:03:00,-40275.42414
2018-07-22 19:04:00,-40275.42414
2018-07-22 19:05:00,-40276.67574
2018-07-22 19:06:00,-40286.37564
2018-07-22 19:07:00,-40287.31434
2018-07-22 19:08:00,-40288.56594
2018-07-22 19:09:00,-40286.37564
2018-07-22 19:10:00,-40285.74984
2018-07-22 19:11:00,-40286.37564
2018-07-22 19:12:00,-40288.56594
2018-07-22 19:13:00,-40286.37564
2018-07-22 19:14:00,-40286.37564
2018-07-22 19:15:00,-40279.49184
2018-07-22 19:16:00,-40282.30794
2018-07-22 19:17:00,-40281.05634
2018-07-22 19:18:00,-40284.81114
2018-07-22 19:19:00,-40283.87244
2018-07-22 19:20:00,-40279.17894
2018-07-22 19:21:00,-40279.17894
2018-07-22 19:22:00,-40279.80474
2018-07-22 19:23:00,-40278.86604
2018-07-22 19:24:00,-40278.86604
2018-07-22 19:25:00,-40278.86604
2018-07-22 19:26:00,-40278.86604
2018-07-22 19:27:00,-40278.86604
2018-07-22 19:28:00,-40278.86604
2018-07-22 19:29:00,-40279.80474
2018-07-22 19:30:00,-40281.36924
2018-07-22 19:31:00,-40281.36924
2018-07-22 19:32:00,-40280.74344
2018-07-22 19:33:00,-40281.05634
2018-07-22 19:34:00,-40284.18534
2018-07-22 19:35:00,-40285.43694
2018-07-22 19:36:00,-40286.06274
2018-07-22 19:37:00,-40279.49184
2018-07-22 19:38:00,-40280.43054
2018-07-22 19:39:00,-40280.43054
2018-07-22 19:40:00,-40278.86604
2018-07-22 19:41:00,-40278.24024
2018-07-22 19:42:00,-40275.42414
2018-07-22 19:43:00,-40274.17254
2018-07-22 19:44:00,-40274.17254
2018-07-22 19:45:00,-40273.23384
2018-07-22 19:46:00,-40273.23384
2018-07-22 19:47:00,-40276.04994
2018-07-22 19:48:00,-40284.81114
2018-07-22 19:49:00,-40286.06274
2018-07-22 19:50:00,-40284.81114
2018-07-22 19:51:00,-40284.81114
2018-07-22 19:52:00,-40286.06274
2018-07-22 19:53:00,-40285.12404
2018-07-22 19:54:00,-40286.37564
2018-07-22 19:55:00,-40285.43694
2018-07-22 19:56:00,-40286.37564
2018-07-22 19:57:00,-40289.81754
2018-07-22 19:58:00,-40289.50464
2018-07-22 19:59:00,-40294.19814
2018-07-22 20:00:00,-40295.13684
2018-07-22 20:01:00,-40290.44334
2018-07-22 20:02:00,-40284.81114
2018-07-22 20:03:00,-40283.87244
2018-07-22 20:04:00,-40287.31434
2018-07-22 20:05:00,-40291.06914
2018-07-22 20:06:00,-40291.38204
2018-07-22 20:07:00,-40293.25944
2018-07-22 20:08:00,-40291.06914
2018-07-22 20:09:00,-40292.63364
2018-07-22 20:10:00,-40293.57234
2018-07-22 20:11:00,-40294.19814
2018-07-22 20:12:00,-40296.38844
2018-07-22 20:13:00,-40297.64004
2018-07-22 20:14:00,-40295.76264
2018-07-22 20:15:00,-40298.89164
2018-07-22 20:16:00,-40296.07554
2018-07-22 20:17:00,-40295.44974
2018-07-22 20:18:00,-40295.13684
2018-07-22 20:19:00,-40299.83034
2018-07-22 20:20:00,-40295.13684
2018-07-22 20:21:00,-40298.26584
2018-07-22 20:22:00,-40298.26584
2018-07-22 20:23:00,-40295.76264
2018-07-22 20:24:00,-40295.76264
2018-07-22 20:25:00,-40298.57874
2018-07-22 20:26:00,-40298.57874
2018-07-22 20:27:00,-40297.32714
2018-07-22 20:28:00,-40294.82394
2018-07-22 20:29:00,-40294.51104
2018-07-22 20:30:00,-40300.76904
2018-07-22 20:31:00,-40305.14964
2018-07-22 20:32:00,-40303.89804
2018-07-22 20:33:00,-40307.02704
2018-07-22 20:34:00,-40307.02704
2018-07-22 20:35:00,-40306.08834
2018-07-22 20:36:00,-40302.33354
2018-07-22 20:37:00,-40300.45614
2018-07-22 20:38:00,-40300.14324
2018-07-22 20:39:00,-40298.26584
2018-07-22 20:40:00,-40294.51104
2018-07-22 20:41:00,-40293.88524
2018-07-22 20:42:00,-40295.13684
2018-07-22 20:43:00,-40294.19814
2018-07-22 20:44:00,-40294.19814
2018-07-22 20:45:00,-40297.95294
2018-07-22 20:46:00,-40300.45614
2018-07-22 20:47:00,-40304.52384
2018-07-22 20:48:00,-40302.95934
2018-07-22 20:49:00,-40304.21094
2018-07-22 20:50:00,-40307.65284
2018-07-22 20:51:00,-40310.15604
2018-07-22 20:52:00,-40310.78184
2018-07-22 20:53:00,-40324.86234
2018-07-22 20:54:00,-40324.86234
2018-07-22 20:55:00,-40325.17524
2018-07-22 20:56:00,-40319.85594
2018-07-22 20:57:00,-40316.10114
2018-07-22 20:58:00,-40320.79464
2018-07-22 20:59:00,-40325.17524
2018-07-22 21:00:00,-40318.60434
2018-07-22 21:01:00,-40317.97854
2018-07-22 21:02:00,-40317.03984
2018-07-22 21:03:00,-40322.04624
2018-07-22 21:04:00,-40318.29144
2018-07-22 21:05:00,-40318.29144
2018-07-22 21:06:00,-40317.97854
2018-07-22 21:07:00,-40313.59794
2018-07-22 21:08:00,-40319.23014
2018-07-22 21:09:00,-40319.23014
2018-07-22 21:10:00,-40317.35274
2018-07-22 21:11:00,-40315.78824
2018-07-22 21:12:00,-40314.84954
2018-07-22 21:13:00,-40314.84954
2018-07-22 21:14:00,-40314.84954
2018-07-22 21:15:00,-40314.53664
2018-07-22 21:16:00,-40314.84954
2018-07-22 21:17:00,-40319.23014
2018-07-22 21:18:00,-40321.73334
2018-07-22 21:19:00,-40322.98494
2018-07-22 21:20:00,-40320.16884
2018-07-22 21:21:00,-40319.23014
2018-07-22 21:22:00,-40319.23014
2018-07-22 21:23:00,-40318.91724
2018-07-22 21:24:00,-40319.54304
2018-07-22 21:25:00,-40323.29784
2018-07-22 21:26:00,-40330.49454
2018-07-22 21:27:00,-40333.31064
2018-07-22 21:28:00,-40332.99774
2018-07-22 21:29:00,-40330.18164
2018-07-22 21:30:00,-40327.99134
2018-07-22 21:31:00,-40329.55584
2018-07-22 21:32:00,-40328.61714
2018-07-22 21:33:00,-40327.36554
2018-07-22 21:34:00,-40325.80104
2018-07-22 21:35:00,-40325.17524
2018-07-22 21:36:00,-40324.23654
2018-07-22 21:37:00,-40318.91724
2018-07-22 21:38:00,-40318.91724
2018-07-22 21:39:00,-40317.66564
2018-07-22 21:40:00,-40319.54304
2018-07-22 21:41:00,-40319.23014
2018-07-22 21:42:00,-40320.48174
2018-07-22 21:43:00,-40320.48174
2018-07-22 21:44:00,-40320.48174
2018-07-22 21:45:00,-40320.48174
2018-07-22 21:46:00,-40323.61074
2018-07-22 21:47:00,-40323.61074
2018-07-22 21:48:00,-40322.67204
2018-07-22 21:49:00,-40323.92364
2018-07-22 21:50:00,-40319.85594
2018-07-22 21:51:00,-40318.60434
2018-07-22 21:52:00,-40317.97854
2018-07-22 21:53:00,-40317.03984
2018-07-22 21:54:00,-40314.84954
2018-07-22 21:55:00,-40314.84954
2018-07-22 21:56:00,-40314.84954
2018-07-22 21:57:00,-40314.84954
2018-07-22 21:58:00,-40314.84954
2018-07-22 21:59:00,-40317.97854
2018-07-22 22:00:00,-40318.91724
2018-07-22 22:01:00,-40316.72694
2018-07-22 22:02:00,-40316.72694
2018-07-22 22:03:00,-40316.41404
2018-07-22 22:04:00,-40317.03984
2018-07-22 22:05:00,-40317.35274
2018-07-22 22:06:00,-40317.35274
2018-07-22 22:07:00,-40317.35274
2018-07-22 22:08:00,-40317.35274
2018-07-22 22:09:00,-40317.66564
2018-07-22 22:10:00,-40315.78824
2018-07-22 22:11:00,-40317.35274
2018-07-22 22:12:00,-40317.03984
2018-07-22 22:13:00,-40314.84954
2018-07-22 22:14:00,-40317.03984
2018-07-22 22:15:00,-40316.41404
2018-07-22 22:16:00,-40316.41404
2018-07-22 22:17:00,-40316.41404
2018-07-22 22:18:00,-40316.41404
2018-07-22 22:19:00,-40317.03984
2018-07-22 22:20:00,-40317.66564
2018-07-22 22:21:00,-40317.35274
2018-07-22 22:22:00,-40317.35274
2018-07-22 22:23:00,-40317.97854
2018-07-22 22:24:00,-40317.97854
2018-07-22 22:25:00,-40313.28504
2018-07-22 22:26:00,-40314.22374
2018-07-22 22:27:00,-40313.91084
2018-07-22 22:28:00,-40314.53664
2018-07-22 22:29:00,-40313.91084
2018-07-22 22:30:00,-40314.53664
2018-07-22 22:31:00,-40310.78184
2018-07-22 22:32:00,-40311.09474
2018-07-22 22:33:00,-40313.59794
2018-07-22 22:34:00,-40313.59794
2018-07-22 22:35:00,-40311.09474
2018-07-22 22:36:00,-40310.78184
2018-07-22 22:37:00,-40310.78184
2018-07-22 22:38:00,-40311.09474
2018-07-22 22:39:00,-40310.46894
2018-07-22 22:40:00,-40297.95294
2018-07-22 22:41:00,-40297.01424
2018-07-22 22:42:00,-40290.75624
2018-07-22 22:43:00,-40292.32074
2018-07-22 22:44:00,-40290.75624
2018-07-22 22:45:00,-40290.44334
2018-07-22 22:46:00,-40294.19814
2018-07-22 22:47:00,-40295.44974
2018-07-22 22:48:00,-40293.88524
2018-07-22 22:49:00,-40294.51104
2018-07-22 22:50:00,-40292.32074
2018-07-22 22:51:00,-40295.76264
2018-07-22 22:52:00,-40296.07554
2018-07-22 22:53:00,-40296.38844
2018-07-22 22:54:00,-40296.38844
2018-07-22 22:55:00,-40296.70134
2018-07-22 22:56:00,-40296.38844
2018-07-22 22:57:00,-40296.70134
2018-07-22 22:58:00,-40295.76264
2018-07-22 22:59:00,-40299.20454
2018-07-22 23:00:00,-40300.76904
2018-07-22 23:01:00,-40302.33354
2018-07-22 23:02:00,-40302.33354
2018-07-22 23:03:00,-40301.39484
2018-07-22 23:04:00,-40301.39484
2018-07-22 23:05:00,-40299.51744
2018-07-22 23:06:00,-40299.20454
2018-07-22 23:07:00,-40299.51744
2018-07-22 23:08:00,-40299.83034
2018-07-22 23:09:00,-40299.83034
2018-07-22 23:10:00,-40299.83034
2018-07-22 23:11:00,-40299.83034
2018-07-22 23:12:00,-40299.83034
2018-07-22 23:13:00,-40299.83034
2018-07-22 23:14:00,-40301.39484
2018-07-22 23:15:00,-40301.39484
2018-07-22 23:16:00,-40301.39484
2018-07-22 23:17:00,-40301.39484
2018-07-22 23:18:00,-40302.95934
2018-07-22 23:19:00,-40302.64644
2018-07-22 23:20:00,-40303.89804
2018-07-22 23:21:00,-40303.58514
2018-07-22 23:22:00,-40303.58514
2018-07-22 23:23:00,-40304.21094
2018-07-22 23:24:00,-40304.21094
2018-07-22 23:25:00,-40304.21094
2018-07-22 23:26:00,-40304.21094
2018-07-22 23:27:00,-40304.21094
2018-07-22 23:28:00,-40304.21094
2018-07-22 23:29:00,-40304.21094
2018-07-22 23:30:00,-40301.70774
2018-07-22 23:31:00,-40303.58514
2018-07-22 23:32:00,-40304.21094
2018-07-22 23:33:00,-40308.90444
2018-07-22 23:34:00,-40307.65284
2018-07-22 23:35:00,-40307.65284
2018-07-22 23:36:00,-40306.71414
2018-07-22 23:37:00,-40305.46254
2018-07-22 23:38:00,-40305.14964
2018-07-22 23:39:00,-40305.14964
2018-07-22 23:40:00,-40304.83674
2018-07-22 23:41:00,-40305.46254
2018-07-22 23:42:00,-40304.83674
2018-07-22 23:43:00,-40302.33354
2018-07-22 23:44:00,-40302.33354
2018-07-22 23:45:00,-40302.33354
2018-07-22 23:46:00,-40302.33354
2018-07-22 23:47:00,-40302.33354
2018-07-22 23:48:00,-40302.33354
2018-07-22 23:49:00,-40302.33354
2018-07-22 23:50:00,-40301.70774
2018-07-22 23:51:00,-40301.70774
2018-07-22 23:52:00,-40301.70774
2018-07-22 23:53:00,-40301.70774
2018-07-22 23:54:00,-40301.70774
2018-07-22 23:55:00,-40300.45614
2018-07-22 23:56:00,-40296.70134
2018-07-22 23:57:00,-40297.01424
2018-07-22 23:58:00,-40297.01424
2018-07-22 23:59:00,-40299.20454
2018-07-23 00:00:00,-40300.45614
2018-07-23 00:01:00,-40301.08194
2018-07-23 00:02:00,-40301.08194
2018-07-23 00:03:00,-40301.08194
2018-07-23 00:04:00,-40300.76904
2018-07-23 00:05:00,-40300.76904
2018-07-23 00:06:00,-40301.39484
2018-07-23 00:07:00,-40301.39484
2018-07-23 00:08:00,-40301.70774
2018-07-23 00:09:00,-40301.39484
2018-07-23 00:10:00,-40298.57874
2018-07-23 00:11:00,-40298.57874
2018-07-23 00:12:00,-40298.57874
2018-07-23 00:13:00,-40298.89164
2018-07-23 00:14:00,-40300.14324
2018-07-23 00:15:00,-40299.51744
2018-07-23 00:16:00,-40297.64004
2018-07-23 00:17:00,-40299.20454
2018-07-23 00:18:00,-40300.14324
2018-07-23 00:19:00,-40298.89164
2018-07-23 00:20:00,-40300.45614
2018-07-23 00:21:00,-40299.20454
2018-07-23 00:22:00,-40299.20454
2018-07-23 00:23:00,-40299.20454
2018-07-23 00:24:00,-40299.20454
2018-07-23 00:25:00,-40299.20454
2018-07-23 00:26:00,-40297.95294
2018-07-23 00:27:00,-40297.64004
2018-07-23 00:28:00,-40297.64004
2018-07-23 00:29:00,-40299.51744
2018-07-23 00:30:00,-40298.26584
2018-07-23 00:31:00,-40298.57874
2018-07-23 00:32:00,-40296.38844
2018-07-23 00:33:00,-40296.70134
2018-07-23 00:34:00,-40296.07554
2018-07-23 00:35:00,-40295.76264
2018-07-23 00:36:00,-40295.76264
2018-07-23 00:37:00,-40301.39484
2018-07-23 00:38:00,-40300.76904
2018-07-23 00:39:00,-40300.45614
2018-07-23 00:40:00,-40300.45614
2018-07-23 00:41:00,-40301.39484
2018-07-23 00:42:00,-40301.39484
2018-07-23 00:43:00,-40306.08834
2018-07-23 00:44:00,-40306.40124
2018-07-23 00:45:00,-40305.14964
2018-07-23 00:46:00,-40305.77544
2018-07-23 00:47:00,-40305.77544
2018-07-23 00:48:00,-40306.71414
2018-07-23 00:49:00,-40307.02704
2018-07-23 00:50:00,-40301.70774
2018-07-23 00:51:00,-40300.14324
2018-07-23 00:52:00,-40300.14324
2018-07-23 00:53:00,-40299.20454
2018-07-23 00:54:00,-40301.70774
2018-07-23 00:55:00,-40301.70774
2018-07-23 00:56:00,-40301.39484
2018-07-23 00:57:00,-40302.02064
2018-07-23 00:58:00,-40302.02064
2018-07-23 00:59:00,-40306.71414
2018-07-23 01:00:00,-40301.08194
2018-07-23 01:01:00,-40302.95934
2018-07-23 01:02:00,-40305.77544
2018-07-23 01:03:00,-40305.77544
2018-07-23 01:04:00,-40306.71414
2018-07-23 01:05:00,-40300.76904
2018-07-23 01:06:00,-40302.02064
2018-07-23 01:07:00,-40303.89804
2018-07-23 01:08:00,-40303.89804
2018-07-23 01:09:00,-40304.21094
2018-07-23 01:10:00,-40305.14964
2018-07-23 01:11:00,-40302.02064
2018-07-23 01:12:00,-40299.20454
2018-07-23 01:13:00,-40301.39484
2018-07-23 01:14:00,-40302.33354
2018-07-23 01:15:00,-40305.77544
2018-07-23 01:16:00,-40303.89804
2018-07-23 01:17:00,-40303.89804
2018-07-23 01:18:00,-40305.14964
2018-07-23 01:19:00,-40305.46254
2018-07-23 01:20:00,-40300.45614
2018-07-23 01:21:00,-40297.01424
2018-07-23 01:22:00,-40296.38844
2018-07-23 01:23:00,-40297.95294
2018-07-23 01:24:00,-40304.83674
2018-07-23 01:25:00,-40301.39484
2018-07-23 01:26:00,-40299.51744
2018-07-23 01:27:00,-40300.14324
2018-07-23 01:28:00,-40301.08194
2018-07-23 01:29:00,-40301.08194
2018-07-23 01:30:00,-40304.21094
2018-07-23 01:31:00,-40304.52384
2018-07-23 01:32:00,-40308.27864
2018-07-23 01:33:00,-40309.53024
2018-07-23 01:34:00,-40307.96574
2018-07-23 01:35:00,-40304.52384
2018-07-23 01:36:00,-40301.08194
2018-07-23 01:37:00,-40302.95934
2018-07-23 01:38:00,-40301.08194
2018-07-23 01:39:00,-40298.57874
2018-07-23 01:40:00,-40296.70134
2018-07-23 01:41:00,-40298.26584
2018-07-23 01:42:00,-40298.26584
2018-07-23 01:43:00,-40298.26584
2018-07-23 01:44:00,-40299.20454
2018-07-23 01:45:00,-40299.51744
2018-07-23 01:46:00,-40300.14324
2018-07-23 01:47:00,-40300.14324
2018-07-23 01:48:00,-40304.83674
2018-07-23 01:49:00,-40304.52384
2018-07-23 01:50:00,-40300.76904
2018-07-23 01:51:00,-40298.26584
2018-07-23 01:52:00,-40302.64644
2018-07-23 01:53:00,-40299.51744
2018-07-23 01:54:00,-40299.20454
2018-07-23 01:55:00,-40296.70134
2018-07-23 01:56:00,-40301.70774
2018-07-23 01:57:00,-40302.02064
2018-07-23 01:58:00,-40297.01424
2018-07-23 01:59:00,-40294.19814
2018-07-23 02:00:00,-40299.83034
2018-07-23 02:01:00,-40296.70134
2018-07-23 02:02:00,-40302.95934
2018-07-23 02:03:00,-40291.38204
2018-07-23 02:04:00,-40277.92734
2018-07-23 02:05:00,-40287.94014
2018-07-23 02:06:00,-40285.12404
2018-07-23 02:07:00,-40284.18534
2018-07-23 02:08:00,-40289.81754
2018-07-23 02:09:00,-40286.06274
2018-07-23 02:10:00,-40289.19174
2018-07-23 02:11:00,-40287.00144
2018-07-23 02:12:00,-40277.92734
2018-07-23 02:13:00,-40280.43054
2018-07-23 02:14:00,-40276.36284
2018-07-23 02:15:00,-40278.24024
2018-07-23 02:16:00,-40273.54674
2018-07-23 02:17:00,-40275.42414
2018-07-23 02:18:00,-40278.24024
2018-07-23 02:19:00,-40277.92734
2018-07-23 02:20:00,-40283.87244
2018-07-23 02:21:00,-40283.87244
2018-07-23 02:22:00,-40281.68214
2018-07-23 02:23:00,-40279.49184
2018-07-23 02:24:00,-40281.05634
2018-07-23 02:25:00,-40281.36924
2018-07-23 02:26:00,-40282.93374
2018-07-23 02:27:00,-40283.24664
2018-07-23 02:28:00,-40282.30794
2018-07-23 02:29:00,-40282.30794
2018-07-23 02:30:00,-40283.24664
2018-07-23 02:31:00,-40283.55954
2018-07-23 02:32:00,-40284.81114
2018-07-23 02:33:00,-40287.31434
2018-07-23 02:34:00,-40289.19174
2018-07-23 02:35:00,-40284.81114
2018-07-23 02:36:00,-40282.30794
2018-07-23 02:37:00,-40277.92734
2018-07-23 02:38:00,-40265.72424
2018-07-23 02:39:00,-40266.35004
2018-07-23 02:40:00,-40271.35644
2018-07-23 02:41:00,-40269.47904
2018-07-23 02:42:00,-40271.04354
2018-07-23 02:43:00,-40270.41774
2018-07-23 02:44:00,-40267.91454
2018-07-23 02:45:00,-40265.09844
2018-07-23 02:46:00,-40264.47264
2018-07-23 02:47:00,-40260.71784
2018-07-23 02:48:00,-40258.52754
2018-07-23 02:49:00,-40262.90814
2018-07-23 02:50:00,-40260.09204
2018-07-23 02:51:00,-40258.52754
2018-07-23 02:52:00,-40258.21464
2018-07-23 02:53:00,-40256.33724
2018-07-23 02:54:00,-40255.39854
2018-07-23 02:55:00,-40252.26954
2018-07-23 02:56:00,-40259.15334
2018-07-23 02:57:00,-40259.46624
2018-07-23 02:58:00,-40259.77914
2018-07-23 02:59:00,-40261.34364
2018-07-23 03:00:00,-40271.04354
2018-07-23 03:01:00,-40279.80474
2018-07-23 03:02:00,-40270.73064
2018-07-23 03:03:00,-40273.23384
2018-07-23 03:04:00,-40277.92734
2018-07-23 03:05:00,-40274.48544
2018-07-23 03:06:00,-40273.23384
2018-07-23 03:07:00,-40270.41774
2018-07-23 03:08:00,-40271.66934
2018-07-23 03:09:00,-40272.29514
2018-07-23 03:10:00,-40261.03074
2018-07-23 03:11:00,-40262.28234
2018-07-23 03:12:00,-40264.47264
2018-07-23 03:13:00,-40265.72424
2018-07-23 03:14:00,-40263.84684
2018-07-23 03:15:00,-40260.09204
2018-07-23 03:16:00,-40262.28234
2018-07-23 03:17:00,-40262.28234
2018-07-23 03:18:00,-40257.58884
2018-07-23 03:19:00,-40261.03074
2018-07-23 03:20:00,-40260.71784
2018-07-23 03:21:00,-40254.77274
2018-07-23 03:22:00,-40252.89534
2018-07-23 03:23:00,-40263.84684
2018-07-23 03:24:00,-40265.41134
2018-07-23 03:25:00,-40259.46624
2018-07-23 03:26:00,-40260.71784
2018-07-23 03:27:00,-40261.65654
2018-07-23 03:28:00,-40261.96944
2018-07-23 03:29:00,-40261.65654
2018-07-23 03:30:00,-40259.77914
2018-07-23 03:31:00,-40254.77274
2018-07-23 03:32:00,-40257.58884
2018-07-23 03:33:00,-40263.53394
2018-07-23 03:34:00,-40254.45984
2018-07-23 03:35:00,-40251.64374
2018-07-23 03:36:00,-40250.07924
2018-07-23 03:37:00,-40252.89534
2018-07-23 03:38:00,-40246.32444
2018-07-23 03:39:00,-40249.45344
2018-07-23 03:40:00,-40241.31804
2018-07-23 03:41:00,-40248.20184
2018-07-23 03:42:00,-40253.83404
2018-07-23 03:43:00,-40249.76634
2018-07-23 03:44:00,-40250.70504
2018-07-23 03:45:00,-40253.52114
2018-07-23 03:46:00,-40253.83404
2018-07-23 03:47:00,-40246.32444
2018-07-23 03:48:00,-40249.45344
2018-07-23 03:49:00,-40253.83404
2018-07-23 03:50:00,-40250.70504
2018-07-23 03:51:00,-40250.07924
2018-07-23 03:52:00,-40244.13414
2018-07-23 03:53:00,-40251.95664
2018-07-23 03:54:00,-40249.14054
2018-07-23 03:55:00,-40246.32444
2018-07-23 03:56:00,-40236.31164
2018-07-23 03:57:00,-40228.48914
2018-07-23 03:58:00,-40229.11494
2018-07-23 03:59:00,-40231.93104
2018-07-23 04:00:00,-40232.24394
2018-07-23 04:01:00,-40230.99234
2018-07-23 04:02:00,-40220.66664
2018-07-23 04:03:00,-40220.35374
2018-07-23 04:04:00,-40218.78924
2018-07-23 04:05:00,-40208.15064
2018-07-23 04:06:00,-40210.02804
2018-07-23 04:07:00,-40203.45714
2018-07-23 04:08:00,-40201.89264
2018-07-23 04:09:00,-40197.51204
2018-07-23 04:10:00,-40200.64104
2018-07-23 04:11:00,-40208.15064
2018-07-23 04:12:00,-40199.70234
2018-07-23 04:13:00,-40203.45714
2018-07-23 04:14:00,-40203.14424
2018-07-23 04:15:00,-40213.15704
2018-07-23 04:16:00,-40214.72154
2018-07-23 04:17:00,-40211.27964
2018-07-23 04:18:00,-40213.15704
2018-07-23 04:19:00,-40211.27964
2018-07-23 04:20:00,-40210.02804
2018-07-23 04:21:00,-40192.81854
2018-07-23 04:22:00,-40185.93474
2018-07-23 04:23:00,-40187.18634
2018-07-23 04:24:00,-40195.94754
2018-07-23 04:25:00,-40183.11864
2018-07-23 04:26:00,-40179.67674
2018-07-23 04:27:00,-40185.62184
2018-07-23 04:28:00,-40179.67674
2018-07-23 04:29:00,-40185.62184
2018-07-23 04:30:00,-40176.23484
2018-07-23 04:31:00,-40172.16714
2018-07-23 04:32:00,-40167.47364
2018-07-23 04:33:00,-40178.73804
2018-07-23 04:34:00,-40159.65114
2018-07-23 04:35:00,-40145.88354
2018-07-23 04:36:00,-40156.83504
2018-07-23 04:37:00,-40158.08664
