,HO4
2018-06-03 16:59:00,-64966.44042
2018-06-03 17:00:00,-63229.98402
2018-06-03 17:01:00,-63218.30382
2018-06-03 17:02:00,-63220.25052
2018-06-03 17:03:00,-63224.14392
2018-06-03 17:04:00,-63218.30382
2018-06-03 17:05:00,-63213.11262
2018-06-03 17:06:00,-63207.92142
2018-06-03 17:07:00,-63213.11262
2018-06-03 17:08:00,-63210.51702
2018-06-03 17:09:00,-63209.21922
2018-06-03 17:10:00,-63209.21922
2018-06-03 17:11:00,-63209.21922
2018-06-03 17:12:00,-63220.89942
2018-06-03 17:13:00,-63213.76152
2018-06-03 17:14:00,-63213.76152
2018-06-03 17:15:00,-63213.11262
2018-06-03 17:16:00,-63212.46372
2018-06-03 17:17:00,-63204.02802
2018-06-03 17:18:00,-63202.73022
2018-06-03 17:19:00,-63198.83682
2018-06-03 17:20:00,-63200.13462
2018-06-03 17:21:00,-63200.13462
2018-06-03 17:22:00,-63200.13462
2018-06-03 17:23:00,-63214.41042
2018-06-03 17:24:00,-63214.41042
2018-06-03 17:25:00,-63214.41042
2018-06-03 17:26:00,-63215.05932
2018-06-03 17:27:00,-63214.41042
2018-06-03 17:28:00,-63218.30382
2018-06-03 17:29:00,-63222.84612
2018-06-03 17:30:00,-63224.79282
2018-06-03 17:31:00,-63223.49502
2018-06-03 17:32:00,-63228.03732
2018-06-03 17:33:00,-63228.03732
2018-06-03 17:34:00,-63228.68622
2018-06-03 17:35:00,-63220.25052
2018-06-03 17:36:00,-63224.14392
2018-06-03 17:37:00,-63231.93072
2018-06-03 17:38:00,-63234.52632
2018-06-03 17:39:00,-63234.52632
2018-06-03 17:40:00,-63234.52632
2018-06-03 17:41:00,-63235.82412
2018-06-03 17:42:00,-63236.47302
2018-06-03 17:43:00,-63231.28182
2018-06-03 17:44:00,-63231.93072
2018-06-03 17:45:00,-63232.57962
2018-06-03 17:46:00,-63231.28182
2018-06-03 17:47:00,-63231.93072
2018-06-03 17:48:00,-63239.06862
