,SMI
2018-08-07 08:01:00,12705.1333115
2018-08-07 08:02:00,12714.886679
2018-08-07 08:03:00,12716.8373525
2018-08-07 08:04:00,12716.8373525
2018-08-07 08:05:00,12716.8373525
2018-08-07 08:06:00,12709.0346585
2018-08-07 08:07:00,12710.985332
2018-08-07 08:08:00,12714.886679
2018-08-07 08:09:00,12714.886679
2018-08-07 08:10:00,12716.8373525
2018-08-07 08:11:00,12712.9360055
2018-08-07 08:12:00,12718.788026
2018-08-07 08:13:00,12722.689373
2018-08-07 08:14:00,12724.6400465
2018-08-07 08:15:00,12716.8373525
2018-08-07 08:16:00,12716.8373525
2018-08-07 08:17:00,12722.689373
2018-08-07 08:18:00,12714.886679
2018-08-07 08:19:00,12709.0346585
2018-08-07 08:20:00,12716.8373525
2018-08-07 08:21:00,12720.7386995
2018-08-07 08:22:00,12728.5413935
2018-08-07 08:23:00,12734.393414
2018-08-07 08:24:00,12738.294761
2018-08-07 08:25:00,12738.294761
2018-08-07 08:26:00,12736.3440875
2018-08-07 08:27:00,12740.2454345
2018-08-07 08:28:00,12738.294761
2018-08-07 08:29:00,12744.1467815
2018-08-07 08:30:00,12732.4427405
2018-08-07 08:31:00,12724.6400465
2018-08-07 08:32:00,12720.7386995
