,SMI
2018-08-10 11:52:00,12108.2272205
2018-08-10 11:53:00,12108.2272205
2018-08-10 11:54:00,12104.3258735
2018-08-10 11:55:00,12112.1285675
2018-08-10 11:56:00,12110.177894
2018-08-10 11:57:00,12117.980588
2018-08-10 11:58:00,12121.881935
2018-08-10 11:59:00,12119.9312615
2018-08-10 12:00:00,12117.980588
2018-08-10 12:01:00,12112.1285675
2018-08-10 12:02:00,12104.3258735
2018-08-10 12:03:00,12104.3258735
2018-08-10 12:04:00,12106.276547
2018-08-10 12:05:00,12106.276547
2018-08-10 12:06:00,12110.177894
2018-08-10 12:07:00,12110.177894
2018-08-10 12:08:00,12121.881935
2018-08-10 12:09:00,12127.7339555
2018-08-10 12:10:00,12129.684629
2018-08-10 12:11:00,12121.881935
2018-08-10 12:12:00,12117.980588
2018-08-10 12:13:00,12117.980588
2018-08-10 12:14:00,12116.0299145
2018-08-10 12:15:00,12116.0299145
2018-08-10 12:16:00,12116.0299145
2018-08-10 12:17:00,12117.980588
2018-08-10 12:18:00,12116.0299145
2018-08-10 12:19:00,12096.5231795
2018-08-10 12:20:00,12102.3752
2018-08-10 12:21:00,12102.3752
2018-08-10 12:22:00,12102.3752
2018-08-10 12:23:00,12102.3752
2018-08-10 12:24:00,12102.3752
2018-08-10 12:25:00,12102.3752
2018-08-10 12:26:00,12104.3258735
2018-08-10 12:27:00,12110.177894
2018-08-10 12:28:00,12110.177894
2018-08-10 12:29:00,12112.1285675
2018-08-10 12:30:00,12112.1285675
2018-08-10 12:31:00,12106.276547
2018-08-10 12:32:00,12092.6218325
2018-08-10 12:33:00,12092.6218325
2018-08-10 12:34:00,12094.572506
2018-08-10 12:35:00,12090.671159
2018-08-10 12:36:00,12090.671159
2018-08-10 12:37:00,12084.8191385
2018-08-10 12:38:00,12096.5231795
2018-08-10 12:39:00,12090.671159
2018-08-10 12:40:00,12084.8191385
2018-08-10 12:41:00,12098.473853
2018-08-10 12:42:00,12094.572506
2018-08-10 12:43:00,12094.572506
2018-08-10 12:44:00,12090.671159
2018-08-10 12:45:00,12088.7204855
2018-08-10 12:46:00,12086.769812
2018-08-10 12:47:00,12075.065771
2018-08-10 12:48:00,12075.065771
2018-08-10 12:49:00,12080.9177915
2018-08-10 12:50:00,12077.0164445
2018-08-10 12:51:00,12077.0164445
2018-08-10 12:52:00,12075.065771
2018-08-10 12:53:00,12069.2137505
2018-08-10 12:54:00,12067.263077
2018-08-10 12:55:00,12067.263077
2018-08-10 12:56:00,12065.3124035
2018-08-10 12:57:00,12069.2137505
2018-08-10 12:58:00,12067.263077
2018-08-10 12:59:00,12071.164424
2018-08-10 13:00:00,12067.263077
2018-08-10 13:01:00,12061.4110565
2018-08-10 13:02:00,12061.4110565
2018-08-10 13:03:00,12065.3124035
2018-08-10 13:04:00,12065.3124035
2018-08-10 13:05:00,12061.4110565
2018-08-10 13:06:00,12069.2137505
2018-08-10 13:07:00,12069.2137505
2018-08-10 13:08:00,12067.263077
2018-08-10 13:09:00,12065.3124035
2018-08-10 13:10:00,12069.2137505
2018-08-10 13:11:00,12069.2137505
2018-08-10 13:12:00,12090.671159
2018-08-10 13:13:00,12088.7204855
2018-08-10 13:14:00,12078.967118
2018-08-10 13:15:00,12100.4245265
2018-08-10 13:16:00,12078.967118
2018-08-10 13:17:00,12086.769812
2018-08-10 13:18:00,12086.769812
2018-08-10 13:19:00,12096.5231795
2018-08-10 13:20:00,12075.065771
2018-08-10 13:21:00,12088.7204855
2018-08-10 13:22:00,12088.7204855
2018-08-10 13:23:00,12077.0164445
2018-08-10 13:24:00,12077.0164445
2018-08-10 13:25:00,12071.164424
2018-08-10 13:26:00,12077.0164445
2018-08-10 13:27:00,12071.164424
2018-08-10 13:28:00,12055.559036
2018-08-10 13:29:00,12051.657689
2018-08-10 13:30:00,12059.460383
2018-08-10 13:31:00,12059.460383
2018-08-10 13:32:00,12053.6083625
2018-08-10 13:33:00,12053.6083625
2018-08-10 13:34:00,12057.5097095
2018-08-10 13:35:00,12061.4110565
2018-08-10 13:36:00,12061.4110565
2018-08-10 13:37:00,12061.4110565
2018-08-10 13:38:00,12075.065771
2018-08-10 13:39:00,12069.2137505
2018-08-10 13:40:00,12065.3124035
2018-08-10 13:41:00,12063.36173
2018-08-10 13:42:00,12065.3124035
2018-08-10 13:43:00,12063.36173
2018-08-10 13:44:00,12069.2137505
2018-08-10 13:45:00,12069.2137505
2018-08-10 13:46:00,12065.3124035
2018-08-10 13:47:00,12061.4110565
2018-08-10 13:48:00,12057.5097095
2018-08-10 13:49:00,12057.5097095
2018-08-10 13:50:00,12057.5097095
2018-08-10 13:51:00,12059.460383
2018-08-10 13:52:00,12061.4110565
2018-08-10 13:53:00,12061.4110565
2018-08-10 13:54:00,12061.4110565
2018-08-10 13:55:00,12061.4110565
2018-08-10 13:56:00,12059.460383
2018-08-10 13:57:00,12080.9177915
2018-08-10 13:58:00,12077.0164445
2018-08-10 13:59:00,12057.5097095
2018-08-10 14:00:00,12059.460383
2018-08-10 14:01:00,12057.5097095
2018-08-10 14:02:00,12047.756342
2018-08-10 14:03:00,12047.756342
2018-08-10 14:04:00,12059.460383
2018-08-10 14:05:00,12059.460383
2018-08-10 14:06:00,12053.6083625
2018-08-10 14:07:00,12051.657689
2018-08-10 14:08:00,12059.460383
2018-08-10 14:09:00,12059.460383
2018-08-10 14:10:00,12063.36173
2018-08-10 14:11:00,12063.36173
2018-08-10 14:12:00,12057.5097095
2018-08-10 14:13:00,12053.6083625
2018-08-10 14:14:00,12057.5097095
2018-08-10 14:15:00,12059.460383
2018-08-10 14:16:00,12051.657689
2018-08-10 14:17:00,12080.9177915
2018-08-10 14:18:00,12100.4245265
2018-08-10 14:19:00,12100.4245265
2018-08-10 14:20:00,12100.4245265
2018-08-10 14:21:00,12104.3258735
2018-08-10 14:22:00,12108.2272205
2018-08-10 14:23:00,12123.8326085
2018-08-10 14:24:00,12119.9312615
2018-08-10 14:25:00,12139.4379965
2018-08-10 14:26:00,12133.585976
2018-08-10 14:27:00,12131.6353025
2018-08-10 14:28:00,12129.684629
2018-08-10 14:29:00,12129.684629
2018-08-10 14:30:00,12129.684629
2018-08-10 14:31:00,12117.980588
2018-08-10 14:32:00,12117.980588
2018-08-10 14:33:00,12117.980588
2018-08-10 14:34:00,12117.980588
2018-08-10 14:35:00,12117.980588
2018-08-10 14:36:00,12112.1285675
2018-08-10 14:37:00,12108.2272205
2018-08-10 14:38:00,12110.177894
2018-08-10 14:39:00,12110.177894
2018-08-10 14:40:00,12110.177894
2018-08-10 14:41:00,12096.5231795
2018-08-10 14:42:00,12096.5231795
2018-08-10 14:43:00,12090.671159
2018-08-10 14:44:00,12090.671159
2018-08-10 14:45:00,12092.6218325
2018-08-10 14:46:00,12088.7204855
2018-08-10 14:47:00,12088.7204855
2018-08-10 14:48:00,12088.7204855
2018-08-10 14:49:00,12088.7204855
2018-08-10 14:50:00,12088.7204855
2018-08-10 14:51:00,12088.7204855
2018-08-10 14:52:00,12108.2272205
2018-08-10 14:53:00,12108.2272205
2018-08-10 14:54:00,12108.2272205
2018-08-10 14:55:00,12108.2272205
2018-08-10 14:56:00,12100.4245265
2018-08-10 14:57:00,12100.4245265
2018-08-10 14:58:00,12088.7204855
2018-08-10 14:59:00,12086.769812
2018-08-13 00:59:00,12069.7940864
2018-08-13 01:00:00,11803.9225864
2018-08-13 01:01:00,11921.8494614
2018-08-13 01:02:00,11863.9580864
2018-08-13 01:03:00,11842.5168364
2018-08-13 01:04:00,11881.1110864
2018-08-13 01:05:00,11891.8317114
2018-08-13 01:06:00,11883.2552114
2018-08-13 01:07:00,11874.6787114
2018-08-13 01:08:00,11876.8228364
2018-08-13 01:09:00,11876.8228364
2018-08-13 01:10:00,11870.3904614
2018-08-13 01:11:00,11874.6787114
2018-08-13 01:12:00,11878.9669614
2018-08-13 01:13:00,11891.8317114
2018-08-13 01:14:00,11878.9669614
2018-08-13 01:15:00,11878.9669614
2018-08-13 01:16:00,11866.1022114
2018-08-13 01:17:00,11868.2463364
2018-08-13 01:18:00,11874.6787114
2018-08-13 01:19:00,11887.5434614
2018-08-13 01:20:00,11898.2640864
2018-08-13 01:21:00,11887.5434614
2018-08-13 01:22:00,11896.1199614
2018-08-13 01:23:00,11913.2729614
2018-08-13 01:24:00,11904.6964614
2018-08-13 01:25:00,11911.1288364
2018-08-13 01:26:00,11917.5612114
2018-08-13 01:27:00,11915.4170864
2018-08-13 01:28:00,11913.2729614
2018-08-13 01:29:00,11913.2729614
2018-08-13 01:30:00,11926.1377114
2018-08-13 01:31:00,11921.8494614
2018-08-13 01:32:00,11913.2729614
2018-08-13 01:33:00,11928.2818364
2018-08-13 01:34:00,11923.9935864
2018-08-13 01:35:00,11926.1377114
2018-08-13 01:36:00,11936.8583364
2018-08-13 01:37:00,11981.8849614
2018-08-13 01:38:00,11964.7319614
2018-08-13 01:39:00,11964.7319614
2018-08-13 01:40:00,11956.1554614
2018-08-13 01:41:00,11930.4259614
2018-08-13 01:42:00,11928.2818364
2018-08-13 01:43:00,11930.4259614
2018-08-13 01:44:00,11913.2729614
2018-08-13 01:45:00,11904.6964614
2018-08-13 01:46:00,11917.5612114
2018-08-13 01:47:00,11926.1377114
2018-08-13 01:48:00,11923.9935864
2018-08-13 01:49:00,11932.5700864
2018-08-13 01:50:00,11928.2818364
2018-08-13 01:51:00,11926.1377114
2018-08-13 01:52:00,11934.7142114
2018-08-13 01:53:00,11934.7142114
2018-08-13 01:54:00,11921.8494614
2018-08-13 01:55:00,11904.6964614
2018-08-13 01:56:00,11889.6875864
2018-08-13 01:57:00,11874.6787114
2018-08-13 01:58:00,11874.6787114
2018-08-13 01:59:00,11885.3993364
2018-08-13 02:00:00,11945.4348364
2018-08-13 02:01:00,11934.7142114
2018-08-13 02:02:00,11951.8672114
2018-08-13 02:03:00,11958.2995864
2018-08-13 02:04:00,11962.5878364
2018-08-13 02:05:00,11921.8494614
2018-08-13 02:06:00,11868.2463364
2018-08-13 02:07:00,11885.3993364
2018-08-13 02:08:00,11876.8228364
2018-08-13 02:09:00,11923.9935864
2018-08-13 02:10:00,11923.9935864
2018-08-13 02:11:00,11949.7230864
2018-08-13 02:12:00,11923.9935864
2018-08-13 02:13:00,11893.9758364
2018-08-13 02:14:00,11932.5700864
2018-08-13 02:15:00,11919.7053364
2018-08-13 02:16:00,11919.7053364
2018-08-13 02:17:00,11906.8405864
2018-08-13 02:18:00,11923.9935864
2018-08-13 02:19:00,11906.8405864
2018-08-13 02:20:00,11904.6964614
2018-08-13 02:21:00,11885.3993364
2018-08-13 02:22:00,11868.2463364
2018-08-13 02:23:00,11859.6698364
2018-08-13 02:24:00,11868.2463364
2018-08-13 02:25:00,11846.8050864
2018-08-13 02:26:00,11821.0755864
2018-08-13 02:27:00,11842.5168364
2018-08-13 02:28:00,11842.5168364
2018-08-13 02:29:00,11870.3904614
2018-08-13 02:30:00,11836.0844614
2018-08-13 02:31:00,11833.9403364
2018-08-13 02:32:00,11812.4990864
2018-08-13 02:33:00,11808.2108364
2018-08-13 02:34:00,11838.2285864
2018-08-13 02:35:00,11829.6520864
2018-08-13 02:36:00,11844.6609614
2018-08-13 02:37:00,11855.3815864
2018-08-13 02:38:00,11848.9492114
2018-08-13 02:39:00,11876.8228364
2018-08-13 02:40:00,11848.9492114
2018-08-13 02:41:00,11842.5168364
2018-08-13 02:42:00,11803.9225864
2018-08-13 02:43:00,11799.6343364
2018-08-13 02:44:00,11799.6343364
2018-08-13 02:45:00,11812.4990864
2018-08-13 02:46:00,11821.0755864
2018-08-13 02:47:00,11821.0755864
2018-08-13 02:48:00,11829.6520864
2018-08-13 02:49:00,11846.8050864
2018-08-13 02:50:00,11842.5168364
2018-08-13 02:51:00,11855.3815864
2018-08-13 02:52:00,11851.0933364
2018-08-13 02:53:00,11833.9403364
2018-08-13 02:54:00,11842.5168364
2018-08-13 02:55:00,11825.3638364
2018-08-13 02:56:00,11838.2285864
2018-08-13 02:57:00,11829.6520864
2018-08-13 02:58:00,11842.5168364
2018-08-13 02:59:00,11851.0933364
2018-08-13 03:00:00,11851.0933364
2018-08-13 03:01:00,11855.3815864
2018-08-13 03:02:00,11846.8050864
2018-08-13 03:03:00,11861.8139614
2018-08-13 03:04:00,11863.9580864
2018-08-13 03:05:00,11851.0933364
2018-08-13 03:06:00,11859.6698364
2018-08-13 03:07:00,11855.3815864
2018-08-13 03:08:00,11855.3815864
2018-08-13 03:09:00,11851.0933364
2018-08-13 03:10:00,11840.3727114
2018-08-13 03:11:00,11833.9403364
2018-08-13 03:12:00,11838.2285864
2018-08-13 03:13:00,11846.8050864
2018-08-13 03:14:00,11838.2285864
2018-08-13 03:15:00,11838.2285864
2018-08-13 03:16:00,11851.0933364
2018-08-13 03:17:00,11863.9580864
2018-08-13 03:18:00,11851.0933364
2018-08-13 03:19:00,11842.5168364
2018-08-13 03:20:00,11838.2285864
2018-08-13 03:21:00,11846.8050864
2018-08-13 03:22:00,11861.8139614
2018-08-13 03:23:00,11859.6698364
2018-08-13 03:24:00,11855.3815864
2018-08-13 03:25:00,11863.9580864
2018-08-13 03:26:00,11859.6698364
2018-08-13 03:27:00,11861.8139614
2018-08-13 03:28:00,11874.6787114
2018-08-13 03:29:00,11863.9580864
2018-08-13 03:30:00,11859.6698364
2018-08-13 03:31:00,11859.6698364
2018-08-13 03:32:00,11859.6698364
2018-08-13 03:33:00,11863.9580864
2018-08-13 03:34:00,11868.2463364
2018-08-13 03:35:00,11859.6698364
2018-08-13 03:36:00,11868.2463364
2018-08-13 03:37:00,11868.2463364
2018-08-13 03:38:00,11863.9580864
2018-08-13 03:39:00,11868.2463364
2018-08-13 03:40:00,11868.2463364
2018-08-13 03:41:00,11868.2463364
2018-08-13 03:42:00,11863.9580864
2018-08-13 03:43:00,11863.9580864
2018-08-13 03:44:00,11868.2463364
2018-08-13 03:45:00,11853.2374614
2018-08-13 03:46:00,11846.8050864
2018-08-13 03:47:00,11863.9580864
2018-08-13 03:48:00,11863.9580864
2018-08-13 03:49:00,11863.9580864
2018-08-13 03:50:00,11861.8139614
2018-08-13 03:51:00,11863.9580864
2018-08-13 03:52:00,11859.6698364
2018-08-13 03:53:00,11855.3815864
2018-08-13 03:54:00,11851.0933364
2018-08-13 03:55:00,11859.6698364
2018-08-13 03:56:00,11855.3815864
2018-08-13 03:57:00,11855.3815864
2018-08-13 03:58:00,11881.1110864
2018-08-13 03:59:00,11898.2640864
2018-08-13 04:00:00,11893.9758364
2018-08-13 04:01:00,11885.3993364
2018-08-13 04:02:00,11872.5345864
2018-08-13 04:03:00,11881.1110864
2018-08-13 04:04:00,11881.1110864
2018-08-13 04:05:00,11885.3993364
2018-08-13 04:06:00,11885.3993364
2018-08-13 04:07:00,11889.6875864
2018-08-13 04:08:00,11891.8317114
2018-08-13 04:09:00,11893.9758364
2018-08-13 04:10:00,11887.5434614
2018-08-13 04:11:00,11898.2640864
2018-08-13 04:12:00,11902.5523364
2018-08-13 04:13:00,11915.4170864
2018-08-13 04:14:00,11919.7053364
2018-08-13 04:15:00,11923.9935864
2018-08-13 04:16:00,11906.8405864
2018-08-13 04:17:00,11889.6875864
2018-08-13 04:18:00,11868.2463364
2018-08-13 04:19:00,11861.8139614
2018-08-13 04:20:00,11868.2463364
2018-08-13 04:21:00,11868.2463364
2018-08-13 04:22:00,11881.1110864
2018-08-13 04:23:00,11872.5345864
2018-08-13 04:24:00,11859.6698364
2018-08-13 04:25:00,11859.6698364
2018-08-13 04:26:00,11859.6698364
2018-08-13 04:27:00,11855.3815864
2018-08-13 04:28:00,11885.3993364
2018-08-13 04:29:00,11876.8228364
2018-08-13 04:30:00,11876.8228364
2018-08-13 04:31:00,11868.2463364
2018-08-13 04:32:00,11868.2463364
2018-08-13 04:33:00,11883.2552114
2018-08-13 04:34:00,11881.1110864
2018-08-13 04:35:00,11885.3993364
2018-08-13 04:36:00,11889.6875864
2018-08-13 04:37:00,11883.2552114
2018-08-13 04:38:00,11885.3993364
2018-08-13 04:39:00,11885.3993364
2018-08-13 04:40:00,11885.3993364
2018-08-13 04:41:00,11876.8228364
2018-08-13 04:42:00,11872.5345864
2018-08-13 04:43:00,11859.6698364
2018-08-13 04:44:00,11851.0933364
2018-08-13 04:45:00,11846.8050864
2018-08-13 04:46:00,11851.0933364
2018-08-13 04:47:00,11842.5168364
2018-08-13 04:48:00,11842.5168364
2018-08-13 04:49:00,11842.5168364
2018-08-13 04:50:00,11842.5168364
2018-08-13 04:51:00,11833.9403364
2018-08-13 04:52:00,11833.9403364
2018-08-13 04:53:00,11833.9403364
2018-08-13 04:54:00,11829.6520864
2018-08-13 04:55:00,11821.0755864
2018-08-13 04:56:00,11823.2197114
2018-08-13 04:57:00,11842.5168364
2018-08-13 04:58:00,11833.9403364
2018-08-13 04:59:00,11827.5079614
2018-08-13 05:00:00,11833.9403364
2018-08-13 05:01:00,11840.3727114
2018-08-13 05:02:00,11833.9403364
2018-08-13 05:03:00,11833.9403364
2018-08-13 05:04:00,11816.7873364
2018-08-13 05:05:00,11808.2108364
2018-08-13 05:06:00,11795.3460864
2018-08-13 05:07:00,11806.0667114
2018-08-13 05:08:00,11814.6432114
2018-08-13 05:09:00,11821.0755864
2018-08-13 05:10:00,11816.7873364
2018-08-13 05:11:00,11821.0755864
2018-08-13 05:12:00,11825.3638364
2018-08-13 05:13:00,11818.9314614
2018-08-13 05:14:00,11816.7873364
2018-08-13 05:15:00,11816.7873364
2018-08-13 05:16:00,11818.9314614
2018-08-13 05:17:00,11812.4990864
2018-08-13 05:18:00,11803.9225864
2018-08-13 05:19:00,11808.2108364
2018-08-13 05:20:00,11814.6432114
2018-08-13 05:21:00,11825.3638364
2018-08-13 05:22:00,11825.3638364
2018-08-13 05:23:00,11825.3638364
2018-08-13 05:24:00,11825.3638364
2018-08-13 05:25:00,11829.6520864
2018-08-13 05:26:00,11829.6520864
2018-08-13 05:27:00,11831.7962114
2018-08-13 05:28:00,11829.6520864
2018-08-13 05:29:00,11827.5079614
2018-08-13 05:30:00,11821.0755864
2018-08-13 05:31:00,11821.0755864
2018-08-13 05:32:00,11816.7873364
2018-08-13 05:33:00,11821.0755864
2018-08-13 05:34:00,11825.3638364
2018-08-13 05:35:00,11816.7873364
2018-08-13 05:36:00,11829.6520864
2018-08-13 05:37:00,11842.5168364
2018-08-13 05:38:00,11844.6609614
2018-08-13 05:39:00,11851.0933364
2018-08-13 05:40:00,11855.3815864
2018-08-13 05:41:00,11851.0933364
2018-08-13 05:42:00,11846.8050864
2018-08-13 05:43:00,11855.3815864
2018-08-13 05:44:00,11853.2374614
2018-08-13 05:45:00,11846.8050864
2018-08-13 05:46:00,11840.3727114
2018-08-13 05:47:00,11840.3727114
2018-08-13 05:48:00,11848.9492114
2018-08-13 05:49:00,11851.0933364
2018-08-13 05:50:00,11851.0933364
2018-08-13 05:51:00,11838.2285864
2018-08-13 05:52:00,11836.0844614
2018-08-13 05:53:00,11829.6520864
2018-08-13 05:54:00,11825.3638364
2018-08-13 05:55:00,11821.0755864
2018-08-13 05:56:00,11821.0755864
2018-08-13 05:57:00,11812.4990864
2018-08-13 05:58:00,11818.9314614
2018-08-13 05:59:00,11825.3638364
2018-08-13 06:00:00,11825.3638364
2018-08-13 06:01:00,11829.6520864
2018-08-13 06:02:00,11831.7962114
2018-08-13 06:03:00,11838.2285864
2018-08-13 06:04:00,11838.2285864
2018-08-13 06:05:00,11833.9403364
2018-08-13 06:06:00,11833.9403364
2018-08-13 06:07:00,11838.2285864
2018-08-13 06:08:00,11829.6520864
2018-08-13 06:09:00,11825.3638364
2018-08-13 06:10:00,11825.3638364
2018-08-13 06:11:00,11825.3638364
2018-08-13 06:12:00,11829.6520864
2018-08-13 06:13:00,11827.5079614
2018-08-13 06:14:00,11838.2285864
2018-08-13 06:15:00,11838.2285864
2018-08-13 06:16:00,11833.9403364
2018-08-13 06:17:00,11818.9314614
2018-08-13 06:18:00,11803.9225864
2018-08-13 06:19:00,11825.3638364
2018-08-13 06:20:00,11825.3638364
2018-08-13 06:21:00,11823.2197114
2018-08-13 06:22:00,11816.7873364
2018-08-13 06:23:00,11814.6432114
2018-08-13 06:24:00,11810.3549614
2018-08-13 06:25:00,11808.2108364
2018-08-13 06:26:00,11799.6343364
2018-08-13 06:27:00,11797.4902114
2018-08-13 06:28:00,11808.2108364
2018-08-13 06:29:00,11818.9314614
2018-08-13 06:30:00,11821.0755864
2018-08-13 06:31:00,11821.0755864
2018-08-13 06:32:00,11816.7873364
2018-08-13 06:33:00,11821.0755864
2018-08-13 06:34:00,11821.0755864
2018-08-13 06:35:00,11833.9403364
2018-08-13 06:36:00,11833.9403364
2018-08-13 06:37:00,11838.2285864
2018-08-13 06:38:00,11829.6520864
2018-08-13 06:39:00,11833.9403364
2018-08-13 06:40:00,11825.3638364
2018-08-13 06:41:00,11823.2197114
2018-08-13 06:42:00,11829.6520864
2018-08-13 06:43:00,11833.9403364
2018-08-13 06:44:00,11846.8050864
2018-08-13 06:45:00,11846.8050864
2018-08-13 06:46:00,11838.2285864
2018-08-13 06:47:00,11838.2285864
2018-08-13 06:48:00,11842.5168364
2018-08-13 06:49:00,11846.8050864
2018-08-13 06:50:00,11855.3815864
2018-08-13 06:51:00,11846.8050864
2018-08-13 06:52:00,11846.8050864
2018-08-13 06:53:00,11868.2463364
2018-08-13 06:54:00,11902.5523364
2018-08-13 06:55:00,11945.4348364
2018-08-13 06:56:00,11960.4437114
2018-08-13 06:57:00,11928.2818364
2018-08-13 06:58:00,11930.4259614
2018-08-13 06:59:00,11934.7142114
2018-08-13 07:00:00,11936.8583364
2018-08-13 07:01:00,11915.4170864
2018-08-13 07:02:00,11932.5700864
2018-08-13 07:03:00,11915.4170864
2018-08-13 07:04:00,11913.2729614
2018-08-13 07:05:00,11911.1288364
2018-08-13 07:06:00,11919.7053364
2018-08-13 07:07:00,11902.5523364
2018-08-13 07:08:00,11904.6964614
2018-08-13 07:09:00,11911.1288364
2018-08-13 07:10:00,11898.2640864
2018-08-13 07:11:00,11902.5523364
2018-08-13 07:12:00,11915.4170864
2018-08-13 07:13:00,11902.5523364
2018-08-13 07:14:00,11900.4082114
2018-08-13 07:15:00,11908.9847114
2018-08-13 07:16:00,11898.2640864
2018-08-13 07:17:00,11893.9758364
2018-08-13 07:18:00,11902.5523364
2018-08-13 07:19:00,11911.1288364
2018-08-13 07:20:00,11906.8405864
2018-08-13 07:21:00,11919.7053364
2018-08-13 07:22:00,11911.1288364
2018-08-13 07:23:00,11906.8405864
2018-08-13 07:24:00,11913.2729614
2018-08-13 07:25:00,11915.4170864
2018-08-13 07:26:00,11928.2818364
2018-08-13 07:27:00,11932.5700864
2018-08-13 07:28:00,11945.4348364
2018-08-13 07:29:00,11947.5789614
2018-08-13 07:30:00,11949.7230864
2018-08-13 07:31:00,11954.0113364
2018-08-13 07:32:00,11945.4348364
2018-08-13 07:33:00,11941.1465864
2018-08-13 07:34:00,11936.8583364
2018-08-13 07:35:00,11936.8583364
2018-08-13 07:36:00,11923.9935864
2018-08-13 07:37:00,11932.5700864
2018-08-13 07:38:00,11928.2818364
2018-08-13 07:39:00,11928.2818364
2018-08-13 07:40:00,11930.4259614
2018-08-13 07:41:00,11945.4348364
2018-08-13 07:42:00,11954.0113364
2018-08-13 07:43:00,11962.5878364
2018-08-13 07:44:00,11962.5878364
2018-08-13 07:45:00,11951.8672114
2018-08-13 07:46:00,11936.8583364
2018-08-13 07:47:00,11945.4348364
2018-08-13 07:48:00,11943.2907114
2018-08-13 07:49:00,11945.4348364
2018-08-13 07:50:00,11936.8583364
2018-08-13 07:51:00,11936.8583364
2018-08-13 07:52:00,11923.9935864
2018-08-13 07:53:00,11928.2818364
2018-08-13 07:54:00,11928.2818364
2018-08-13 07:55:00,11915.4170864
2018-08-13 07:56:00,11923.9935864
2018-08-13 07:57:00,11911.1288364
2018-08-13 07:58:00,11919.7053364
2018-08-13 07:59:00,11911.1288364
2018-08-13 08:00:00,11919.7053364
2018-08-13 08:01:00,11911.1288364
2018-08-13 08:02:00,11906.8405864
2018-08-13 08:03:00,11915.4170864
2018-08-13 08:04:00,11917.5612114
2018-08-13 08:05:00,11906.8405864
2018-08-13 08:06:00,11919.7053364
2018-08-13 08:07:00,11919.7053364
2018-08-13 08:08:00,11917.5612114
2018-08-13 08:09:00,11921.8494614
2018-08-13 08:10:00,11926.1377114
2018-08-13 08:11:00,11932.5700864
2018-08-13 08:12:00,11932.5700864
2018-08-13 08:13:00,11932.5700864
2018-08-13 08:14:00,11923.9935864
2018-08-13 08:15:00,11919.7053364
2018-08-13 08:16:00,11923.9935864
2018-08-13 08:17:00,11906.8405864
2018-08-13 08:18:00,11911.1288364
2018-08-13 08:19:00,11917.5612114
2018-08-13 08:20:00,11932.5700864
2018-08-13 08:21:00,11956.1554614
2018-08-13 08:22:00,11958.2995864
2018-08-13 08:23:00,11966.8760864
2018-08-13 08:24:00,11971.1643364
2018-08-13 08:25:00,11977.5967114
2018-08-13 08:26:00,11966.8760864
2018-08-13 08:27:00,11979.7408364
2018-08-13 08:28:00,11986.1732114
2018-08-13 08:29:00,11986.1732114
2018-08-13 08:30:00,11992.6055864
2018-08-13 08:31:00,11971.1643364
2018-08-13 08:32:00,11984.0290864
2018-08-13 08:33:00,11996.8938364
2018-08-13 08:34:00,12014.0468364
2018-08-13 08:35:00,12029.0557114
2018-08-13 08:36:00,12009.7585864
2018-08-13 08:37:00,11988.3173364
2018-08-13 08:38:00,11986.1732114
2018-08-13 08:39:00,11971.1643364
2018-08-13 08:40:00,11988.3173364
2018-08-13 08:41:00,11988.3173364
2018-08-13 08:42:00,11984.0290864
2018-08-13 08:43:00,11979.7408364
2018-08-13 08:44:00,11992.6055864
2018-08-13 08:45:00,11992.6055864
2018-08-13 08:46:00,11994.7497114
2018-08-13 08:47:00,11996.8938364
2018-08-13 08:48:00,11984.0290864
2018-08-13 08:49:00,11975.4525864
2018-08-13 08:50:00,11971.1643364
2018-08-13 08:51:00,11988.3173364
2018-08-13 08:52:00,12001.1820864
2018-08-13 08:53:00,11990.4614614
2018-08-13 08:54:00,12009.7585864
2018-08-13 08:55:00,12007.6144614
2018-08-13 08:56:00,12009.7585864
2018-08-13 08:57:00,12009.7585864
2018-08-13 08:58:00,12022.6233364
2018-08-13 08:59:00,12041.9204614
2018-08-13 09:00:00,12052.6410864
2018-08-13 09:01:00,12052.6410864
2018-08-13 09:02:00,12048.3528364
2018-08-13 09:03:00,12037.6322114
2018-08-13 09:04:00,12056.9293364
2018-08-13 09:05:00,12061.2175864
2018-08-13 09:06:00,12071.9382114
2018-08-13 09:07:00,12069.7940864
2018-08-13 09:08:00,12065.5058364
2018-08-13 09:09:00,12074.0823364
2018-08-13 09:10:00,12069.7940864
2018-08-13 09:11:00,12069.7940864
2018-08-13 09:12:00,12076.2264614
2018-08-13 09:13:00,12069.7940864
2018-08-13 09:14:00,12059.0734614
2018-08-13 09:15:00,12065.5058364
2018-08-13 09:16:00,12061.2175864
2018-08-13 09:17:00,12074.0823364
2018-08-13 09:18:00,12076.2264614
2018-08-13 09:19:00,12078.3705864
2018-08-13 09:20:00,12078.3705864
2018-08-13 09:21:00,12069.7940864
2018-08-13 09:22:00,12061.2175864
2018-08-13 09:23:00,12059.0734614
2018-08-13 09:24:00,12076.2264614
2018-08-13 09:25:00,12065.5058364
2018-08-13 09:26:00,12061.2175864
2018-08-13 09:27:00,12059.0734614
2018-08-13 09:28:00,12048.3528364
2018-08-13 09:29:00,12044.0645864
2018-08-13 09:30:00,12039.7763364
2018-08-13 09:31:00,12035.4880864
2018-08-13 09:32:00,12031.1998364
2018-08-13 09:33:00,12035.4880864
2018-08-13 09:34:00,12039.7763364
