,XBT
2018-07-17 09:34:00,-791.3475256
2018-07-17 09:35:00,-794.0825256
2018-07-17 09:36:00,-799.5525256
2018-07-17 09:37:00,-802.2875256
2018-07-17 09:38:00,-802.2875256
2018-07-17 09:39:00,-799.5525256
2018-07-17 09:40:00,-796.8175256
2018-07-17 09:41:00,-799.5525256
2018-07-17 09:42:00,-799.5525256
2018-07-17 09:43:00,-802.2875256
2018-07-17 09:44:00,-791.3475256
2018-07-17 09:45:00,-794.0825256
2018-07-17 09:46:00,-794.0825256
2018-07-17 09:47:00,-796.8175256
2018-07-17 09:48:00,-796.8175256
2018-07-17 09:49:00,-796.8175256
2018-07-17 09:50:00,-796.8175256
2018-07-17 09:51:00,-796.8175256
2018-07-17 09:52:00,-796.8175256
2018-07-17 09:53:00,-796.8175256
2018-07-17 09:54:00,-802.2875256
2018-07-17 09:55:00,-802.2875256
2018-07-17 09:56:00,-802.2875256
2018-07-17 09:57:00,-802.2875256
2018-07-17 09:58:00,-802.2875256
2018-07-17 09:59:00,-802.2875256
2018-07-17 10:00:00,-802.2875256
2018-07-17 10:01:00,-802.2875256
2018-07-17 10:02:00,-794.0825256
2018-07-17 10:03:00,-788.6125256
2018-07-17 10:04:00,-791.3475256
2018-07-17 10:05:00,-788.6125256
2018-07-17 10:06:00,-791.3475256
2018-07-17 10:07:00,-796.8175256
2018-07-17 10:08:00,-791.3475256
2018-07-17 10:09:00,-791.3475256
2018-07-17 10:10:00,-791.3475256
2018-07-17 10:11:00,-791.3475256
2018-07-17 10:12:00,-794.0825256
2018-07-17 10:13:00,-791.3475256
2018-07-17 10:14:00,-791.3475256
2018-07-17 10:15:00,-791.3475256
2018-07-17 10:16:00,-791.3475256
2018-07-17 10:17:00,-791.3475256
2018-07-17 10:18:00,-788.6125256
2018-07-17 10:19:00,-788.6125256
2018-07-17 10:20:00,-785.8775256
2018-07-17 10:21:00,-791.3475256
2018-07-17 10:22:00,-791.3475256
2018-07-17 10:23:00,-785.8775256
2018-07-17 10:24:00,-788.6125256
2018-07-17 10:25:00,-783.1425256
2018-07-17 10:26:00,-774.9375256
2018-07-17 10:27:00,-769.4675256
2018-07-17 10:28:00,-785.8775256
2018-07-17 10:29:00,-783.1425256
2018-07-17 10:30:00,-783.1425256
2018-07-17 10:31:00,-785.8775256
2018-07-17 10:32:00,-780.4075256
2018-07-17 10:33:00,-769.4675256
2018-07-17 10:34:00,-769.4675256
2018-07-17 10:35:00,-758.5275256
2018-07-17 10:36:00,-758.5275256
2018-07-17 10:37:00,-758.5275256
2018-07-17 10:38:00,-763.9975256
2018-07-17 10:39:00,-763.9975256
2018-07-17 10:40:00,-769.4675256
2018-07-17 10:41:00,-774.9375256
2018-07-17 10:42:00,-769.4675256
2018-07-17 10:43:00,-769.4675256
2018-07-17 10:44:00,-772.2025256
2018-07-17 10:45:00,-763.9975256
2018-07-17 10:46:00,-755.7925256
2018-07-17 10:47:00,-763.9975256
2018-07-17 10:48:00,-758.5275256
2018-07-17 10:49:00,-758.5275256
2018-07-17 10:50:00,-755.7925256
2018-07-17 10:51:00,-755.7925256
2018-07-17 10:52:00,-747.5875256
2018-07-17 10:53:00,-747.5875256
2018-07-17 10:54:00,-742.1175256
2018-07-17 10:55:00,-736.6475256
2018-07-17 10:56:00,-736.6475256
2018-07-17 10:57:00,-742.1175256
2018-07-17 10:58:00,-736.6475256
2018-07-17 10:59:00,-725.7075256
2018-07-17 11:00:00,-753.0575256
2018-07-17 11:01:00,-753.0575256
2018-07-17 11:02:00,-753.0575256
2018-07-17 11:03:00,-758.5275256
2018-07-17 11:04:00,-758.5275256
2018-07-17 11:05:00,-753.0575256
2018-07-17 11:06:00,-747.5875256
2018-07-17 11:07:00,-747.5875256
2018-07-17 11:08:00,-753.0575256
2018-07-17 11:09:00,-758.5275256
2018-07-17 11:10:00,-758.5275256
2018-07-17 11:11:00,-763.9975256
2018-07-17 11:12:00,-758.5275256
2018-07-17 11:13:00,-761.2625256
2018-07-17 11:14:00,-763.9975256
2018-07-17 11:15:00,-769.4675256
2018-07-17 11:16:00,-763.9975256
2018-07-17 11:17:00,-763.9975256
2018-07-17 11:18:00,-766.7325256
2018-07-17 11:19:00,-766.7325256
2018-07-17 11:20:00,-766.7325256
2018-07-17 11:21:00,-766.7325256
2018-07-17 11:22:00,-758.5275256
2018-07-17 11:23:00,-755.7925256
2018-07-17 11:24:00,-753.0575256
2018-07-17 11:25:00,-755.7925256
2018-07-17 11:26:00,-753.0575256
2018-07-17 11:27:00,-753.0575256
2018-07-17 11:28:00,-758.5275256
2018-07-17 11:29:00,-753.0575256
2018-07-17 11:30:00,-753.0575256
2018-07-17 11:31:00,-753.0575256
2018-07-17 11:32:00,-742.1175256
2018-07-17 11:33:00,-753.0575256
2018-07-17 11:34:00,-753.0575256
2018-07-17 11:35:00,-758.5275256
2018-07-17 11:36:00,-753.0575256
2018-07-17 11:37:00,-758.5275256
2018-07-17 11:38:00,-758.5275256
2018-07-17 11:39:00,-758.5275256
2018-07-17 11:40:00,-758.5275256
2018-07-17 11:41:00,-753.0575256
2018-07-17 11:42:00,-747.5875256
2018-07-17 11:43:00,-750.3225256
2018-07-17 11:44:00,-750.3225256
2018-07-17 11:45:00,-753.0575256
2018-07-17 11:46:00,-753.0575256
2018-07-17 11:47:00,-747.5875256
2018-07-17 11:48:00,-753.0575256
2018-07-17 11:49:00,-753.0575256
2018-07-17 11:50:00,-750.3225256
2018-07-17 11:51:00,-747.5875256
2018-07-17 11:52:00,-750.3225256
2018-07-17 11:53:00,-744.8525256
2018-07-17 11:54:00,-747.5875256
2018-07-17 11:55:00,-747.5875256
2018-07-17 11:56:00,-753.0575256
2018-07-17 11:57:00,-753.0575256
2018-07-17 11:58:00,-753.0575256
2018-07-17 11:59:00,-753.0575256
2018-07-17 12:00:00,-753.0575256
2018-07-17 12:01:00,-753.0575256
2018-07-17 12:02:00,-747.5875256
2018-07-17 12:03:00,-742.1175256
2018-07-17 12:04:00,-742.1175256
2018-07-17 12:05:00,-742.1175256
2018-07-17 12:06:00,-736.6475256
2018-07-17 12:07:00,-736.6475256
2018-07-17 12:08:00,-736.6475256
2018-07-17 12:09:00,-742.1175256
2018-07-17 12:10:00,-739.3825256
2018-07-17 12:11:00,-747.5875256
2018-07-17 12:12:00,-744.8525256
2018-07-17 12:13:00,-739.3825256
2018-07-17 12:14:00,-739.3825256
2018-07-17 12:15:00,-736.6475256
2018-07-17 12:16:00,-742.1175256
2018-07-17 12:17:00,-742.1175256
2018-07-17 12:18:00,-739.3825256
2018-07-17 12:19:00,-742.1175256
2018-07-17 12:20:00,-742.1175256
2018-07-17 12:21:00,-736.6475256
2018-07-17 12:22:00,-733.9125256
2018-07-17 12:23:00,-731.1775256
2018-07-17 12:24:00,-731.1775256
2018-07-17 12:25:00,-736.6475256
2018-07-17 12:26:00,-742.1175256
2018-07-17 12:27:00,-731.1775256
2018-07-17 12:28:00,-728.4425256
2018-07-17 12:29:00,-728.4425256
2018-07-17 12:30:00,-714.7675256
2018-07-17 12:31:00,-722.9725256
2018-07-17 12:32:00,-722.9725256
2018-07-17 12:33:00,-714.7675256
2018-07-17 12:34:00,-720.2375256
2018-07-17 12:35:00,-714.7675256
2018-07-17 12:36:00,-709.2975256
2018-07-17 12:37:00,-632.7175256
2018-07-17 12:38:00,-526.0525256
2018-07-17 12:39:00,-474.0875256
2018-07-17 12:40:00,-446.7375256
2018-07-17 12:41:00,-331.8675256
2018-07-17 12:42:00,-356.4825256
2018-07-17 12:43:00,-271.6975256
2018-07-17 12:44:00,-238.8775256
2018-07-17 12:45:00,-238.8775256
2018-07-17 12:46:00,-293.5775256
2018-07-17 12:47:00,-296.3125256
2018-07-17 12:48:00,-293.5775256
2018-07-17 12:49:00,-315.4575256
2018-07-17 12:50:00,-274.4325256
2018-07-17 12:51:00,-288.1075256
2018-07-17 12:52:00,-271.6975256
2018-07-17 12:53:00,-260.7575256
2018-07-17 12:54:00,-249.8175256
2018-07-17 12:55:00,-282.6375256
2018-07-17 12:56:00,-277.1675256
2018-07-17 12:57:00,-288.1075256
2018-07-17 12:58:00,-288.1075256
2018-07-17 12:59:00,-282.6375256
2018-07-17 13:00:00,-279.9025256
2018-07-17 13:01:00,-260.7575256
2018-07-17 13:02:00,-189.6475256
2018-07-17 13:03:00,-115.8025256
2018-07-17 13:04:00,-115.8025256
2018-07-17 13:05:00,-118.5375256
2018-07-17 13:06:00,-118.5375256
2018-07-17 13:07:00,-137.6825256
2018-07-17 13:08:00,-102.1275256
2018-07-17 13:09:00,-99.3925256
2018-07-17 13:10:00,-107.5975256
2018-07-17 13:11:00,-107.5975256
2018-07-17 13:12:00,-85.7175256
2018-07-17 13:13:00,-52.8975256
2018-07-17 13:14:00,-69.3075256
2018-07-17 13:15:00,-88.4525256
2018-07-17 13:16:00,-91.1875256
2018-07-17 13:17:00,-52.8975256
2018-07-17 13:18:00,-55.6325256
2018-07-17 13:19:00,-63.8375256
2018-07-17 13:20:00,-63.8375256
2018-07-17 13:21:00,12.7424744
2018-07-17 13:22:00,-36.4875256
2018-07-17 13:23:00,-36.4875256
2018-07-17 13:24:00,-61.1025256
2018-07-17 13:25:00,-52.8975256
2018-07-17 13:26:00,-47.4275256
2018-07-17 13:27:00,-52.8975256
2018-07-17 13:28:00,-52.8975256
2018-07-17 13:29:00,-63.8375256
2018-07-17 13:30:00,-69.3075256
2018-07-17 13:31:00,-63.8375256
2018-07-17 13:32:00,-80.2475256
2018-07-17 13:33:00,-91.1875256
2018-07-17 13:34:00,-96.6575256
2018-07-17 13:35:00,-107.5975256
2018-07-17 13:36:00,-107.5975256
2018-07-17 13:37:00,-118.5375256
2018-07-17 13:38:00,-121.2725256
2018-07-17 13:39:00,-96.6575256
2018-07-17 13:40:00,-82.9825256
2018-07-17 13:41:00,-88.4525256
2018-07-17 13:42:00,-96.6575256
2018-07-17 13:43:00,-102.1275256
2018-07-17 13:44:00,-88.4525256
2018-07-17 13:45:00,-96.6575256
2018-07-17 13:46:00,-99.3925256
2018-07-17 13:47:00,-102.1275256
2018-07-17 13:48:00,-96.6575256
2018-07-17 13:49:00,-96.6575256
2018-07-17 13:50:00,-74.7775256
2018-07-17 13:51:00,-88.4525256
2018-07-17 13:52:00,-85.7175256
2018-07-17 13:53:00,-104.8625256
2018-07-17 13:54:00,-102.1275256
2018-07-17 13:55:00,-107.5975256
2018-07-17 13:56:00,-129.4775256
2018-07-17 13:57:00,-113.0675256
2018-07-17 13:58:00,-107.5975256
2018-07-17 13:59:00,-113.0675256
2018-07-17 14:00:00,-110.3325256
2018-07-17 14:01:00,-107.5975256
2018-07-17 14:02:00,-102.1275256
2018-07-17 14:03:00,-96.6575256
2018-07-17 14:04:00,-104.8625256
2018-07-17 14:05:00,-102.1275256
2018-07-17 14:06:00,-113.0675256
2018-07-17 14:07:00,-115.8025256
2018-07-17 14:08:00,-115.8025256
2018-07-17 14:09:00,-118.5375256
2018-07-17 14:10:00,-102.1275256
2018-07-17 14:11:00,-107.5975256
2018-07-17 14:12:00,-102.1275256
2018-07-17 14:13:00,-91.1875256
2018-07-17 14:14:00,-80.2475256
2018-07-17 14:15:00,-80.2475256
2018-07-17 14:16:00,-80.2475256
2018-07-17 14:17:00,-80.2475256
2018-07-17 14:18:00,-80.2475256
2018-07-17 14:19:00,-80.2475256
2018-07-17 14:20:00,-77.5125256
2018-07-17 14:21:00,-85.7175256
2018-07-17 14:22:00,-85.7175256
2018-07-17 14:23:00,-93.9225256
2018-07-17 14:24:00,-91.1875256
2018-07-17 14:25:00,-93.9225256
2018-07-17 14:26:00,-102.1275256
2018-07-17 14:27:00,-107.5975256
2018-07-17 14:28:00,-107.5975256
2018-07-17 14:29:00,-96.6575256
2018-07-17 14:30:00,-110.3325256
2018-07-17 14:31:00,-102.1275256
2018-07-17 14:32:00,-107.5975256
2018-07-17 14:33:00,-107.5975256
2018-07-17 14:34:00,-118.5375256
2018-07-17 14:35:00,-107.5975256
2018-07-17 14:36:00,-107.5975256
2018-07-17 14:37:00,-124.0075256
2018-07-17 14:38:00,-118.5375256
2018-07-17 14:39:00,-143.1525256
2018-07-17 14:40:00,-145.8875256
2018-07-17 14:41:00,-137.6825256
2018-07-17 14:42:00,-129.4775256
2018-07-17 14:43:00,-132.2125256
2018-07-17 14:44:00,-134.9475256
2018-07-17 14:45:00,-140.4175256
2018-07-17 14:46:00,-140.4175256
2018-07-17 14:47:00,-137.6825256
2018-07-17 14:48:00,-132.2125256
2018-07-17 14:49:00,-118.5375256
2018-07-17 14:50:00,-140.4175256
2018-07-17 14:51:00,-140.4175256
2018-07-17 14:52:00,-140.4175256
2018-07-17 14:53:00,-134.9475256
2018-07-17 14:54:00,-134.9475256
2018-07-17 14:55:00,-140.4175256
2018-07-17 14:56:00,-140.4175256
2018-07-17 14:57:00,-143.1525256
2018-07-17 14:58:00,-145.8875256
2018-07-17 14:59:00,-143.1525256
2018-07-17 15:00:00,-134.9475256
2018-07-17 15:01:00,-134.9475256
2018-07-17 15:02:00,-134.9475256
2018-07-17 15:03:00,-137.6825256
2018-07-17 15:04:00,-132.2125256
2018-07-17 15:05:00,-129.4775256
2018-07-17 15:06:00,-126.7425256
2018-07-17 15:07:00,-126.7425256
2018-07-17 15:08:00,-129.4775256
2018-07-17 15:09:00,-129.4775256
2018-07-17 15:10:00,-129.4775256
2018-07-17 15:11:00,-124.0075256
2018-07-17 15:12:00,-124.0075256
2018-07-17 15:13:00,-126.7425256
2018-07-17 15:14:00,-121.2725256
2018-07-17 15:29:00,-148.6225256
2018-07-17 15:30:00,-121.2725256
2018-07-17 15:31:00,-121.2725256
2018-07-17 15:32:00,-132.2125256
2018-07-17 15:33:00,-134.9475256
2018-07-17 15:34:00,-126.7425256
2018-07-17 15:35:00,-124.0075256
2018-07-17 15:36:00,-132.2125256
2018-07-17 15:37:00,-132.2125256
2018-07-17 15:38:00,-137.6825256
2018-07-17 15:39:00,-137.6825256
2018-07-17 15:40:00,-137.6825256
2018-07-17 15:41:00,-132.2125256
2018-07-17 15:42:00,-132.2125256
2018-07-17 15:43:00,-126.7425256
2018-07-17 15:44:00,-129.4775256
2018-07-17 15:45:00,-143.1525256
2018-07-17 15:46:00,-143.1525256
2018-07-17 15:47:00,-143.1525256
2018-07-17 15:48:00,-143.1525256
2018-07-17 15:49:00,-143.1525256
2018-07-17 15:50:00,-140.4175256
2018-07-17 15:51:00,-132.2125256
2018-07-17 15:52:00,-129.4775256
2018-07-17 15:53:00,-132.2125256
2018-07-17 15:54:00,-134.9475256
2018-07-17 15:55:00,-137.6825256
2018-07-17 15:56:00,-137.6825256
2018-07-17 15:57:00,-134.9475256
2018-07-17 15:58:00,-134.9475256
2018-07-17 15:59:00,-126.7425256
2018-07-17 16:59:00,-91.1875256
2018-07-17 17:00:00,-88.4525256
2018-07-17 17:01:00,-85.7175256
2018-07-17 17:02:00,-85.7175256
2018-07-17 17:03:00,-85.7175256
2018-07-17 17:04:00,-80.2475256
2018-07-17 17:05:00,-82.9825256
2018-07-17 17:06:00,-82.9825256
2018-07-17 17:07:00,-82.9825256
2018-07-17 17:08:00,-82.9825256
2018-07-17 17:09:00,-66.5725256
2018-07-17 17:10:00,-77.5125256
2018-07-17 17:11:00,-82.9825256
2018-07-17 17:12:00,-77.5125256
2018-07-17 17:13:00,-77.5125256
2018-07-17 17:14:00,-77.5125256
2018-07-17 17:15:00,-77.5125256
2018-07-17 17:16:00,-77.5125256
2018-07-17 17:17:00,-77.5125256
2018-07-17 17:18:00,-77.5125256
2018-07-17 17:19:00,-80.2475256
2018-07-17 17:20:00,-80.2475256
2018-07-17 17:21:00,-80.2475256
2018-07-17 17:22:00,-82.9825256
2018-07-17 17:23:00,-80.2475256
2018-07-17 17:24:00,-80.2475256
2018-07-17 17:25:00,-82.9825256
2018-07-17 17:26:00,-88.4525256
2018-07-17 17:27:00,-88.4525256
2018-07-17 17:28:00,-91.1875256
2018-07-17 17:29:00,-88.4525256
2018-07-17 17:30:00,-91.1875256
2018-07-17 17:31:00,-88.4525256
2018-07-17 17:32:00,-91.1875256
2018-07-17 17:33:00,-91.1875256
2018-07-17 17:34:00,-91.1875256
2018-07-17 17:35:00,-91.1875256
2018-07-17 17:36:00,-88.4525256
2018-07-17 17:37:00,-88.4525256
2018-07-17 17:38:00,-91.1875256
2018-07-17 17:39:00,-91.1875256
2018-07-17 17:40:00,-91.1875256
2018-07-17 17:41:00,-102.1275256
2018-07-17 17:42:00,-113.0675256
2018-07-17 17:43:00,-126.7425256
2018-07-17 17:44:00,-118.5375256
2018-07-17 17:45:00,-126.7425256
2018-07-17 17:46:00,-159.5625256
2018-07-17 17:47:00,-167.7675256
2018-07-17 17:48:00,-173.2375256
2018-07-17 17:49:00,-162.2975256
2018-07-17 17:50:00,-154.0925256
2018-07-17 17:51:00,-148.6225256
2018-07-17 17:52:00,-148.6225256
2018-07-17 17:53:00,-137.6825256
2018-07-17 17:54:00,-137.6825256
2018-07-17 17:55:00,-121.2725256
2018-07-17 17:56:00,-126.7425256
2018-07-17 17:57:00,-129.4775256
2018-07-17 17:58:00,-132.2125256
2018-07-17 17:59:00,-134.9475256
2018-07-17 18:00:00,-126.7425256
2018-07-17 18:01:00,-132.2125256
2018-07-17 18:02:00,-132.2125256
2018-07-17 18:03:00,-132.2125256
2018-07-17 18:04:00,-143.1525256
2018-07-17 18:05:00,-143.1525256
2018-07-17 18:06:00,-145.8875256
2018-07-17 18:07:00,-148.6225256
2018-07-17 18:08:00,-143.1525256
2018-07-17 18:09:00,-145.8875256
2018-07-17 18:10:00,-137.6825256
2018-07-17 18:11:00,-134.9475256
2018-07-17 18:12:00,-132.2125256
2018-07-17 18:13:00,-132.2125256
2018-07-17 18:14:00,-132.2125256
2018-07-17 18:15:00,-126.7425256
2018-07-17 18:16:00,-126.7425256
2018-07-17 18:17:00,-126.7425256
2018-07-17 18:18:00,-124.0075256
2018-07-17 18:19:00,-124.0075256
2018-07-17 18:20:00,-132.2125256
2018-07-17 18:21:00,-129.4775256
2018-07-17 18:22:00,-129.4775256
2018-07-17 18:23:00,-129.4775256
2018-07-17 18:24:00,-126.7425256
2018-07-17 18:25:00,-126.7425256
2018-07-17 18:26:00,-121.2725256
2018-07-17 18:27:00,-121.2725256
2018-07-17 18:28:00,-121.2725256
2018-07-17 18:29:00,-121.2725256
2018-07-17 18:30:00,-121.2725256
2018-07-17 18:31:00,-121.2725256
2018-07-17 18:32:00,-121.2725256
2018-07-17 18:33:00,-118.5375256
2018-07-17 18:34:00,-115.8025256
2018-07-17 18:35:00,-121.2725256
2018-07-17 18:36:00,-121.2725256
2018-07-17 18:37:00,-121.2725256
2018-07-17 18:38:00,-118.5375256
2018-07-17 18:39:00,-118.5375256
2018-07-17 18:40:00,-118.5375256
2018-07-17 18:41:00,-124.0075256
2018-07-17 18:42:00,-124.0075256
2018-07-17 18:43:00,-118.5375256
2018-07-17 18:44:00,-121.2725256
2018-07-17 18:45:00,-124.0075256
2018-07-17 18:46:00,-118.5375256
2018-07-17 18:47:00,-118.5375256
2018-07-17 18:48:00,-121.2725256
2018-07-17 18:49:00,-124.0075256
2018-07-17 18:50:00,-124.0075256
2018-07-17 18:51:00,-124.0075256
2018-07-17 18:52:00,-126.7425256
2018-07-17 18:53:00,-129.4775256
2018-07-17 18:54:00,-129.4775256
2018-07-17 18:55:00,-124.0075256
2018-07-17 18:56:00,-129.4775256
2018-07-17 18:57:00,-134.9475256
2018-07-17 18:58:00,-134.9475256
2018-07-17 18:59:00,-134.9475256
2018-07-17 19:00:00,-132.2125256
2018-07-17 19:01:00,-129.4775256
2018-07-17 19:02:00,-132.2125256
2018-07-17 19:03:00,-137.6825256
2018-07-17 19:04:00,-129.4775256
2018-07-17 19:05:00,-129.4775256
2018-07-17 19:06:00,-129.4775256
2018-07-17 19:07:00,-126.7425256
2018-07-17 19:08:00,-126.7425256
2018-07-17 19:09:00,-124.0075256
2018-07-17 19:10:00,-124.0075256
2018-07-17 19:11:00,-121.2725256
2018-07-17 19:12:00,-124.0075256
2018-07-17 19:13:00,-126.7425256
2018-07-17 19:14:00,-126.7425256
2018-07-17 19:15:00,-121.2725256
2018-07-17 19:16:00,-124.0075256
2018-07-17 19:17:00,-124.0075256
2018-07-17 19:18:00,-118.5375256
2018-07-17 19:19:00,-118.5375256
2018-07-17 19:20:00,-115.8025256
2018-07-17 19:21:00,-118.5375256
2018-07-17 19:22:00,-118.5375256
2018-07-17 19:23:00,-115.8025256
2018-07-17 19:24:00,-113.0675256
2018-07-17 19:25:00,-113.0675256
2018-07-17 19:26:00,-110.3325256
2018-07-17 19:27:00,-110.3325256
2018-07-17 19:28:00,-110.3325256
2018-07-17 19:29:00,-110.3325256
2018-07-17 19:30:00,-107.5975256
2018-07-17 19:31:00,-104.8625256
2018-07-17 19:32:00,-93.9225256
2018-07-17 19:33:00,-96.6575256
2018-07-17 19:34:00,-93.9225256
2018-07-17 19:35:00,-93.9225256
2018-07-17 19:36:00,-93.9225256
2018-07-17 19:37:00,-93.9225256
2018-07-17 19:38:00,-88.4525256
2018-07-17 19:39:00,-88.4525256
2018-07-17 19:40:00,-85.7175256
2018-07-17 19:41:00,-88.4525256
2018-07-17 19:42:00,-85.7175256
2018-07-17 19:43:00,-85.7175256
2018-07-17 19:44:00,-88.4525256
2018-07-17 19:45:00,-85.7175256
2018-07-17 19:46:00,-85.7175256
2018-07-17 19:47:00,-93.9225256
2018-07-17 19:48:00,-91.1875256
2018-07-17 19:49:00,-102.1275256
2018-07-17 19:50:00,-93.9225256
2018-07-17 19:51:00,-93.9225256
2018-07-17 19:52:00,-91.1875256
2018-07-17 19:53:00,-85.7175256
2018-07-17 19:54:00,-91.1875256
2018-07-17 19:55:00,-91.1875256
2018-07-17 19:56:00,-93.9225256
2018-07-17 19:57:00,-93.9225256
2018-07-17 19:58:00,-102.1275256
2018-07-17 19:59:00,-102.1275256
2018-07-17 20:00:00,-99.3925256
2018-07-17 20:01:00,-96.6575256
2018-07-17 20:02:00,-104.8625256
2018-07-17 20:03:00,-107.5975256
2018-07-17 20:04:00,-107.5975256
2018-07-17 20:05:00,-110.3325256
2018-07-17 20:06:00,-110.3325256
2018-07-17 20:07:00,-107.5975256
2018-07-17 20:08:00,-115.8025256
2018-07-17 20:09:00,-113.0675256
2018-07-17 20:10:00,-118.5375256
2018-07-17 20:11:00,-113.0675256
2018-07-17 20:12:00,-113.0675256
2018-07-17 20:13:00,-113.0675256
2018-07-17 20:14:00,-113.0675256
2018-07-17 20:15:00,-113.0675256
2018-07-17 20:16:00,-113.0675256
2018-07-17 20:17:00,-118.5375256
2018-07-17 20:18:00,-118.5375256
2018-07-17 20:19:00,-121.2725256
2018-07-17 20:20:00,-118.5375256
2018-07-17 20:21:00,-118.5375256
2018-07-17 20:22:00,-118.5375256
2018-07-17 20:23:00,-124.0075256
2018-07-17 20:24:00,-129.4775256
2018-07-17 20:25:00,-124.0075256
2018-07-17 20:26:00,-124.0075256
2018-07-17 20:27:00,-126.7425256
2018-07-17 20:28:00,-118.5375256
2018-07-17 20:29:00,-113.0675256
2018-07-17 20:30:00,-104.8625256
2018-07-17 20:31:00,-104.8625256
2018-07-17 20:32:00,-107.5975256
2018-07-17 20:33:00,-107.5975256
2018-07-17 20:34:00,-104.8625256
2018-07-17 20:35:00,-104.8625256
2018-07-17 20:36:00,-104.8625256
2018-07-17 20:37:00,-104.8625256
2018-07-17 20:38:00,-104.8625256
2018-07-17 20:39:00,-104.8625256
2018-07-17 20:40:00,-104.8625256
2018-07-17 20:41:00,-104.8625256
2018-07-17 20:42:00,-104.8625256
2018-07-17 20:43:00,-104.8625256
2018-07-17 20:44:00,-104.8625256
2018-07-17 20:45:00,-104.8625256
2018-07-17 20:46:00,-110.3325256
2018-07-17 20:47:00,-113.0675256
2018-07-17 20:48:00,-113.0675256
2018-07-17 20:49:00,-115.8025256
2018-07-17 20:50:00,-113.0675256
2018-07-17 20:51:00,-115.8025256
2018-07-17 20:52:00,-115.8025256
2018-07-17 20:53:00,-113.0675256
2018-07-17 20:54:00,-113.0675256
2018-07-17 20:55:00,-118.5375256
2018-07-17 20:56:00,-110.3325256
2018-07-17 20:57:00,-115.8025256
2018-07-17 20:58:00,-115.8025256
2018-07-17 20:59:00,-115.8025256
2018-07-17 21:00:00,-115.8025256
2018-07-17 21:01:00,-104.8625256
2018-07-17 21:02:00,-104.8625256
2018-07-17 21:03:00,-104.8625256
2018-07-17 21:04:00,-107.5975256
2018-07-17 21:05:00,-113.0675256
2018-07-17 21:06:00,-113.0675256
2018-07-17 21:07:00,-99.3925256
2018-07-17 21:08:00,-99.3925256
2018-07-17 21:09:00,-102.1275256
2018-07-17 21:10:00,-102.1275256
2018-07-17 21:11:00,-102.1275256
2018-07-17 21:12:00,-102.1275256
2018-07-17 21:13:00,-102.1275256
2018-07-17 21:14:00,-99.3925256
2018-07-17 21:15:00,-99.3925256
2018-07-17 21:16:00,-99.3925256
2018-07-17 21:17:00,-99.3925256
2018-07-17 21:18:00,-99.3925256
2018-07-17 21:19:00,-91.1875256
2018-07-17 21:20:00,-91.1875256
2018-07-17 21:21:00,-91.1875256
2018-07-17 21:22:00,-91.1875256
2018-07-17 21:23:00,-91.1875256
2018-07-17 21:24:00,-91.1875256
2018-07-17 21:25:00,-88.4525256
2018-07-17 21:26:00,-85.7175256
2018-07-17 21:27:00,-93.9225256
2018-07-17 21:28:00,-96.6575256
2018-07-17 21:29:00,-91.1875256
2018-07-17 21:30:00,-88.4525256
2018-07-17 21:31:00,-66.5725256
2018-07-17 21:32:00,-85.7175256
2018-07-17 21:33:00,-85.7175256
2018-07-17 21:34:00,-88.4525256
2018-07-17 21:35:00,-88.4525256
2018-07-17 21:36:00,-88.4525256
2018-07-17 21:37:00,-88.4525256
2018-07-17 21:38:00,-85.7175256
2018-07-17 21:39:00,-88.4525256
2018-07-17 21:40:00,-82.9825256
2018-07-17 21:41:00,-80.2475256
2018-07-17 21:42:00,-85.7175256
2018-07-17 21:43:00,-91.1875256
2018-07-17 21:44:00,-88.4525256
2018-07-17 21:45:00,-77.5125256
2018-07-17 21:46:00,-77.5125256
2018-07-17 21:47:00,-77.5125256
2018-07-17 21:48:00,-77.5125256
2018-07-17 21:49:00,-66.5725256
2018-07-17 21:50:00,-66.5725256
2018-07-17 21:51:00,4.5374744
2018-07-17 21:52:00,-36.4875256
2018-07-17 21:53:00,-52.8975256
2018-07-17 21:54:00,-39.2225256
2018-07-17 21:55:00,-25.5475256
2018-07-17 21:56:00,-33.7525256
2018-07-17 21:57:00,-31.0175256
2018-07-17 21:58:00,-33.7525256
2018-07-17 21:59:00,-36.4875256
2018-07-17 22:00:00,-33.7525256
2018-07-17 22:01:00,-31.0175256
2018-07-17 22:02:00,-22.8125256
2018-07-17 22:03:00,1.8024744
2018-07-17 22:04:00,1.8024744
2018-07-17 22:05:00,75.6474744
2018-07-17 22:06:00,53.7674744
2018-07-17 22:07:00,72.9124744
2018-07-17 22:08:00,111.2024744
2018-07-17 22:09:00,81.1174744
2018-07-17 22:10:00,111.2024744
2018-07-17 22:11:00,94.7924744
2018-07-17 22:12:00,89.3224744
2018-07-17 22:13:00,89.3224744
2018-07-17 22:14:00,81.1174744
2018-07-17 22:15:00,59.2374744
2018-07-17 22:16:00,67.4424744
2018-07-17 22:17:00,78.3824744
2018-07-17 22:18:00,78.3824744
2018-07-17 22:19:00,75.6474744
2018-07-17 22:20:00,61.9724744
2018-07-17 22:21:00,83.8524744
2018-07-17 22:22:00,83.8524744
2018-07-17 22:23:00,83.8524744
2018-07-17 22:24:00,81.1174744
2018-07-17 22:25:00,70.1774744
2018-07-17 22:26:00,64.7074744
2018-07-17 22:27:00,37.3574744
