,ICECT3
2018-07-10 00:00:00,-36618.95722
2018-07-10 00:01:00,-36618.95722
2018-07-10 00:02:00,-36618.95722
2018-07-10 00:03:00,-36618.95722
2018-07-10 00:04:00,-36618.95722
2018-07-10 00:05:00,-36618.95722
2018-07-10 00:06:00,-36618.95722
2018-07-10 00:07:00,-36618.95722
2018-07-10 00:08:00,-36618.95722
2018-07-10 00:09:00,-36618.95722
2018-07-10 00:10:00,-36618.95722
2018-07-10 00:11:00,-36618.95722
2018-07-10 00:12:00,-36618.95722
2018-07-10 00:13:00,-36618.95722
2018-07-10 00:14:00,-36618.95722
2018-07-10 00:15:00,-36618.95722
2018-07-10 00:16:00,-36618.95722
2018-07-10 00:17:00,-36618.95722
2018-07-10 00:18:00,-36618.95722
2018-07-10 00:19:00,-36618.95722
2018-07-10 00:20:00,-36618.95722
2018-07-10 00:21:00,-36618.95722
2018-07-10 00:22:00,-36618.95722
2018-07-10 00:23:00,-36630.86472
2018-07-10 00:24:00,-36664.42222
2018-07-10 00:25:00,-36664.42222
2018-07-10 00:26:00,-36659.00972
2018-07-10 00:27:00,-36659.00972
2018-07-10 00:28:00,-36659.00972
2018-07-10 00:29:00,-36660.09222
2018-07-10 00:30:00,-36657.92722
2018-07-10 00:31:00,-36657.92722
2018-07-10 00:32:00,-36657.92722
2018-07-10 00:33:00,-36657.92722
2018-07-10 00:34:00,-36666.58722
2018-07-10 00:35:00,-36657.92722
2018-07-10 00:36:00,-36655.76222
2018-07-10 00:37:00,-36657.92722
2018-07-10 00:38:00,-36660.09222
2018-07-10 00:39:00,-36659.00972
2018-07-10 00:40:00,-36659.00972
2018-07-10 00:41:00,-36656.84472
2018-07-10 00:42:00,-36656.84472
2018-07-10 00:43:00,-36656.84472
2018-07-10 00:44:00,-36656.84472
2018-07-10 00:45:00,-36656.84472
2018-07-10 00:46:00,-36656.84472
2018-07-10 00:47:00,-36656.84472
2018-07-10 00:48:00,-36656.84472
2018-07-10 00:49:00,-36653.59722
2018-07-10 00:50:00,-36653.59722
2018-07-10 00:51:00,-36653.59722
2018-07-10 00:52:00,-36653.59722
2018-07-10 00:53:00,-36653.59722
2018-07-10 00:54:00,-36653.59722
2018-07-10 00:55:00,-36653.59722
2018-07-10 00:56:00,-36653.59722
2018-07-10 00:57:00,-36653.59722
2018-07-10 00:58:00,-36653.59722
2018-07-10 00:59:00,-36653.59722
2018-07-10 01:00:00,-36652.51472
2018-07-10 01:01:00,-36652.51472
2018-07-10 01:02:00,-36650.34972
2018-07-10 01:03:00,-36644.93722
2018-07-10 01:04:00,-36642.77222
2018-07-10 01:05:00,-36642.77222
2018-07-10 01:06:00,-36642.77222
2018-07-10 01:07:00,-36641.68972
2018-07-10 01:08:00,-36646.01972
2018-07-10 01:09:00,-36644.93722
2018-07-10 01:10:00,-36643.85472
2018-07-10 01:11:00,-36637.35972
2018-07-10 01:12:00,-36635.19472
2018-07-10 01:13:00,-36629.78222
2018-07-10 01:14:00,-36628.69972
2018-07-10 01:15:00,-36627.61722
2018-07-10 01:16:00,-36626.53472
2018-07-10 01:17:00,-36625.45222
2018-07-10 01:18:00,-36627.61722
2018-07-10 01:19:00,-36627.61722
2018-07-10 01:20:00,-36628.69972
2018-07-10 01:21:00,-36625.45222
2018-07-10 01:22:00,-36624.36972
2018-07-10 01:23:00,-36623.28722
2018-07-10 01:24:00,-36628.69972
2018-07-10 01:25:00,-36628.69972
2018-07-10 01:26:00,-36628.69972
2018-07-10 01:27:00,-36628.69972
2018-07-10 01:28:00,-36627.61722
2018-07-10 01:29:00,-36627.61722
2018-07-10 01:30:00,-36627.61722
2018-07-10 01:31:00,-36613.54472
2018-07-10 01:32:00,-36613.54472
2018-07-10 01:33:00,-36613.54472
2018-07-10 01:34:00,-36613.54472
2018-07-10 01:35:00,-36622.20472
2018-07-10 01:36:00,-36622.20472
2018-07-10 01:37:00,-36622.20472
