,CL10
2018-07-16 00:00:00,97302.494071
2018-07-16 00:01:00,97301.439071
2018-07-16 00:02:00,97298.274071
2018-07-16 00:03:00,97299.329071
2018-07-16 00:04:00,97300.384071
2018-07-16 00:05:00,97303.549071
2018-07-16 00:06:00,97302.494071
2018-07-16 00:07:00,97302.494071
2018-07-16 00:08:00,97301.439071
2018-07-16 00:09:00,97300.384071
2018-07-16 00:10:00,97299.329071
2018-07-16 00:11:00,97298.274071
2018-07-16 00:12:00,97292.999071
2018-07-16 00:13:00,97296.164071
2018-07-16 00:14:00,97292.999071
2018-07-16 00:15:00,97296.164071
2018-07-16 00:16:00,97296.164071
2018-07-16 00:17:00,97298.274071
2018-07-16 00:18:00,97298.274071
2018-07-16 00:19:00,97296.164071
2018-07-16 00:20:00,97301.439071
2018-07-16 00:21:00,97301.439071
2018-07-16 00:22:00,97300.384071
2018-07-16 00:23:00,97299.329071
2018-07-16 00:24:00,97296.164071
2018-07-16 00:25:00,97294.054071
2018-07-16 00:26:00,97295.109071
2018-07-16 00:27:00,97295.109071
2018-07-16 00:28:00,97292.999071
2018-07-16 00:29:00,97292.999071
2018-07-16 00:30:00,97292.999071
2018-07-16 00:31:00,97295.109071
2018-07-16 00:32:00,97294.054071
2018-07-16 00:33:00,97294.054071
2018-07-16 00:34:00,97292.999071
2018-07-16 00:35:00,97290.889071
2018-07-16 00:36:00,97288.779071
2018-07-16 00:37:00,97289.834071
2018-07-16 00:38:00,97287.724071
2018-07-16 00:39:00,97288.779071
2018-07-16 00:40:00,97295.109071
2018-07-16 00:41:00,97291.944071
2018-07-16 00:42:00,97292.999071
2018-07-16 00:43:00,97295.109071
2018-07-16 00:44:00,97291.944071
2018-07-16 00:45:00,97291.944071
2018-07-16 00:46:00,97290.889071
2018-07-16 00:47:00,97294.054071
2018-07-16 00:48:00,97300.384071
2018-07-16 00:49:00,97302.494071
2018-07-16 00:50:00,97304.604071
2018-07-16 00:51:00,97305.659071
2018-07-16 00:52:00,97308.824071
2018-07-16 00:53:00,97301.439071
2018-07-16 00:54:00,97306.714071
2018-07-16 00:55:00,97306.714071
2018-07-16 00:56:00,97303.549071
2018-07-16 00:57:00,97301.439071
2018-07-16 00:58:00,97299.329071
2018-07-16 00:59:00,97298.274071
2018-07-16 01:00:00,97292.999071
2018-07-16 01:01:00,97295.109071
2018-07-16 01:02:00,97294.054071
2018-07-16 01:03:00,97290.889071
2018-07-16 01:04:00,97289.834071
2018-07-16 01:05:00,97290.889071
2018-07-16 01:06:00,97283.504071
2018-07-16 01:07:00,97286.669071
2018-07-16 01:08:00,97286.669071
2018-07-16 01:09:00,97289.834071
2018-07-16 01:10:00,97294.054071
2018-07-16 01:11:00,97298.274071
2018-07-16 01:12:00,97299.329071
2018-07-16 01:13:00,97296.164071
2018-07-16 01:14:00,97294.054071
2018-07-16 01:15:00,97289.834071
2018-07-16 01:16:00,97286.669071
2018-07-16 01:17:00,97287.724071
2018-07-16 01:18:00,97289.834071
2018-07-16 01:19:00,97283.504071
2018-07-16 01:20:00,97274.009071
2018-07-16 01:21:00,97272.954071
2018-07-16 01:22:00,97244.469071
2018-07-16 01:23:00,97248.689071
2018-07-16 01:24:00,97249.744071
2018-07-16 01:25:00,97250.799071
2018-07-16 01:26:00,97252.909071
2018-07-16 01:27:00,97258.184071
2018-07-16 01:28:00,97253.964071
2018-07-16 01:29:00,97256.074071
2018-07-16 01:30:00,97258.184071
2018-07-16 01:31:00,97259.239071
2018-07-16 01:32:00,97256.074071
2018-07-16 01:33:00,97257.129071
2018-07-16 01:34:00,97258.184071
2018-07-16 01:35:00,97257.129071
2018-07-16 01:36:00,97257.129071
2018-07-16 01:37:00,97255.019071
2018-07-16 01:38:00,97253.964071
2018-07-16 01:39:00,97259.239071
2018-07-16 01:40:00,97255.019071
2018-07-16 01:41:00,97255.019071
2018-07-16 01:42:00,97256.074071
2018-07-16 01:43:00,97253.964071
2018-07-16 01:44:00,97252.909071
2018-07-16 01:45:00,97250.799071
2018-07-16 01:46:00,97251.854071
2018-07-16 01:47:00,97257.129071
2018-07-16 01:48:00,97258.184071
2018-07-16 01:49:00,97258.184071
2018-07-16 01:50:00,97258.184071
2018-07-16 01:51:00,97255.019071
2018-07-16 01:52:00,97253.964071
2018-07-16 01:53:00,97253.964071
2018-07-16 01:54:00,97257.129071
2018-07-16 01:55:00,97252.909071
2018-07-16 01:56:00,97247.634071
2018-07-16 01:57:00,97246.579071
2018-07-16 01:58:00,97248.689071
2018-07-16 01:59:00,97255.019071
2018-07-16 02:00:00,97255.019071
2018-07-16 02:01:00,97255.019071
2018-07-16 02:02:00,97256.074071
2018-07-16 02:03:00,97259.239071
2018-07-16 02:04:00,97260.294071
2018-07-16 02:05:00,97259.239071
2018-07-16 02:06:00,97263.459071
2018-07-16 02:07:00,97264.514071
2018-07-16 02:08:00,97266.624071
2018-07-16 02:09:00,97274.009071
2018-07-16 02:10:00,97275.064071
2018-07-16 02:11:00,97276.119071
2018-07-16 02:12:00,97276.119071
2018-07-16 02:13:00,97276.119071
2018-07-16 02:14:00,97277.174071
2018-07-16 02:15:00,97280.339071
2018-07-16 02:16:00,97278.229071
2018-07-16 02:17:00,97271.899071
2018-07-16 02:18:00,97269.789071
2018-07-16 02:19:00,97275.064071
2018-07-16 02:20:00,97275.064071
2018-07-16 02:21:00,97287.724071
2018-07-16 02:22:00,97281.394071
2018-07-16 02:23:00,97281.394071
2018-07-16 02:24:00,97279.284071
2018-07-16 02:25:00,97277.174071
2018-07-16 02:26:00,97277.174071
2018-07-16 02:27:00,97275.064071
2018-07-16 02:28:00,97276.119071
2018-07-16 02:29:00,97282.449071
2018-07-16 02:30:00,97288.779071
2018-07-16 02:31:00,97287.724071
2018-07-16 02:32:00,97286.669071
2018-07-16 02:33:00,97284.559071
2018-07-16 02:34:00,97283.504071
2018-07-16 02:35:00,97278.229071
2018-07-16 02:36:00,97274.009071
2018-07-16 02:37:00,97282.449071
2018-07-16 02:38:00,97281.394071
2018-07-16 02:39:00,97276.119071
2018-07-16 02:40:00,97280.339071
2018-07-16 02:41:00,97281.394071
2018-07-16 02:42:00,97282.449071
2018-07-16 02:43:00,97281.394071
2018-07-16 02:44:00,97279.284071
2018-07-16 02:45:00,97282.449071
2018-07-16 02:46:00,97279.284071
2018-07-16 02:47:00,97277.174071
2018-07-16 02:48:00,97272.954071
2018-07-16 02:49:00,97271.899071
2018-07-16 02:50:00,97264.514071
2018-07-16 02:51:00,97258.184071
2018-07-16 02:52:00,97266.624071
2018-07-16 02:53:00,97271.899071
2018-07-16 02:54:00,97272.954071
2018-07-16 02:55:00,97267.679071
2018-07-16 02:56:00,97270.844071
2018-07-16 02:57:00,97272.954071
2018-07-16 02:58:00,97279.284071
2018-07-16 02:59:00,97281.394071
2018-07-16 03:00:00,97279.284071
2018-07-16 03:01:00,97290.889071
2018-07-16 03:02:00,97286.669071
2018-07-16 03:03:00,97288.779071
2018-07-16 03:04:00,97287.724071
2018-07-16 03:05:00,97281.394071
2018-07-16 03:06:00,97279.284071
2018-07-16 03:07:00,97282.449071
2018-07-16 03:08:00,97281.394071
2018-07-16 03:09:00,97284.559071
2018-07-16 03:10:00,97280.339071
2018-07-16 03:11:00,97280.339071
2018-07-16 03:12:00,97284.559071
2018-07-16 03:13:00,97277.174071
2018-07-16 03:14:00,97276.119071
2018-07-16 03:15:00,97281.394071
2018-07-16 03:16:00,97274.009071
2018-07-16 03:17:00,97276.119071
2018-07-16 03:18:00,97275.064071
2018-07-16 03:19:00,97272.954071
2018-07-16 03:20:00,97276.119071
2018-07-16 03:21:00,97272.954071
2018-07-16 03:22:00,97271.899071
2018-07-16 03:23:00,97275.064071
2018-07-16 03:24:00,97274.009071
2018-07-16 03:25:00,97272.954071
2018-07-16 03:26:00,97274.009071
2018-07-16 03:27:00,97274.009071
2018-07-16 03:28:00,97276.119071
2018-07-16 03:29:00,97274.009071
2018-07-16 03:30:00,97283.504071
2018-07-16 03:31:00,97285.614071
2018-07-16 03:32:00,97289.834071
2018-07-16 03:33:00,97287.724071
2018-07-16 03:34:00,97288.779071
2018-07-16 03:35:00,97283.504071
2018-07-16 03:36:00,97281.394071
2018-07-16 03:37:00,97284.559071
2018-07-16 03:38:00,97284.559071
2018-07-16 03:39:00,97284.559071
