,HO2
2018-06-04 00:00:00,-48399.2544
2018-06-04 00:01:00,-48398.6139
2018-06-04 00:02:00,-48398.6139
2018-06-04 00:03:00,-48396.6924
2018-06-04 00:04:00,-48394.1304
2018-06-04 00:05:00,-48394.7709
2018-06-04 00:06:00,-48394.7709
2018-06-04 00:07:00,-48394.7709
2018-06-04 00:08:00,-48394.1304
2018-06-04 00:09:00,-48392.8494
2018-06-04 00:10:00,-48394.7709
2018-06-04 00:11:00,-48394.1304
2018-06-04 00:12:00,-48394.1304
2018-06-04 00:13:00,-48394.1304
2018-06-04 00:14:00,-48396.0519
2018-06-04 00:15:00,-48394.7709
2018-06-04 00:16:00,-48395.4114
2018-06-04 00:17:00,-48394.1304
2018-06-04 00:18:00,-48394.1304
2018-06-04 00:19:00,-48391.5684
2018-06-04 00:20:00,-48391.5684
2018-06-04 00:21:00,-48396.6924
2018-06-04 00:22:00,-48397.9734
2018-06-04 00:23:00,-48398.6139
2018-06-04 00:24:00,-48399.2544
2018-06-04 00:25:00,-48401.1759
2018-06-04 00:26:00,-48402.4569
2018-06-04 00:27:00,-48394.7709
2018-06-04 00:28:00,-48402.4569
2018-06-04 00:29:00,-48398.6139
2018-06-04 00:30:00,-48396.0519
2018-06-04 00:31:00,-48396.0519
2018-06-04 00:32:00,-48396.0519
2018-06-04 00:33:00,-48399.8949
2018-06-04 00:34:00,-48399.8949
2018-06-04 00:35:00,-48399.8949
2018-06-04 00:36:00,-48397.3329
2018-06-04 00:37:00,-48397.3329
2018-06-04 00:38:00,-48397.3329
2018-06-04 00:39:00,-48396.6924
2018-06-04 00:40:00,-48396.6924
2018-06-04 00:41:00,-48396.6924
2018-06-04 00:42:00,-48396.6924
2018-06-04 00:43:00,-48396.6924
2018-06-04 00:44:00,-48398.6139
2018-06-04 00:45:00,-48397.3329
2018-06-04 00:46:00,-48399.2544
2018-06-04 00:47:00,-48399.2544
2018-06-04 00:48:00,-48401.1759
2018-06-04 00:49:00,-48400.5354
2018-06-04 00:50:00,-48400.5354
2018-06-04 00:51:00,-48400.5354
2018-06-04 00:52:00,-48389.6469
2018-06-04 00:53:00,-48390.9279
2018-06-04 00:54:00,-48389.6469
2018-06-04 00:55:00,-48397.3329
2018-06-04 00:56:00,-48396.6924
2018-06-04 00:57:00,-48397.3329
