,NQ
2018-08-01 03:58:00,37778.9080796
2018-08-01 03:59:00,37777.5655796
2018-08-01 04:00:00,37781.5930796
2018-08-01 04:01:00,37784.2780796
2018-08-01 04:02:00,37782.9355796
2018-08-01 04:03:00,37781.1455796
2018-08-01 04:04:00,37780.6980796
2018-08-01 04:05:00,37778.9080796
2018-08-01 04:06:00,37778.0130796
2018-08-01 04:07:00,37777.1180796
2018-08-01 04:08:00,37776.2230796
2018-08-01 04:09:00,37775.7755796
2018-08-01 04:10:00,37762.3505796
2018-08-01 04:11:00,37766.8255796
2018-08-01 04:12:00,37762.7980796
2018-08-01 04:13:00,37765.0355796
2018-08-01 04:14:00,37765.9305796
2018-08-01 04:15:00,37765.9305796
2018-08-01 04:16:00,37763.2455796
2018-08-01 04:17:00,37765.4830796
2018-08-01 04:18:00,37765.0355796
2018-08-01 04:19:00,37767.2730796
2018-08-01 04:20:00,37765.9305796
2018-08-01 04:21:00,37765.4830796
2018-08-01 04:22:00,37765.0355796
2018-08-01 04:23:00,37765.9305796
2018-08-01 04:24:00,37764.1405796
2018-08-01 04:25:00,37765.4830796
2018-08-01 04:26:00,37764.5880796
2018-08-01 04:27:00,37760.5605796
2018-08-01 04:28:00,37762.7980796
2018-08-01 04:29:00,37761.0080796
2018-08-01 04:30:00,37759.6655796
2018-08-01 04:31:00,37760.1130796
2018-08-01 04:32:00,37755.6380796
2018-08-01 04:33:00,37757.4280796
2018-08-01 04:34:00,37763.2455796
2018-08-01 04:35:00,37760.5605796
2018-08-01 04:36:00,37757.4280796
2018-08-01 04:37:00,37757.4280796
2018-08-01 04:38:00,37756.5330796
2018-08-01 04:39:00,37756.5330796
2018-08-01 04:40:00,37760.1130796
2018-08-01 04:41:00,37760.1130796
2018-08-01 04:42:00,37763.2455796
2018-08-01 04:43:00,37761.0080796
2018-08-01 04:44:00,37763.6930796
2018-08-01 04:45:00,37765.9305796
2018-08-01 04:46:00,37765.0355796
2018-08-01 04:47:00,37764.1405796
2018-08-01 04:48:00,37765.9305796
2018-08-01 04:49:00,37769.5105796
2018-08-01 04:50:00,37775.7755796
2018-08-01 04:51:00,37772.1955796
2018-08-01 04:52:00,37773.0905796
2018-08-01 04:53:00,37769.0630796
2018-08-01 04:54:00,37768.6155796
2018-08-01 04:55:00,37767.7205796
2018-08-01 04:56:00,37768.6155796
2018-08-01 04:57:00,37765.9305796
2018-08-01 04:58:00,37765.0355796
2018-08-01 04:59:00,37764.5880796
2018-08-01 05:00:00,37763.2455796
2018-08-01 05:01:00,37761.9030796
2018-08-01 05:02:00,37762.7980796
2018-08-01 05:03:00,37767.7205796
2018-08-01 05:04:00,37761.0080796
2018-08-01 05:05:00,37760.1130796
2018-08-01 05:06:00,37764.1405796
2018-08-01 05:07:00,37766.3780796
2018-08-01 05:08:00,37769.0630796
2018-08-01 05:09:00,37774.8805796
2018-08-01 05:10:00,37774.8805796
2018-08-01 05:11:00,37773.9855796
2018-08-01 05:12:00,37773.0905796
2018-08-01 05:13:00,37775.3280796
2018-08-01 05:14:00,37782.0405796
2018-08-01 05:15:00,37780.6980796
2018-08-01 05:16:00,37778.9080796
2018-08-01 05:17:00,37775.3280796
2018-08-01 05:18:00,37774.4330796
2018-08-01 05:19:00,37773.0905796
2018-08-01 05:20:00,37778.9080796
2018-08-01 05:21:00,37776.6705796
2018-08-01 05:22:00,37777.5655796
2018-08-01 05:23:00,37775.7755796
2018-08-01 05:24:00,37774.8805796
2018-08-01 05:25:00,37777.1180796
2018-08-01 05:26:00,37781.1455796
2018-08-01 05:27:00,37788.3055796
2018-08-01 05:28:00,37788.7530796
2018-08-01 05:29:00,37791.4380796
2018-08-01 05:30:00,37790.0955796
2018-08-01 05:31:00,37787.4105796
2018-08-01 05:32:00,37786.5155796
2018-08-01 05:33:00,37786.0680796
2018-08-01 05:34:00,37783.8305796
2018-08-01 05:35:00,37786.5155796
2018-08-01 05:36:00,37783.8305796
2018-08-01 05:37:00,37782.9355796
2018-08-01 05:38:00,37781.1455796
2018-08-01 05:39:00,37780.2505796
2018-08-01 05:40:00,37783.8305796
2018-08-01 05:41:00,37780.6980796
2018-08-01 05:42:00,37782.4880796
2018-08-01 05:43:00,37781.1455796
2018-08-01 05:44:00,37777.5655796
2018-08-01 05:45:00,37775.3280796
2018-08-01 05:46:00,37773.0905796
2018-08-01 05:47:00,37765.0355796
2018-08-01 05:48:00,37764.1405796
2018-08-01 05:49:00,37764.1405796
2018-08-01 05:50:00,37766.8255796
2018-08-01 05:51:00,37767.7205796
2018-08-01 05:52:00,37768.6155796
2018-08-01 05:53:00,37775.7755796
2018-08-01 05:54:00,37774.8805796
2018-08-01 05:55:00,37771.7480796
2018-08-01 05:56:00,37771.7480796
2018-08-01 05:57:00,37765.4830796
2018-08-01 05:58:00,37761.4555796
2018-08-01 05:59:00,37761.4555796
2018-08-01 06:00:00,37758.7705796
2018-08-01 06:01:00,37762.3505796
2018-08-01 06:02:00,37763.2455796
2018-08-01 06:03:00,37762.3505796
2018-08-01 06:04:00,37761.4555796
2018-08-01 06:05:00,37760.5605796
2018-08-01 06:06:00,37761.4555796
2018-08-01 06:07:00,37759.6655796
2018-08-01 06:08:00,37762.7980796
2018-08-01 06:09:00,37760.5605796
2018-08-01 06:10:00,37761.0080796
2018-08-01 06:11:00,37756.9805796
2018-08-01 06:12:00,37761.0080796
2018-08-01 06:13:00,37763.2455796
2018-08-01 06:14:00,37762.7980796
2018-08-01 06:15:00,37764.1405796
2018-08-01 06:16:00,37768.6155796
2018-08-01 06:17:00,37768.1680796
2018-08-01 06:18:00,37767.7205796
2018-08-01 06:19:00,37767.2730796
2018-08-01 06:20:00,37765.4830796
2018-08-01 06:21:00,37760.5605796
2018-08-01 06:22:00,37760.5605796
2018-08-01 06:23:00,37760.1130796
2018-08-01 06:24:00,37760.5605796
2018-08-01 06:25:00,37761.9030796
2018-08-01 06:26:00,37762.7980796
2018-08-01 06:27:00,37768.6155796
2018-08-01 06:28:00,37767.2730796
2018-08-01 06:29:00,37767.7205796
2018-08-01 06:30:00,37768.6155796
2018-08-01 06:31:00,37769.5105796
2018-08-01 06:32:00,37769.5105796
2018-08-01 06:33:00,37769.5105796
2018-08-01 06:34:00,37771.3005796
2018-08-01 06:35:00,37774.8805796
2018-08-01 06:36:00,37781.1455796
2018-08-01 06:37:00,37779.3555796
2018-08-01 06:38:00,37779.8030796
2018-08-01 06:39:00,37779.3555796
2018-08-01 06:40:00,37782.0405796
2018-08-01 06:41:00,37781.1455796
2018-08-01 06:42:00,37782.0405796
2018-08-01 06:43:00,37786.0680796
2018-08-01 06:44:00,37786.0680796
2018-08-01 06:45:00,37788.7530796
2018-08-01 06:46:00,37785.6205796
2018-08-01 06:47:00,37788.3055796
2018-08-01 06:48:00,37788.3055796
2018-08-01 06:49:00,37793.2280796
2018-08-01 06:50:00,37795.4655796
2018-08-01 06:51:00,37796.8080796
2018-08-01 06:52:00,37792.7805796
2018-08-01 06:53:00,37792.3330796
2018-08-01 06:54:00,37794.1230796
2018-08-01 06:55:00,37791.8855796
2018-08-01 06:56:00,37791.8855796
2018-08-01 06:57:00,37789.6480796
2018-08-01 06:58:00,37792.3330796
2018-08-01 06:59:00,37791.8855796
2018-08-01 07:00:00,37784.2780796
2018-08-01 07:01:00,37781.1455796
2018-08-01 07:02:00,37775.7755796
2018-08-01 07:03:00,37776.2230796
2018-08-01 07:04:00,37779.8030796
2018-08-01 07:05:00,37783.8305796
2018-08-01 07:06:00,37785.1730796
2018-08-01 07:07:00,37790.5430796
2018-08-01 07:08:00,37787.4105796
2018-08-01 07:09:00,37790.0955796
2018-08-01 07:10:00,37789.2005796
2018-08-01 07:11:00,37787.8580796
2018-08-01 07:12:00,37797.2555796
2018-08-01 07:13:00,37792.3330796
2018-08-01 07:14:00,37783.8305796
2018-08-01 07:15:00,37785.1730796
2018-08-01 07:16:00,37784.7255796
2018-08-01 07:17:00,37790.0955796
2018-08-01 07:18:00,37794.5705796
2018-08-01 07:19:00,37801.7305796
2018-08-01 07:20:00,37793.2280796
2018-08-01 07:21:00,37790.5430796
2018-08-01 07:22:00,37793.6755796
2018-08-01 07:23:00,37798.1505796
2018-08-01 07:24:00,37795.4655796
2018-08-01 07:25:00,37787.8580796
2018-08-01 07:26:00,37792.7805796
2018-08-01 07:27:00,37788.3055796
2018-08-01 07:28:00,37793.2280796
2018-08-01 07:29:00,37789.2005796
2018-08-01 07:30:00,37782.9355796
2018-08-01 07:31:00,37780.6980796
2018-08-01 07:32:00,37775.3280796
2018-08-01 07:33:00,37778.4605796
2018-08-01 07:34:00,37782.9355796
2018-08-01 07:35:00,37783.8305796
2018-08-01 07:36:00,37777.5655796
2018-08-01 07:37:00,37779.3555796
2018-08-01 07:38:00,37777.5655796
2018-08-01 07:39:00,37779.8030796
2018-08-01 07:40:00,37779.3555796
2018-08-01 07:41:00,37781.1455796
2018-08-01 07:42:00,37782.0405796
2018-08-01 07:43:00,37784.7255796
2018-08-01 07:44:00,37778.4605796
2018-08-01 07:45:00,37784.7255796
2018-08-01 07:46:00,37783.8305796
2018-08-01 07:47:00,37782.9355796
2018-08-01 07:48:00,37787.4105796
2018-08-01 07:49:00,37787.4105796
2018-08-01 07:50:00,37788.3055796
2018-08-01 07:51:00,37786.0680796
2018-08-01 07:52:00,37786.5155796
2018-08-01 07:53:00,37789.6480796
2018-08-01 07:54:00,37788.3055796
2018-08-01 07:55:00,37788.3055796
2018-08-01 07:56:00,37792.7805796
2018-08-01 07:57:00,37799.0455796
2018-08-01 07:58:00,37796.3605796
2018-08-01 07:59:00,37799.0455796
2018-08-01 08:00:00,37800.8355796
2018-08-01 08:01:00,37801.2830796
2018-08-01 08:02:00,37801.7305796
2018-08-01 08:03:00,37811.5755796
2018-08-01 08:04:00,37812.4705796
2018-08-01 08:05:00,37812.4705796
2018-08-01 08:06:00,37815.6030796
2018-08-01 08:07:00,37816.0505796
2018-08-01 08:08:00,37807.5480796
2018-08-01 08:09:00,37807.1005796
2018-08-01 08:10:00,37807.9955796
2018-08-01 08:11:00,37811.5755796
2018-08-01 08:12:00,37812.9180796
2018-08-01 08:13:00,37821.8680796
2018-08-01 08:14:00,37820.9730796
2018-08-01 08:15:00,37823.2105796
2018-08-01 08:16:00,37819.6305796
2018-08-01 08:17:00,37819.6305796
2018-08-01 08:18:00,37820.5255796
2018-08-01 08:19:00,37824.1055796
2018-08-01 08:20:00,37826.7905796
2018-08-01 08:21:00,37820.5255796
2018-08-01 08:22:00,37820.5255796
2018-08-01 08:23:00,37820.5255796
2018-08-01 08:24:00,37820.5255796
2018-08-01 08:25:00,37821.4205796
2018-08-01 08:26:00,37812.4705796
2018-08-01 08:27:00,37809.7855796
2018-08-01 08:28:00,37815.6030796
2018-08-01 08:29:00,37814.2605796
2018-08-01 08:30:00,37841.1105796
2018-08-01 08:31:00,37790.0955796
2018-08-01 08:32:00,37768.1680796
2018-08-01 08:33:00,37823.2105796
2018-08-01 08:34:00,37833.9505796
2018-08-01 08:35:00,37846.4805796
2018-08-01 08:36:00,37829.0280796
2018-08-01 08:37:00,37828.1330796
2018-08-01 08:38:00,37818.7355796
2018-08-01 08:39:00,37805.7580796
2018-08-01 08:40:00,37790.9905796
2018-08-01 08:41:00,37835.7405796
2018-08-01 08:42:00,37828.5805796
2018-08-01 08:43:00,37824.1055796
2018-08-01 08:44:00,37844.6905796
2018-08-01 08:45:00,37842.0055796
2018-08-01 08:46:00,37842.0055796
2018-08-01 08:47:00,37857.2205796
2018-08-01 08:48:00,37850.9555796
2018-08-01 08:49:00,37854.5355796
2018-08-01 08:50:00,37858.1155796
2018-08-01 08:51:00,37850.0605796
2018-08-01 08:52:00,37844.2430796
2018-08-01 08:53:00,37864.3805796
2018-08-01 08:54:00,37853.6405796
2018-08-01 08:55:00,37862.5905796
2018-08-01 08:56:00,37863.0380796
2018-08-01 08:57:00,37871.5405796
2018-08-01 08:58:00,37867.9605796
2018-08-01 08:59:00,37857.2205796
2018-08-01 09:00:00,37863.4855796
2018-08-01 09:01:00,37861.6955796
2018-08-01 09:02:00,37851.8505796
2018-08-01 09:03:00,37837.9780796
2018-08-01 09:04:00,37835.7405796
2018-08-01 09:05:00,37843.7955796
2018-08-01 09:06:00,37834.8455796
2018-08-01 09:07:00,37833.9505796
2018-08-01 09:08:00,37840.2155796
2018-08-01 09:09:00,37857.2205796
2018-08-01 09:10:00,37871.5405796
2018-08-01 09:11:00,37852.7455796
2018-08-01 09:12:00,37865.2755796
2018-08-01 09:13:00,37862.5905796
2018-08-01 09:14:00,37884.9655796
2018-08-01 09:15:00,37881.3855796
2018-08-01 09:16:00,37887.6505796
2018-08-01 09:17:00,37879.5955796
2018-08-01 09:18:00,37881.3855796
2018-08-01 09:19:00,37905.1030796
2018-08-01 09:20:00,37901.0755796
2018-08-01 09:21:00,37905.9980796
2018-08-01 09:22:00,37916.2905796
2018-08-01 09:23:00,37925.2405796
2018-08-01 09:24:00,37926.1355796
2018-08-01 09:25:00,37913.1580796
2018-08-01 09:26:00,37910.0255796
2018-08-01 09:27:00,37903.7605796
2018-08-01 09:28:00,37923.8980796
2018-08-01 09:29:00,37912.2630796
2018-08-01 09:30:00,37922.1080796
2018-08-01 09:31:00,37917.1855796
2018-08-01 09:32:00,37896.6005796
2018-08-01 09:33:00,37891.2305796
2018-08-01 09:34:00,37893.9155796
2018-08-01 09:35:00,37884.9655796
2018-08-01 09:36:00,37890.3355796
2018-08-01 09:37:00,37899.2855796
2018-08-01 09:38:00,37892.1255796
2018-08-01 09:39:00,37902.4180796
2018-08-01 09:40:00,37905.9980796
2018-08-01 09:41:00,37892.1255796
2018-08-01 09:42:00,37896.6005796
2018-08-01 09:43:00,37899.2855796
2018-08-01 09:44:00,37907.3405796
2018-08-01 09:45:00,37904.6555796
2018-08-01 09:46:00,37905.5505796
2018-08-01 09:47:00,37915.3955796
2018-08-01 09:48:00,37910.9205796
2018-08-01 09:49:00,37912.7105796
2018-08-01 09:50:00,37919.4230796
2018-08-01 09:51:00,37918.9755796
2018-08-01 09:52:00,37902.4180796
2018-08-01 09:53:00,37885.8605796
2018-08-01 09:54:00,37895.7055796
2018-08-01 09:55:00,37872.4355796
2018-08-01 09:56:00,37876.0155796
2018-08-01 09:57:00,37889.4405796
2018-08-01 09:58:00,37880.0430796
2018-08-01 09:59:00,37876.4630796
2018-08-01 10:00:00,37868.8555796
2018-08-01 10:01:00,37866.1705796
2018-08-01 10:02:00,37881.3855796
2018-08-01 10:03:00,37880.0430796
2018-08-01 10:04:00,37888.5455796
2018-08-01 10:05:00,37870.6455796
2018-08-01 10:06:00,37862.5905796
2018-08-01 10:07:00,37862.5905796
2018-08-01 10:08:00,37869.7505796
2018-08-01 10:09:00,37860.8005796
2018-08-01 10:10:00,37872.4355796
2018-08-01 10:11:00,37865.7230796
2018-08-01 10:12:00,37841.1105796
2018-08-01 10:13:00,37838.4255796
2018-08-01 10:14:00,37857.2205796
2018-08-01 10:15:00,37867.0655796
2018-08-01 10:16:00,37861.2480796
2018-08-01 10:17:00,37866.1705796
2018-08-01 10:18:00,37861.2480796
2018-08-01 10:19:00,37849.1655796
2018-08-01 10:20:00,37842.9005796
2018-08-01 10:21:00,37847.8230796
2018-08-01 10:22:00,37851.8505796
2018-08-01 10:23:00,37846.4805796
2018-08-01 10:24:00,37849.6130796
2018-08-01 10:25:00,37849.6130796
2018-08-01 10:26:00,37855.4305796
2018-08-01 10:27:00,37843.3480796
2018-08-01 10:28:00,37845.5855796
2018-08-01 10:29:00,37854.5355796
2018-08-01 10:30:00,37843.7955796
2018-08-01 10:31:00,37841.1105796
2018-08-01 10:32:00,37832.6080796
2018-08-01 10:33:00,37814.2605796
2018-08-01 10:34:00,37804.4155796
2018-08-01 10:35:00,37803.5205796
2018-08-01 10:36:00,37800.8355796
2018-08-01 10:37:00,37786.5155796
2018-08-01 10:38:00,37807.9955796
2018-08-01 10:39:00,37807.1005796
2018-08-01 10:40:00,37798.1505796
2018-08-01 10:41:00,37803.9680796
2018-08-01 10:42:00,37800.8355796
2018-08-01 10:43:00,37796.3605796
2018-08-01 10:44:00,37783.8305796
2018-08-01 10:45:00,37779.3555796
2018-08-01 10:46:00,37778.4605796
2018-08-01 10:47:00,37773.9855796
2018-08-01 10:48:00,37778.4605796
2018-08-01 10:49:00,37784.2780796
2018-08-01 10:50:00,37772.1955796
2018-08-01 10:51:00,37766.3780796
2018-08-01 10:52:00,37764.1405796
2018-08-01 10:53:00,37783.8305796
2018-08-01 10:54:00,37808.8905796
2018-08-01 10:55:00,37795.9130796
2018-08-01 10:56:00,37795.9130796
2018-08-01 10:57:00,37789.6480796
2018-08-01 10:58:00,37773.0905796
2018-08-01 10:59:00,37782.9355796
2018-08-01 11:00:00,37767.2730796
2018-08-01 11:01:00,37770.4055796
2018-08-01 11:02:00,37790.9905796
2018-08-01 11:03:00,37794.5705796
2018-08-01 11:04:00,37800.3880796
2018-08-01 11:05:00,37799.9405796
2018-08-01 11:06:00,37797.2555796
2018-08-01 11:07:00,37813.3655796
2018-08-01 11:08:00,37810.6805796
2018-08-01 11:09:00,37804.4155796
2018-08-01 11:10:00,37806.2055796
2018-08-01 11:11:00,37813.3655796
2018-08-01 11:12:00,37823.2105796
2018-08-01 11:13:00,37816.0505796
2018-08-01 11:14:00,37819.6305796
2018-08-01 11:15:00,37805.3105796
2018-08-01 11:16:00,37818.7355796
2018-08-01 11:17:00,37813.8130796
2018-08-01 11:18:00,37811.5755796
2018-08-01 11:19:00,37807.9955796
2018-08-01 11:20:00,37803.5205796
2018-08-01 11:21:00,37786.5155796
2018-08-01 11:22:00,37786.5155796
2018-08-01 11:23:00,37772.1955796
2018-08-01 11:24:00,37765.9305796
2018-08-01 11:25:00,37751.6105796
2018-08-01 11:26:00,37759.2180796
2018-08-01 11:27:00,37768.6155796
2018-08-01 11:28:00,37774.8805796
2018-08-01 11:29:00,37769.5105796
2018-08-01 11:30:00,37765.9305796
2018-08-01 11:31:00,37760.5605796
2018-08-01 11:32:00,37778.4605796
2018-08-01 11:33:00,37780.6980796
2018-08-01 11:34:00,37778.4605796
2018-08-01 11:35:00,37770.4055796
2018-08-01 11:36:00,37773.0905796
2018-08-01 11:37:00,37766.8255796
2018-08-01 11:38:00,37775.7755796
2018-08-01 11:39:00,37772.6430796
2018-08-01 11:40:00,37769.9580796
2018-08-01 11:41:00,37771.3005796
2018-08-01 11:42:00,37764.1405796
2018-08-01 11:43:00,37794.5705796
2018-08-01 11:44:00,37791.8855796
2018-08-01 11:45:00,37789.2005796
2018-08-01 11:46:00,37792.7805796
2018-08-01 11:47:00,37788.7530796
2018-08-01 11:48:00,37783.3830796
2018-08-01 11:49:00,37790.0955796
2018-08-01 11:50:00,37801.7305796
2018-08-01 11:51:00,37810.6805796
2018-08-01 11:52:00,37813.3655796
2018-08-01 11:53:00,37809.3380796
2018-08-01 11:54:00,37816.0505796
2018-08-01 11:55:00,37809.3380796
2018-08-01 11:56:00,37807.5480796
2018-08-01 11:57:00,37799.9405796
2018-08-01 11:58:00,37799.9405796
2018-08-01 11:59:00,37800.8355796
2018-08-01 12:00:00,37794.5705796
2018-08-01 12:01:00,37799.0455796
2018-08-01 12:02:00,37799.4930796
2018-08-01 12:03:00,37804.4155796
2018-08-01 12:04:00,37806.2055796
2018-08-01 12:05:00,37804.4155796
2018-08-01 12:06:00,37804.4155796
2018-08-01 12:07:00,37804.4155796
2018-08-01 12:08:00,37807.9955796
2018-08-01 12:09:00,37810.2330796
2018-08-01 12:10:00,37807.9955796
2018-08-01 12:11:00,37803.0730796
2018-08-01 12:12:00,37807.1005796
2018-08-01 12:13:00,37802.6255796
2018-08-01 12:14:00,37798.5980796
2018-08-01 12:15:00,37811.1280796
2018-08-01 12:16:00,37810.6805796
2018-08-01 12:17:00,37810.2330796
2018-08-01 12:18:00,37807.9955796
2018-08-01 12:19:00,37807.1005796
2018-08-01 12:20:00,37809.3380796
2018-08-01 12:21:00,37815.6030796
2018-08-01 12:22:00,37813.8130796
2018-08-01 12:23:00,37809.7855796
2018-08-01 12:24:00,37814.7080796
2018-08-01 12:25:00,37811.5755796
2018-08-01 12:26:00,37807.1005796
2018-08-01 12:27:00,37802.6255796
2018-08-01 12:28:00,37792.7805796
2018-08-01 12:29:00,37784.7255796
2018-08-01 12:30:00,37790.9905796
2018-08-01 12:31:00,37788.3055796
2018-08-01 12:32:00,37790.0955796
2018-08-01 12:33:00,37793.6755796
2018-08-01 12:34:00,37790.9905796
2018-08-01 12:35:00,37799.0455796
2018-08-01 12:36:00,37803.5205796
2018-08-01 12:37:00,37794.1230796
2018-08-01 12:38:00,37789.2005796
2018-08-01 12:39:00,37802.6255796
2018-08-01 12:40:00,37795.4655796
2018-08-01 12:41:00,37790.9905796
2018-08-01 12:42:00,37783.3830796
2018-08-01 12:43:00,37788.3055796
2018-08-01 12:44:00,37795.9130796
2018-08-01 12:45:00,37800.3880796
2018-08-01 12:46:00,37792.7805796
2018-08-01 12:47:00,37787.8580796
2018-08-01 12:48:00,37786.9630796
2018-08-01 12:49:00,37782.9355796
2018-08-01 12:50:00,37786.9630796
2018-08-01 12:51:00,37785.6205796
2018-08-01 12:52:00,37786.5155796
2018-08-01 12:53:00,37789.6480796
2018-08-01 12:54:00,37786.9630796
2018-08-01 12:55:00,37788.3055796
2018-08-01 12:56:00,37786.9630796
2018-08-01 12:57:00,37812.4705796
2018-08-01 12:58:00,37771.7480796
2018-08-01 12:59:00,37792.3330796
2018-08-01 13:00:00,37797.2555796
2018-08-01 13:01:00,37782.0405796
2018-08-01 13:02:00,37782.0405796
2018-08-01 13:03:00,37781.5930796
2018-08-01 13:04:00,37773.9855796
2018-08-01 13:05:00,37752.9530796
2018-08-01 13:06:00,37757.8755796
2018-08-01 13:07:00,37754.2955796
2018-08-01 13:08:00,37739.0805796
2018-08-01 13:09:00,37736.3955796
2018-08-01 13:10:00,37720.2855796
2018-08-01 13:11:00,37709.5455796
2018-08-01 13:12:00,37722.9705796
2018-08-01 13:13:00,37765.9305796
2018-08-01 13:14:00,37759.6655796
2018-08-01 13:15:00,37797.2555796
2018-08-01 13:16:00,37806.2055796
2018-08-01 13:17:00,37794.1230796
2018-08-01 13:18:00,37786.9630796
2018-08-01 13:19:00,37793.6755796
2018-08-01 13:20:00,37790.0955796
2018-08-01 13:21:00,37794.5705796
2018-08-01 13:22:00,37826.7905796
2018-08-01 13:23:00,37834.3980796
2018-08-01 13:24:00,37823.2105796
2018-08-01 13:25:00,37833.5030796
2018-08-01 13:26:00,37825.8955796
2018-08-01 13:27:00,37827.6855796
2018-08-01 13:28:00,37825.8955796
2018-08-01 13:29:00,37837.5305796
2018-08-01 13:30:00,37848.7180796
2018-08-01 13:31:00,37847.3755796
2018-08-01 13:32:00,37842.9005796
2018-08-01 13:33:00,37832.6080796
2018-08-01 13:34:00,37832.1605796
2018-08-01 13:35:00,37829.9230796
2018-08-01 13:36:00,37818.7355796
2018-08-01 13:37:00,37819.1830796
2018-08-01 13:38:00,37823.2105796
2018-08-01 13:39:00,37828.1330796
2018-08-01 13:40:00,37831.2655796
2018-08-01 13:41:00,37826.3430796
2018-08-01 13:42:00,37820.9730796
2018-08-01 13:43:00,37814.7080796
2018-08-01 13:44:00,37801.2830796
2018-08-01 13:45:00,37797.2555796
2018-08-01 13:46:00,37795.4655796
2018-08-01 13:47:00,37791.4380796
2018-08-01 13:48:00,37800.8355796
2018-08-01 13:49:00,37798.1505796
2018-08-01 13:50:00,37802.1780796
2018-08-01 13:51:00,37811.1280796
2018-08-01 13:52:00,37805.3105796
2018-08-01 13:53:00,37799.0455796
2018-08-01 13:54:00,37804.8630796
2018-08-01 13:55:00,37798.1505796
2018-08-01 13:56:00,37799.0455796
2018-08-01 13:57:00,37812.9180796
2018-08-01 13:58:00,37822.7630796
2018-08-01 13:59:00,37817.8405796
2018-08-01 14:00:00,37824.1055796
2018-08-01 14:01:00,37820.5255796
2018-08-01 14:02:00,37828.5805796
2018-08-01 14:03:00,37819.6305796
2018-08-01 14:04:00,37804.8630796
2018-08-01 14:05:00,37803.5205796
2018-08-01 14:06:00,37800.3880796
2018-08-01 14:07:00,37807.1005796
2018-08-01 14:08:00,37806.2055796
2018-08-01 14:09:00,37821.4205796
2018-08-01 14:10:00,37814.2605796
2018-08-01 14:11:00,37814.7080796
2018-08-01 14:12:00,37816.9455796
2018-08-01 14:13:00,37811.5755796
2018-08-01 14:14:00,37812.4705796
2018-08-01 14:15:00,37812.4705796
2018-08-01 14:16:00,37813.3655796
2018-08-01 14:17:00,37805.7580796
2018-08-01 14:18:00,37805.7580796
2018-08-01 14:19:00,37812.4705796
2018-08-01 14:20:00,37819.1830796
2018-08-01 14:21:00,37818.2880796
2018-08-01 14:22:00,37820.5255796
2018-08-01 14:23:00,37821.4205796
2018-08-01 14:24:00,37825.0005796
2018-08-01 14:25:00,37836.6355796
2018-08-01 14:26:00,37843.7955796
2018-08-01 14:27:00,37833.0555796
2018-08-01 14:28:00,37837.5305796
2018-08-01 14:29:00,37842.9005796
2018-08-01 14:30:00,37839.3205796
2018-08-01 14:31:00,37842.0055796
2018-08-01 14:32:00,37854.5355796
2018-08-01 14:33:00,37851.8505796
2018-08-01 14:34:00,37852.7455796
2018-08-01 14:35:00,37860.8005796
2018-08-01 14:36:00,37857.2205796
2018-08-01 14:37:00,37846.0330796
2018-08-01 14:38:00,37850.0605796
2018-08-01 14:39:00,37855.4305796
2018-08-01 14:40:00,37851.8505796
2018-08-01 14:41:00,37859.4580796
2018-08-01 14:42:00,37849.6130796
2018-08-01 14:43:00,37860.8005796
2018-08-01 14:44:00,37867.0655796
2018-08-01 14:45:00,37863.4855796
2018-08-01 14:46:00,37864.8280796
2018-08-01 14:47:00,37866.6180796
2018-08-01 14:48:00,37859.9055796
2018-08-01 14:49:00,37858.1155796
2018-08-01 14:50:00,37863.4855796
2018-08-01 14:51:00,37861.6955796
2018-08-01 14:52:00,37860.8005796
2018-08-01 14:53:00,37857.2205796
2018-08-01 14:54:00,37858.1155796
2018-08-01 14:55:00,37855.4305796
2018-08-01 14:56:00,37845.5855796
2018-08-01 14:57:00,37844.6905796
2018-08-01 14:58:00,37847.3755796
2018-08-01 14:59:00,37850.5080796
2018-08-01 15:00:00,37848.2705796
2018-08-01 15:01:00,37848.2705796
2018-08-01 15:02:00,37838.4255796
2018-08-01 15:03:00,37836.6355796
2018-08-01 15:04:00,37842.9005796
2018-08-01 15:05:00,37829.4755796
2018-08-01 15:06:00,37810.2330796
2018-08-01 15:07:00,37819.1830796
2018-08-01 15:08:00,37821.4205796
2018-08-01 15:09:00,37824.5530796
2018-08-01 15:10:00,37841.1105796
2018-08-01 15:11:00,37839.3205796
2018-08-01 15:12:00,37831.7130796
2018-08-01 15:13:00,37841.5580796
2018-08-01 15:14:00,37833.5030796
2018-08-01 15:29:00,37830.8180796
2018-08-01 15:30:00,37840.2155796
2018-08-01 15:31:00,37850.0605796
2018-08-01 15:32:00,37856.7730796
2018-08-01 15:33:00,37852.7455796
2018-08-01 15:34:00,37854.0880796
2018-08-01 15:35:00,37853.6405796
2018-08-01 15:36:00,37855.8780796
2018-08-01 15:37:00,37860.8005796
2018-08-01 15:38:00,37858.5630796
2018-08-01 15:39:00,37859.9055796
2018-08-01 15:40:00,37854.0880796
2018-08-01 15:41:00,37851.4030796
2018-08-01 15:42:00,37856.7730796
2018-08-01 15:43:00,37858.5630796
2018-08-01 15:44:00,37857.6680796
2018-08-01 15:45:00,37860.3530796
2018-08-01 15:46:00,37862.1430796
2018-08-01 15:47:00,37862.1430796
2018-08-01 15:48:00,37859.9055796
2018-08-01 15:49:00,37861.2480796
2018-08-01 15:50:00,37867.9605796
