,NQ
2018-08-17 12:51:00,38113.8555917
2018-08-17 12:52:00,38118.2555917
2018-08-17 12:53:00,38116.4955917
2018-08-17 12:54:00,38118.6955917
2018-08-17 12:55:00,38117.3755917
2018-08-17 12:56:00,38120.0155917
2018-08-17 12:57:00,38140.2555917
2018-08-17 12:58:00,38145.5355917
2018-08-17 12:59:00,38137.6155917
2018-08-17 13:00:00,38140.2555917
2018-08-17 13:01:00,38144.6555917
2018-08-17 13:02:00,38145.5355917
2018-08-17 13:03:00,38156.0955917
2018-08-17 13:04:00,38189.5355917
2018-08-17 13:05:00,38209.7755917
2018-08-17 13:06:00,38214.1755917
2018-08-17 13:07:00,38211.9755917
2018-08-17 13:08:00,38205.3755917
2018-08-17 13:09:00,38202.2955917
2018-08-17 13:10:00,38200.0955917
2018-08-17 13:11:00,38197.4555917
2018-08-17 13:12:00,38189.5355917
2018-08-17 13:13:00,38194.3755917
2018-08-17 13:14:00,38209.3355917
2018-08-17 13:15:00,38223.8555917
2018-08-17 13:16:00,38218.5755917
2018-08-17 13:17:00,38213.2955917
2018-08-17 13:18:00,38214.1755917
2018-08-17 13:19:00,38215.0555917
2018-08-17 13:20:00,38222.9755917
2018-08-17 13:21:00,38230.0155917
2018-08-17 13:22:00,38230.0155917
2018-08-17 13:23:00,38222.9755917
2018-08-17 13:24:00,38231.7755917
