,SXF
2018-02-16 05:35:00,14941.9324767
2018-02-16 05:36:00,14952.0969567
2018-02-16 05:37:00,14949.5558367
2018-02-16 05:38:00,14924.1446367
2018-02-16 05:39:00,14931.7679967
2018-02-16 05:40:00,14921.6035167
2018-02-16 05:41:00,14926.6857567
2018-02-16 05:42:00,14931.7679967
2018-02-16 05:43:00,14936.8502367
2018-02-16 05:44:00,14936.8502367
2018-02-16 05:45:00,14936.8502367
2018-02-16 05:46:00,14941.9324767
2018-02-16 05:47:00,14949.5558367
2018-02-16 05:48:00,14949.5558367
2018-02-16 05:49:00,14949.5558367
2018-02-16 05:50:00,14949.5558367
2018-02-16 05:51:00,14952.0969567
2018-02-16 05:52:00,14957.1791967
2018-02-16 05:53:00,14947.0147167
2018-02-16 05:54:00,14952.0969567
2018-02-16 05:55:00,14959.7203167
2018-02-16 05:56:00,14982.5903967
2018-02-16 05:57:00,14964.8025567
2018-02-16 05:58:00,14967.3436767
2018-02-16 05:59:00,14967.3436767
2018-02-16 06:00:00,14962.2614367
2018-02-16 06:01:00,14959.7203167
2018-02-16 06:02:00,14952.0969567
2018-02-16 06:03:00,14954.6380767
2018-02-16 06:04:00,14959.7203167
2018-02-16 06:05:00,14949.5558367
2018-02-16 06:06:00,14959.7203167
2018-02-16 06:07:00,14972.4259167
2018-02-16 06:08:00,14974.9670367
2018-02-16 06:09:00,14974.9670367
2018-02-16 06:10:00,14974.9670367
2018-02-16 06:11:00,14972.4259167
2018-02-16 06:12:00,14972.4259167
2018-02-16 06:13:00,14972.4259167
2018-02-16 06:14:00,14977.5081567
2018-02-16 06:15:00,14977.5081567
2018-02-16 06:16:00,14959.7203167
2018-02-16 06:17:00,14962.2614367
2018-02-16 06:18:00,14964.8025567
2018-02-16 06:19:00,14964.8025567
2018-02-16 06:20:00,14964.8025567
2018-02-16 06:21:00,14964.8025567
2018-02-16 06:22:00,14967.3436767
2018-02-16 06:23:00,14967.3436767
2018-02-16 06:24:00,14969.8847967
2018-02-16 06:25:00,14962.2614367
2018-02-16 06:26:00,14959.7203167
2018-02-16 06:27:00,14954.6380767
2018-02-16 06:28:00,14959.7203167
2018-02-16 06:29:00,14954.6380767
2018-02-16 06:30:00,14954.6380767
2018-02-16 06:31:00,14954.6380767
2018-02-16 06:32:00,14964.8025567
2018-02-16 06:33:00,14967.3436767
2018-02-16 06:34:00,14967.3436767
2018-02-16 06:35:00,14967.3436767
2018-02-16 06:36:00,14962.2614367
2018-02-16 06:37:00,14964.8025567
2018-02-16 06:38:00,14962.2614367
2018-02-16 06:39:00,14964.8025567
2018-02-16 06:40:00,14964.8025567
2018-02-16 06:41:00,14967.3436767
2018-02-16 06:42:00,14977.5081567
2018-02-16 06:43:00,14980.0492767
2018-02-16 06:44:00,14980.0492767
2018-02-16 06:45:00,14980.0492767
2018-02-16 06:46:00,14980.0492767
2018-02-16 06:47:00,14974.9670367
2018-02-16 06:48:00,14980.0492767
2018-02-16 06:49:00,14977.5081567
2018-02-16 06:50:00,14972.4259167
2018-02-16 06:51:00,14974.9670367
2018-02-16 06:52:00,14974.9670367
2018-02-16 06:53:00,14974.9670367
2018-02-16 06:54:00,14974.9670367
2018-02-16 06:55:00,14974.9670367
2018-02-16 06:56:00,14977.5081567
2018-02-16 06:57:00,14977.5081567
2018-02-16 06:58:00,14980.0492767
2018-02-16 06:59:00,14985.1315167
2018-02-16 07:00:00,14980.0492767
2018-02-16 07:01:00,14972.4259167
2018-02-16 07:02:00,14974.9670367
2018-02-16 07:03:00,14972.4259167
2018-02-16 07:04:00,14967.3436767
2018-02-16 07:05:00,14969.8847967
2018-02-16 07:06:00,14974.9670367
2018-02-16 07:07:00,14969.8847967
2018-02-16 07:08:00,14967.3436767
2018-02-16 07:09:00,14967.3436767
2018-02-16 07:10:00,14967.3436767
2018-02-16 07:11:00,14969.8847967
2018-02-16 07:12:00,14972.4259167
2018-02-16 07:13:00,14972.4259167
2018-02-16 07:14:00,14974.9670367
2018-02-16 07:15:00,14974.9670367
2018-02-16 07:16:00,14974.9670367
2018-02-16 07:17:00,14977.5081567
2018-02-16 07:18:00,14985.1315167
2018-02-16 07:19:00,14985.1315167
2018-02-16 07:20:00,14987.6726367
2018-02-16 07:21:00,14980.0492767
2018-02-16 07:22:00,14977.5081567
2018-02-16 07:23:00,14977.5081567
2018-02-16 07:24:00,14977.5081567
2018-02-16 07:25:00,14972.4259167
2018-02-16 07:26:00,14949.5558367
2018-02-16 07:27:00,14949.5558367
2018-02-16 07:28:00,14959.7203167
2018-02-16 07:29:00,14972.4259167
2018-02-16 07:30:00,14969.8847967
2018-02-16 07:31:00,14972.4259167
2018-02-16 07:32:00,14977.5081567
2018-02-16 07:33:00,14977.5081567
2018-02-16 07:34:00,14980.0492767
2018-02-16 07:35:00,14980.0492767
2018-02-16 07:36:00,14980.0492767
2018-02-16 07:37:00,14972.4259167
2018-02-16 07:38:00,14969.8847967
2018-02-16 07:39:00,14974.9670367
2018-02-16 07:40:00,14967.3436767
2018-02-16 07:41:00,14969.8847967
2018-02-16 07:42:00,14967.3436767
2018-02-16 07:43:00,14967.3436767
2018-02-16 07:44:00,14967.3436767
2018-02-16 07:45:00,14964.8025567
2018-02-16 07:46:00,14980.0492767
2018-02-16 07:47:00,14980.0492767
2018-02-16 07:48:00,14980.0492767
2018-02-16 07:49:00,14980.0492767
2018-02-16 07:50:00,14992.7548767
2018-02-16 07:51:00,14992.7548767
2018-02-16 07:52:00,14992.7548767
2018-02-16 07:53:00,14987.6726367
2018-02-16 07:54:00,14969.8847967
2018-02-16 07:55:00,14967.3436767
2018-02-16 07:56:00,14967.3436767
2018-02-16 07:57:00,14972.4259167
2018-02-16 07:58:00,14972.4259167
2018-02-16 07:59:00,14967.3436767
2018-02-16 08:00:00,14954.6380767
2018-02-16 08:01:00,14944.4735967
2018-02-16 08:02:00,14964.8025567
2018-02-16 08:03:00,14952.0969567
2018-02-16 08:04:00,14952.0969567
2018-02-16 08:05:00,14954.6380767
2018-02-16 08:06:00,14957.1791967
2018-02-16 08:07:00,14964.8025567
2018-02-16 08:08:00,14959.7203167
2018-02-16 08:09:00,14957.1791967
2018-02-16 08:10:00,14952.0969567
2018-02-16 08:11:00,14959.7203167
2018-02-16 08:12:00,14954.6380767
2018-02-16 08:13:00,14952.0969567
2018-02-16 08:14:00,14949.5558367
2018-02-16 08:29:00,14974.9670367
2018-02-16 08:30:00,14949.5558367
2018-02-16 08:31:00,14954.6380767
2018-02-16 08:32:00,14957.1791967
2018-02-16 08:33:00,14959.7203167
2018-02-16 08:34:00,14974.9670367
2018-02-16 08:35:00,14969.8847967
2018-02-16 08:36:00,14959.7203167
2018-02-16 08:37:00,14969.8847967
2018-02-16 08:38:00,14969.8847967
2018-02-16 08:39:00,14987.6726367
2018-02-16 08:40:00,14964.8025567
2018-02-16 08:41:00,14949.5558367
2018-02-16 08:42:00,14967.3436767
2018-02-16 08:43:00,14939.3913567
2018-02-16 08:44:00,14901.2745567
2018-02-16 08:45:00,14929.2268767
2018-02-16 08:46:00,14936.8502367
2018-02-16 08:47:00,14974.9670367
2018-02-16 08:48:00,14974.9670367
2018-02-16 08:49:00,14980.0492767
2018-02-16 08:50:00,14995.2959967
2018-02-16 08:51:00,15000.3782367
2018-02-16 08:52:00,15002.9193567
2018-02-16 08:53:00,15015.6249567
2018-02-16 08:54:00,15018.1660767
2018-02-16 08:55:00,15015.6249567
2018-02-16 08:56:00,15010.5427167
2018-02-16 08:57:00,15023.2483167
2018-02-16 08:58:00,14982.5903967
2018-02-16 08:59:00,14987.6726367
2018-02-16 09:00:00,14941.9324767
2018-02-16 09:01:00,14924.1446367
2018-02-16 09:02:00,14924.1446367
2018-02-16 09:03:00,14949.5558367
2018-02-16 09:04:00,14936.8502367
2018-02-16 09:05:00,14913.9801567
2018-02-16 09:06:00,14908.8979167
2018-02-16 09:07:00,14898.7334367
2018-02-16 09:08:00,14926.6857567
2018-02-16 09:09:00,14939.3913567
2018-02-16 09:10:00,14919.0623967
2018-02-16 09:11:00,14934.3091167
2018-02-16 09:12:00,14944.4735967
2018-02-16 09:13:00,14929.2268767
2018-02-16 09:14:00,14944.4735967
2018-02-16 09:15:00,14962.2614367
2018-02-16 09:16:00,14982.5903967
2018-02-16 09:17:00,15000.3782367
2018-02-16 09:18:00,15005.4604767
2018-02-16 09:19:00,14982.5903967
2018-02-16 09:20:00,14992.7548767
2018-02-16 09:21:00,15010.5427167
2018-02-16 09:22:00,15010.5427167
2018-02-16 09:23:00,15000.3782367
2018-02-16 09:24:00,15005.4604767
2018-02-16 09:25:00,15015.6249567
2018-02-16 09:26:00,15005.4604767
2018-02-16 09:27:00,15008.0015967
2018-02-16 09:28:00,15002.9193567
2018-02-16 09:29:00,15020.7071967
2018-02-16 09:30:00,15025.7894367
2018-02-16 09:31:00,15023.2483167
2018-02-16 09:32:00,15025.7894367
2018-02-16 09:33:00,15028.3305567
2018-02-16 09:34:00,15035.9539167
2018-02-16 09:35:00,15041.0361567
2018-02-16 09:36:00,15030.8716767
2018-02-16 09:37:00,15020.7071967
2018-02-16 09:38:00,15015.6249567
2018-02-16 09:39:00,15005.4604767
2018-02-16 09:40:00,15000.3782367
2018-02-16 09:41:00,15002.9193567
2018-02-16 09:42:00,15000.3782367
2018-02-16 09:43:00,14995.2959967
2018-02-16 09:44:00,14995.2959967
2018-02-16 09:45:00,15013.0838367
2018-02-16 09:46:00,15023.2483167
2018-02-16 09:47:00,15023.2483167
2018-02-16 09:48:00,15010.5427167
2018-02-16 09:49:00,15033.4127967
2018-02-16 09:50:00,15028.3305567
2018-02-16 09:51:00,15013.0838367
2018-02-16 09:52:00,15015.6249567
2018-02-16 09:53:00,15015.6249567
2018-02-16 09:54:00,15035.9539167
2018-02-16 09:55:00,15030.8716767
2018-02-16 09:56:00,15035.9539167
2018-02-16 09:57:00,15025.7894367
2018-02-16 09:58:00,15038.4950367
2018-02-16 09:59:00,15041.0361567
2018-02-16 10:00:00,15071.5295967
2018-02-16 10:01:00,15058.8239967
2018-02-16 10:02:00,15048.6595167
2018-02-16 10:03:00,15035.9539167
2018-02-16 10:04:00,15046.1183967
2018-02-16 10:05:00,15063.9062367
2018-02-16 10:06:00,15058.8239967
2018-02-16 10:07:00,15066.4473567
2018-02-16 10:08:00,15066.4473567
2018-02-16 10:09:00,15076.6118367
2018-02-16 10:10:00,15074.0707167
2018-02-16 10:11:00,15102.0230367
2018-02-16 10:12:00,15099.4819167
2018-02-16 10:13:00,15086.7763167
2018-02-16 10:14:00,15114.7286367
2018-02-16 10:15:00,15102.0230367
2018-02-16 10:16:00,15112.1875167
2018-02-16 10:17:00,15112.1875167
2018-02-16 10:18:00,15102.0230367
2018-02-16 10:19:00,15107.1052767
2018-02-16 10:20:00,15122.3519967
2018-02-16 10:21:00,15127.4342367
2018-02-16 10:22:00,15132.5164767
2018-02-16 10:23:00,15147.7631967
2018-02-16 10:24:00,15132.5164767
2018-02-16 10:25:00,15142.6809567
2018-02-16 10:26:00,15137.5987167
2018-02-16 10:27:00,15137.5987167
2018-02-16 10:28:00,15127.4342367
2018-02-16 10:29:00,15124.8931167
2018-02-16 10:30:00,15117.2697567
2018-02-16 10:31:00,15104.5641567
2018-02-16 10:32:00,15109.6463967
2018-02-16 10:33:00,15127.4342367
2018-02-16 10:34:00,15122.3519967
2018-02-16 10:35:00,15112.1875167
2018-02-16 10:36:00,15104.5641567
2018-02-16 10:37:00,15102.0230367
2018-02-16 10:38:00,15104.5641567
2018-02-16 10:39:00,15104.5641567
2018-02-16 10:40:00,15114.7286367
2018-02-16 10:41:00,15122.3519967
2018-02-16 10:42:00,15122.3519967
2018-02-16 10:43:00,15124.8931167
2018-02-16 10:44:00,15117.2697567
2018-02-16 10:45:00,15135.0575967
2018-02-16 10:46:00,15145.2220767
2018-02-16 10:47:00,15147.7631967
2018-02-16 10:48:00,15157.9276767
2018-02-16 10:49:00,15168.0921567
2018-02-16 10:50:00,15168.0921567
2018-02-16 10:51:00,15168.0921567
2018-02-16 10:52:00,15183.3388767
2018-02-16 10:53:00,15175.7155167
2018-02-16 10:54:00,15170.6332767
2018-02-16 10:55:00,15175.7155167
2018-02-16 10:56:00,15175.7155167
2018-02-16 10:57:00,15173.1743967
2018-02-16 10:58:00,15183.3388767
2018-02-16 10:59:00,15180.7977567
2018-02-16 11:00:00,15196.0444767
2018-02-16 11:01:00,15183.3388767
2018-02-16 11:02:00,15188.4211167
2018-02-16 11:03:00,15180.7977567
2018-02-16 11:04:00,15196.0444767
2018-02-16 11:05:00,15193.5033567
2018-02-16 11:06:00,15190.9622367
2018-02-16 11:07:00,15183.3388767
2018-02-16 11:08:00,15173.1743967
2018-02-16 11:09:00,15175.7155167
2018-02-16 11:10:00,15188.4211167
2018-02-16 11:11:00,15193.5033567
2018-02-16 11:12:00,15188.4211167
2018-02-16 11:13:00,15188.4211167
2018-02-16 11:14:00,15188.4211167
2018-02-16 11:15:00,15188.4211167
2018-02-16 11:16:00,15198.5855967
2018-02-16 11:17:00,15198.5855967
2018-02-16 11:18:00,15193.5033567
2018-02-16 11:19:00,15198.5855967
2018-02-16 11:20:00,15193.5033567
2018-02-16 11:21:00,15198.5855967
2018-02-16 11:22:00,15193.5033567
2018-02-16 11:23:00,15180.7977567
2018-02-16 11:24:00,15185.8799967
2018-02-16 11:25:00,15183.3388767
2018-02-16 11:26:00,15178.2566367
2018-02-16 11:27:00,15178.2566367
2018-02-16 11:28:00,15183.3388767
2018-02-16 11:29:00,15185.8799967
2018-02-16 11:30:00,15188.4211167
2018-02-16 11:31:00,15206.2089567
2018-02-16 11:32:00,15208.7500767
2018-02-16 11:33:00,15213.8323167
2018-02-16 11:34:00,15223.9967967
2018-02-16 11:35:00,15218.9145567
2018-02-16 11:36:00,15223.9967967
2018-02-16 11:37:00,15226.5379167
2018-02-16 11:38:00,15216.3734367
2018-02-16 11:39:00,15216.3734367
2018-02-16 11:40:00,15216.3734367
2018-02-16 11:41:00,15218.9145567
2018-02-16 11:42:00,15216.3734367
2018-02-16 11:43:00,15211.2911967
2018-02-16 11:44:00,15203.6678367
2018-02-16 11:45:00,15208.7500767
2018-02-16 11:46:00,15203.6678367
2018-02-16 11:47:00,15206.2089567
2018-02-16 11:48:00,15206.2089567
2018-02-16 11:49:00,15196.0444767
2018-02-16 11:50:00,15198.5855967
2018-02-16 11:51:00,15168.0921567
2018-02-16 11:52:00,15132.5164767
2018-02-16 11:53:00,15137.5987167
2018-02-16 11:54:00,15135.0575967
2018-02-16 11:55:00,15129.9753567
2018-02-16 11:56:00,15129.9753567
2018-02-16 11:57:00,15137.5987167
2018-02-16 11:58:00,15157.9276767
2018-02-16 11:59:00,15150.3043167
2018-02-16 12:00:00,15160.4687967
2018-02-16 12:01:00,15150.3043167
2018-02-16 12:02:00,15137.5987167
2018-02-16 12:03:00,15132.5164767
2018-02-16 12:04:00,15122.3519967
2018-02-16 12:05:00,15112.1875167
2018-02-16 12:06:00,15127.4342367
2018-02-16 12:07:00,15127.4342367
2018-02-16 12:08:00,15117.2697567
2018-02-16 12:09:00,15132.5164767
2018-02-16 12:10:00,15117.2697567
2018-02-16 12:11:00,15117.2697567
2018-02-16 12:12:00,15114.7286367
2018-02-16 12:13:00,15102.0230367
2018-02-16 12:14:00,15102.0230367
2018-02-16 12:15:00,15102.0230367
2018-02-16 12:16:00,15094.3996767
2018-02-16 12:17:00,15066.4473567
2018-02-16 12:18:00,15058.8239967
2018-02-16 12:19:00,15058.8239967
2018-02-16 12:20:00,15058.8239967
2018-02-16 12:21:00,15076.6118367
2018-02-16 12:22:00,15079.1529567
2018-02-16 12:23:00,15102.0230367
2018-02-16 12:24:00,15099.4819167
2018-02-16 12:25:00,15117.2697567
2018-02-16 12:26:00,15094.3996767
2018-02-16 12:27:00,15099.4819167
2018-02-16 12:28:00,15076.6118367
2018-02-16 12:29:00,15081.6940767
2018-02-16 12:30:00,15046.1183967
2018-02-16 12:31:00,15041.0361567
2018-02-16 12:32:00,15061.3651167
2018-02-16 12:33:00,15074.0707167
2018-02-16 12:34:00,15096.9407967
2018-02-16 12:35:00,15119.8108767
2018-02-16 12:36:00,15122.3519967
2018-02-16 12:37:00,15127.4342367
2018-02-16 12:38:00,15129.9753567
2018-02-16 12:39:00,15122.3519967
2018-02-16 12:40:00,15147.7631967
2018-02-16 12:41:00,15147.7631967
2018-02-16 12:42:00,15150.3043167
2018-02-16 12:43:00,15145.2220767
2018-02-16 12:44:00,15142.6809567
2018-02-16 12:45:00,15157.9276767
2018-02-16 12:46:00,15152.8454367
2018-02-16 12:47:00,15155.3865567
2018-02-16 12:48:00,15152.8454367
2018-02-16 12:49:00,15142.6809567
2018-02-16 12:50:00,15137.5987167
2018-02-16 12:51:00,15135.0575967
2018-02-16 12:52:00,15119.8108767
2018-02-16 12:53:00,15117.2697567
2018-02-16 12:54:00,15099.4819167
2018-02-16 12:55:00,15091.8585567
2018-02-16 12:56:00,15086.7763167
2018-02-16 12:57:00,15096.9407967
2018-02-16 12:58:00,15107.1052767
2018-02-16 12:59:00,15089.3174367
2018-02-16 13:00:00,15109.6463967
2018-02-16 13:01:00,15117.2697567
2018-02-16 13:02:00,15112.1875167
2018-02-16 13:03:00,15104.5641567
2018-02-16 13:04:00,15089.3174367
2018-02-16 13:05:00,15068.9884767
2018-02-16 13:06:00,15071.5295967
2018-02-16 13:07:00,15086.7763167
2018-02-16 13:08:00,15086.7763167
2018-02-16 13:09:00,15061.3651167
2018-02-16 13:10:00,15071.5295967
2018-02-16 13:11:00,15053.7417567
2018-02-16 13:12:00,15051.2006367
2018-02-16 13:13:00,15048.6595167
2018-02-16 13:14:00,15028.3305567
2018-02-16 13:15:00,15030.8716767
2018-02-16 13:16:00,15020.7071967
2018-02-16 13:17:00,15023.2483167
2018-02-16 13:18:00,15028.3305567
2018-02-16 13:19:00,15033.4127967
2018-02-16 13:20:00,15018.1660767
2018-02-16 13:21:00,15015.6249567
2018-02-16 13:22:00,15010.5427167
2018-02-16 13:23:00,15000.3782367
2018-02-16 13:24:00,15005.4604767
2018-02-16 13:25:00,15000.3782367
2018-02-16 13:26:00,15018.1660767
2018-02-16 13:27:00,15013.0838367
2018-02-16 13:28:00,15030.8716767
2018-02-16 13:29:00,15041.0361567
2018-02-16 13:30:00,15030.8716767
2018-02-16 13:31:00,15051.2006367
2018-02-16 13:32:00,15051.2006367
2018-02-16 13:33:00,15053.7417567
2018-02-16 13:34:00,15056.2828767
2018-02-16 13:35:00,15043.5772767
2018-02-16 13:36:00,15051.2006367
2018-02-16 13:37:00,15066.4473567
2018-02-16 13:38:00,15068.9884767
2018-02-16 13:39:00,15058.8239967
2018-02-16 13:40:00,15041.0361567
2018-02-16 13:41:00,15041.0361567
2018-02-16 13:42:00,15043.5772767
2018-02-16 13:43:00,15030.8716767
2018-02-16 13:44:00,15018.1660767
2018-02-16 13:45:00,15018.1660767
2018-02-16 13:46:00,15008.0015967
2018-02-16 13:47:00,15015.6249567
2018-02-16 13:48:00,15030.8716767
2018-02-16 13:49:00,15041.0361567
2018-02-16 13:50:00,15041.0361567
2018-02-16 13:51:00,15030.8716767
2018-02-16 13:52:00,15046.1183967
2018-02-16 13:53:00,15043.5772767
2018-02-16 13:54:00,15051.2006367
2018-02-16 13:55:00,15066.4473567
2018-02-16 13:56:00,15071.5295967
2018-02-16 13:57:00,15068.9884767
2018-02-16 13:58:00,15089.3174367
2018-02-16 13:59:00,15084.2351967
2018-02-16 14:00:00,15091.8585567
2018-02-16 14:01:00,15096.9407967
2018-02-16 14:02:00,15096.9407967
2018-02-16 14:03:00,15091.8585567
2018-02-16 14:04:00,15086.7763167
2018-02-16 14:05:00,15089.3174367
2018-02-16 14:06:00,15096.9407967
2018-02-16 14:07:00,15107.1052767
2018-02-16 14:08:00,15107.1052767
2018-02-16 14:09:00,15109.6463967
2018-02-16 14:10:00,15112.1875167
2018-02-16 14:11:00,15119.8108767
2018-02-16 14:12:00,15119.8108767
2018-02-16 14:13:00,15114.7286367
2018-02-16 14:14:00,15119.8108767
2018-02-16 14:15:00,15122.3519967
2018-02-16 14:16:00,15129.9753567
2018-02-16 14:17:00,15117.2697567
2018-02-16 14:18:00,15122.3519967
2018-02-16 14:19:00,15122.3519967
2018-02-16 14:20:00,15129.9753567
2018-02-16 14:21:00,15107.1052767
2018-02-16 14:22:00,15112.1875167
2018-02-16 14:23:00,15112.1875167
2018-02-16 14:24:00,15107.1052767
2018-02-16 14:25:00,15117.2697567
2018-02-16 14:26:00,15127.4342367
2018-02-16 14:27:00,15132.5164767
2018-02-16 14:28:00,15129.9753567
2018-02-16 14:29:00,15124.8931167
2018-02-16 14:30:00,15122.3519967
2018-02-16 14:31:00,15107.1052767
2018-02-16 14:32:00,15104.5641567
2018-02-16 14:33:00,15102.0230367
2018-02-16 14:34:00,15094.3996767
2018-02-16 14:35:00,15091.8585567
2018-02-16 14:36:00,15107.1052767
2018-02-16 14:37:00,15104.5641567
2018-02-16 14:38:00,15109.6463967
2018-02-16 14:39:00,15112.1875167
2018-02-16 14:40:00,15091.8585567
2018-02-16 14:41:00,15089.3174367
2018-02-16 14:42:00,15081.6940767
2018-02-16 14:43:00,15094.3996767
2018-02-16 14:44:00,15081.6940767
2018-02-16 14:45:00,15099.4819167
2018-02-16 14:46:00,15107.1052767
2018-02-16 14:47:00,15119.8108767
2018-02-16 14:48:00,15132.5164767
2018-02-16 14:49:00,15127.4342367
2018-02-16 14:50:00,15117.2697567
2018-02-16 14:51:00,15114.7286367
2018-02-16 14:52:00,15109.6463967
2018-02-16 14:53:00,15112.1875167
2018-02-16 14:54:00,15114.7286367
2018-02-16 14:55:00,15117.2697567
2018-02-16 14:56:00,15112.1875167
2018-02-16 14:57:00,15102.0230367
2018-02-16 14:58:00,15086.7763167
2018-02-16 14:59:00,15081.6940767
2018-02-16 15:00:00,15112.1875167
2018-02-16 15:01:00,15086.7763167
2018-02-16 15:02:00,15081.6940767
2018-02-16 15:03:00,15079.1529567
2018-02-16 15:04:00,15076.6118367
2018-02-16 15:05:00,15079.1529567
2018-02-16 15:06:00,15086.7763167
2018-02-16 15:07:00,15091.8585567
2018-02-16 15:08:00,15086.7763167
2018-02-16 15:09:00,15086.7763167
2018-02-16 15:10:00,15091.8585567
2018-02-16 15:11:00,15089.3174367
2018-02-16 15:12:00,15089.3174367
2018-02-16 15:13:00,15109.6463967
2018-02-16 15:14:00,15112.1875167
2018-02-20 04:59:00,14979.4177265
2018-02-20 05:00:00,14983.7196625
2018-02-20 05:01:00,14960.0590145
2018-02-20 05:02:00,14942.8512705
2018-02-20 05:03:00,14938.5493345
2018-02-20 05:04:00,14957.9080465
2018-02-20 05:05:00,14951.4551425
2018-02-20 05:06:00,14949.3041745
2018-02-20 05:07:00,14947.1532065
2018-02-20 05:08:00,14945.0022385
2018-02-20 05:09:00,14945.0022385
2018-02-20 05:10:00,14947.1532065
2018-02-20 05:11:00,14945.0022385
2018-02-20 05:12:00,14947.1532065
2018-02-20 05:13:00,14947.1532065
2018-02-20 05:14:00,14945.0022385
2018-02-20 05:15:00,14942.8512705
2018-02-20 05:16:00,14940.7003025
2018-02-20 05:17:00,14936.3983665
2018-02-20 05:18:00,14940.7003025
2018-02-20 05:19:00,14940.7003025
2018-02-20 05:20:00,14940.7003025
2018-02-20 05:21:00,14938.5493345
2018-02-20 05:22:00,14927.7944945
2018-02-20 05:23:00,14921.3415905
2018-02-20 05:24:00,14917.0396545
2018-02-20 05:25:00,14917.0396545
2018-02-20 05:26:00,14908.4357825
2018-02-20 05:27:00,14906.2848145
2018-02-20 05:28:00,14906.2848145
2018-02-20 05:29:00,14906.2848145
2018-02-20 05:30:00,14906.2848145
2018-02-20 05:31:00,14908.4357825
2018-02-20 05:32:00,14910.5867505
2018-02-20 05:33:00,14910.5867505
2018-02-20 05:34:00,14912.7377185
2018-02-20 05:35:00,14912.7377185
2018-02-20 05:36:00,14914.8886865
2018-02-20 05:37:00,14906.2848145
2018-02-20 05:38:00,14908.4357825
2018-02-20 05:39:00,14908.4357825
2018-02-20 05:40:00,14923.4925585
2018-02-20 05:41:00,14923.4925585
2018-02-20 05:42:00,14923.4925585
2018-02-20 05:43:00,14921.3415905
2018-02-20 05:44:00,14923.4925585
2018-02-20 05:45:00,14923.4925585
2018-02-20 05:46:00,14923.4925585
2018-02-20 05:47:00,14923.4925585
2018-02-20 05:48:00,14923.4925585
2018-02-20 05:49:00,14923.4925585
2018-02-20 05:50:00,14923.4925585
2018-02-20 05:51:00,14929.9454625
2018-02-20 05:52:00,14929.9454625
2018-02-20 05:53:00,14929.9454625
2018-02-20 05:54:00,14929.9454625
2018-02-20 05:55:00,14929.9454625
2018-02-20 05:56:00,14929.9454625
2018-02-20 05:57:00,14929.9454625
2018-02-20 05:58:00,14929.9454625
2018-02-20 05:59:00,14934.2473985
2018-02-20 06:00:00,14942.8512705
2018-02-20 06:01:00,14947.1532065
2018-02-20 06:02:00,14947.1532065
2018-02-20 06:03:00,14957.9080465
2018-02-20 06:04:00,14957.9080465
2018-02-20 06:05:00,14960.0590145
2018-02-20 06:06:00,14964.3609505
2018-02-20 06:07:00,14966.5119185
2018-02-20 06:08:00,14957.9080465
2018-02-20 06:09:00,14951.4551425
2018-02-20 06:10:00,14953.6061105
2018-02-20 06:11:00,14957.9080465
2018-02-20 06:12:00,14970.8138545
2018-02-20 06:13:00,14975.1157905
2018-02-20 06:14:00,14977.2667585
2018-02-20 06:15:00,14962.2099825
2018-02-20 06:16:00,14962.2099825
2018-02-20 06:17:00,14962.2099825
2018-02-20 06:18:00,14960.0590145
2018-02-20 06:19:00,14962.2099825
2018-02-20 06:20:00,14966.5119185
2018-02-20 06:21:00,14953.6061105
2018-02-20 06:22:00,14953.6061105
2018-02-20 06:23:00,14953.6061105
2018-02-20 06:24:00,14953.6061105
2018-02-20 06:25:00,14953.6061105
2018-02-20 06:26:00,14953.6061105
2018-02-20 06:27:00,14953.6061105
2018-02-20 06:28:00,14953.6061105
2018-02-20 06:29:00,14955.7570785
2018-02-20 06:30:00,14955.7570785
2018-02-20 06:31:00,14955.7570785
2018-02-20 06:32:00,14955.7570785
2018-02-20 06:33:00,14957.9080465
2018-02-20 06:34:00,14964.3609505
2018-02-20 06:35:00,14962.2099825
2018-02-20 06:36:00,14960.0590145
2018-02-20 06:37:00,14960.0590145
2018-02-20 06:38:00,14953.6061105
2018-02-20 06:39:00,14953.6061105
2018-02-20 06:40:00,14955.7570785
2018-02-20 06:41:00,14951.4551425
2018-02-20 06:42:00,14955.7570785
2018-02-20 06:43:00,14953.6061105
2018-02-20 06:44:00,14957.9080465
2018-02-20 06:45:00,14966.5119185
2018-02-20 06:46:00,14968.6628865
2018-02-20 06:47:00,14962.2099825
2018-02-20 06:48:00,14966.5119185
2018-02-20 06:49:00,14972.9648225
2018-02-20 06:50:00,14972.9648225
2018-02-20 06:51:00,14972.9648225
2018-02-20 06:52:00,14972.9648225
2018-02-20 06:53:00,14975.1157905
2018-02-20 06:54:00,14977.2667585
2018-02-20 06:55:00,14979.4177265
2018-02-20 06:56:00,14981.5686945
2018-02-20 06:57:00,14985.8706305
2018-02-20 06:58:00,14985.8706305
2018-02-20 06:59:00,14975.1157905
2018-02-20 07:00:00,14957.9080465
2018-02-20 07:01:00,14960.0590145
2018-02-20 07:02:00,14975.1157905
2018-02-20 07:03:00,14975.1157905
2018-02-20 07:04:00,14975.1157905
2018-02-20 07:05:00,14977.2667585
2018-02-20 07:06:00,14977.2667585
2018-02-20 07:07:00,14975.1157905
2018-02-20 07:08:00,14975.1157905
2018-02-20 07:09:00,14975.1157905
2018-02-20 07:10:00,14981.5686945
2018-02-20 07:11:00,14966.5119185
