,HO3
2018-07-16 00:00:00,-47306.410452
2018-07-16 00:01:00,-47306.410452
2018-07-16 00:02:00,-47306.410452
2018-07-16 00:03:00,-47306.410452
2018-07-16 00:04:00,-47306.410452
2018-07-16 00:05:00,-47306.410452
2018-07-16 00:06:00,-47306.410452
2018-07-16 00:07:00,-47306.410452
2018-07-16 00:08:00,-47306.410452
2018-07-16 00:09:00,-47307.027852
2018-07-16 00:10:00,-47309.497452
2018-07-16 00:11:00,-47309.497452
2018-07-16 00:12:00,-47312.893152
2018-07-16 00:13:00,-47314.127952
2018-07-16 00:14:00,-47313.819252
2018-07-16 00:15:00,-47313.819252
2018-07-16 00:16:00,-47313.819252
2018-07-16 00:17:00,-47313.201852
2018-07-16 00:18:00,-47313.819252
2018-07-16 00:19:00,-47309.188752
2018-07-16 00:20:00,-47308.262652
2018-07-16 00:21:00,-47308.262652
2018-07-16 00:22:00,-47308.262652
2018-07-16 00:23:00,-47312.275752
2018-07-16 00:24:00,-47312.893152
2018-07-16 00:25:00,-47315.980152
2018-07-16 00:26:00,-47315.671452
2018-07-16 00:27:00,-47315.980152
2018-07-16 00:28:00,-47316.288852
2018-07-16 00:29:00,-47312.584452
2018-07-16 00:30:00,-47311.967052
2018-07-16 00:31:00,-47307.645252
2018-07-16 00:32:00,-47307.953952
2018-07-16 00:33:00,-47308.880052
2018-07-16 00:34:00,-47310.732252
2018-07-16 00:35:00,-47309.497452
2018-07-16 00:36:00,-47311.967052
2018-07-16 00:37:00,-47311.967052
2018-07-16 00:38:00,-47311.658352
2018-07-16 00:39:00,-47308.262652
2018-07-16 00:40:00,-47306.410452
2018-07-16 00:41:00,-47306.719152
2018-07-16 00:42:00,-47306.719152
2018-07-16 00:43:00,-47306.719152
2018-07-16 00:44:00,-47309.806152
2018-07-16 00:45:00,-47308.880052
2018-07-16 00:46:00,-47309.806152
2018-07-16 00:47:00,-47307.027852
2018-07-16 00:48:00,-47305.175652
2018-07-16 00:49:00,-47302.397352
2018-07-16 00:50:00,-47301.471252
2018-07-16 00:51:00,-47300.545152
2018-07-16 00:52:00,-47297.149452
2018-07-16 00:53:00,-47302.088652
2018-07-16 00:54:00,-47298.384252
2018-07-16 00:55:00,-47298.384252
2018-07-16 00:56:00,-47299.310352
2018-07-16 00:57:00,-47301.471252
2018-07-16 00:58:00,-47304.866952
2018-07-16 00:59:00,-47306.410452
2018-07-16 01:00:00,-47311.967052
2018-07-16 01:01:00,-47311.040952
2018-07-16 01:02:00,-47311.658352
2018-07-16 01:03:00,-47314.745352
2018-07-16 01:04:00,-47317.214952
2018-07-16 01:05:00,-47315.980152
2018-07-16 01:06:00,-47321.228052
2018-07-16 01:07:00,-47322.154152
2018-07-16 01:08:00,-47322.771552
2018-07-16 01:09:00,-47321.536752
2018-07-16 01:10:00,-47317.832352
2018-07-16 01:11:00,-47311.040952
2018-07-16 01:12:00,-47307.953952
2018-07-16 01:13:00,-47311.040952
2018-07-16 01:14:00,-47312.584452
2018-07-16 01:15:00,-47314.127952
2018-07-16 01:16:00,-47317.832352
2018-07-16 01:17:00,-47318.758452
2018-07-16 01:18:00,-47318.141052
2018-07-16 01:19:00,-47325.241152
2018-07-16 01:20:00,-47332.958652
2018-07-16 01:21:00,-47333.267352
2018-07-16 01:22:00,-47341.910952
2018-07-16 01:23:00,-47341.293552
2018-07-16 01:24:00,-47337.280452
2018-07-16 01:25:00,-47336.663052
2018-07-16 01:26:00,-47338.206552
2018-07-16 01:27:00,-47334.193452
2018-07-16 01:28:00,-47335.428252
2018-07-16 01:29:00,-47335.119552
2018-07-16 01:30:00,-47336.663052
2018-07-16 01:31:00,-47336.663052
2018-07-16 01:32:00,-47336.045652
2018-07-16 01:33:00,-47336.663052
2018-07-16 01:34:00,-47336.663052
2018-07-16 01:35:00,-47339.132652
2018-07-16 01:36:00,-47339.750052
2018-07-16 01:37:00,-47342.528352
2018-07-16 01:38:00,-47343.454452
2018-07-16 01:39:00,-47332.341252
2018-07-16 01:40:00,-47334.193452
2018-07-16 01:41:00,-47334.193452
2018-07-16 01:42:00,-47334.810852
2018-07-16 01:43:00,-47336.663052
2018-07-16 01:44:00,-47335.428252
2018-07-16 01:45:00,-47337.589152
2018-07-16 01:46:00,-47338.823952
2018-07-16 01:47:00,-47329.562952
2018-07-16 01:48:00,-47326.475952
