,C6
2018-02-16 00:47:00,-5562.019
2018-02-16 00:48:00,-5562.019
2018-02-16 00:49:00,-5562.019
2018-02-16 00:50:00,-5566.649
2018-02-16 00:51:00,-5566.649
2018-02-16 00:52:00,-5564.334
2018-02-16 00:53:00,-5566.649
2018-02-16 00:54:00,-5571.279
2018-02-16 00:55:00,-5580.539
2018-02-16 00:56:00,-5578.224
2018-02-16 00:57:00,-5568.964
2018-02-16 00:58:00,-5568.964
2018-02-16 00:59:00,-5573.594
2018-02-16 01:00:00,-5568.964
2018-02-16 01:01:00,-5557.389
2018-02-16 01:02:00,-5552.759
2018-02-16 01:03:00,-5552.759
2018-02-16 01:04:00,-5552.759
2018-02-16 01:05:00,-5557.389
2018-02-16 01:06:00,-5552.759
2018-02-16 01:07:00,-5550.444
2018-02-16 01:08:00,-5552.759
2018-02-16 01:09:00,-5566.649
2018-02-16 01:10:00,-5564.334
2018-02-16 01:11:00,-5568.964
2018-02-16 01:12:00,-5573.594
2018-02-16 01:13:00,-5573.594
2018-02-16 01:14:00,-5562.019
2018-02-16 01:15:00,-5566.649
2018-02-16 01:16:00,-5566.649
2018-02-16 01:17:00,-5566.649
2018-02-16 01:18:00,-5566.649
2018-02-16 01:19:00,-5578.224
2018-02-16 01:20:00,-5578.224
2018-02-16 01:21:00,-5573.594
2018-02-16 01:22:00,-5575.909
2018-02-16 01:23:00,-5578.224
2018-02-16 01:24:00,-5589.799
2018-02-16 01:25:00,-5589.799
2018-02-16 01:26:00,-5585.169
2018-02-16 01:27:00,-5578.224
2018-02-16 01:28:00,-5578.224
2018-02-16 01:29:00,-5571.279
2018-02-16 01:30:00,-5566.649
2018-02-16 01:31:00,-5566.649
2018-02-16 01:32:00,-5578.224
2018-02-16 01:33:00,-5575.909
2018-02-16 01:34:00,-5575.909
2018-02-16 01:35:00,-5571.279
2018-02-16 01:36:00,-5568.964
2018-02-16 01:37:00,-5562.019
2018-02-16 01:38:00,-5571.279
2018-02-16 01:39:00,-5566.649
2018-02-16 01:40:00,-5559.704
2018-02-16 01:41:00,-5559.704
2018-02-16 01:42:00,-5562.019
2018-02-16 01:43:00,-5568.964
2018-02-16 01:44:00,-5559.704
2018-02-16 01:45:00,-5564.334
2018-02-16 01:46:00,-5564.334
2018-02-16 01:47:00,-5568.964
2018-02-16 01:48:00,-5559.704
2018-02-16 01:49:00,-5559.704
2018-02-16 01:50:00,-5559.704
2018-02-16 01:51:00,-5571.279
2018-02-16 01:52:00,-5571.279
2018-02-16 01:53:00,-5575.909
2018-02-16 01:54:00,-5582.854
2018-02-16 01:55:00,-5580.539
2018-02-16 01:56:00,-5571.279
2018-02-16 01:57:00,-5589.799
2018-02-16 01:58:00,-5587.484
2018-02-16 01:59:00,-5587.484
2018-02-16 02:00:00,-5557.389
2018-02-16 02:01:00,-5552.759
2018-02-16 02:02:00,-5555.074
2018-02-16 02:03:00,-5557.389
2018-02-16 02:04:00,-5548.129
2018-02-16 02:05:00,-5548.129
2018-02-16 02:06:00,-5552.759
2018-02-16 02:07:00,-5538.869
2018-02-16 02:08:00,-5541.184
2018-02-16 02:09:00,-5543.499
2018-02-16 02:10:00,-5550.444
2018-02-16 02:11:00,-5543.499
2018-02-16 02:12:00,-5531.924
2018-02-16 02:13:00,-5529.609
2018-02-16 02:14:00,-5515.719
2018-02-16 02:15:00,-5515.719
2018-02-16 02:16:00,-5515.719
2018-02-16 02:17:00,-5520.349
2018-02-16 02:18:00,-5520.349
2018-02-16 02:19:00,-5524.979
2018-02-16 02:20:00,-5520.349
2018-02-16 02:21:00,-5515.719
2018-02-16 02:22:00,-5524.979
2018-02-16 02:23:00,-5515.719
2018-02-16 02:24:00,-5515.719
2018-02-16 02:25:00,-5520.349
2018-02-16 02:26:00,-5515.719
2018-02-16 02:27:00,-5520.349
2018-02-16 02:28:00,-5520.349
2018-02-16 02:29:00,-5524.979
2018-02-16 02:30:00,-5518.034
2018-02-16 02:31:00,-5520.349
2018-02-16 02:32:00,-5520.349
2018-02-16 02:33:00,-5515.719
2018-02-16 02:34:00,-5501.829
2018-02-16 02:35:00,-5492.569
2018-02-16 02:36:00,-5497.199
2018-02-16 02:37:00,-5497.199
2018-02-16 02:38:00,-5501.829
2018-02-16 02:39:00,-5506.459
2018-02-16 02:40:00,-5501.829
2018-02-16 02:41:00,-5501.829
2018-02-16 02:42:00,-5497.199
2018-02-16 02:43:00,-5499.514
2018-02-16 02:44:00,-5511.089
2018-02-16 02:45:00,-5515.719
2018-02-16 02:46:00,-5522.664
2018-02-16 02:47:00,-5515.719
2018-02-16 02:48:00,-5508.774
2018-02-16 02:49:00,-5497.199
2018-02-16 02:50:00,-5501.829
2018-02-16 02:51:00,-5494.884
2018-02-16 02:52:00,-5483.309
2018-02-16 02:53:00,-5487.939
2018-02-16 02:54:00,-5483.309
2018-02-16 02:55:00,-5478.679
2018-02-16 02:56:00,-5474.049
2018-02-16 02:57:00,-5478.679
2018-02-16 02:58:00,-5483.309
2018-02-16 02:59:00,-5483.309
2018-02-16 03:00:00,-5471.734
2018-02-16 03:01:00,-5464.789
2018-02-16 03:02:00,-5460.159
2018-02-16 03:03:00,-5464.789
2018-02-16 03:04:00,-5469.419
2018-02-16 03:05:00,-5476.364
2018-02-16 03:06:00,-5469.419
2018-02-16 03:07:00,-5474.049
2018-02-16 03:08:00,-5464.789
2018-02-16 03:09:00,-5462.474
2018-02-16 03:10:00,-5455.529
2018-02-16 03:11:00,-5469.419
2018-02-16 03:12:00,-5464.789
2018-02-16 03:13:00,-5460.159
2018-02-16 03:14:00,-5460.159
2018-02-16 03:15:00,-5462.474
2018-02-16 03:16:00,-5464.789
2018-02-16 03:17:00,-5471.734
2018-02-16 03:18:00,-5474.049
2018-02-16 03:19:00,-5480.994
2018-02-16 03:20:00,-5483.309
2018-02-16 03:21:00,-5487.939
2018-02-16 03:22:00,-5487.939
2018-02-16 03:23:00,-5487.939
2018-02-16 03:24:00,-5492.569
2018-02-16 03:25:00,-5494.884
2018-02-16 03:26:00,-5494.884
2018-02-16 03:27:00,-5490.254
2018-02-16 03:28:00,-5483.309
2018-02-16 03:29:00,-5483.309
2018-02-16 03:30:00,-5487.939
2018-02-16 03:31:00,-5478.679
2018-02-16 03:32:00,-5476.364
2018-02-16 03:33:00,-5476.364
2018-02-16 03:34:00,-5478.679
2018-02-16 03:35:00,-5469.419
2018-02-16 03:36:00,-5469.419
2018-02-16 03:37:00,-5464.789
2018-02-16 03:38:00,-5467.104
2018-02-16 03:39:00,-5464.789
2018-02-16 03:40:00,-5469.419
2018-02-16 03:41:00,-5474.049
2018-02-16 03:42:00,-5474.049
2018-02-16 03:43:00,-5483.309
2018-02-16 03:44:00,-5469.419
2018-02-16 03:45:00,-5469.419
2018-02-16 03:46:00,-5464.789
2018-02-16 03:47:00,-5464.789
2018-02-16 03:48:00,-5464.789
2018-02-16 03:49:00,-5478.679
2018-02-16 03:50:00,-5474.049
2018-02-16 03:51:00,-5474.049
2018-02-16 03:52:00,-5478.679
2018-02-16 03:53:00,-5478.679
2018-02-16 03:54:00,-5483.309
2018-02-16 03:55:00,-5485.624
2018-02-16 03:56:00,-5483.309
2018-02-16 03:57:00,-5487.939
2018-02-16 03:58:00,-5497.199
2018-02-16 03:59:00,-5506.459
2018-02-16 04:00:00,-5501.829
2018-02-16 04:01:00,-5506.459
2018-02-16 04:02:00,-5506.459
2018-02-16 04:03:00,-5506.459
2018-02-16 04:04:00,-5497.199
2018-02-16 04:05:00,-5506.459
2018-02-16 04:06:00,-5511.089
2018-02-16 04:07:00,-5497.199
2018-02-16 04:08:00,-5487.939
2018-02-16 04:09:00,-5478.679
2018-02-16 04:10:00,-5487.939
2018-02-16 04:11:00,-5492.569
2018-02-16 04:12:00,-5497.199
2018-02-16 04:13:00,-5515.719
2018-02-16 04:14:00,-5520.349
2018-02-16 04:15:00,-5511.089
2018-02-16 04:16:00,-5524.979
2018-02-16 04:17:00,-5524.979
2018-02-16 04:18:00,-5529.609
2018-02-16 04:19:00,-5524.979
2018-02-16 04:20:00,-5534.239
2018-02-16 04:21:00,-5543.499
2018-02-16 04:22:00,-5538.869
2018-02-16 04:23:00,-5557.389
2018-02-16 04:24:00,-5543.499
2018-02-16 04:25:00,-5524.979
2018-02-16 04:26:00,-5524.979
2018-02-16 04:27:00,-5543.499
2018-02-16 04:28:00,-5543.499
2018-02-16 04:29:00,-5548.129
2018-02-16 04:30:00,-5559.704
2018-02-16 04:31:00,-5562.019
2018-02-16 04:32:00,-5562.019
2018-02-16 04:33:00,-5571.279
2018-02-16 04:34:00,-5557.389
2018-02-16 04:35:00,-5566.649
2018-02-16 04:36:00,-5566.649
2018-02-16 04:37:00,-5562.019
2018-02-16 04:38:00,-5571.279
2018-02-16 04:39:00,-5571.279
2018-02-16 04:40:00,-5562.019
2018-02-16 04:41:00,-5557.389
2018-02-16 04:42:00,-5543.499
2018-02-16 04:43:00,-5555.074
2018-02-16 04:44:00,-5557.389
2018-02-16 04:45:00,-5571.279
2018-02-16 04:46:00,-5566.649
2018-02-16 04:47:00,-5573.594
2018-02-16 04:48:00,-5580.539
2018-02-16 04:49:00,-5594.429
2018-02-16 04:50:00,-5603.689
2018-02-16 04:51:00,-5603.689
2018-02-16 04:52:00,-5608.319
2018-02-16 04:53:00,-5612.949
2018-02-16 04:54:00,-5594.429
2018-02-16 04:55:00,-5599.059
2018-02-16 04:56:00,-5612.949
2018-02-16 04:57:00,-5615.264
2018-02-16 04:58:00,-5608.319
2018-02-16 04:59:00,-5603.689
2018-02-16 05:00:00,-5612.949
2018-02-16 05:01:00,-5608.319
2018-02-16 05:02:00,-5610.634
2018-02-16 05:03:00,-5601.374
2018-02-16 05:04:00,-5610.634
2018-02-16 05:05:00,-5626.839
2018-02-16 05:06:00,-5622.209
2018-02-16 05:07:00,-5608.319
2018-02-16 05:08:00,-5608.319
2018-02-16 05:09:00,-5608.319
2018-02-16 05:10:00,-5608.319
2018-02-16 05:11:00,-5617.579
2018-02-16 05:12:00,-5629.154
2018-02-16 05:13:00,-5612.949
2018-02-16 05:14:00,-5608.319
2018-02-16 05:15:00,-5603.689
2018-02-16 05:16:00,-5601.374
2018-02-16 05:17:00,-5599.059
2018-02-16 05:18:00,-5599.059
2018-02-16 05:19:00,-5603.689
2018-02-16 05:20:00,-5594.429
2018-02-16 05:21:00,-5594.429
2018-02-16 05:22:00,-5594.429
2018-02-16 05:23:00,-5594.429
2018-02-16 05:24:00,-5601.374
2018-02-16 05:25:00,-5599.059
2018-02-16 05:26:00,-5608.319
2018-02-16 05:27:00,-5601.374
2018-02-16 05:28:00,-5592.114
2018-02-16 05:29:00,-5585.169
2018-02-16 05:30:00,-5585.169
2018-02-16 05:31:00,-5589.799
2018-02-16 05:32:00,-5594.429
2018-02-16 05:33:00,-5594.429
2018-02-16 05:34:00,-5599.059
2018-02-16 05:35:00,-5608.319
2018-02-16 05:36:00,-5612.949
2018-02-16 05:37:00,-5622.209
2018-02-16 05:38:00,-5640.729
2018-02-16 05:39:00,-5631.469
2018-02-16 05:40:00,-5636.099
2018-02-16 05:41:00,-5636.099
2018-02-16 05:42:00,-5626.839
2018-02-16 05:43:00,-5636.099
2018-02-16 05:44:00,-5636.099
2018-02-16 05:45:00,-5636.099
2018-02-16 05:46:00,-5626.839
2018-02-16 05:47:00,-5631.469
2018-02-16 05:48:00,-5622.209
2018-02-16 05:49:00,-5624.524
2018-02-16 05:50:00,-5622.209
2018-02-16 05:51:00,-5622.209
2018-02-16 05:52:00,-5617.579
2018-02-16 05:53:00,-5617.579
2018-02-16 05:54:00,-5622.209
2018-02-16 05:55:00,-5640.729
2018-02-16 05:56:00,-5649.989
2018-02-16 05:57:00,-5654.619
2018-02-16 05:58:00,-5663.879
2018-02-16 05:59:00,-5677.769
2018-02-16 06:00:00,-5677.769
2018-02-16 06:01:00,-5687.029
2018-02-16 06:02:00,-5710.179
2018-02-16 06:03:00,-5691.659
2018-02-16 06:04:00,-5705.549
2018-02-16 06:05:00,-5705.549
2018-02-16 06:06:00,-5691.659
2018-02-16 06:07:00,-5705.549
2018-02-16 06:08:00,-5703.234
2018-02-16 06:09:00,-5696.289
2018-02-16 06:10:00,-5696.289
2018-02-16 06:11:00,-5691.659
2018-02-16 06:12:00,-5691.659
2018-02-16 06:13:00,-5691.659
2018-02-16 06:14:00,-5687.029
2018-02-16 06:15:00,-5696.289
2018-02-16 06:16:00,-5707.864
2018-02-16 06:17:00,-5691.659
2018-02-16 06:18:00,-5682.399
2018-02-16 06:19:00,-5700.919
2018-02-16 06:20:00,-5696.289
2018-02-16 06:21:00,-5696.289
2018-02-16 06:22:00,-5703.234
2018-02-16 06:23:00,-5700.919
2018-02-16 06:24:00,-5696.289
2018-02-16 06:25:00,-5719.439
2018-02-16 06:26:00,-5714.809
2018-02-16 06:27:00,-5721.754
2018-02-16 06:28:00,-5719.439
2018-02-16 06:29:00,-5705.549
2018-02-16 06:30:00,-5696.289
2018-02-16 06:31:00,-5687.029
2018-02-16 06:32:00,-5700.919
2018-02-16 06:33:00,-5693.974
2018-02-16 06:34:00,-5700.919
2018-02-16 06:35:00,-5705.549
2018-02-16 06:36:00,-5696.289
2018-02-16 06:37:00,-5696.289
2018-02-16 06:38:00,-5698.604
2018-02-16 06:39:00,-5691.659
2018-02-16 06:40:00,-5682.399
2018-02-16 06:41:00,-5700.919
2018-02-16 06:42:00,-5700.919
2018-02-16 06:43:00,-5700.919
2018-02-16 06:44:00,-5693.974
2018-02-16 06:45:00,-5700.919
2018-02-16 06:46:00,-5719.439
2018-02-16 06:47:00,-5724.069
2018-02-16 06:48:00,-5742.589
2018-02-16 06:49:00,-5761.109
2018-02-16 06:50:00,-5756.479
2018-02-16 06:51:00,-5770.369
2018-02-16 06:52:00,-5761.109
2018-02-16 06:53:00,-5761.109
2018-02-16 06:54:00,-5756.479
2018-02-16 06:55:00,-5758.794
2018-02-16 06:56:00,-5758.794
2018-02-16 06:57:00,-5763.424
2018-02-16 06:58:00,-5768.054
2018-02-16 06:59:00,-5765.739
2018-02-16 07:00:00,-5774.999
2018-02-16 07:01:00,-5772.684
2018-02-16 07:02:00,-5761.109
2018-02-16 07:03:00,-5751.849
2018-02-16 07:04:00,-5747.219
2018-02-16 07:05:00,-5749.534
2018-02-16 07:06:00,-5751.849
2018-02-16 07:07:00,-5754.164
2018-02-16 07:08:00,-5788.889
2018-02-16 07:09:00,-5781.944
2018-02-16 07:10:00,-5793.519
2018-02-16 07:11:00,-5816.669
2018-02-16 07:12:00,-5802.779
2018-02-16 07:13:00,-5800.464
2018-02-16 07:14:00,-5788.889
2018-02-16 07:15:00,-5765.739
2018-02-16 07:16:00,-5779.629
2018-02-16 07:17:00,-5765.739
2018-02-16 07:18:00,-5758.794
2018-02-16 07:19:00,-5772.684
2018-02-16 07:20:00,-5768.054
2018-02-16 07:21:00,-5798.149
2018-02-16 07:22:00,-5805.094
2018-02-16 07:23:00,-5788.889
2018-02-16 07:24:00,-5816.669
2018-02-16 07:25:00,-5805.094
2018-02-16 07:26:00,-5825.929
2018-02-16 07:27:00,-5821.299
2018-02-16 07:28:00,-5812.039
2018-02-16 07:29:00,-5812.039
2018-02-16 07:30:00,-5825.929
2018-02-16 07:31:00,-5844.449
2018-02-16 07:32:00,-5844.449
2018-02-16 07:33:00,-5842.134
2018-02-16 07:34:00,-5849.079
2018-02-16 07:35:00,-5844.449
2018-02-16 07:36:00,-5881.489
2018-02-16 07:37:00,-5900.009
2018-02-16 07:38:00,-5890.749
2018-02-16 07:39:00,-5890.749
2018-02-16 07:40:00,-5904.639
2018-02-16 07:41:00,-5900.009
2018-02-16 07:42:00,-5900.009
2018-02-16 07:43:00,-5930.104
2018-02-16 07:44:00,-5923.159
2018-02-16 07:45:00,-5900.009
2018-02-16 07:46:00,-5904.639
2018-02-16 07:47:00,-5876.859
2018-02-16 07:48:00,-5886.119
2018-02-16 07:49:00,-5869.914
2018-02-16 07:50:00,-5865.284
2018-02-16 07:51:00,-5867.599
2018-02-16 07:52:00,-5895.379
2018-02-16 07:53:00,-5895.379
2018-02-16 07:54:00,-5893.064
2018-02-16 07:55:00,-5902.324
2018-02-16 07:56:00,-5918.529
2018-02-16 07:57:00,-5909.269
2018-02-16 07:58:00,-5918.529
2018-02-16 07:59:00,-5920.844
2018-02-16 08:00:00,-5946.309
2018-02-16 08:01:00,-5974.089
2018-02-16 08:02:00,-5971.774
2018-02-16 08:03:00,-5964.829
2018-02-16 08:04:00,-5964.829
2018-02-16 08:05:00,-5978.719
2018-02-16 08:06:00,-5960.199
2018-02-16 08:07:00,-5978.719
2018-02-16 08:08:00,-5974.089
2018-02-16 08:09:00,-5976.404
2018-02-16 08:10:00,-5978.719
2018-02-16 08:11:00,-5994.924
2018-02-16 08:12:00,-5983.349
2018-02-16 08:13:00,-5983.349
2018-02-16 08:14:00,-5978.719
2018-02-16 08:15:00,-5983.349
2018-02-16 08:16:00,-5987.979
2018-02-16 08:17:00,-5960.199
2018-02-16 08:18:00,-5974.089
2018-02-16 08:19:00,-5983.349
2018-02-16 08:20:00,-6025.019
2018-02-16 08:21:00,-6008.814
2018-02-16 08:22:00,-6011.129
2018-02-16 08:23:00,-6006.499
2018-02-16 08:24:00,-6025.019
2018-02-16 08:25:00,-6011.129
2018-02-16 08:26:00,-6018.074
2018-02-16 08:27:00,-6018.074
2018-02-16 08:28:00,-6022.704
2018-02-16 08:29:00,-6020.389
2018-02-16 08:30:00,-6027.334
2018-02-16 08:31:00,-6020.389
2018-02-16 08:32:00,-6031.964
2018-02-16 08:33:00,-6034.279
2018-02-16 08:34:00,-6018.074
2018-02-16 08:35:00,-6027.334
2018-02-16 08:36:00,-6006.499
2018-02-16 08:37:00,-5992.609
2018-02-16 08:38:00,-5967.144
2018-02-16 08:39:00,-5978.719
2018-02-16 08:40:00,-6006.499
2018-02-16 08:41:00,-6015.759
2018-02-16 08:42:00,-6020.389
2018-02-16 08:43:00,-6029.649
2018-02-16 08:44:00,-6043.539
2018-02-16 08:45:00,-6038.909
2018-02-16 08:46:00,-6031.964
2018-02-16 08:47:00,-6018.074
2018-02-16 08:48:00,-5997.239
2018-02-16 08:49:00,-5994.924
2018-02-16 08:50:00,-5992.609
2018-02-16 08:51:00,-5997.239
2018-02-16 08:52:00,-5983.349
2018-02-16 08:53:00,-5955.569
2018-02-16 08:54:00,-5946.309
2018-02-16 08:55:00,-5969.459
2018-02-16 08:56:00,-5983.349
2018-02-16 08:57:00,-5978.719
2018-02-16 08:58:00,-5999.554
2018-02-16 08:59:00,-5994.924
2018-02-16 09:00:00,-6008.814
2018-02-16 09:01:00,-6027.334
2018-02-16 09:02:00,-6029.649
2018-02-16 09:03:00,-6034.279
2018-02-16 09:04:00,-6048.169
2018-02-16 09:05:00,-6043.539
2018-02-16 09:06:00,-6057.429
2018-02-16 09:07:00,-6062.059
2018-02-16 09:08:00,-6041.224
2018-02-16 09:09:00,-6015.759
2018-02-16 09:10:00,-6022.704
2018-02-16 09:11:00,-6006.499
2018-02-16 09:12:00,-6006.499
2018-02-16 09:13:00,-6020.389
2018-02-16 09:14:00,-6008.814
2018-02-16 09:15:00,-5997.239
2018-02-16 09:16:00,-5983.349
2018-02-16 09:17:00,-5992.609
2018-02-16 09:18:00,-5974.089
2018-02-16 09:19:00,-5964.829
2018-02-16 09:20:00,-5969.459
2018-02-16 09:21:00,-5941.679
2018-02-16 09:22:00,-5932.419
2018-02-16 09:23:00,-5941.679
2018-02-16 09:24:00,-5960.199
2018-02-16 09:25:00,-5950.939
2018-02-16 09:26:00,-5969.459
2018-02-16 09:27:00,-5955.569
2018-02-16 09:28:00,-5955.569
2018-02-16 09:29:00,-5950.939
2018-02-16 09:30:00,-5932.419
2018-02-16 09:31:00,-5932.419
2018-02-16 09:32:00,-5927.789
2018-02-16 09:33:00,-5932.419
2018-02-16 09:34:00,-5950.939
2018-02-16 09:35:00,-5946.309
2018-02-16 09:36:00,-5953.254
2018-02-16 09:37:00,-5937.049
2018-02-16 09:38:00,-5937.049
2018-02-16 09:39:00,-5950.939
2018-02-16 09:40:00,-5946.309
2018-02-16 09:41:00,-5955.569
2018-02-16 09:42:00,-5969.459
2018-02-16 09:43:00,-5985.664
2018-02-16 09:44:00,-5981.034
2018-02-16 09:45:00,-5985.664
2018-02-16 09:46:00,-5981.034
2018-02-16 09:47:00,-5978.719
2018-02-16 09:48:00,-5974.089
2018-02-16 09:49:00,-5964.829
2018-02-16 09:50:00,-5950.939
2018-02-16 09:51:00,-5974.089
2018-02-16 09:52:00,-5974.089
2018-02-16 09:53:00,-5987.979
2018-02-16 09:54:00,-5992.609
2018-02-16 09:55:00,-6006.499
2018-02-16 09:56:00,-6006.499
2018-02-16 09:57:00,-6025.019
2018-02-16 09:58:00,-5978.719
2018-02-16 09:59:00,-5994.924
2018-02-16 10:00:00,-5987.979
2018-02-16 10:01:00,-5974.089
2018-02-16 10:02:00,-5969.459
2018-02-16 10:03:00,-5978.719
2018-02-16 10:04:00,-5964.829
2018-02-16 10:05:00,-5960.199
2018-02-16 10:06:00,-5969.459
2018-02-16 10:07:00,-5976.404
2018-02-16 10:08:00,-5960.199
2018-02-16 10:09:00,-5943.994
2018-02-16 10:10:00,-5941.679
2018-02-16 10:11:00,-5927.789
2018-02-16 10:12:00,-5930.104
2018-02-16 10:13:00,-5927.789
2018-02-16 10:14:00,-5920.844
2018-02-16 10:15:00,-5932.419
2018-02-16 10:16:00,-5920.844
2018-02-16 10:17:00,-5904.639
2018-02-16 10:18:00,-5913.899
2018-02-16 10:19:00,-5918.529
2018-02-16 10:20:00,-5911.584
2018-02-16 10:21:00,-5911.584
2018-02-16 10:22:00,-5923.159
2018-02-16 10:23:00,-5918.529
2018-02-16 10:24:00,-5920.844
2018-02-16 10:25:00,-5927.789
2018-02-16 10:26:00,-5927.789
2018-02-16 10:27:00,-5937.049
2018-02-16 10:28:00,-5941.679
2018-02-16 10:29:00,-5950.939
2018-02-16 10:30:00,-5937.049
2018-02-16 10:31:00,-5950.939
2018-02-16 10:32:00,-5939.364
2018-02-16 10:33:00,-5941.679
2018-02-16 10:34:00,-5953.254
2018-02-16 10:35:00,-5950.939
2018-02-16 10:36:00,-5964.829
2018-02-16 10:37:00,-5950.939
2018-02-16 10:38:00,-5960.199
2018-02-16 10:39:00,-5950.939
2018-02-16 10:40:00,-5941.679
2018-02-16 10:41:00,-5939.364
2018-02-16 10:42:00,-5941.679
2018-02-16 10:43:00,-5937.049
2018-02-16 10:44:00,-5941.679
2018-02-16 10:45:00,-5930.104
2018-02-16 10:46:00,-5946.309
2018-02-16 10:47:00,-5948.624
2018-02-16 10:48:00,-5941.679
2018-02-16 10:49:00,-5923.159
2018-02-16 10:50:00,-5923.159
2018-02-16 10:51:00,-5941.679
2018-02-16 10:52:00,-5918.529
2018-02-16 10:53:00,-5930.104
2018-02-16 10:54:00,-5923.159
2018-02-16 10:55:00,-5923.159
2018-02-16 10:56:00,-5937.049
2018-02-16 10:57:00,-5946.309
2018-02-16 10:58:00,-5941.679
2018-02-16 10:59:00,-5943.994
2018-02-16 11:00:00,-5948.624
2018-02-16 11:01:00,-5957.884
2018-02-16 11:02:00,-5957.884
2018-02-16 11:03:00,-5967.144
2018-02-16 11:04:00,-5964.829
2018-02-16 11:05:00,-5960.199
2018-02-16 11:06:00,-5962.514
2018-02-16 11:07:00,-5964.829
2018-02-16 11:08:00,-5971.774
2018-02-16 11:09:00,-5969.459
2018-02-16 11:10:00,-5967.144
2018-02-16 11:11:00,-5981.034
2018-02-16 11:12:00,-5964.829
2018-02-16 11:13:00,-5964.829
2018-02-16 11:14:00,-5976.404
2018-02-16 11:15:00,-5981.034
2018-02-16 11:16:00,-5969.459
2018-02-16 11:17:00,-5971.774
2018-02-16 11:18:00,-5967.144
2018-02-16 11:19:00,-5969.459
2018-02-16 11:20:00,-5983.349
2018-02-16 11:21:00,-5974.089
2018-02-16 11:22:00,-5987.979
2018-02-16 11:23:00,-5987.979
2018-02-16 11:24:00,-5974.089
2018-02-16 11:25:00,-5983.349
2018-02-16 11:26:00,-5997.239
2018-02-16 11:27:00,-5983.349
2018-02-16 11:28:00,-5974.089
2018-02-16 11:29:00,-5955.569
2018-02-16 11:30:00,-5946.309
2018-02-16 11:31:00,-5927.789
2018-02-16 11:32:00,-5941.679
2018-02-16 11:33:00,-5946.309
2018-02-16 11:34:00,-5948.624
2018-02-16 11:35:00,-5955.569
2018-02-16 11:36:00,-5946.309
2018-02-16 11:37:00,-5939.364
2018-02-16 11:38:00,-5946.309
2018-02-16 11:39:00,-5946.309
2018-02-16 11:40:00,-5950.939
2018-02-16 11:41:00,-5950.939
2018-02-16 11:42:00,-5953.254
2018-02-16 11:43:00,-5962.514
2018-02-16 11:44:00,-5967.144
2018-02-16 11:45:00,-5946.309
2018-02-16 11:46:00,-5953.254
2018-02-16 11:47:00,-5946.309
2018-02-16 11:48:00,-5941.679
2018-02-16 11:49:00,-5955.569
2018-02-16 11:50:00,-5969.459
2018-02-16 11:51:00,-5964.829
2018-02-16 11:52:00,-5969.459
2018-02-16 11:53:00,-5964.829
2018-02-16 11:54:00,-5971.774
2018-02-16 11:55:00,-5983.349
2018-02-16 11:56:00,-5983.349
2018-02-16 11:57:00,-5974.089
2018-02-16 11:58:00,-5976.404
2018-02-16 11:59:00,-5981.034
2018-02-16 12:00:00,-5983.349
2018-02-16 12:01:00,-5992.609
2018-02-16 12:02:00,-6011.129
2018-02-16 12:03:00,-6011.129
2018-02-16 12:04:00,-6015.759
2018-02-16 12:05:00,-6011.129
2018-02-16 12:06:00,-6015.759
2018-02-16 12:07:00,-6011.129
2018-02-16 12:08:00,-6013.444
2018-02-16 12:09:00,-5992.609
2018-02-16 12:10:00,-5994.924
2018-02-16 12:11:00,-6011.129
2018-02-16 12:12:00,-6006.499
2018-02-16 12:13:00,-6013.444
2018-02-16 12:14:00,-6011.129
2018-02-16 12:15:00,-6004.184
2018-02-16 12:16:00,-6022.704
2018-02-16 12:17:00,-6031.964
2018-02-16 12:18:00,-6041.224
2018-02-16 12:19:00,-6041.224
2018-02-16 12:20:00,-6043.539
2018-02-16 12:21:00,-6027.334
2018-02-16 12:22:00,-6022.704
2018-02-16 12:23:00,-6006.499
2018-02-16 12:24:00,-5997.239
2018-02-16 12:25:00,-5983.349
2018-02-16 12:26:00,-5987.979
2018-02-16 12:27:00,-5978.719
2018-02-16 12:28:00,-5983.349
2018-02-16 12:29:00,-5987.979
2018-02-16 12:30:00,-5983.349
2018-02-16 12:31:00,-5994.924
2018-02-16 12:32:00,-5983.349
2018-02-16 12:33:00,-5992.609
2018-02-16 12:34:00,-5976.404
2018-02-16 12:35:00,-5964.829
2018-02-16 12:36:00,-5967.144
2018-02-16 12:37:00,-5974.089
2018-02-16 12:38:00,-5969.459
2018-02-16 12:39:00,-5981.034
2018-02-16 12:40:00,-5971.774
2018-02-16 12:41:00,-5985.664
2018-02-16 12:42:00,-5992.609
2018-02-16 12:43:00,-6001.869
2018-02-16 12:44:00,-6011.129
2018-02-16 12:45:00,-6015.759
2018-02-16 12:46:00,-6022.704
2018-02-16 12:47:00,-6022.704
2018-02-16 12:48:00,-6027.334
2018-02-16 12:49:00,-6015.759
2018-02-16 12:50:00,-6011.129
2018-02-16 12:51:00,-6008.814
2018-02-16 12:52:00,-6034.279
2018-02-16 12:53:00,-6041.224
2018-02-16 12:54:00,-6038.909
2018-02-16 12:55:00,-6043.539
2018-02-16 12:56:00,-6057.429
2018-02-16 12:57:00,-6062.059
2018-02-16 12:58:00,-6066.689
2018-02-16 12:59:00,-6075.949
2018-02-19 00:00:00,-6025.185
2018-02-19 00:01:00,-6019.675
2018-02-19 00:02:00,-6008.655
